,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Shareef Abdur-Rahim,PF,29,SAC,6,0,129,6.4,12.0,.535,0.0,0.8,.000,6.4,11.2,.575,2.5,4.2,.600,2.2,5.9,8.1,2.0,0.6,0.0,3.6,7.5,15.3
1,Malik Allen,PF,27,CHI,6,6,116,4.3,9.3,.467,0.0,0.0,,4.3,9.3,.467,0.0,0.3,.000,1.6,4.0,5.6,2.2,0.6,1.9,3.1,5.0,8.7
2,Derek Anderson,SG,31,MIA,8,0,66,3.3,10.9,.300,2.7,7.6,.357,0.5,3.3,.167,3.8,4.4,.875,0.0,4.9,4.9,2.7,1.1,0.0,1.6,7.1,13.1
3,Shandon Anderson,SF,32,MIA,13,0,90,1.6,5.2,.308,0.4,1.2,.333,1.2,4.0,.300,1.6,2.4,.667,1.2,3.6,4.8,1.6,0.0,0.4,2.4,3.2,5.2
4,Carmelo Anthony,SF,21,DEN,5,5,193,6.2,18.5,.333,0.0,0.7,.000,6.2,17.7,.347,7.3,9.7,.750,2.2,3.9,6.2,2.6,0.7,0.2,2.8,3.7,19.6
5,Gilbert Arenas,PG,24,WAS,6,6,284,8.2,17.7,.464,2.5,5.8,.435,5.7,11.9,.479,6.8,8.9,.771,0.9,3.3,4.2,4.1,1.6,0.5,2.5,2.7,25.9
6,Darrell Armstrong,PG,37,DAL,11,0,47,2.3,11.5,.200,0.0,5.4,.000,2.3,6.1,.375,1.5,1.5,1.000,0.8,4.6,5.4,1.5,2.3,0.8,0.8,6.9,6.1
7,Chucky Atkins,PG,31,MEM,4,4,103,5.2,12.9,.405,1.4,3.8,.364,3.8,9.1,.423,1.7,2.8,.625,0.0,1.0,1.0,4.2,0.7,0.0,1.4,5.2,13.6
8,Leandro Barbosa,SG,23,PHO,20,3,632,5.9,12.5,.470,1.5,3.9,.391,4.3,8.5,.507,2.8,3.3,.862,0.3,1.5,1.8,3.1,0.9,0.2,1.7,3.8,16.1
9,Brent Barry,SG,34,SAS,13,2,301,4.1,7.3,.557,2.0,4.1,.500,2.0,3.2,.630,1.9,2.5,.762,0.4,3.5,3.8,2.6,1.1,0.4,1.1,3.5,12.1
10,Shane Battier,SF,27,MEM,4,4,129,2.8,5.6,.500,0.6,2.0,.286,2.2,3.6,.615,0.6,1.7,.333,2.0,4.5,6.4,0.6,1.1,0.6,2.2,4.5,6.7
11,Charlie Bell,SG,26,MIL,5,0,108,5.7,14.3,.395,1.7,3.7,.455,4.0,10.7,.375,2.3,2.3,1.000,0.7,0.3,1.0,2.3,1.0,0.7,1.3,5.0,15.3
12,Raja Bell,SG,29,PHO,17,17,673,4.2,8.8,.479,2.1,4.6,.465,2.1,4.2,.494,1.8,2.2,.829,0.4,2.1,2.6,2.0,0.6,0.2,0.5,3.7,12.4
13,Mike Bibby,PG,27,SAC,6,6,255,4.5,13.0,.348,1.3,3.7,.346,3.2,9.3,.348,3.8,4.2,.900,0.8,2.4,3.2,4.4,1.3,0.0,2.5,2.4,14.1
14,Chauncey Billups,PG,29,DET,18,18,705,4.7,11.7,.406,1.6,4.8,.340,3.1,6.9,.452,5.4,5.9,.905,0.4,2.8,3.1,6.0,1.1,0.1,2.2,2.2,16.5
15,Andrew Bogut,PF,21,MIL,5,5,172,4.2,9.6,.435,0.0,0.0,,4.2,9.6,.435,0.6,1.7,.375,1.9,4.6,6.5,3.6,0.6,0.0,1.7,4.4,9.0
16,Bruce Bowen,SF,34,SAS,13,13,442,2.6,5.0,.525,1.2,2.4,.500,1.4,2.5,.548,0.1,0.2,.500,0.5,1.8,2.3,1.3,0.9,0.7,0.7,3.4,6.5
17,Earl Boykins,PG,29,DEN,5,0,140,4.9,15.2,.322,1.0,4.9,.211,3.9,10.3,.375,3.3,4.4,.765,0.8,1.0,1.8,5.1,1.0,0.0,0.8,1.5,14.1
18,Elton Brand,PF,26,LAC,12,12,517,8.6,15.7,.551,0.0,0.1,.000,8.6,15.6,.554,4.0,5.3,.750,3.6,5.0,8.6,3.3,0.8,2.2,2.0,2.4,21.2
19,Kwame Brown,C,23,LAL,7,7,225,5.4,10.4,.523,0.0,0.0,,5.4,10.4,.523,3.5,5.0,.710,2.7,4.6,7.4,1.1,0.3,1.0,1.9,3.4,14.4
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
