,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ray Allen*,SG,37,MIA,23,0,573,4.6,10.8,.430,2.5,6.0,.406,2.2,4.8,.461,3.0,3.4,.870,0.8,3.2,4.0,1.8,0.8,0.2,1.7,2.6,14.7
1,Tony Allen,SG,31,MEM,15,15,422,4.6,10.7,.432,0.2,0.7,.250,4.4,10.0,.444,3.8,4.9,.759,3.2,4.6,7.8,2.3,2.6,0.4,1.6,4.1,13.1
2,Chris Andersen,C,34,MIA,20,0,303,5.5,6.8,.807,0.0,0.0,,5.5,6.8,.807,4.3,5.8,.735,3.8,5.2,9.0,0.4,1.1,2.6,1.3,6.3,15.2
3,James Anderson,SG,23,HOU,2,0,18,2.0,10.0,.200,0.0,6.0,.000,2.0,4.0,.500,0.0,0.0,,2.0,6.0,8.0,0.0,0.0,0.0,0.0,4.0,4.0
4,Carmelo Anthony,PF,28,NYK,12,12,481,9.4,23.2,.406,1.3,4.3,.298,8.2,18.9,.431,5.8,6.5,.885,0.8,5.1,5.9,1.4,1.0,0.1,2.3,3.4,25.9
5,Joel Anthony,C,30,MIA,14,0,71,1.5,5.1,.300,0.0,0.0,,1.5,5.1,.300,0.0,0.0,,5.1,5.6,10.6,0.0,1.0,2.0,1.5,6.6,3.0
6,Darrell Arthur,PF,24,MEM,15,0,175,5.1,10.9,.472,0.0,0.4,.000,5.1,10.5,.490,1.6,1.9,.889,2.9,4.9,7.8,1.2,0.4,0.8,1.4,7.4,11.9
7,Ömer Aşık,C,26,HOU,6,6,208,3.8,6.8,.564,0.0,0.0,,3.8,6.8,.564,5.2,8.1,.638,3.6,8.0,11.6,0.5,0.5,1.7,2.1,3.8,12.8
8,D.J. Augustin,PG,25,IND,19,1,316,3.1,8.1,.380,2.2,5.5,.396,0.9,2.6,.348,2.8,3.5,.806,0.2,1.5,1.7,1.5,0.8,0.0,1.1,3.0,11.2
9,Gustavo Ayón,C,27,MIL,3,0,7,10.3,20.6,.500,0.0,0.0,,10.3,20.6,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6
10,Jeff Ayres,PF,25,IND,9,0,71,4.1,12.2,.333,0.0,0.5,.000,4.1,11.7,.348,0.0,0.0,,2.0,7.1,9.1,0.5,0.0,1.0,1.5,7.1,8.1
11,Harrison Barnes,SF,20,GSW,12,12,461,5.6,12.7,.444,1.5,4.1,.365,4.1,8.6,.482,2.3,2.7,.857,1.4,4.6,6.0,1.2,0.5,0.4,1.2,2.6,15.1
12,Matt Barnes,SF,32,LAC,6,0,162,5.3,9.8,.545,1.6,3.8,.412,3.8,6.0,.630,3.6,4.2,.842,1.6,5.1,6.7,0.7,0.9,0.4,1.1,5.1,15.8
13,Brandon Bass,PF,27,BOS,6,5,204,2.5,5.1,.483,0.0,0.0,,2.5,5.1,.483,2.1,2.6,.800,1.4,5.6,7.1,1.2,0.4,0.2,0.9,3.0,7.1
14,Shane Battier,SF,34,MIA,22,0,392,2.5,8.5,.290,2.4,8.1,.295,0.1,0.5,.200,2.1,2.6,.821,0.8,2.7,3.5,1.1,0.5,0.6,0.5,4.5,9.5
15,Jerryd Bayless,PG,24,MEM,15,0,320,5.5,15.4,.358,2.0,6.6,.305,3.5,8.8,.397,2.6,2.9,.885,0.1,3.3,3.4,3.6,0.8,0.6,1.8,3.9,15.6
16,Aron Baynes,C,26,SAS,4,1,23,6.3,11.0,.571,0.0,0.0,,6.3,11.0,.571,0.0,0.0,,3.1,4.7,7.8,0.0,0.0,0.0,1.6,6.3,12.5
