,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kenny Anderson,PG,26,POR,4,4,169,4.7,9.8,.478,1.1,4.0,.263,3.6,5.8,.630,4.0,4.3,.950,0.4,3.2,3.6,4.0,1.5,0.2,2.3,2.1,14.5
1,Nick Anderson,SG,29,ORL,5,5,130,3.3,10.0,.333,1.1,4.2,.267,2.2,5.8,.381,0.0,0.6,.000,0.8,7.2,8.0,0.8,0.8,2.5,1.7,2.2,7.8
2,Shandon Anderson,SG,23,UTA,18,0,296,3.5,8.0,.439,0.6,1.5,.417,2.9,6.6,.444,2.4,3.4,.714,2.4,3.4,5.8,1.6,1.3,0.1,1.6,3.4,10.1
3,Willie Anderson,SG,30,MIA,9,0,120,3.3,9.0,.367,0.6,2.4,.250,2.7,6.6,.409,2.7,3.0,.900,0.6,4.5,5.1,1.5,1.2,0.6,3.6,6.0,9.9
4,Darrell Armstrong,PG,28,ORL,5,0,143,5.0,10.6,.476,1.5,4.5,.333,3.5,6.0,.583,2.8,3.3,.846,0.8,4.5,5.3,4.3,2.0,0.3,1.8,1.5,14.3
5,Keith Askins,SF,29,MIA,12,0,146,2.5,5.7,.435,1.5,3.0,.500,1.0,2.7,.364,1.0,1.0,1.000,2.7,4.2,6.9,1.7,0.7,0.5,0.7,6.4,7.4
6,Stacey Augmon,SG,28,POR,4,0,35,2.1,6.2,.333,0.0,0.0,,2.1,6.2,.333,3.1,4.1,.750,1.0,0.0,1.0,3.1,1.0,0.0,1.0,6.2,7.2
7,Isaac Austin,C,27,MIA,15,0,287,4.5,10.2,.444,0.1,0.5,.250,4.4,9.7,.455,3.1,3.9,.806,2.0,6.3,8.3,0.8,0.8,0.9,2.8,4.4,12.3
8,Charles Barkley*,PF,33,HOU,16,16,605,5.1,11.8,.434,0.7,2.3,.289,4.5,9.5,.469,6.1,8.0,.769,3.8,7.6,11.4,3.2,1.1,0.4,2.6,3.1,17.0
9,Brent Barry,SG,25,LAC,3,0,84,4.7,11.6,.407,2.1,4.7,.455,2.6,6.9,.375,3.4,3.9,.889,0.4,2.6,3.0,4.3,1.7,0.0,1.7,4.3,15.0
10,Jon Barry,SG,27,ATL,2,0,9,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Mookie Blaylock,PG,29,ATL,10,10,441,5.0,12.6,.396,2.3,6.9,.329,2.7,5.6,.478,1.1,1.7,.667,1.0,4.7,5.7,5.3,1.7,0.2,2.9,1.2,13.4
12,Corie Blount,PF,28,LAL,3,0,8,4.5,4.5,1.000,0.0,0.0,,4.5,4.5,1.000,4.5,9.0,.500,0.0,9.0,9.0,4.5,0.0,0.0,0.0,9.0,13.5
13,Muggsy Bogues,PG,32,CHH,2,2,58,6.8,11.8,.579,3.7,4.3,.857,3.1,7.4,.417,2.5,2.5,1.000,0.6,1.2,1.9,3.1,0.6,0.0,3.7,1.9,19.9
14,Scott Brooks,PG,31,NYK,4,0,7,5.1,10.3,.500,0.0,0.0,,5.1,10.3,.500,5.1,5.1,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4
15,Mike Brown,C,33,PHO,4,0,27,2.7,6.7,.400,0.0,0.0,,2.7,6.7,.400,9.3,10.7,.875,2.7,2.7,5.3,1.3,0.0,0.0,1.3,8.0,14.7
