,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tariq Abdul-Wahad,SG,24,SAC,5,5,99,5.5,12.0,.455,0.0,0.4,.000,5.5,11.6,.469,4.7,5.8,.813,2.2,4.7,6.9,1.5,1.5,1.5,1.1,2.9,15.6
1,Ray Allen*,SG,23,MIL,3,3,120,7.5,14.1,.532,2.7,5.7,.474,4.8,8.4,.571,2.4,3.9,.615,2.4,4.2,6.6,3.9,0.9,0.3,3.3,2.7,20.1
2,Nick Anderson,SF,31,ORL,4,4,152,6.9,18.7,.367,2.6,9.9,.262,4.3,8.8,.486,3.3,4.5,.737,1.7,4.7,6.4,2.1,2.1,0.0,2.4,2.8,19.7
3,Shandon Anderson,SG,25,UTA,11,0,297,4.5,9.3,.481,0.7,1.7,.429,3.8,7.6,.492,2.9,4.1,.706,1.0,4.0,5.0,1.6,0.7,0.4,1.7,4.1,12.6
4,Greg Anthony,PG,31,POR,13,0,225,2.9,8.8,.327,1.3,5.0,.258,1.6,3.8,.417,3.7,5.4,.676,0.6,1.6,2.2,5.1,2.1,0.2,1.4,4.0,10.7
5,B.J. Armstrong,PG,31,ORL,2,0,3,0.0,12.0,.000,0.0,0.0,,0.0,12.0,.000,0.0,0.0,,0.0,0.0,0.0,12.0,0.0,0.0,12.0,12.0,0.0
6,Darrell Armstrong,PG,30,ORL,4,4,163,3.8,10.2,.370,2.0,5.3,.375,1.8,4.9,.364,3.5,3.5,1.000,1.3,3.1,4.4,5.5,2.0,0.0,5.5,3.5,13.0
7,Keith Askins,SF,31,MIA,4,0,27,0.0,5.3,.000,0.0,4.0,.000,0.0,1.3,.000,0.0,0.0,,2.7,2.7,5.3,0.0,2.7,1.3,0.0,6.7,0.0
8,Stacey Augmon,SF,30,POR,13,0,176,2.0,5.7,.357,0.0,0.2,.000,2.0,5.5,.370,3.1,3.7,.833,2.0,4.7,6.8,1.0,1.6,0.6,0.6,3.1,7.2
9,Isaac Austin,C,29,ORL,4,4,112,2.9,7.4,.391,0.0,0.6,.000,2.9,6.8,.429,2.6,3.9,.667,2.3,2.9,5.1,2.6,1.3,1.0,2.6,4.5,8.4
10,Thurl Bailey,PF,37,UTA,11,0,115,5.3,10.3,.515,0.0,0.0,,5.3,10.3,.515,0.9,1.3,.750,1.6,3.1,4.7,0.6,0.9,1.9,2.5,5.9,11.6
11,Charles Barkley*,PF,35,HOU,4,4,157,8.3,15.6,.529,0.5,1.6,.286,7.8,14.0,.557,4.6,6.9,.667,3.0,9.6,12.6,3.4,1.4,0.5,1.8,2.8,21.6
12,Jon Barry,SG,29,SAC,5,0,112,3.9,10.9,.353,1.6,6.1,.263,2.3,4.8,.467,3.5,3.9,.917,1.0,2.3,3.2,2.9,1.9,0.3,2.9,2.9,12.9
13,Travis Best,PG,26,IND,11,0,150,3.8,11.0,.348,0.5,2.4,.200,3.4,8.6,.389,2.9,3.1,.923,1.7,2.4,4.1,5.0,1.0,0.2,3.4,8.2,11.0
14,Mookie Blaylock,PG,31,ATL,9,9,358,4.4,13.6,.326,1.8,5.1,.353,2.6,8.4,.310,0.7,1.5,.467,0.6,3.0,3.6,3.6,1.8,0.2,3.0,1.1,11.4
15,Terrell Brandon,PG,28,MIN,4,4,161,6.9,15.4,.449,0.7,1.1,.600,6.3,14.3,.438,2.7,2.9,.923,0.4,6.3,6.7,6.3,2.0,0.4,3.1,2.5,17.2
16,Gerald Brown,SG,23,PHO,1,0,1,36.0,36.0,1.000,0.0,0.0,,36.0,36.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
17,P.J. Brown,PF,29,MIA,5,5,144,5.2,11.3,.467,0.0,0.2,.000,5.2,11.0,.477,2.3,2.5,.900,3.5,4.2,7.7,1.2,0.5,0.5,0.7,4.2,12.7
18,Rick Brunson,PG,26,NYK,9,0,18,4.0,10.0,.400,0.0,0.0,,4.0,10.0,.400,4.0,4.0,1.000,2.0,0.0,2.0,4.0,0.0,0.0,8.0,6.0,12.0
19,Kobe Bryant*,SG,20,LAL,8,8,315,7.0,16.2,.430,0.9,2.6,.348,6.1,13.6,.445,3.2,4.0,.800,1.5,4.8,6.3,4.2,1.7,1.1,3.5,2.7,18.1
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Jud Buechler,SF,30,DET,5,0,84,1.3,6.4,.200,0.9,3.4,.250,0.4,3.0,.143,0.0,0.0,,1.7,3.9,5.6,1.3,1.3,0.4,1.3,2.6,3.4
22,Matt Bullard,PF,31,HOU,2,0,8,9.0,9.0,1.000,4.5,4.5,1.000,4.5,4.5,1.000,9.0,9.0,1.000,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,31.5
23,Marcus Camby,C,24,NYK,20,3,509,5.7,10.1,.566,0.0,0.1,.000,5.7,10.0,.570,3.2,5.2,.616,3.6,7.2,10.8,0.4,1.7,2.7,1.1,5.4,14.6
24,Antoine Carr,PF,37,HOU,4,0,37,3.9,10.7,.364,0.0,0.0,,3.9,10.7,.364,0.0,0.0,,2.9,3.9,6.8,3.9,0.0,1.0,3.9,18.5,7.8
25,Sam Cassell,PG,29,MIL,3,3,102,5.6,11.3,.500,0.0,0.4,.000,5.6,10.9,.516,4.9,5.6,.875,0.0,2.1,2.1,9.2,1.1,0.0,2.5,4.9,16.2
26,Kelvin Cato,C,24,POR,8,0,43,0.8,7.5,.111,0.0,0.0,,0.8,7.5,.111,3.3,8.4,.400,5.0,0.8,5.9,1.7,0.8,0.8,1.7,10.9,5.0
27,Duane Causwell,C,30,MIA,4,0,20,1.8,3.6,.500,0.0,0.0,,1.8,3.6,.500,7.2,10.8,.667,0.0,3.6,3.6,1.8,1.8,0.0,0.0,3.6,10.8
28,Rex Chapman,SG,31,PHO,3,3,57,3.8,13.3,.286,1.3,3.8,.333,2.5,9.5,.267,1.9,2.5,.750,1.3,2.5,3.8,3.8,0.6,0.0,2.5,5.7,10.7
29,Chris Childs,PG,31,NYK,20,0,494,2.4,6.8,.355,0.7,2.0,.321,1.7,4.7,.369,1.4,1.9,.731,0.6,2.8,3.4,5.3,0.9,0.1,2.2,4.7,6.9
30,Tyrone Corbin,SF,36,ATL,9,4,268,4.0,9.7,.417,0.8,3.1,.261,3.2,6.6,.490,0.4,0.5,.750,0.9,3.5,4.4,2.1,0.8,0.0,1.1,2.7,9.3
31,Chris Crawford,PF,23,ATL,6,5,125,4.6,13.8,.333,1.2,4.0,.286,3.5,9.8,.353,6.6,7.5,.885,1.7,3.7,5.5,1.4,0.3,0.3,1.7,5.5,17.0
