,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Cory Alexander,PG,22,SAS,9,0,70,5.1,12.3,.417,0.5,2.6,.200,4.6,9.8,.474,2.6,3.6,.714,2.1,2.6,4.6,4.6,1.0,0.0,3.1,4.1,13.4
1,John Amaechi,PF,25,CLE,1,0,2,0.0,18.0,.000,0.0,0.0,,0.0,18.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Greg Anderson,PF,31,SAS,6,0,34,0.0,5.3,.000,0.0,0.0,,0.0,5.3,.000,1.1,2.1,.500,2.1,7.4,9.5,0.0,2.1,1.1,4.2,5.3,1.1
3,Nick Anderson,SG,28,ORL,11,11,418,4.7,10.9,.433,1.6,5.4,.286,3.2,5.5,.578,2.4,3.9,.622,1.4,3.4,4.7,1.8,1.8,0.4,1.8,1.9,13.4
4,Willie Anderson,SG,29,NYK,4,0,64,3.9,12.4,.318,0.6,3.4,.167,3.4,9.0,.375,3.4,3.9,.857,1.1,3.9,5.1,0.6,2.3,0.0,3.4,5.6,11.8
5,Vincent Askew,SG,29,SEA,19,0,345,2.5,7.3,.343,0.6,2.4,.261,1.9,4.9,.383,1.8,2.9,.607,0.5,3.8,4.3,2.7,1.4,0.8,2.9,5.2,7.4
6,Keith Askins,SF,28,MIA,3,0,48,3.0,8.2,.364,1.5,4.5,.333,1.5,3.7,.400,2.3,2.3,1.000,2.3,3.7,6.0,1.5,0.7,0.0,3.0,6.8,9.7
7,Stacey Augmon,SF,27,ATL,10,10,314,4.0,8.3,.486,0.0,0.1,.000,4.0,8.1,.493,3.8,4.6,.825,1.0,3.1,4.1,3.1,1.3,0.7,1.9,3.0,11.8
8,Charles Barkley*,PF,32,PHO,4,4,164,6.8,15.4,.443,0.7,2.6,.250,6.1,12.7,.483,8.1,10.3,.787,4.0,7.9,11.9,3.3,0.9,0.9,1.3,3.3,22.4
9,Mario Bennett,SF,22,PHO,2,0,8,9.0,18.0,.500,0.0,0.0,,9.0,18.0,.500,0.0,0.0,,9.0,4.5,13.5,0.0,0.0,0.0,9.0,0.0,18.0
10,David Benoit,SF,27,UTA,14,5,259,4.6,9.7,.471,1.9,3.9,.500,2.6,5.8,.452,1.0,1.3,.778,0.8,4.3,5.1,1.0,0.1,0.4,1.9,2.4,12.1
11,Travis Best,PG,23,IND,5,0,84,4.7,9.4,.500,0.4,2.6,.167,4.3,6.9,.625,2.6,3.0,.857,1.3,3.4,4.7,3.9,2.6,0.0,4.3,4.3,12.4
12,Mookie Blaylock,PG,28,ATL,10,10,426,5.2,12.3,.421,2.8,7.1,.393,2.4,5.2,.459,1.4,2.0,.667,1.1,2.5,3.6,5.4,1.9,0.7,2.5,1.3,14.5
13,Anthony Bonner,PF,27,ORL,4,0,16,2.3,6.8,.333,0.0,0.0,,2.3,6.8,.333,2.3,4.5,.500,4.5,0.0,4.5,2.3,0.0,0.0,0.0,6.8,6.8
14,Anthony Bowie,SG,32,ORL,12,1,152,3.1,6.4,.481,0.0,0.0,,3.1,6.4,.481,0.9,0.9,1.000,0.7,3.3,4.0,3.3,0.7,0.5,1.2,3.8,7.1
15,Donnie Boyce,SG,22,ATL,1,0,2,0.0,36.0,.000,0.0,36.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Terrell Brandon,PG,25,CLE,3,3,125,6.0,13.5,.447,0.9,2.6,.333,5.2,10.9,.474,3.7,4.3,.867,0.3,2.3,2.6,6.9,1.2,0.3,3.2,2.9,16.7
17,Frank Brickowski,C,36,SEA,21,3,206,2.8,6.6,.421,1.0,3.8,.273,1.7,2.8,.625,0.5,0.7,.750,0.3,4.9,5.2,1.9,1.2,0.9,3.5,9.6,7.2
18,Chucky Brown,PF,27,HOU,8,8,168,5.4,9.6,.556,0.0,0.0,,5.4,9.6,.556,3.2,3.9,.833,1.3,3.9,5.1,1.1,0.6,0.0,0.9,3.6,13.9
19,Randy Brown,PG,27,CHI,16,0,112,5.1,9.0,.571,1.0,1.9,.500,4.2,7.1,.591,2.9,3.9,.750,1.0,2.3,3.2,2.3,1.6,0.3,2.3,5.8,14.1
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
