,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
17,Patrick Beverley,SG,28,HOU,11,11,325,5.0,12.1,.413,2.3,5.8,.404,2.7,6.3,.421,1.2,1.6,.786,2.3,4.4,6.8,3.7,1.8,0.2,2.0,4.2,13.5
18,Bojan Bogdanović,SF,27,WAS,13,0,264,4.9,11.9,.414,2.2,6.1,.356,2.7,5.7,.476,3.7,4.4,.844,1.4,6.3,7.6,1.2,0.8,0.1,1.1,2.3,15.7
19,Joel Bolomboy,PF,23,UTA,2,0,9,8.0,12.0,.667,0.0,0.0,,8.0,12.0,.667,0.0,0.0,,0.0,8.0,8.0,0.0,0.0,4.0,0.0,0.0,16.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Avery Bradley,SG,26,BOS,18,18,645,6.7,15.2,.441,2.2,6.4,.351,4.5,8.8,.506,1.2,1.5,.778,1.0,3.0,4.0,2.3,1.3,0.2,1.7,2.2,16.8
22,Malcolm Brogdon,SG,24,MIL,6,6,183,4.3,10.8,.400,2.0,4.1,.476,2.4,6.7,.353,0.0,0.0,,0.6,4.5,5.1,4.1,0.6,0.4,2.4,2.4,10.6
23,Aaron Brooks,PG,32,IND,1,0,7,10.3,15.4,.667,5.1,10.3,.500,5.1,5.1,1.000,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,5.1,0.0,25.7
24,Bobby Brown,PG,32,HOU,5,0,22,16.4,32.7,.500,8.2,18.0,.455,8.2,14.7,.556,0.0,0.0,,0.0,3.3,3.3,1.6,0.0,0.0,0.0,1.6,40.9
25,Jaylen Brown,SF,20,BOS,17,0,215,5.7,11.9,.479,0.8,3.9,.217,4.9,8.0,.604,2.0,3.0,.667,2.0,4.0,6.0,2.2,1.0,0.3,2.2,4.4,14.2
26,Trey Burke,PG,24,WAS,3,0,20,0.0,7.2,.000,0.0,3.6,.000,0.0,3.6,.000,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.6,0.0
27,Jimmy Butler,SF,27,CHI,6,6,239,6.9,16.3,.426,0.9,3.5,.261,6.0,12.8,.471,5.7,7.1,.809,1.4,5.3,6.6,3.9,1.5,0.8,2.3,1.5,20.5
28,José Calderón,PG,35,ATL,6,0,75,5.3,11.0,.478,1.9,5.8,.333,3.4,5.3,.636,0.0,0.0,,1.0,2.9,3.8,6.2,1.0,0.5,1.9,4.3,12.5
29,Isaiah Canaan,SG,25,CHI,3,2,95,4.9,9.9,.500,1.9,5.3,.357,3.0,4.5,.667,1.5,2.3,.667,0.0,1.5,1.5,1.5,1.1,0.0,1.9,2.3,13.3
30,Clint Capela,C,22,HOU,11,11,286,5.8,10.3,.561,0.0,0.1,.000,5.8,10.2,.568,3.0,4.9,.615,3.3,8.8,12.1,1.5,1.0,3.5,1.0,3.5,14.6
31,DeMarre Carroll,SF,30,TOR,10,7,155,3.5,8.6,.405,1.6,5.1,.318,1.9,3.5,.533,1.2,2.1,.556,0.9,5.3,6.3,1.2,1.9,1.2,1.2,3.0,9.8
32,Vince Carter,SF,40,MEM,6,6,195,3.7,7.8,.476,1.5,3.7,.400,2.2,4.1,.545,1.3,1.3,1.000,0.7,3.0,3.7,1.7,0.4,0.0,1.8,2.8,10.2
33,Michael Carter-Williams,PG,25,CHI,5,0,53,4.1,10.2,.400,0.0,0.7,.000,4.1,9.5,.429,1.4,2.7,.500,0.7,2.0,2.7,4.1,1.4,0.7,4.1,4.1,9.5
34,Semaj Christon,PG,24,OKC,2,0,21,3.4,8.6,.400,1.7,5.1,.333,1.7,3.4,.500,0.0,0.0,,0.0,5.1,5.1,8.6,1.7,0.0,0.0,1.7,8.6
35,Ian Clark,SG,25,GSW,16,0,219,6.6,13.0,.506,2.1,5.9,.361,4.4,7.1,.628,2.6,2.8,.941,0.7,3.6,4.3,1.8,1.0,0.0,1.8,2.8,17.9
36,Norris Cole,PG,28,OKC,4,0,25,2.9,11.5,.250,1.4,5.8,.250,1.4,5.8,.250,0.0,0.0,,0.0,1.4,1.4,1.4,0.0,1.4,2.9,5.8,7.2
37,Mike Conley,PG,29,MEM,6,6,224,8.0,16.6,.485,2.7,6.1,.447,5.3,10.4,.508,5.0,5.9,.838,0.2,3.1,3.2,6.8,1.6,0.5,1.9,1.8,23.8
38,Pat Connaughton,SG,24,POR,3,0,24,3.0,13.5,.222,0.0,9.0,.000,3.0,4.5,.667,4.5,4.5,1.000,1.5,9.0,10.5,6.0,0.0,0.0,0.0,0.0,10.5
39,Allen Crabbe,SG,24,POR,4,0,92,3.5,9.4,.375,1.2,5.1,.231,2.3,4.3,.545,0.4,1.2,.333,0.0,4.7,4.7,0.8,0.4,0.0,0.4,3.5,8.6
40,Jamal Crawford,SG,36,LAC,7,0,196,6.4,15.2,.422,1.1,4.6,.240,5.3,10.7,.500,2.2,2.2,1.000,0.4,1.3,1.7,2.4,0.7,0.2,1.7,2.2,16.2
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Jae Crowder,SF,26,BOS,18,18,596,5.3,12.1,.435,1.9,5.3,.352,3.4,6.8,.500,2.4,2.9,.833,1.2,5.7,6.9,2.9,1.1,0.4,0.7,3.1,14.8
43,Stephen Curry,PG,28,GSW,17,17,601,9.0,18.7,.484,4.3,10.3,.419,4.7,8.4,.564,6.2,6.8,.904,1.3,5.0,6.3,6.8,2.0,0.2,3.5,2.2,28.6
44,Troy Daniels,SG,25,MEM,6,0,68,1.6,4.8,.333,1.6,4.8,.333,0.0,0.0,,0.0,0.0,,0.5,2.1,2.6,1.1,1.1,0.0,1.1,0.5,4.8
45,Deyonta Davis,C,20,MEM,3,0,11,9.8,16.4,.600,0.0,0.0,,9.8,16.4,.600,3.3,6.5,.500,6.5,9.8,16.4,0.0,0.0,0.0,0.0,6.5,22.9
46,Dewayne Dedmon,C,27,SAS,12,3,97,5.2,8.5,.609,0.0,0.0,,5.2,8.5,.609,6.3,11.9,.531,7.8,9.6,17.4,1.1,0.7,1.1,3.0,5.9,16.7
47,Sam Dekker,PF,22,HOU,4,0,31,3.5,13.9,.250,3.5,7.0,.500,0.0,7.0,.000,0.0,0.0,,5.8,5.8,11.6,1.2,1.2,1.2,0.0,2.3,10.5
48,Malcolm Delaney,PG,27,ATL,1,0,3,36.0,36.0,1.000,12.0,12.0,1.000,24.0,24.0,1.000,12.0,24.0,.500,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,96.0
49,Matthew Dellavedova,PG,26,MIL,6,0,159,3.6,9.3,.390,1.4,3.6,.375,2.3,5.7,.400,1.8,2.3,.800,0.2,2.5,2.7,2.7,0.2,0.0,1.6,1.1,10.4
50,DeMar DeRozan,SG,27,TOR,10,10,373,7.3,16.9,.434,0.1,1.4,.067,7.2,15.4,.469,6.9,7.7,.888,0.4,4.3,4.7,3.3,1.4,0.0,2.4,2.5,21.6
51,Boris Diaw,PF,34,UTA,11,9,203,4.3,8.5,.500,1.1,2.5,.429,3.2,6.0,.529,1.6,1.8,.900,0.5,3.2,3.7,3.9,1.2,0.7,2.5,2.1,11.2
52,Mike Dunleavy,SF,36,ATL,6,0,53,2.0,4.8,.429,1.4,3.4,.400,0.7,1.4,.500,2.7,2.7,1.000,0.7,2.7,3.4,1.4,0.7,0.0,4.1,2.0,8.2
53,Kevin Durant,PF,28,GSW,15,15,533,10.1,18.1,.556,2.6,5.8,.442,7.5,12.3,.610,6.2,7.0,.893,1.1,7.0,8.0,4.3,0.8,1.4,2.6,2.6,28.9
54,Monta Ellis,SG,31,IND,4,2,76,3.8,9.5,.400,0.9,3.8,.250,2.8,5.7,.500,1.9,2.4,.800,0.5,3.3,3.8,2.4,0.9,0.5,1.9,2.4,10.4
55,James Ennis,SF,26,MEM,6,4,159,3.6,8.6,.421,1.4,4.3,.316,2.3,4.3,.526,2.7,3.2,.857,1.8,3.8,5.7,1.6,1.1,0.5,1.6,4.5,11.3
56,Dante Exum,PG,21,UTA,7,0,84,4.7,11.6,.407,1.7,5.1,.333,3.0,6.4,.467,2.6,2.6,1.000,0.9,1.7,2.6,3.9,2.1,0.0,1.3,4.3,13.7
57,Derrick Favors,PF,25,UTA,11,2,225,5.8,9.9,.581,0.0,0.0,,5.8,9.9,.581,1.8,3.7,.478,2.4,7.2,9.6,1.6,1.3,1.0,0.6,4.0,13.3
58,Cristiano Felício,C,24,CHI,6,0,82,4.0,6.6,.600,0.0,0.0,,4.0,6.6,.600,0.4,0.9,.500,3.1,8.3,11.4,0.9,1.3,0.9,3.1,7.0,8.3
59,Raymond Felton,PG,32,LAC,7,0,127,4.3,9.1,.469,1.1,2.6,.444,3.1,6.5,.478,1.4,1.4,1.000,0.6,2.3,2.8,2.8,1.7,0.0,0.9,2.8,11.1
60,Bryn Forbes,SG,23,SAS,6,0,73,3.0,10.4,.286,1.0,4.4,.222,2.0,5.9,.333,3.0,3.0,1.000,0.0,3.0,3.0,1.5,0.0,0.5,1.0,2.5,9.9
61,Channing Frye,C,33,CLE,12,0,154,7.2,14.0,.517,4.7,9.1,.513,2.6,4.9,.524,1.4,1.6,.857,0.0,5.1,5.1,3.0,0.7,0.9,0.5,2.6,20.6
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Marc Gasol,C,32,MEM,6,6,240,5.9,12.4,.470,1.0,1.8,.583,4.8,10.6,.451,4.6,5.0,.939,1.0,4.8,5.9,3.7,0.3,0.6,2.3,3.3,17.4
64,Pau Gasol,C,36,SAS,16,7,365,4.9,11.2,.439,0.6,1.8,.333,4.3,9.5,.458,1.7,2.4,.708,3.8,7.4,11.2,3.1,0.7,1.5,1.8,3.5,12.1
65,Paul George,SF,26,IND,4,4,172,7.1,18.4,.386,3.8,8.8,.429,3.3,9.6,.348,5.4,6.3,.867,1.0,6.3,7.3,6.1,1.5,0.4,2.7,2.7,23.4
66,Taj Gibson,PF,31,OKC,5,5,118,6.4,10.7,.600,0.0,0.0,,6.4,10.7,.600,2.1,2.4,.875,0.9,4.6,5.5,0.9,0.3,0.0,2.4,4.0,14.9
67,Manu Ginóbili,SG,39,SAS,16,1,284,5.1,12.3,.412,1.1,5.1,.225,3.9,7.2,.544,2.2,2.9,.739,1.3,3.7,4.9,4.9,2.0,0.3,1.5,3.5,13.4
68,Rudy Gobert,C,24,UTA,9,9,246,5.9,9.2,.635,0.0,0.0,,5.9,9.2,.635,3.5,7.3,.480,3.2,9.8,13.0,1.6,1.3,1.8,1.3,4.4,15.2
69,Eric Gordon,SG,28,HOU,11,2,358,5.1,12.2,.421,2.7,7.0,.386,2.4,5.1,.471,1.3,1.8,.722,0.5,3.8,4.3,2.2,0.8,0.6,1.4,2.0,14.3
70,Marcin Gortat,C,32,WAS,13,13,409,4.1,8.2,.505,0.0,0.0,,4.1,8.2,.505,1.0,1.6,.611,4.6,8.0,12.6,2.1,0.4,1.8,1.5,3.5,9.2
71,Jerami Grant,PF,22,OKC,5,0,111,6.2,10.1,.613,0.6,1.9,.333,5.5,8.1,.680,1.9,2.3,.857,2.3,3.9,6.2,1.3,0.3,0.6,1.0,2.3,14.9
72,Jerian Grant,PG,24,CHI,5,2,52,4.2,15.9,.261,0.7,6.2,.111,3.5,9.7,.357,2.1,2.1,1.000,0.0,2.8,2.8,3.5,1.4,0.0,4.8,2.1,11.1
73,Danny Green,SG,29,SAS,16,16,436,3.7,9.2,.405,2.1,6.3,.342,1.6,2.9,.543,0.7,1.2,.571,1.1,3.6,4.7,1.9,0.8,1.2,1.4,2.5,10.2
74,Draymond Green,PF,26,GSW,17,17,593,4.4,9.8,.447,1.9,4.7,.410,2.4,5.0,.482,2.8,4.1,.687,1.2,8.2,9.4,6.7,1.9,1.7,2.2,3.6,13.5
75,Gerald Green,SF,31,BOS,13,7,192,6.4,13.5,.472,3.9,8.4,.467,2.4,5.1,.481,1.5,1.7,.889,0.4,3.4,3.7,1.7,0.6,0.2,1.3,3.9,18.2
76,JaMychal Green,PF,26,MEM,6,2,118,5.2,11.0,.472,2.1,4.9,.438,3.1,6.1,.500,0.9,0.9,1.000,0.9,5.2,6.1,0.6,0.0,0.0,1.2,6.4,13.4
77,Blake Griffin,PF,27,LAC,3,3,99,9.1,18.5,.490,1.5,2.2,.667,7.6,16.4,.467,2.5,2.5,1.000,1.1,5.5,6.5,2.5,0.7,0.4,2.2,0.7,22.2
78,Tim Hardaway Jr.,SG,24,ATL,6,6,200,4.9,14.8,.329,2.0,7.6,.262,2.9,7.2,.400,2.2,3.4,.632,0.5,2.3,2.9,1.3,0.5,0.0,1.8,2.3,13.9
79,James Harden,PG,27,HOU,11,11,407,8.0,19.3,.413,2.8,10.2,.278,5.1,9.1,.563,8.9,10.2,.878,0.6,4.7,5.3,8.2,1.9,0.4,5.2,3.8,27.7
80,Maurice Harkless,SF,23,POR,4,4,99,3.6,12.4,.294,0.7,4.4,.167,2.9,8.0,.364,2.5,2.9,.875,2.5,2.2,4.7,1.1,1.8,1.8,0.4,5.1,10.5
81,Montrezl Harrell,C,23,HOU,5,0,21,1.7,5.1,.333,0.0,0.0,,1.7,5.1,.333,5.1,10.3,.500,1.7,8.6,10.3,3.4,0.0,0.0,3.4,12.0,8.6
82,Andrew Harrison,PG,22,MEM,6,0,119,3.9,8.8,.448,1.5,3.9,.385,2.4,4.8,.500,2.4,2.7,.889,1.2,2.1,3.3,3.9,0.9,0.3,0.9,4.2,11.8
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Spencer Hawes,PF,28,MIL,3,0,17,4.2,10.6,.400,2.1,4.2,.500,2.1,6.4,.333,0.0,0.0,,4.2,4.2,8.5,2.1,0.0,2.1,2.1,6.4,10.6
85,Gordon Hayward,SF,26,UTA,11,11,411,7.3,16.5,.441,2.5,6.0,.412,4.8,10.5,.458,6.2,6.7,.934,0.6,5.3,5.9,3.2,0.9,0.3,2.1,2.0,23.2
86,John Henson,C,26,MIL,2,0,12,3.0,12.0,.250,0.0,0.0,,3.0,12.0,.250,3.0,3.0,1.000,6.0,6.0,12.0,0.0,3.0,0.0,3.0,3.0,9.0
87,Nenê,C,34,HOU,9,0,161,8.0,11.4,.706,0.0,0.2,.000,8.0,11.2,.720,4.0,6.9,.581,2.5,6.9,9.4,1.1,1.3,0.9,2.0,5.4,20.1
88,George Hill,PG,30,UTA,8,8,281,5.9,12.6,.469,1.5,4.0,.387,4.4,8.6,.507,2.7,3.7,.724,1.0,3.2,4.2,3.7,0.3,0.1,1.7,3.2,16.0
89,Rodney Hood,SG,24,UTA,11,0,277,4.8,13.6,.352,1.7,6.5,.260,3.1,7.1,.436,1.4,2.3,.611,0.1,3.8,3.9,1.6,0.6,0.0,1.3,3.9,12.7
90,Al Horford,C,30,BOS,18,18,610,6.6,11.2,.584,1.6,3.1,.519,5.0,8.1,.609,1.3,1.7,.759,1.8,5.1,7.0,5.7,0.9,0.8,1.9,1.9,16.0
91,Dwight Howard,C,31,ATL,6,6,157,4.1,8.3,.500,0.0,0.0,,4.1,8.3,.500,2.8,4.4,.632,4.1,10.5,14.7,1.8,1.4,1.1,2.5,4.8,11.0
92,Kris Humphries,PF,31,ATL,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
93,Serge Ibaka,PF,27,TOR,10,10,307,7.0,15.2,.462,1.4,4.5,.316,5.6,10.8,.522,1.3,1.5,.846,1.1,6.6,7.6,1.6,0.5,2.0,1.3,4.3,16.8
94,Andre Iguodala,SF,33,GSW,16,0,419,4.0,8.7,.455,0.7,3.6,.190,3.3,5.1,.644,1.3,2.2,.577,0.8,4.8,5.6,4.4,1.2,0.6,1.4,2.5,9.9
95,Ersan İlyasova,PF,29,ATL,6,0,90,3.2,9.2,.348,0.4,2.0,.200,2.8,7.2,.389,2.8,3.6,.778,5.6,6.8,12.4,0.8,0.4,0.0,2.0,2.8,9.6
96,Joe Ingles,SF,29,UTA,11,11,334,2.7,6.7,.403,1.6,4.4,.366,1.1,2.3,.476,0.6,1.0,.667,0.2,4.2,4.4,3.9,2.4,0.5,1.7,3.0,7.7
97,Kyrie Irving,PG,24,CLE,18,18,653,9.5,20.4,.468,2.4,6.5,.373,7.1,13.9,.512,4.2,4.6,.905,0.7,2.1,2.8,5.2,1.3,0.4,2.6,2.1,25.7
98,LeBron James,SF,32,CLE,18,18,744,10.5,18.6,.565,2.1,5.2,.411,8.4,13.4,.625,5.5,7.8,.698,0.9,7.0,7.9,6.8,1.7,1.1,3.5,2.1,28.6
99,Richard Jefferson,SF,36,CLE,14,0,179,3.2,7.6,.421,1.0,3.8,.263,2.2,3.8,.579,3.6,5.6,.643,2.0,3.0,5.0,1.4,0.4,0.6,1.6,6.0,11.1
100,Brandon Jennings,PG,27,WAS,13,0,178,2.8,7.3,.389,0.4,2.6,.154,2.4,4.7,.522,1.4,1.6,.875,1.0,2.8,3.8,4.9,0.4,0.0,1.6,2.6,7.5
101,Jonas Jerebko,PF,29,BOS,12,0,128,4.2,8.7,.484,1.4,4.2,.333,2.8,4.5,.625,2.3,2.3,1.000,2.0,6.2,8.2,3.4,1.4,0.8,1.7,3.7,12.1
102,Amir Johnson,PF,29,BOS,14,9,142,3.8,7.6,.500,0.3,0.8,.333,3.5,6.8,.519,1.3,2.0,.625,4.3,3.3,7.6,0.8,1.0,1.5,1.5,6.1,9.1
103,Joe Johnson,SF,35,UTA,11,2,326,6.4,14.7,.436,1.7,5.0,.333,4.7,9.7,.489,1.2,1.7,.733,0.9,3.9,4.7,3.0,0.7,0.1,1.4,2.3,15.7
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Wesley Johnson,SF,29,LAC,3,0,11,0.0,0.0,,0.0,0.0,,0.0,0.0,,3.3,6.5,.500,0.0,6.5,6.5,0.0,3.3,0.0,0.0,6.5,3.3
106,Dahntay Jones,SF,36,CLE,10,0,33,5.5,10.9,.500,1.1,2.2,.500,4.4,8.7,.500,5.5,5.5,1.000,1.1,6.5,7.6,1.1,0.0,1.1,1.1,7.6,17.5
107,Damian Jones,C,21,GSW,4,0,21,5.1,12.0,.429,0.0,0.0,,5.1,12.0,.429,1.7,3.4,.500,6.9,3.4,10.3,0.0,3.4,1.7,0.0,5.1,12.0
108,James Jones,SF,36,CLE,8,0,30,1.2,6.0,.200,0.0,3.6,.000,1.2,2.4,.500,0.0,0.0,,1.2,3.6,4.8,0.0,0.0,0.0,2.4,3.6,2.4
109,DeAndre Jordan,C,28,LAC,7,7,264,5.9,8.3,.705,0.0,0.1,.000,5.9,8.2,.717,3.0,7.6,.393,3.4,10.4,13.8,0.7,0.4,0.8,2.3,4.0,14.7
110,Cory Joseph,PG,25,TOR,10,2,212,5.3,12.1,.437,1.5,3.7,.409,3.7,8.3,.449,1.4,1.4,1.000,0.7,2.9,3.6,5.3,0.7,0.3,2.4,2.9,13.4
111,Enes Kanter,C,24,OKC,5,0,45,8.0,20.8,.385,0.0,0.0,,8.0,20.8,.385,3.2,3.2,1.000,2.4,4.8,7.2,0.8,0.0,3.2,1.6,6.4,19.2
112,Kyle Korver,SG,35,CLE,18,0,326,3.8,8.8,.425,3.0,7.6,.391,0.8,1.2,.636,1.1,1.1,1.000,0.2,3.1,3.3,1.4,0.8,0.6,0.8,2.4,11.6
113,Joffrey Lauvergne,C,25,CHI,3,0,26,5.5,15.2,.364,0.0,2.8,.000,5.5,12.5,.444,8.3,8.3,1.000,6.9,5.5,12.5,6.9,0.0,0.0,2.8,1.4,19.4
114,Jake Layman,SF,22,POR,2,0,16,4.5,9.0,.500,2.3,2.3,1.000,2.3,6.8,.333,2.3,4.5,.500,0.0,2.3,2.3,2.3,2.3,0.0,0.0,4.5,13.5
115,David Lee,PF,33,SAS,15,4,245,3.7,7.1,.521,0.0,0.1,.000,3.7,6.9,.532,1.6,2.5,.647,2.9,5.4,8.4,1.6,0.6,0.7,0.9,2.9,9.0
116,Kawhi Leonard,SF,25,SAS,12,12,429,8.9,17.0,.525,2.1,4.6,.455,6.8,12.3,.551,8.0,8.6,.931,1.6,6.2,7.8,4.6,1.7,0.5,2.2,1.8,27.9
117,Meyers Leonard,PF,24,POR,3,1,31,1.2,5.8,.200,0.0,4.6,.000,1.2,1.2,1.000,0.0,0.0,,2.3,7.0,9.3,1.2,0.0,0.0,4.6,7.0,2.3
118,Damian Lillard,PG,26,POR,4,4,151,9.3,21.5,.433,2.1,7.6,.281,7.2,13.8,.517,5.7,6.0,.960,1.0,3.3,4.3,3.1,1.2,0.5,3.1,2.6,26.5
119,Shaun Livingston,PG,31,GSW,14,0,220,5.6,9.7,.576,0.0,0.0,,5.6,9.7,.576,0.8,1.1,.714,1.6,3.1,4.7,3.3,0.8,0.3,1.6,3.9,11.9
120,Robin Lopez,C,28,CHI,6,6,162,7.6,11.6,.654,0.0,0.0,,7.6,11.6,.654,1.8,1.8,1.000,6.2,3.3,9.6,1.1,0.7,1.3,1.8,2.9,16.9
121,Kevin Love,PF,28,CLE,18,18,578,5.9,13.6,.436,3.1,6.9,.450,2.8,6.7,.421,3.9,4.7,.840,2.2,9.7,11.9,1.9,1.3,1.0,1.9,2.9,18.9
122,Kyle Lowry,PG,30,TOR,8,8,300,5.2,11.2,.462,1.6,4.6,.342,3.6,6.6,.545,3.2,4.0,.818,0.4,2.6,3.0,5.6,1.4,0.5,2.0,3.1,15.1
123,Trey Lyles,PF,21,UTA,2,0,10,10.8,25.2,.429,3.6,10.8,.333,7.2,14.4,.500,0.0,0.0,,0.0,7.2,7.2,3.6,3.6,0.0,3.6,3.6,25.2
124,Sheldon Mac,SG,24,WAS,7,0,17,10.6,19.1,.556,4.2,10.6,.400,6.4,8.5,.750,4.2,4.2,1.000,0.0,4.2,4.2,0.0,0.0,0.0,2.1,2.1,29.6
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Shelvin Mack,PG,26,UTA,9,3,155,3.9,11.4,.347,1.6,3.5,.467,2.3,7.9,.294,3.0,3.5,.867,0.7,5.1,5.8,4.2,0.9,0.0,2.1,3.3,12.5
127,Ian Mahinmi,C,30,WAS,5,0,63,2.9,5.1,.556,0.0,0.0,,2.9,5.1,.556,2.3,6.3,.364,1.7,4.6,6.3,3.4,0.6,3.4,1.7,9.7,8.0
128,Thon Maker,C,19,MIL,6,6,116,3.7,9.6,.387,0.6,3.1,.200,3.1,6.5,.476,2.8,3.4,.818,2.5,3.4,5.9,3.7,1.6,3.4,2.5,5.6,10.9
129,Jarell Martin,PF,22,MEM,3,0,10,3.6,10.8,.333,0.0,0.0,,3.6,10.8,.333,0.0,0.0,,7.2,7.2,14.4,0.0,3.6,0.0,0.0,7.2,7.2
130,Luc Mbah a Moute,SF,30,LAC,7,7,224,2.7,6.9,.395,0.8,2.6,.313,1.9,4.3,.444,2.3,3.2,.700,1.6,4.0,5.6,1.1,1.3,0.6,0.5,2.6,8.5
131,James Michael McAdoo,PF,24,GSW,13,0,56,5.8,10.9,.529,1.3,3.2,.400,4.5,7.7,.583,2.6,3.9,.667,3.2,5.1,8.4,0.0,1.3,1.3,0.6,3.2,15.4
132,Patrick McCaw,SG,21,GSW,15,3,181,4.2,9.5,.438,1.6,4.6,.348,2.6,5.0,.520,2.2,2.6,.846,2.0,4.6,6.6,3.2,1.8,0.6,0.6,2.8,12.1
133,CJ McCollum,SG,25,POR,4,4,140,8.2,20.6,.400,2.8,5.7,.500,5.4,14.9,.362,3.9,4.1,.938,2.1,4.1,6.2,1.0,1.0,0.5,3.9,2.6,23.1
134,Doug McDermott,SF,25,OKC,5,0,66,4.9,9.8,.500,3.8,7.1,.538,1.1,2.7,.400,0.0,0.0,,0.0,2.7,2.7,0.5,0.5,0.5,0.5,1.1,13.6
135,JaVale McGee,C,29,GSW,16,1,149,9.9,13.5,.732,0.0,0.0,,9.9,13.5,.732,3.1,4.3,.722,5.3,6.3,11.6,1.0,0.5,3.6,1.9,7.5,23.0
