,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Alaa Abdelnaby,PF,23,POR,8,0,25,7.2,14.4,.500,0.0,0.0,,7.2,14.4,.500,2.9,5.8,.500,0.0,5.8,5.8,2.9,0.0,0.0,2.9,5.8,17.3
1,Rafael Addison,SF,27,NJN,1,0,9,8.0,28.0,.286,4.0,8.0,.500,4.0,20.0,.200,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,20.0
2,Mark Aguirre,SF,32,DET,5,0,113,5.1,15.3,.333,0.3,1.6,.200,4.8,13.7,.349,3.8,5.1,.750,1.3,1.6,2.9,3.8,0.6,0.3,4.1,2.9,14.3
3,Danny Ainge,SG,32,POR,21,0,449,6.5,13.6,.479,1.7,4.2,.404,4.8,9.4,.513,3.1,3.8,.830,0.6,2.6,3.2,3.9,1.2,0.1,2.0,4.7,17.8
4,Victor Alexander,C,22,GSW,4,0,24,4.5,7.5,.600,0.0,0.0,,4.5,7.5,.600,1.5,1.5,1.000,1.5,7.5,9.0,1.5,3.0,0.0,3.0,12.0,10.5
5,Kenny Anderson,PG,21,NJN,3,0,24,4.5,13.5,.333,0.0,0.0,,4.5,13.5,.333,3.0,3.0,1.000,1.5,3.0,4.5,4.5,1.5,0.0,1.5,1.5,12.0
6,Greg Anthony,PG,24,NYK,12,0,213,3.2,7.8,.413,0.8,2.0,.417,2.4,5.7,.412,3.4,5.6,.606,0.7,2.2,2.9,6.9,2.7,0.2,2.2,4.7,10.6
7,B.J. Armstrong,PG,24,CHI,22,0,434,5.2,11.5,.453,0.4,1.4,.294,4.8,10.1,.475,2.5,3.2,.789,0.2,1.8,2.0,3.9,1.2,0.0,1.5,2.7,13.4
8,Vincent Askew,SG,25,GSW,4,0,30,1.2,9.6,.125,0.0,0.0,,1.2,9.6,.125,0.0,0.0,,3.6,1.2,4.8,6.0,0.0,0.0,2.4,3.6,2.4
9,Keith Askins,SF,24,MIA,3,0,48,3.7,8.2,.455,2.3,3.7,.600,1.5,4.5,.333,0.0,1.5,.000,3.0,3.7,6.8,2.3,0.7,0.0,0.7,5.2,9.7
