,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Derek Anderson,SF,23,CLE,4,0,103,3.5,7.7,.455,0.0,0.0,,3.5,7.7,.455,8.0,9.1,.885,0.0,3.1,3.1,3.8,1.7,0.3,4.2,3.5,15.0
1,Greg Anderson,C,33,ATL,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,18.0,.000,0.0,18.0,18.0,0.0,0.0,9.0,9.0,9.0,0.0
2,Shandon Anderson,SG,24,UTA,20,0,378,5.0,9.8,.515,0.3,1.0,.273,4.8,8.8,.543,2.4,3.5,.676,2.5,3.5,6.0,1.8,0.5,0.1,2.9,2.9,12.8
3,Greg Anthony,PG,30,SEA,9,0,118,3.7,12.2,.300,1.5,5.8,.263,2.1,6.4,.333,0.9,2.4,.375,0.9,2.1,3.1,3.1,1.5,0.3,3.4,5.2,9.8
4,B.J. Armstrong,PG,30,CHH,9,0,146,3.9,10.4,.381,0.5,1.2,.400,3.5,9.1,.378,0.7,1.0,.750,0.5,2.0,2.5,4.4,1.5,0.0,1.5,2.7,9.1
5,Keith Askins,SF,30,MIA,4,0,58,1.2,4.3,.286,0.6,3.1,.200,0.6,1.2,.500,0.0,0.0,,0.6,3.7,4.3,0.6,1.2,0.0,0.6,5.6,3.1
6,Stacey Augmon,SG,29,POR,4,0,28,2.6,5.1,.500,0.0,0.0,,2.6,5.1,.500,1.3,2.6,.500,1.3,2.6,3.9,1.3,2.6,1.3,2.6,2.6,6.4
7,Vin Baker,C,26,SEA,10,10,371,6.9,13.0,.530,0.0,0.0,,6.9,13.0,.530,1.6,3.7,.421,4.0,5.1,9.1,1.7,1.7,1.5,2.1,3.7,15.3
8,Charles Barkley*,PF,34,HOU,4,0,87,5.0,9.5,.522,0.0,0.8,.000,5.0,8.7,.571,5.0,8.7,.571,2.1,6.6,8.7,1.7,2.1,0.0,2.5,5.0,14.9
9,Drew Barry,PG,24,ATL,2,0,5,0.0,7.2,.000,0.0,7.2,.000,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0
10,Jon Barry,SG,28,LAL,7,0,18,0.0,16.0,.000,0.0,10.0,.000,0.0,6.0,.000,0.0,0.0,,0.0,4.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0
11,Corey Beck,PG,26,CHH,6,0,26,8.3,16.6,.500,1.4,2.8,.500,6.9,13.8,.500,2.8,2.8,1.000,1.4,0.0,1.4,0.0,5.5,0.0,4.2,5.5,20.8
12,Mario Bennett,PF,24,LAL,4,0,10,3.6,7.2,.500,0.0,0.0,,3.6,7.2,.500,7.2,7.2,1.000,7.2,14.4,21.6,0.0,0.0,3.6,0.0,7.2,14.4
13,Travis Best,PG,25,IND,16,0,280,3.5,9.3,.375,0.6,2.3,.278,2.8,6.9,.407,4.9,5.5,.884,0.1,1.9,2.1,4.0,1.4,0.4,2.4,4.6,12.5
14,Mookie Blaylock,PG,30,ATL,4,4,153,5.2,12.5,.415,1.9,6.4,.296,3.3,6.1,.538,1.6,2.8,.583,1.4,3.3,4.7,7.8,2.1,0.2,2.1,1.9,13.9
15,Corie Blount,PF,29,LAL,12,0,209,2.1,4.1,.500,0.0,0.0,,2.1,4.1,.500,1.2,1.9,.636,4.1,6.9,11.0,1.2,1.0,0.7,0.5,4.7,5.3
16,Anthony Bowie,SG,34,NYK,7,0,23,3.1,6.3,.500,0.0,0.0,,3.1,6.3,.500,0.0,0.0,,0.0,0.0,0.0,1.6,1.6,0.0,1.6,6.3,6.3
17,Scott Brooks,PG,32,CLE,1,0,8,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,9.0,9.0,1.000,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.5,9.0
18,Chucky Brown,SF,29,ATL,4,0,50,5.0,10.8,.467,0.7,1.4,.500,4.3,9.4,.462,0.7,1.4,.500,0.7,3.6,4.3,2.9,0.0,0.0,1.4,3.6,11.5
19,Mike Brown,C-F,34,PHO,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P.J. Brown,PF,28,MIA,5,5,190,3.6,7.0,.514,0.0,0.0,,3.6,7.0,.514,1.5,4.2,.364,2.8,5.5,8.3,0.8,1.3,0.6,1.1,4.2,8.7
22,Randy Brown,PG,29,CHI,14,0,71,1.0,6.1,.167,0.0,0.0,,1.0,6.1,.167,2.5,3.0,.833,1.5,3.0,4.6,4.6,1.0,0.0,3.5,3.0,4.6
23,Kobe Bryant*,SF,19,LAL,11,0,220,5.1,12.4,.408,0.5,2.3,.214,4.6,10.1,.452,5.1,7.4,.689,1.1,2.3,3.4,2.6,0.5,1.3,1.8,4.6,15.7
24,Mark Bryant,C,32,PHO,4,1,93,6.6,13.2,.500,0.0,0.0,,6.6,13.2,.500,2.3,4.6,.500,3.5,5.4,8.9,0.4,1.5,0.8,1.2,6.2,15.5
