,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
82,Alvin Jones,C,23,PHI,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,7.2,0.0,0.0
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Damon Jones,PG,25,DET,10,0,181,3.2,8.4,.381,1.6,5.4,.296,1.6,3.0,.533,0.6,0.8,.750,0.2,4.0,4.2,5.0,1.0,0.0,1.2,2.8,8.6
85,Shawn Kemp,PF,32,POR,3,0,35,2.1,7.2,.286,0.0,0.0,,2.1,7.2,.286,7.2,10.3,.700,2.1,6.2,8.2,0.0,1.0,0.0,2.1,8.2,11.3
86,Steve Kerr,PG,36,POR,3,0,39,5.5,12.9,.429,1.8,7.4,.250,3.7,5.5,.667,4.6,4.6,1.000,0.0,3.7,3.7,4.6,0.9,0.0,0.9,5.5,17.5
87,Jason Kidd*,PG,28,NJN,20,20,803,6.6,15.9,.415,0.8,4.0,.189,5.8,11.8,.492,3.6,4.4,.808,1.9,5.5,7.4,8.2,1.5,0.4,3.0,1.8,17.5
88,Andrei Kirilenko,SF,20,UTA,4,4,122,3.2,8.3,.393,0.0,1.2,.000,3.2,7.1,.458,3.8,4.7,.813,1.2,3.2,4.4,1.2,2.1,3.0,1.8,3.0,10.3
89,Kerry Kittles,SG,27,NJN,20,20,580,5.8,13.4,.435,1.1,4.2,.265,4.7,9.2,.514,2.2,2.8,.778,1.2,2.7,3.9,2.8,2.0,0.6,1.1,2.3,15.0
90,Raef LaFrentz,C,25,DAL,8,8,245,5.7,11.5,.500,0.9,2.6,.333,4.8,8.8,.550,0.9,1.6,.545,2.6,6.3,9.0,0.7,0.3,3.2,0.9,5.7,13.2
91,Rusty LaRue,PG,28,UTA,4,0,53,4.1,10.9,.375,1.4,3.4,.400,2.7,7.5,.364,4.1,6.8,.600,0.0,4.1,4.1,4.1,0.7,0.0,2.7,4.1,13.6
92,Quincy Lewis,SG,24,UTA,4,0,56,5.1,14.8,.348,0.6,3.2,.200,4.5,11.6,.389,0.0,2.6,.000,0.6,1.3,1.9,1.3,1.3,0.6,1.9,6.4,10.9
93,Rashard Lewis,SF,22,SEA,3,2,79,5.5,14.6,.375,0.5,2.7,.167,5.0,11.8,.423,5.9,5.9,1.000,1.8,3.2,5.0,0.9,0.5,0.0,0.9,4.6,17.3
94,Randy Livingston,PG,26,SEA,5,0,80,3.2,7.7,.412,0.5,1.4,.333,2.7,6.3,.429,2.3,2.3,1.000,0.5,2.3,2.7,4.5,0.9,0.0,0.5,3.2,9.0
95,Felipe López,SG,27,MIN,3,0,30,1.2,4.8,.250,1.2,2.4,.500,0.0,2.4,.000,1.2,2.4,.500,1.2,0.0,1.2,1.2,1.2,0.0,1.2,7.2,4.8
96,George Lynch,SF,31,CHH,9,7,286,3.7,7.4,.492,0.3,0.8,.333,3.4,6.7,.509,1.1,1.6,.692,4.0,5.5,9.6,1.8,1.3,0.8,1.3,3.3,8.7
97,Todd MacCulloch,C,26,NJN,20,20,384,4.9,9.9,.491,0.0,0.0,,4.9,9.9,.491,1.8,2.9,.613,4.1,5.6,9.7,1.3,0.5,2.5,2.2,4.8,11.5
98,Mark Madsen,PF,26,LAL,7,0,10,0.0,3.6,.000,0.0,3.6,.000,0.0,0.0,,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,3.6,3.6,0.0
99,Jamaal Magloire,C,23,CHH,8,0,168,4.7,8.6,.550,0.0,0.0,,4.7,8.6,.550,11.6,15.2,.761,3.6,6.0,9.6,1.1,0.0,3.2,3.6,6.4,21.0
100,Karl Malone*,PF,38,UTA,4,4,163,6.6,16.1,.411,0.0,0.2,.000,6.6,15.9,.417,4.4,6.2,.714,0.7,6.0,6.6,4.0,1.1,0.7,2.4,2.4,17.7
101,Donny Marshall,SF,29,NJN,7,0,14,2.6,12.9,.200,0.0,10.3,.000,2.6,2.6,1.000,2.6,2.6,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,7.7
102,Donyell Marshall,SF,28,UTA,4,0,124,6.1,14.5,.420,0.9,1.7,.500,5.2,12.8,.409,3.5,4.6,.750,4.1,4.9,9.0,3.2,0.9,1.7,1.5,1.5,16.5
103,Kenyon Martin,PF,24,NJN,20,20,749,6.2,14.6,.424,0.1,0.4,.222,6.1,14.2,.431,3.7,5.3,.691,1.4,4.1,5.6,2.7,1.2,1.2,2.5,4.1,16.1
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Jamal Mashburn,SF,29,CHH,1,1,10,0.0,21.6,.000,0.0,3.6,.000,0.0,18.0,.000,0.0,0.0,,0.0,3.6,3.6,3.6,0.0,0.0,0.0,0.0,0.0
106,Desmond Mason,SF,24,SEA,5,5,205,4.2,10.0,.421,0.2,0.5,.333,4.0,9.5,.426,1.8,3.0,.588,0.9,4.6,5.4,1.6,0.7,0.4,0.9,1.9,10.4
107,Walter McCarty,PF,27,BOS,14,0,194,3.2,7.1,.447,0.6,3.3,.167,2.6,3.7,.700,1.3,1.7,.778,1.5,4.8,6.3,0.7,0.7,0.0,0.7,3.5,8.2
108,Tracy McGrady*,SG,22,ORL,4,4,178,8.5,18.4,.462,1.0,3.2,.313,7.5,15.2,.493,6.9,9.3,.739,1.2,3.8,5.1,4.4,0.4,1.4,2.6,2.2,24.9
109,Derrick McKey,SF,35,PHI,4,0,40,3.6,7.2,.500,0.0,0.0,,3.6,7.2,.500,0.0,0.0,,2.7,2.7,5.4,0.9,0.9,1.8,0.9,4.5,7.2
110,Aaron McKie,SG,29,PHI,5,0,146,4.9,11.3,.435,1.5,3.9,.375,3.5,7.4,.467,1.7,2.5,.700,0.5,3.9,4.4,3.0,2.5,0.0,2.5,3.0,13.1
111,Stanislav Medvedenko,C,22,LAL,7,0,21,5.1,8.6,.600,0.0,0.0,,5.1,8.6,.600,0.0,0.0,,1.7,5.1,6.9,0.0,0.0,0.0,1.7,13.7,10.3
112,Ron Mercer,SG,25,IND,5,0,117,5.5,11.1,.500,0.0,0.0,,5.5,11.1,.500,0.9,1.2,.750,0.0,3.1,3.1,1.2,0.3,0.3,0.9,2.8,12.0
113,Brad Miller,C,25,IND,5,5,180,4.0,8.8,.455,0.0,0.0,,4.0,8.8,.455,3.2,4.0,.800,3.4,6.4,9.8,1.4,0.8,0.4,1.4,3.2,11.2
114,Mike Miller,SF,21,ORL,4,1,72,3.5,10.5,.333,0.5,4.0,.125,3.0,6.5,.462,2.0,2.0,1.000,0.0,2.5,2.5,2.5,2.0,0.0,2.0,4.0,9.5
115,Reggie Miller*,SG,36,IND,5,5,198,7.6,15.1,.506,2.4,5.6,.419,5.3,9.5,.558,3.8,4.4,.875,0.0,2.9,2.9,2.5,1.5,0.2,2.5,1.8,21.5
116,Sam Mitchell,SF,38,MIN,3,2,34,3.2,9.5,.333,0.0,0.0,,3.2,9.5,.333,2.1,2.1,1.000,0.0,2.1,2.1,3.2,1.1,1.1,0.0,5.3,8.5
117,Dikembe Mutombo*,C,35,PHI,5,5,173,2.9,6.5,.452,0.0,0.0,,2.9,6.5,.452,3.3,5.4,.615,2.9,8.1,11.0,0.6,0.4,1.9,2.3,3.3,9.2
118,Lee Nailon,SF,26,CHH,9,1,160,6.1,13.3,.458,0.0,0.2,.000,6.1,13.1,.466,3.4,4.3,.789,2.3,3.2,5.4,1.4,0.7,0.0,1.6,3.8,15.5
119,Eduardo Nájera,PF,25,DAL,8,4,122,4.7,6.8,.696,0.0,0.0,,4.7,6.8,.696,1.5,2.4,.625,0.9,3.0,3.8,0.3,0.9,0.0,0.6,6.5,10.9
120,Steve Nash*,PG,27,DAL,8,8,323,5.7,13.2,.432,2.2,5.0,.444,3.5,8.1,.425,3.8,3.9,.971,0.8,2.8,3.6,7.8,0.4,0.0,3.3,2.2,17.4
121,Rasho Nesterović,C,25,MIN,3,3,92,5.9,12.1,.484,0.0,0.0,,5.9,12.1,.484,1.6,3.5,.444,2.3,5.5,7.8,1.2,0.4,0.0,1.6,3.9,13.3
122,Johnny Newman,SF,38,DAL,3,2,22,1.6,11.5,.143,1.6,9.8,.167,0.0,1.6,.000,0.0,0.0,,0.0,0.0,0.0,3.3,0.0,0.0,0.0,8.2,4.9
123,Dirk Nowitzki,C,23,DAL,8,8,357,7.4,16.5,.445,1.6,2.8,.571,5.7,13.7,.419,6.6,7.5,.878,1.7,8.9,10.6,1.8,1.6,0.6,2.2,2.7,22.9
124,Jermaine O'Neal,PF,23,IND,5,5,192,6.4,14.2,.447,0.0,0.2,.000,6.4,14.1,.453,3.4,4.5,.750,1.1,6.0,7.1,0.9,0.7,1.5,2.6,4.5,16.1
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Shaquille O'Neal*,C,29,LAL,19,19,776,9.4,17.8,.529,0.0,0.0,,9.4,17.8,.529,6.3,9.6,.649,3.1,8.0,11.1,2.5,0.5,2.2,2.9,2.9,25.1
127,Hakeem Olajuwon*,C,39,TOR,5,0,86,5.0,9.2,.545,0.0,0.0,,5.0,9.2,.545,1.7,2.5,.667,3.8,4.2,8.0,0.8,2.9,1.7,2.5,3.8,11.7
128,Kevin Ollie,PG,29,IND,5,0,118,3.4,7.9,.423,0.3,0.6,.500,3.1,7.3,.417,1.8,1.8,1.000,0.0,3.7,3.7,7.0,0.9,0.0,1.5,1.8,8.8
129,Greg Ostertag,C,28,UTA,4,0,87,5.4,8.7,.619,0.0,0.0,,5.4,8.7,.619,0.4,4.1,.100,7.9,6.2,14.1,0.8,0.8,2.5,2.5,5.8,11.2
130,Olumide Oyedeji,C,20,SEA,3,0,17,8.5,10.6,.800,0.0,0.0,,8.5,10.6,.800,2.1,10.6,.200,8.5,4.2,12.7,2.1,0.0,0.0,2.1,4.2,19.1
131,Robert Pack,PG,32,MIN,3,0,10,3.6,18.0,.200,0.0,3.6,.000,3.6,14.4,.250,3.6,3.6,1.000,0.0,0.0,0.0,0.0,0.0,0.0,3.6,18.0,10.8
132,Scott Padgett,PF,25,UTA,4,0,47,4.6,10.0,.462,0.0,2.3,.000,4.6,7.7,.600,3.1,3.8,.800,5.4,5.4,10.7,1.5,0.8,0.8,3.8,4.6,12.3
133,Tony Parker,PG,19,SAS,10,10,341,6.5,14.4,.456,1.1,2.9,.370,5.5,11.5,.477,2.2,3.0,.750,0.5,2.5,3.1,4.2,1.0,0.1,2.3,2.3,16.4
134,Cherokee Parks,C,29,SAS,5,0,43,3.3,11.7,.286,0.0,0.0,,3.3,11.7,.286,0.0,0.8,.000,2.5,6.7,9.2,0.0,0.0,1.7,1.7,5.0,6.7
135,Ruben Patterson,SF,26,POR,3,0,65,2.8,8.3,.333,0.0,0.6,.000,2.8,7.8,.357,3.3,4.4,.750,1.1,2.8,3.9,0.6,1.7,0.6,1.7,3.9,8.9
136,Gary Payton*,PG,33,SEA,5,5,207,7.8,18.4,.425,0.7,2.6,.267,7.1,15.8,.451,3.0,5.0,.586,1.7,5.7,7.5,5.0,0.5,0.3,2.3,2.1,19.3
