,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Steven Adams,C,25,OKC,5,5,159,6.3,9.5,.667,0.0,0.2,.000,6.3,9.3,.683,0.7,1.8,.375,2.7,5.4,8.2,1.6,1.1,1.1,2.0,2.9,13.4
1,LaMarcus Aldridge,C,33,SAS,7,7,244,8.1,17.9,.455,0.4,1.6,.273,7.7,16.2,.473,4.0,4.9,.818,2.8,7.1,9.9,2.8,0.7,1.0,1.0,3.1,20.7
2,Grayson Allen,SG,23,UTA,2,0,14,5.1,18.0,.286,0.0,7.7,.000,5.1,10.3,.500,12.9,18.0,.714,0.0,2.6,2.6,0.0,0.0,0.0,0.0,0.0,23.1
3,Jarrett Allen,C,20,BRK,5,5,110,6.2,10.5,.594,0.0,0.0,,6.2,10.5,.594,5.6,6.5,.850,4.9,6.2,11.1,3.6,1.0,1.0,2.6,4.3,18.0
4,Al-Farouq Aminu,PF,28,POR,16,16,399,3.4,9.8,.349,1.4,4.6,.294,2.1,5.2,.397,2.4,3.2,.750,2.6,6.4,9.0,1.9,0.8,0.9,1.4,3.1,10.6
5,Giannis Antetokounmpo,PF,24,MIL,15,15,514,9.0,18.4,.492,1.3,3.9,.327,7.8,14.5,.536,7.5,11.8,.637,2.6,10.3,12.9,5.1,1.2,2.1,3.5,3.4,26.8
6,D.J. Augustin,PG,31,ORL,5,5,141,5.1,10.5,.488,2.6,5.4,.476,2.6,5.1,.500,3.6,4.1,.875,0.3,1.8,2.0,4.9,0.5,0.3,1.8,1.8,16.3
7,Will Barton,SF,28,DEN,14,3,328,5.2,14.8,.348,1.6,6.0,.273,3.5,8.8,.400,2.0,2.9,.692,1.6,5.7,7.4,2.6,0.4,1.0,1.4,2.1,13.9
8,Aron Baynes,C,32,BOS,9,5,115,2.5,4.4,.571,0.6,1.9,.333,1.9,2.5,.750,0.3,0.6,.500,1.9,5.9,7.8,0.9,0.9,0.9,1.6,6.3,5.9
9,Malik Beasley,SG,22,DEN,14,0,281,4.6,11.9,.387,2.4,6.0,.404,2.2,5.9,.370,2.8,4.0,.710,1.4,4.7,6.1,1.8,0.4,0.1,0.9,2.6,14.5
10,Marco Belinelli,SG,32,SAS,7,0,131,3.8,10.4,.368,2.2,5.8,.381,1.6,4.7,.353,1.4,1.6,.833,0.0,3.6,3.6,2.2,0.0,0.5,0.5,1.9,11.3
11,Jordan Bell,C,24,GSW,15,2,106,5.8,10.5,.548,0.0,0.0,,5.8,10.5,.548,2.4,3.4,.700,2.4,4.1,6.5,3.7,1.4,2.4,0.7,4.4,13.9
12,Dāvis Bertāns,PF,26,SAS,5,0,79,2.3,6.8,.333,1.4,5.0,.273,0.9,1.8,.500,1.4,2.3,.600,0.0,3.6,3.6,2.3,0.0,0.5,0.5,4.6,7.3
13,Patrick Beverley,PG,30,LAC,6,6,195,3.7,8.7,.426,2.4,5.5,.433,1.3,3.1,.412,1.1,1.5,.750,1.5,7.4,8.9,5.2,1.1,1.1,1.8,3.9,10.9
14,Khem Birch,C,26,ORL,5,0,92,3.9,7.0,.556,0.0,0.0,,3.9,7.0,.556,2.3,2.7,.857,3.5,8.6,12.1,1.6,0.4,2.0,2.3,3.1,10.2
15,Eric Bledsoe,PG,29,MIL,15,15,423,6.5,15.7,.411,1.4,6.1,.236,5.0,9.6,.522,3.1,4.3,.706,1.7,3.1,4.8,5.4,1.4,0.5,2.8,2.4,17.4
16,Bojan Bogdanović,SF,29,IND,4,4,148,6.1,15.3,.397,1.7,5.4,.318,4.4,10.0,.439,3.6,4.1,.882,0.7,4.9,5.6,2.7,1.9,0.0,1.5,1.7,17.5
17,Andrew Bogut,C,34,GSW,19,6,179,4.8,7.4,.649,0.0,0.0,,4.8,7.4,.649,0.8,1.0,.800,4.6,10.3,14.9,4.2,1.0,1.2,2.0,7.6,10.5
18,Jonah Bolden,PF,23,PHI,10,0,79,2.3,8.7,.263,1.8,7.3,.250,0.5,1.4,.333,0.9,1.8,.500,1.8,4.6,6.4,1.4,0.9,0.5,4.1,5.5,7.3
19,Chris Boucher,PF,26,TOR,2,0,4,18.0,45.0,.400,9.0,27.0,.333,9.0,18.0,.500,0.0,9.0,.000,0.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,45.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Malcolm Brogdon,SG,26,MIL,7,2,198,6.4,14.2,.449,2.5,6.7,.378,3.8,7.5,.512,1.3,2.0,.636,1.1,5.1,6.2,4.4,0.9,0.2,1.8,2.9,16.5
22,Bruce Brown,SG,22,DET,4,2,57,3.2,8.8,.357,0.6,3.2,.200,2.5,5.7,.444,1.3,1.3,1.000,0.6,4.4,5.1,1.3,1.3,0.6,1.3,5.1,8.2
23,Jaylen Brown,SG,22,BOS,9,9,274,5.8,11.4,.506,1.8,5.3,.350,3.9,6.2,.638,3.0,3.9,.767,0.8,6.0,6.8,1.3,0.8,0.3,2.0,3.9,16.4
24,Sterling Brown,SG,23,MIL,11,5,162,3.3,8.4,.395,1.6,4.7,.333,1.8,3.8,.471,1.8,2.4,.727,0.9,5.8,6.7,4.2,1.3,0.7,1.8,3.8,10.0
25,Deonte Burton,SG,25,OKC,3,0,4,9.0,45.0,.200,0.0,18.0,.000,9.0,27.0,.333,0.0,0.0,,9.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0
26,Jimmy Butler,SF,29,PHI,12,12,421,6.8,15.0,.451,1.0,3.8,.267,5.7,11.1,.515,5.4,6.2,.875,1.9,4.4,6.2,5.3,1.5,0.6,1.9,1.7,19.9
27,José Calderón,PG,37,DET,3,0,10,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,18.0,3.6,0.0,0.0,0.0,0.0
28,Clint Capela,C,24,HOU,11,11,331,5.0,8.9,.561,0.0,0.0,,5.0,8.9,.561,1.6,3.8,.429,4.5,7.8,12.3,1.7,0.3,1.3,1.7,2.8,11.6
29,DeMarre Carroll,PF,32,BRK,5,3,119,2.7,11.5,.237,2.1,7.3,.292,0.6,4.2,.143,2.4,2.4,1.000,1.8,4.2,6.1,0.6,1.2,0.0,0.9,2.4,10.0
30,Michael Carter-Williams,PG,27,ORL,5,0,92,4.7,12.1,.387,0.8,3.1,.250,3.9,9.0,.435,2.7,3.1,.875,0.8,7.0,7.8,4.7,1.2,0.0,3.1,4.7,12.9
31,Wilson Chandler,SF,31,LAC,4,0,52,3.5,11.1,.313,0.7,6.9,.100,2.8,4.2,.667,2.8,2.8,1.000,0.0,4.2,4.2,1.4,1.4,0.0,2.1,4.8,10.4
32,Gary Clark,PF,24,HOU,2,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Zach Collins,C,21,POR,16,0,275,5.4,10.6,.506,0.9,2.7,.333,4.5,7.9,.567,2.6,3.3,.800,2.1,5.4,7.5,1.8,0.9,2.9,2.6,7.1,14.3
34,Darren Collison,PG,31,IND,4,4,117,5.8,13.8,.422,1.2,3.4,.364,4.6,10.5,.441,1.8,1.8,1.000,1.2,2.5,3.7,4.9,0.6,0.0,3.1,3.4,14.8
35,Pat Connaughton,SG,26,MIL,15,0,324,4.1,8.6,.481,1.7,4.7,.357,2.4,3.9,.629,0.4,0.9,.500,1.1,9.2,10.3,2.3,0.7,1.4,0.9,1.6,10.3
36,Quinn Cook,PG,25,GSW,17,0,193,5.2,13.1,.400,2.1,6.3,.324,3.2,6.7,.472,0.7,0.7,1.000,0.4,3.0,3.4,2.2,0.6,0.2,1.1,2.4,13.2
37,DeMarcus Cousins,C,28,GSW,8,5,133,5.7,14.3,.396,0.8,3.2,.250,4.9,11.1,.439,4.3,6.8,.640,2.4,8.1,10.6,5.1,1.4,1.6,5.1,6.5,16.5
