,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Álex Abrines,SG,24,OKC,6,0,110,2.6,6.5,.400,2.0,4.3,.462,0.7,2.3,.286,0.7,0.7,1.000,1.0,4.3,5.2,0.7,1.6,0.7,0.3,3.6,7.9
1,Steven Adams,C,24,OKC,6,6,200,4.9,8.3,.587,0.0,0.0,,4.9,8.3,.587,1.6,2.3,.692,3.4,4.7,8.1,1.6,0.7,0.7,0.7,2.7,11.3
2,Bam Adebayo,C,20,MIA,5,0,77,3.3,7.0,.467,0.0,0.5,.000,3.3,6.5,.500,1.4,6.5,.214,4.2,5.1,9.4,0.0,0.0,0.9,0.9,3.7,7.9
3,LaMarcus Aldridge,C,32,SAS,5,5,177,7.5,16.3,.463,0.6,1.0,.600,6.9,15.3,.453,8.3,8.5,.976,2.6,6.7,9.4,2.4,0.6,0.4,1.8,1.8,24.0
4,Al-Farouq Aminu,PF,27,POR,4,4,131,7.4,14.3,.519,3.6,8.2,.433,3.8,6.0,.636,0.5,0.5,1.000,3.3,6.6,9.9,1.4,1.1,0.5,1.6,2.2,19.0
5,Justin Anderson,SF,24,PHI,7,0,33,3.3,8.7,.375,2.2,7.6,.286,1.1,1.1,1.000,0.0,0.0,,1.1,8.7,9.8,0.0,1.1,0.0,2.2,8.7,8.7
6,Kyle Anderson,SF,24,SAS,5,1,73,5.9,9.9,.600,0.0,2.0,.000,5.9,7.9,.750,1.5,2.0,.750,2.5,3.9,6.4,1.5,3.0,0.5,1.5,4.9,13.3
7,Ryan Anderson,PF,29,HOU,11,0,95,2.7,7.6,.350,1.9,5.7,.333,0.8,1.9,.400,0.0,0.0,,1.5,3.4,4.9,2.3,1.1,0.4,1.1,3.8,7.2
8,Giannis Antetokounmpo,PF,23,MIL,7,7,280,8.9,15.6,.570,0.5,1.8,.286,8.4,13.8,.607,4.9,7.1,.691,1.0,7.6,8.6,5.7,1.3,0.8,2.2,3.6,23.1
9,Carmelo Anthony,PF,33,OKC,6,6,194,5.0,13.4,.375,1.1,5.2,.214,3.9,8.2,.477,2.0,2.8,.733,0.6,5.8,6.3,0.4,1.9,0.7,1.1,2.6,13.2
10,OG Anunoby,SF,20,TOR,10,10,238,4.4,7.9,.558,2.0,4.4,.448,2.4,3.5,.696,1.2,1.7,.727,1.4,1.8,3.2,1.1,0.9,0.6,0.9,3.5,11.9
11,Trevor Ariza,SF,32,HOU,17,17,582,3.1,8.6,.360,1.6,5.6,.286,1.5,3.0,.500,1.4,1.9,.742,0.6,3.5,4.0,1.4,1.2,0.1,0.6,2.7,9.2
12,Luke Babbitt,SF,28,MIA,2,0,3,0.0,12.0,.000,0.0,0.0,,0.0,12.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Wade Baldwin,PG,21,POR,4,0,19,1.9,7.6,.250,1.9,1.9,1.000,0.0,5.7,.000,1.9,3.8,.500,0.0,5.7,5.7,5.7,1.9,1.9,5.7,1.9,7.6
14,Jerryd Bayless,SG,29,PHI,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Aron Baynes,C,31,BOS,19,12,389,4.2,8.2,.506,1.0,2.1,.478,3.1,6.1,.515,1.2,1.7,.722,4.2,6.8,10.9,1.8,0.4,1.0,0.7,4.0,10.6
16,Bradley Beal,SG,24,WAS,6,6,216,8.2,18.0,.454,3.5,7.5,.467,4.7,10.5,.444,3.3,3.8,.870,0.3,3.0,3.3,2.8,1.2,0.3,2.5,3.2,23.2
17,Marco Belinelli,SG,31,PHI,10,0,273,5.7,14.0,.406,2.1,6.1,.348,3.6,7.9,.450,3.6,4.1,.871,0.1,2.6,2.8,2.6,0.9,0.0,0.5,2.6,17.0
18,Jordan Bell,C,23,GSW,17,0,173,3.5,6.7,.531,0.0,0.2,.000,3.5,6.5,.548,1.5,2.9,.500,3.1,6.7,9.8,3.1,1.2,1.9,1.2,3.7,8.5
19,Dāvis Bertāns,PF,25,SAS,5,0,82,1.3,7.9,.167,1.3,7.0,.188,0.0,0.9,.000,3.5,4.8,.727,0.4,4.4,4.8,2.6,0.9,0.0,0.4,4.4,7.5
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Nemanja Bjelica,PF,29,MIN,5,0,47,5.4,12.3,.438,3.1,5.4,.571,2.3,6.9,.333,3.8,5.4,.714,3.1,8.4,11.5,2.3,2.3,0.0,0.8,4.6,17.6
22,Tarik Black,C,26,HOU,7,0,19,1.9,7.6,.250,0.0,0.0,,1.9,7.6,.250,0.0,0.0,,3.8,7.6,11.4,3.8,0.0,1.9,1.9,9.5,3.8
23,Eric Bledsoe,PG,28,MIL,7,7,225,5.9,13.4,.440,1.1,3.5,.318,4.8,9.9,.484,2.2,3.2,.700,0.5,3.5,4.0,4.2,1.1,1.0,2.4,3.0,15.2
24,Bojan Bogdanović,SF,28,IND,7,7,238,4.8,12.3,.395,2.6,6.8,.378,2.3,5.4,.417,0.9,1.5,.600,0.2,3.5,3.6,2.0,0.9,0.0,2.0,3.5,13.2
25,Trevor Booker,PF,30,IND,7,0,64,3.4,5.6,.600,0.0,0.6,.000,3.4,5.1,.667,3.4,3.9,.857,2.8,7.3,10.1,0.0,0.6,0.6,0.6,6.8,10.1
26,Tony Bradley,C,20,UTA,1,0,2,18.0,36.0,.500,0.0,0.0,,18.0,36.0,.500,0.0,0.0,,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0
27,Corey Brewer,SG,31,OKC,6,6,151,3.1,6.0,.520,1.2,2.6,.455,1.9,3.3,.571,1.4,1.4,1.000,1.0,2.1,3.1,1.2,1.7,1.2,0.5,4.1,8.8
28,Malcolm Brogdon,PG,25,MIL,7,5,186,4.6,10.6,.436,1.0,3.7,.263,3.7,7.0,.528,1.5,1.9,.800,0.6,4.1,4.6,3.3,0.2,0.0,2.3,2.7,11.8
