,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
32,Lanard Copeland,SG,24,PHI,4,0,9,8.0,24.0,.333,0.0,0.0,,8.0,24.0,.333,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,16.0
33,Terry Cummings,PF,28,SAS,10,10,375,9.9,18.7,.528,0.1,0.5,.200,9.8,18.2,.537,4.0,5.0,.808,3.0,6.0,9.0,2.1,0.7,0.4,1.8,3.7,23.9
34,Brad Daugherty,C,24,CLE,5,5,186,7.9,13.5,.586,0.0,0.0,,7.9,13.5,.586,6.2,8.9,.696,0.8,8.5,9.3,3.9,0.4,0.8,2.5,2.3,22.1
35,Charles Davis,SF,31,CHI,6,0,20,3.6,12.6,.286,0.0,1.8,.000,3.6,10.8,.333,0.0,0.0,,5.4,0.0,5.4,1.8,0.0,0.0,1.8,9.0,7.2
36,Walter Davis,SG,35,DEN,3,0,70,9.3,23.1,.400,0.0,0.5,.000,9.3,22.6,.409,3.1,3.1,1.000,2.1,2.6,4.6,3.1,0.5,0.0,2.6,2.1,21.6
37,Johnny Dawkins,PG,26,PHI,10,10,386,4.9,10.7,.461,0.0,0.7,.000,4.9,10.1,.491,3.4,4.0,.837,0.5,1.6,2.1,8.7,1.6,0.2,2.7,2.1,13.2
38,Vlade Divac*,C,21,LAL,9,1,175,6.6,9.1,.727,0.2,0.4,.500,6.4,8.6,.738,3.5,3.9,.895,3.3,6.6,9.9,2.1,1.6,3.1,2.7,5.6,16.9
39,James Donaldson,C,32,DAL,3,3,74,4.4,6.3,.692,0.0,0.0,,4.4,6.3,.692,1.9,2.4,.800,2.9,4.9,7.8,1.0,1.0,0.0,1.9,3.9,10.7
40,Larry Drew,PG,31,LAL,7,0,51,2.1,5.6,.375,0.7,2.8,.250,1.4,2.8,.500,3.5,4.2,.833,0.0,1.4,1.4,2.8,2.1,0.0,2.8,6.4,8.5
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Clyde Drexler*,SG,27,POR,21,21,853,7.3,16.5,.441,0.4,1.7,.220,6.9,14.7,.467,4.1,5.2,.774,2.7,3.7,6.4,6.3,2.2,0.8,2.8,3.0,18.9
43,Kevin Duckworth,C,25,POR,15,15,453,6.5,14.9,.439,0.0,0.0,,6.5,14.9,.439,2.6,3.7,.717,2.2,4.7,6.9,1.3,0.4,0.7,2.6,4.8,15.7
44,Joe Dumars*,SG,26,DET,20,20,754,6.2,13.6,.458,0.2,0.9,.263,6.0,12.7,.472,4.7,5.4,.876,0.9,1.2,2.1,4.5,1.1,0.0,2.6,1.8,17.4
45,T.R. Dunn,SF,34,DEN,3,0,31,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.2,7.0,8.1,2.3,4.6,1.2,1.2,3.5,0.0
46,Mark Eaton,C,33,UTA,5,5,128,2.5,4.8,.529,0.0,0.0,,2.5,4.8,.529,0.3,1.4,.200,2.3,6.2,8.4,0.0,0.8,3.9,1.1,4.8,5.3
47,Blue Edwards,SF,24,UTA,5,0,94,5.4,10.0,.538,0.4,1.1,.333,5.0,8.8,.565,2.7,3.1,.875,3.1,3.8,6.9,3.1,2.7,0.8,4.6,6.1,13.8
48,James Edwards,C,34,DET,20,20,536,7.7,15.5,.494,0.0,0.1,.000,7.7,15.4,.496,3.9,6.4,.604,1.6,3.2,4.8,0.9,0.3,0.7,2.1,5.0,19.2
49,Craig Ehlo,SG,28,CLE,5,5,196,4.8,11.4,.419,0.9,2.8,.333,3.9,8.6,.447,2.2,3.5,.632,1.3,4.6,5.9,5.9,1.1,0.0,2.2,3.3,12.7
50,Sean Elliott,SF,21,SAS,10,10,291,6.6,11.9,.552,0.0,0.1,.000,6.6,11.8,.558,2.6,3.6,.724,1.4,3.7,5.1,2.2,1.1,0.7,1.9,4.6,15.7
51,Alex English*,SF,36,DEN,3,3,76,11.8,20.8,.568,0.0,0.0,,11.8,20.8,.568,4.3,5.2,.818,1.4,2.8,4.3,4.3,0.9,0.5,0.9,2.8,27.9
52,Patrick Ewing*,C,27,NYK,10,10,395,10.4,20.0,.521,0.1,0.2,.500,10.3,19.8,.521,5.9,7.2,.823,1.9,7.7,9.6,2.8,1.2,1.8,2.5,3.7,26.8
53,Vern Fleming,PG,27,IND,3,3,113,5.1,10.8,.471,0.0,0.6,.000,5.1,10.2,.500,2.5,2.9,.889,1.3,2.9,4.1,5.7,0.6,0.3,2.5,1.9,12.7
54,Sleepy Floyd,PG,29,HOU,4,4,172,6.3,13.4,.469,0.6,2.5,.250,5.7,10.9,.519,2.3,3.6,.647,1.5,1.7,3.1,8.6,1.0,0.2,3.1,1.0,15.5
55,Kevin Gamble,SF,24,BOS,3,0,8,13.5,22.5,.600,0.0,0.0,,13.5,22.5,.600,0.0,0.0,,4.5,0.0,4.5,9.0,0.0,0.0,4.5,4.5,27.0
56,Mike Gminski,C,30,PHI,10,10,342,6.0,12.3,.487,0.0,0.5,.000,6.0,11.8,.509,1.5,1.6,.933,0.8,4.8,5.7,1.2,0.8,2.4,1.8,2.8,13.5
57,Greg Grant,PG,23,PHO,7,0,47,6.9,15.3,.450,0.8,2.3,.333,6.1,13.0,.471,0.0,0.0,,1.5,3.1,4.6,7.7,1.5,0.0,3.8,1.5,14.6
58,Horace Grant,PF,24,CHI,16,16,616,4.7,9.3,.509,0.0,0.1,.000,4.7,9.2,.516,1.9,3.1,.623,4.3,5.0,9.3,2.3,1.1,1.1,1.5,3.0,11.4
59,Stuart Gray,C,26,NYK,4,0,12,6.0,15.0,.400,0.0,0.0,,6.0,15.0,.400,0.0,0.0,,9.0,15.0,24.0,0.0,3.0,0.0,9.0,9.0,12.0
60,Jeff Grayer,SF,24,MIL,4,0,12,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,6.0,3.0,0.0,0.0,3.0,3.0,0.0
61,A.C. Green,PF,26,LAL,9,9,252,5.9,11.3,.519,0.0,0.0,,5.9,11.3,.519,3.4,4.6,.750,4.9,6.7,11.6,1.3,0.7,0.6,2.0,3.1,15.1
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Rickey Green,PG,35,IND,3,0,31,1.2,8.1,.143,0.0,0.0,,1.2,8.1,.143,0.0,0.0,,0.0,1.2,1.2,3.5,1.2,0.0,2.3,5.8,2.3
64,Dave Greenwood,PF,32,DET,5,0,47,1.5,3.1,.500,0.0,0.0,,1.5,3.1,.500,0.8,3.1,.250,1.5,5.4,6.9,0.0,1.5,0.0,1.5,8.4,3.8
65,Darrell Griffith,SG,31,UTA,5,0,97,7.1,15.6,.452,1.9,3.3,.556,5.2,12.2,.424,1.5,1.9,.800,2.2,5.6,7.8,1.1,2.2,0.4,1.1,1.1,17.4
66,Bob Hansen,SG,29,UTA,5,5,145,5.2,10.7,.488,1.7,3.5,.500,3.5,7.2,.483,0.2,1.0,.250,1.7,1.7,3.5,1.2,0.7,0.0,1.0,3.5,12.4
67,Bill Hanzlik,PF,32,DEN,3,0,79,2.3,7.7,.294,0.5,1.4,.333,1.8,6.4,.286,4.6,4.6,1.000,2.3,2.3,4.6,5.0,2.3,0.9,0.9,5.9,9.6
68,Derek Harper,PG,28,DAL,3,3,119,6.4,14.5,.438,1.5,4.8,.313,4.8,9.7,.500,3.3,4.8,.688,0.6,1.8,2.4,7.0,1.2,0.0,3.6,3.9,17.5
69,Scott Hastings,PF,29,DET,5,0,16,2.3,9.0,.250,0.0,6.8,.000,2.3,2.3,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,2.3,0.0,0.0,9.0,4.5
70,Hersey Hawkins,SG,23,PHI,10,10,415,7.0,14.1,.497,1.2,3.1,.389,5.8,11.0,.528,5.1,5.5,.937,0.7,2.0,2.7,3.1,1.0,0.6,2.7,2.2,20.4
71,Gerald Henderson,PG,34,DET,8,0,19,1.9,9.5,.200,0.0,5.7,.000,1.9,3.8,.500,0.0,0.0,,3.8,1.9,5.7,7.6,3.8,0.0,1.9,5.7,3.8
72,Craig Hodges,SG,29,CHI,16,1,254,4.0,10.5,.378,1.7,5.8,.293,2.3,4.7,.485,0.4,0.6,.750,0.9,1.7,2.6,2.4,0.6,0.0,2.0,4.4,10.1
73,Tito Horford,C,24,MIL,2,0,2,18.0,18.0,1.000,0.0,0.0,,18.0,18.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
74,Jeff Hornacek,SG,26,PHO,16,16,583,6.9,13.5,.511,0.4,1.5,.250,6.5,12.0,.544,4.2,4.5,.932,0.8,3.0,3.8,4.5,1.5,0.0,2.1,2.7,18.4
75,Jay Humphries,PG,27,MIL,3,2,79,3.6,6.8,.533,0.5,1.4,.333,3.2,5.5,.583,4.6,5.9,.769,0.5,1.8,2.3,8.7,1.4,0.0,3.6,2.7,12.3
76,Byron Irvin,SG,23,POR,4,0,47,3.8,16.9,.227,0.0,0.0,,3.8,16.9,.227,3.8,4.6,.833,3.1,3.1,6.1,3.8,1.5,0.0,2.3,5.4,11.5
77,Mark Jackson,PG,24,NYK,9,0,81,5.8,13.8,.419,0.0,0.9,.000,5.8,12.9,.448,3.6,4.9,.727,0.4,1.8,2.2,9.3,0.9,0.0,3.1,2.2,15.1
78,Buck Johnson,SF,26,HOU,4,4,148,4.9,11.7,.417,0.0,0.2,.000,4.9,11.4,.426,2.7,3.2,.846,1.9,1.9,3.9,2.2,1.5,0.5,1.0,3.9,12.4
79,Dennis Johnson*,PG,35,BOS,5,5,162,6.7,13.8,.484,0.4,1.3,.333,6.2,12.4,.500,1.6,1.6,1.000,0.4,2.7,3.1,6.2,0.4,0.4,2.2,3.8,15.3
80,Eddie Johnson,SF,30,PHO,16,0,337,7.7,17.1,.450,1.6,4.1,.395,6.1,13.0,.467,4.0,5.0,.787,1.6,4.5,6.1,1.8,1.1,0.4,2.1,4.3,20.9
81,Eric Johnson,PG,23,UTA,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Kevin Johnson,PG,23,PHO,16,16,582,7.6,15.9,.479,0.1,0.7,.182,7.5,15.2,.492,5.7,6.9,.821,0.6,2.7,3.3,10.5,1.5,0.0,3.8,1.7,21.0
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Magic Johnson*,PG,30,LAL,9,9,376,7.3,14.8,.490,0.5,2.4,.200,6.8,12.4,.546,6.7,7.6,.886,1.1,4.3,5.5,11.0,1.1,0.1,3.4,2.7,21.7
85,Vinnie Johnson,SG,33,DET,20,0,463,6.6,14.3,.462,0.2,0.5,.286,6.5,13.8,.469,2.6,3.3,.791,2.2,2.2,4.4,4.2,0.6,0.3,2.4,3.0,16.0
86,Nate Johnston,PF,23,POR,3,0,19,11.4,20.8,.545,0.0,0.0,,11.4,20.8,.545,1.9,1.9,1.000,3.8,7.6,11.4,1.9,1.9,1.9,0.0,9.5,24.6
87,Anthony Jones,SG,27,DAL,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Caldwell Jones,PF,39,SAS,9,0,66,2.2,4.9,.444,0.0,0.0,,2.2,4.9,.444,0.0,0.5,.000,3.3,3.8,7.1,1.1,0.0,1.6,1.6,5.5,4.4
89,Michael Jordan*,SG,26,CHI,16,16,674,11.7,22.8,.514,0.9,2.7,.320,10.8,20.1,.540,7.1,8.5,.836,1.3,4.9,6.1,5.8,2.4,0.7,3.0,2.9,31.4
90,Tim Kempton,PF,26,DEN,3,1,32,7.9,10.1,.778,0.0,0.0,,7.9,10.1,.778,4.5,4.5,1.000,1.1,4.5,5.6,4.5,0.0,0.0,2.3,9.0,20.3
91,Steve Kerr,PG,24,CLE,5,0,73,2.0,6.9,.286,0.0,1.5,.000,2.0,5.4,.364,0.0,0.0,,0.5,2.5,3.0,4.9,2.0,0.0,1.0,3.0,3.9
92,Jerome Kersey,SF,27,POR,21,21,831,7.2,15.6,.460,0.0,0.1,.000,7.2,15.5,.464,4.5,6.2,.715,2.9,4.7,7.5,1.9,1.5,0.9,1.9,3.8,18.8
93,Stacey King,PF,23,CHI,16,2,281,4.7,11.7,.407,0.0,0.1,.000,4.7,11.5,.411,4.6,6.0,.766,2.2,4.4,6.5,1.2,0.8,1.0,2.2,4.1,14.1
94,Joe Kleine,C,28,BOS,5,0,79,5.9,7.7,.765,0.0,0.5,.000,5.9,7.3,.813,2.3,2.7,.833,1.4,5.0,6.4,0.9,0.9,1.4,1.8,5.5,14.1
95,Frank Kornet,PF,23,MIL,2,0,4,0.0,9.0,.000,0.0,9.0,.000,0.0,0.0,,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,9.0,9.0,0.0
96,Bill Laimbeer,C,32,DET,20,20,667,4.9,10.7,.457,0.8,2.3,.349,4.1,8.4,.487,1.3,1.6,.862,2.2,9.2,11.4,1.5,1.2,1.0,0.9,4.2,12.0
97,Jerome Lane,PF,23,DEN,2,2,14,0.0,7.7,.000,0.0,0.0,,0.0,7.7,.000,2.6,5.1,.500,0.0,2.6,2.6,5.1,0.0,0.0,5.1,10.3,2.6
98,Andrew Lang,C,23,PHO,12,0,93,2.3,3.5,.667,0.0,0.0,,2.3,3.5,.667,1.5,2.7,.571,1.5,6.2,7.7,0.8,1.2,3.9,1.9,6.6,6.2
99,Eric Leckner,C,23,UTA,3,0,28,7.7,12.9,.600,1.3,1.3,1.000,6.4,11.6,.556,6.4,11.6,.556,2.6,7.7,10.3,2.6,0.0,0.0,1.3,10.3,23.1
100,Fat Lever,SG,29,DEN,3,3,113,6.1,16.2,.373,0.3,2.2,.143,5.7,14.0,.409,4.1,4.5,.929,3.5,6.7,10.2,6.7,2.5,0.3,1.6,2.2,16.6
101,Reggie Lewis,SG,24,BOS,5,5,200,6.7,11.2,.597,0.0,0.2,.000,6.7,11.0,.607,4.9,6.3,.771,1.6,2.9,4.5,4.0,1.3,0.4,2.2,2.5,18.2
102,Todd Lichti,SG,23,DEN,3,0,70,7.7,14.9,.517,0.0,0.5,.000,7.7,14.4,.536,7.2,9.8,.737,2.6,6.7,9.3,4.6,0.5,0.0,4.1,3.1,22.6
103,Brad Lohaus,PF,25,MIL,4,4,147,3.9,9.8,.400,1.5,3.9,.375,2.4,5.9,.417,0.0,0.0,,1.0,5.6,6.6,1.2,2.0,2.2,2.2,4.2,9.3
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Rick Mahorn,PF,31,PHI,10,10,342,3.9,9.1,.430,0.0,0.1,.000,3.9,8.9,.435,2.1,2.7,.769,1.9,5.5,7.4,1.1,0.7,0.8,1.4,4.3,9.9
106,Dan Majerle,SG,24,PHO,16,0,479,5.5,11.3,.487,0.3,0.9,.333,5.2,10.4,.500,3.8,4.9,.785,2.3,3.8,6.1,2.6,1.5,0.2,1.4,2.6,15.1
107,Karl Malone*,PF,26,UTA,5,5,203,8.2,18.6,.438,0.0,0.2,.000,8.2,18.4,.442,6.0,8.0,.756,2.8,6.2,9.0,2.0,2.0,0.9,2.1,3.9,22.3
108,Vernon Maxwell,SG,24,HOU,4,4,159,6.8,18.3,.370,1.8,5.9,.308,5.0,12.5,.400,2.5,4.8,.524,1.1,1.6,2.7,3.8,1.1,0.0,1.4,2.7,17.9
109,Mel McCants,SF,22,LAL,2,0,5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0
110,George McCloud,SF,22,IND,1,0,4,9.0,18.0,.500,0.0,0.0,,9.0,18.0,.500,0.0,0.0,,9.0,0.0,9.0,0.0,0.0,0.0,9.0,18.0,18.0
111,Tim McCormick,C,27,HOU,3,0,21,1.7,5.1,.333,0.0,0.0,,1.7,5.1,.333,1.7,3.4,.500,1.7,12.0,13.7,0.0,0.0,0.0,0.0,8.6,5.1
112,Mike McGee,SF,30,PHO,10,0,44,5.7,16.4,.350,2.5,5.7,.429,3.3,10.6,.308,0.8,3.3,.250,0.8,2.5,3.3,1.6,0.8,0.8,1.6,4.9,14.7
113,Kevin McHale*,PF,32,BOS,5,5,192,7.9,12.9,.609,0.2,0.6,.333,7.7,12.4,.621,4.7,5.4,.862,1.5,5.8,7.3,2.4,0.4,1.9,2.6,3.2,20.6
114,Mark McNamara,C,30,LAL,2,0,5,7.2,28.8,.250,0.0,0.0,,7.2,28.8,.250,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,0.0,7.2,14.4
115,Reggie Miller*,SG,24,IND,3,3,125,5.8,10.1,.571,0.9,2.0,.429,4.9,8.1,.607,5.5,6.0,.905,0.3,3.2,3.5,1.7,0.9,0.0,0.9,1.7,17.9
116,Mike Mitchell,F,34,SAS,4,0,15,7.2,19.2,.375,0.0,0.0,,7.2,19.2,.375,0.0,0.0,,2.4,4.8,7.2,4.8,0.0,0.0,4.8,4.8,14.4
117,Paul Mokeski,C,33,CLE,3,0,10,3.6,7.2,.500,0.0,0.0,,3.6,7.2,.500,7.2,7.2,1.000,0.0,7.2,7.2,0.0,3.6,3.6,0.0,7.2,14.4
118,Johnny Moore,PG,31,SAS,9,0,86,2.5,10.0,.250,0.0,2.5,.000,2.5,7.5,.333,1.7,3.3,.500,1.3,3.3,4.6,8.8,2.9,0.4,2.9,4.6,6.7
119,John Morton,SG,22,CLE,2,0,9,8.0,20.0,.400,0.0,0.0,,8.0,20.0,.400,8.0,8.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,24.0
120,Larry Nance,PF,30,CLE,5,5,159,5.9,10.2,.578,0.0,0.0,,5.9,10.2,.578,2.0,2.7,.750,0.9,4.5,5.4,2.7,0.7,2.3,0.9,4.5,13.8
121,Calvin Natt,SF,33,IND,2,0,14,2.6,7.7,.333,0.0,0.0,,2.6,7.7,.333,0.0,0.0,,2.6,2.6,5.1,2.6,0.0,0.0,5.1,12.9,5.1
122,Ed Nealy,PF,29,CHI,15,0,228,2.7,5.7,.472,0.0,0.2,.000,2.7,5.5,.486,2.1,3.3,.619,2.5,5.7,8.2,0.8,1.6,0.2,1.1,7.1,7.4
123,Johnny Newman,SF,26,NYK,10,0,231,5.9,13.2,.447,0.6,1.6,.400,5.3,11.7,.453,5.8,7.6,.755,1.7,1.6,3.3,1.6,1.4,0.5,2.6,6.4,18.2
124,Kurt Nimphius,C,31,PHI,4,0,18,2.0,14.0,.143,0.0,0.0,,2.0,14.0,.143,0.0,0.0,,6.0,2.0,8.0,0.0,2.0,2.0,0.0,2.0,4.0
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Charles Oakley,PF,26,NYK,10,8,336,4.6,9.0,.512,0.1,0.1,1.000,4.5,8.9,.506,3.6,5.6,.654,4.2,7.6,11.8,2.9,1.2,0.2,2.4,3.5,13.0
127,Hakeem Olajuwon*,C,27,HOU,4,4,161,6.9,15.7,.443,0.0,0.0,,6.9,15.7,.443,2.7,3.8,.706,3.4,6.9,10.3,1.8,2.2,5.1,2.5,4.2,16.5
128,Robert Parish*,C,36,BOS,5,5,170,6.6,11.4,.574,0.0,0.0,,6.6,11.4,.574,3.6,3.8,.944,4.9,5.7,10.6,2.8,1.1,1.5,2.5,4.4,16.7
129,Jim Paxson,PG,32,BOS,5,0,62,4.6,9.3,.500,0.0,0.6,.000,4.6,8.7,.533,1.7,2.3,.750,0.0,0.0,0.0,4.1,2.9,0.0,1.7,0.6,11.0
130,John Paxson,PG,29,CHI,15,15,395,3.4,7.9,.425,0.4,0.8,.444,3.0,7.1,.423,1.3,1.3,1.000,0.2,1.8,2.0,4.9,0.8,0.0,1.4,3.8,8.4
131,Kenny Payne,SF,23,PHI,3,0,10,7.2,18.0,.400,0.0,7.2,.000,7.2,10.8,.667,7.2,7.2,1.000,3.6,3.6,7.2,0.0,0.0,0.0,3.6,10.8,21.6
132,Will Perdue,C,24,CHI,13,0,78,6.0,12.9,.464,0.5,0.9,.500,5.5,12.0,.462,6.0,8.3,.722,3.2,5.5,8.8,0.9,0.0,2.3,1.8,6.0,18.5
133,Sam Perkins,SF,28,DAL,3,3,118,4.9,11.0,.444,0.0,0.3,.000,4.9,10.7,.457,4.0,5.2,.765,3.1,3.7,6.7,2.4,0.9,0.6,2.1,5.2,13.7
134,Tim Perry,C,24,PHO,11,0,100,4.7,9.0,.520,0.0,0.0,,4.7,9.0,.520,2.9,6.5,.444,3.6,4.0,7.6,0.7,1.1,2.2,1.8,6.8,12.2
135,Chuck Person,SF,25,IND,3,3,123,5.0,13.2,.378,0.3,2.9,.100,4.7,10.2,.457,1.5,3.5,.417,1.8,4.1,5.9,3.5,0.3,0.0,1.2,3.2,11.7
136,Dražen Petrović*,SG,25,POR,20,0,253,6.8,15.5,.440,0.7,2.3,.313,6.1,13.2,.462,3.0,5.1,.583,1.4,3.1,4.6,2.8,0.9,0.0,2.8,5.3,17.4
