,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Arron Afflalo,SG,25,DEN,3,3,85,5.1,14.4,.353,1.3,5.1,.250,3.8,9.3,.409,3.0,3.4,.875,0.0,3.8,3.8,3.0,0.0,0.0,1.3,4.2,14.4
1,LaMarcus Aldridge,PF,25,POR,6,6,258,7.4,16.0,.461,0.0,0.0,,7.4,16.0,.461,2.7,3.3,.792,2.2,4.0,6.3,1.1,1.1,1.4,1.3,2.7,17.4
2,Malik Allen,PF,32,ORL,1,0,7,0.0,5.1,.000,0.0,0.0,,0.0,5.1,.000,5.1,10.3,.500,0.0,5.1,5.1,0.0,0.0,0.0,0.0,10.3,5.1
3,Ray Allen*,SG,35,BOS,9,9,361,5.7,10.9,.523,3.2,5.6,.571,2.5,5.3,.472,2.4,2.5,.960,0.5,2.9,3.4,2.2,1.1,0.1,1.0,2.1,17.0
4,Tony Allen,SG,29,MEM,13,13,350,4.4,10.4,.426,0.1,0.7,.143,4.3,9.7,.447,2.8,4.2,.659,1.5,2.4,3.9,2.1,2.6,0.5,2.5,4.4,11.7
5,Chris Andersen,C,32,DEN,5,0,73,3.5,5.4,.636,0.0,0.0,,3.5,5.4,.636,4.9,6.9,.714,2.5,4.4,6.9,1.5,1.5,3.5,1.5,3.9,11.8
6,Ryan Anderson,PF,22,ORL,6,0,147,2.0,7.3,.267,1.5,4.9,.300,0.5,2.4,.200,1.5,1.5,1.000,2.4,4.2,6.6,0.7,1.2,0.2,0.2,3.9,6.9
7,Carmelo Anthony,SF,26,NYK,4,4,156,7.6,20.3,.375,2.1,6.0,.346,5.5,14.3,.387,6.7,7.8,.853,3.0,6.5,9.5,4.4,1.2,0.7,3.0,3.7,24.0
8,Joel Anthony,C,28,MIA,21,13,575,1.1,3.1,.367,0.0,0.0,,1.1,3.1,.367,1.4,1.9,.710,2.2,3.9,6.1,0.6,0.5,2.4,0.8,3.4,3.6
9,Gilbert Arenas,PG,29,ORL,5,0,81,8.0,18.7,.429,1.3,5.3,.250,6.7,13.3,.500,1.8,2.7,.667,1.8,4.4,6.2,5.3,0.4,0.4,2.7,6.2,19.1
10,Trevor Ariza,SF,25,NOH,6,6,241,5.2,12.7,.412,1.0,3.1,.333,4.2,9.6,.438,2.4,3.3,.727,1.0,4.8,5.8,3.0,1.2,0.4,1.0,2.4,13.9
11,Hilton Armstrong,C,26,ATL,8,0,35,1.0,5.1,.200,0.0,0.0,,1.0,5.1,.200,3.1,6.2,.500,4.1,6.2,10.3,1.0,3.1,0.0,2.1,7.2,5.1
12,Darrell Arthur,PF,22,MEM,13,0,201,7.0,15.2,.459,0.2,0.2,1.000,6.8,15.0,.452,2.3,3.0,.765,2.5,2.7,5.2,1.3,1.3,2.1,2.1,5.4,16.5
13,Ömer Aşık,C,24,CHI,15,0,148,1.5,3.2,.462,0.0,0.0,,1.5,3.2,.462,0.7,2.4,.300,2.4,5.1,7.5,0.2,0.5,1.9,1.7,5.1,3.6
14,J.J. Barea,PG,26,DAL,21,3,390,6.6,15.9,.419,1.5,4.6,.320,5.2,11.3,.459,2.5,3.1,.794,0.7,2.9,3.6,6.6,0.6,0.0,2.1,2.6,17.3
15,Matt Barnes,SF,30,LAL,10,0,131,4.1,10.4,.395,0.5,3.3,.167,3.6,7.1,.500,1.1,1.9,.571,3.0,4.7,7.7,1.4,1.9,0.5,1.6,6.3,9.9
16,Earl Barron,C,29,POR,1,0,0,,,,,,,,,,,,,,,,,,,,,
17,Brandon Bass,PF,25,ORL,6,6,139,4.1,9.8,.421,0.0,0.0,,4.1,9.8,.421,3.1,3.4,.923,3.1,3.4,6.5,0.5,0.8,1.3,1.8,1.8,11.4
18,Tony Battie,C,34,PHI,5,0,38,2.8,6.6,.429,0.0,0.0,,2.8,6.6,.429,0.9,1.9,.500,1.9,7.6,9.5,0.0,0.0,2.8,0.9,4.7,6.6
19,Shane Battier,SF,32,MEM,13,0,339,3.1,7.0,.439,0.8,3.1,.276,2.2,3.9,.568,0.6,1.0,.667,1.8,3.7,5.5,1.6,0.7,0.6,0.6,2.9,7.6
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Nicolas Batum,SF,22,POR,6,0,151,4.5,11.0,.413,1.7,6.2,.269,2.9,4.8,.600,0.7,1.0,.750,0.2,2.1,2.4,1.9,1.2,1.2,1.7,3.3,11.4
22,Marco Belinelli,SG,24,NOH,6,6,173,4.8,13.1,.365,1.7,5.4,.308,3.1,7.7,.405,0.8,0.8,1.000,0.0,1.0,1.0,0.8,1.0,0.0,0.8,2.5,12.1
23,Mike Bibby,PG,32,MIA,20,20,415,2.3,8.3,.281,1.5,5.7,.258,0.9,2.6,.333,0.2,0.3,.500,0.4,2.7,3.1,2.0,1.0,0.5,1.5,2.6,6.3
24,Chauncey Billups,PG,34,NYK,1,1,35,3.1,11.3,.273,2.1,6.2,.333,1.0,5.1,.200,2.1,2.1,1.000,0.0,2.1,2.1,4.1,0.0,0.0,3.1,2.1,10.3
25,DeJuan Blair,PF,21,SAS,4,0,50,5.0,15.1,.333,0.0,0.0,,5.0,15.1,.333,2.2,3.6,.600,6.5,2.9,9.4,1.4,0.0,0.7,1.4,4.3,12.2
26,Steve Blake,PG,30,LAL,9,0,145,1.7,5.7,.304,1.5,4.5,.333,0.2,1.2,.200,0.0,0.0,,0.2,3.2,3.5,5.0,1.2,0.0,1.2,2.0,5.0
27,Keith Bogans,SG,30,CHI,16,16,307,3.3,8.1,.406,2.9,6.9,.424,0.4,1.2,.300,0.1,0.5,.250,0.5,1.9,2.3,1.4,1.2,0.4,0.8,3.0,9.6
28,Matt Bonner,PF,30,SAS,6,0,123,3.5,7.3,.480,1.8,5.3,.333,1.8,2.0,.857,2.3,2.9,.800,2.0,3.5,5.6,0.6,0.3,0.3,0.3,5.3,11.1
29,Carlos Boozer,C,29,CHI,16,16,507,5.5,12.6,.433,0.0,0.1,.000,5.5,12.6,.435,3.4,4.3,.800,2.8,8.2,11.0,2.0,0.6,0.5,2.0,3.5,14.3
30,Chris Bosh,PF,26,MIA,21,21,834,6.0,12.6,.474,0.0,0.2,.000,6.0,12.4,.481,4.9,6.0,.814,2.0,5.7,7.7,1.0,0.6,0.8,1.7,2.1,16.8
31,Elton Brand,PF,31,PHI,5,5,185,6.6,12.1,.548,0.0,0.0,,6.6,12.1,.548,1.9,2.5,.769,2.3,5.8,8.2,0.6,0.4,1.2,0.8,4.1,15.2
32,Corey Brewer,SG,24,DAL,6,0,23,6.3,14.1,.444,1.6,4.7,.333,4.7,9.4,.500,0.0,0.0,,0.0,3.1,3.1,1.6,6.3,0.0,3.1,7.8,14.1
33,Ronnie Brewer,SG,25,CHI,16,0,260,3.3,6.9,.480,0.4,1.0,.429,2.9,6.0,.488,1.8,2.4,.765,1.0,3.7,4.7,2.1,1.7,0.8,0.6,1.9,8.9
34,Shannon Brown,SG,25,LAL,10,0,166,6.1,13.2,.459,1.5,5.4,.280,4.6,7.8,.583,2.0,3.0,.643,1.1,3.0,4.1,1.5,1.3,0.4,2.0,2.2,15.6
35,Kobe Bryant*,SG,32,LAL,10,10,354,8.4,18.9,.446,1.2,4.2,.293,7.2,14.7,.490,5.1,6.2,.820,0.8,2.6,3.5,3.4,1.6,0.3,3.2,2.3,23.2
36,Rasual Butler,SG,31,CHI,3,0,7,5.1,5.1,1.000,5.1,5.1,1.000,0.0,0.0,,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,0.0,0.0,15.4
37,Andrew Bynum,C,23,LAL,10,10,320,6.4,11.8,.543,0.0,0.0,,6.4,11.8,.543,3.4,4.1,.833,4.1,6.8,10.8,0.9,0.6,1.6,2.3,3.7,16.2
38,Marcus Camby,C,36,POR,6,6,167,2.2,4.7,.455,0.2,0.2,1.000,1.9,4.5,.429,0.0,0.4,.000,3.9,8.6,12.5,1.7,0.9,1.9,1.1,3.9,4.5
39,Brian Cardinal,SF,33,DAL,9,0,37,2.9,3.9,.750,2.9,3.9,.750,0.0,0.0,,1.0,1.9,.500,0.0,2.9,2.9,1.9,1.0,0.0,2.9,7.8,9.7
40,Anthony Carter,PG,35,NYK,4,0,49,5.9,11.0,.533,0.7,2.2,.333,5.1,8.8,.583,1.5,1.5,1.000,1.5,4.4,5.9,4.4,1.5,0.7,2.9,0.7,14.0
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Mario Chalmers,PG,24,MIA,21,1,511,3.8,8.7,.435,2.3,5.9,.381,1.5,2.8,.550,1.6,2.3,.719,0.3,2.5,2.8,3.1,1.9,0.1,2.0,3.4,11.5
43,Tyson Chandler,C,28,DAL,21,21,680,3.0,5.2,.582,0.0,0.0,,3.0,5.2,.582,2.8,4.1,.679,4.2,6.0,10.2,0.4,0.7,1.0,0.7,4.1,8.8
44,Wilson Chandler,SF,23,DEN,5,2,115,2.5,9.1,.276,0.3,2.2,.143,2.2,6.9,.318,2.2,2.8,.778,0.6,6.3,6.9,0.6,0.9,1.3,1.3,4.7,7.5
45,Earl Clark,SF,23,ORL,1,0,6,6.0,18.0,.333,0.0,0.0,,6.0,18.0,.333,0.0,0.0,,12.0,12.0,24.0,6.0,6.0,6.0,0.0,0.0,12.0
46,Jason Collins,C,32,ATL,12,9,158,2.1,3.2,.643,0.0,0.0,,2.1,3.2,.643,0.7,1.8,.375,1.4,2.5,3.9,0.2,1.1,0.7,1.1,7.1,4.8
47,Darren Collison,PG,23,IND,5,5,146,4.4,11.3,.391,1.0,1.5,.667,3.5,9.9,.350,1.7,2.7,.636,1.0,2.2,3.2,4.9,1.2,0.5,2.2,1.7,11.6
48,Nick Collison,C,30,OKC,17,0,413,4.2,6.6,.632,0.0,0.0,,4.2,6.6,.632,1.6,2.0,.783,4.1,4.4,8.5,1.3,1.3,1.3,1.1,5.5,9.9
49,Mike Conley,PG,23,MEM,13,13,507,5.0,13.0,.388,0.8,2.6,.297,4.3,10.4,.411,3.1,3.8,.830,0.5,3.1,3.6,5.9,1.0,0.2,2.1,2.8,14.0
50,Daequan Cook,SG,23,OKC,17,0,195,4.1,10.3,.393,3.0,8.5,.348,1.1,1.8,.600,0.7,0.7,1.000,0.2,4.8,5.0,0.2,0.6,0.0,1.3,3.1,11.8
51,Jamal Crawford,SG,30,ATL,12,0,358,6.1,15.6,.394,2.1,6.0,.350,4.0,9.6,.421,4.2,5.1,.824,0.1,1.5,1.6,3.0,0.9,0.4,1.6,1.7,18.6
52,Glen Davis,C,25,BOS,9,0,191,3.4,8.7,.391,0.0,0.2,.000,3.4,8.5,.400,1.5,2.1,.727,1.3,4.7,6.0,1.5,0.6,0.0,1.7,4.0,8.3
53,Luol Deng,SF,25,CHI,16,16,687,5.1,12.1,.426,1.2,3.6,.324,4.0,8.5,.469,2.7,3.2,.839,1.4,4.1,5.6,2.3,1.3,0.5,1.4,2.1,14.1
54,Toney Douglas,SG,24,NYK,4,3,112,4.8,13.2,.366,2.3,5.8,.389,2.6,7.4,.348,1.9,1.9,1.000,0.6,3.5,4.2,2.9,0.6,0.0,1.3,3.9,13.8
55,Chris Duhon,PG,28,ORL,1,0,4,9.0,18.0,.500,9.0,18.0,.500,0.0,0.0,,18.0,18.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
