,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jordan Adams,SG,20,MEM,4,0,10,7.2,10.8,.667,3.6,3.6,1.000,3.6,7.2,.500,7.2,14.4,.500,0.0,3.6,3.6,0.0,3.6,0.0,0.0,0.0,25.2
1,Arron Afflalo,SG,29,POR,3,3,60,1.2,7.2,.167,0.6,2.4,.250,0.6,4.8,.125,0.0,0.6,.000,0.0,4.2,4.2,1.2,0.0,0.0,1.8,3.6,3.0
2,Alexis Ajinça,C,26,NOP,3,0,10,14.4,14.4,1.000,0.0,0.0,,14.4,14.4,1.000,0.0,0.0,,0.0,3.6,3.6,3.6,3.6,0.0,0.0,7.2,28.8
3,LaMarcus Aldridge,PF,29,POR,5,5,208,6.4,19.4,.330,0.5,1.9,.273,5.9,17.5,.337,5.5,6.2,.889,3.6,6.1,9.7,1.6,0.3,2.1,1.4,2.8,18.9
4,Tony Allen,SG,33,MEM,10,9,279,3.6,7.4,.491,0.1,0.9,.143,3.5,6.5,.540,1.2,1.5,.750,1.8,4.9,6.7,1.9,3.1,1.4,1.7,3.5,8.5
5,Al-Farouq Aminu,SF,24,DAL,5,2,150,4.1,7.4,.548,1.7,2.6,.636,2.4,4.8,.500,3.6,4.6,.789,3.4,5.3,8.6,1.4,2.4,1.9,1.4,3.6,13.4
6,Alan Anderson,SG,32,BRK,6,0,142,6.3,10.4,.610,2.5,4.1,.625,3.8,6.3,.600,1.5,2.3,.667,0.5,4.8,5.3,1.8,1.0,0.3,2.0,2.3,16.7
7,Ryan Anderson,PF,26,NOP,4,0,95,6.1,13.6,.444,1.9,4.5,.417,4.2,9.1,.458,2.3,2.3,1.000,2.7,3.8,6.4,3.4,0.0,0.8,1.5,4.5,16.3
8,Giannis Antetokounmpo,SG,20,MIL,6,6,201,4.7,12.7,.366,0.0,0.2,.000,4.7,12.5,.371,3.0,4.1,.739,2.1,5.4,7.5,2.9,0.5,1.6,2.0,3.2,12.4
9,Pero Antić,C,32,ATL,15,1,199,2.9,9.0,.320,2.0,5.8,.344,0.9,3.3,.278,3.6,4.5,.800,1.6,6.2,7.8,0.7,0.4,0.5,0.9,6.9,11.4
10,Trevor Ariza,SF,29,HOU,17,17,655,4.1,9.7,.426,2.0,5.3,.375,2.1,4.4,.488,2.1,2.3,.905,1.0,5.0,6.0,2.4,1.6,0.1,1.3,2.8,12.3
11,Ömer Aşık,C,28,NOP,4,4,79,0.9,4.6,.200,0.0,0.0,,0.9,4.6,.200,1.8,3.2,.571,5.5,7.7,13.2,2.7,2.3,0.0,2.3,4.6,3.6
12,Jeff Ayres,PF,27,SAS,3,0,12,0.0,3.0,.000,0.0,0.0,,0.0,3.0,.000,0.0,0.0,,0.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
13,Leandro Barbosa,SG,32,GSW,21,0,229,6.1,13.8,.443,1.3,3.6,.348,4.9,10.2,.477,2.8,3.5,.818,1.3,3.0,4.2,2.8,0.9,0.2,1.9,3.8,16.3
14,J.J. Barea,PG,30,DAL,5,2,154,5.8,13.3,.439,0.9,3.7,.250,4.9,9.6,.512,1.2,1.4,.833,1.2,4.4,5.6,8.6,0.9,0.0,3.3,4.0,13.8
15,Harrison Barnes,SF,22,GSW,21,21,681,4.7,10.6,.440,1.2,3.3,.355,3.5,7.3,.478,1.3,1.8,.735,2.4,3.4,5.8,1.7,0.9,0.6,1.2,2.4,11.8
16,Matt Barnes,SF,34,LAC,14,14,409,3.3,8.8,.380,1.4,5.3,.267,1.9,3.5,.550,1.3,1.8,.750,1.4,4.8,6.2,1.9,1.8,0.9,1.4,4.8,9.4
17,Brandon Bass,PF,29,BOS,4,4,86,2.9,8.4,.350,0.0,0.0,,2.9,8.4,.350,2.5,4.2,.600,1.3,2.1,3.3,4.2,0.4,1.3,1.3,1.7,8.4
18,Nicolas Batum,SF,26,POR,5,5,209,4.1,12.1,.343,2.2,6.7,.333,1.9,5.3,.355,1.7,2.2,.769,1.0,6.4,7.4,4.5,0.2,0.2,2.1,1.9,12.2
19,Jerryd Bayless,PG,26,MIL,6,0,120,3.6,10.5,.343,0.6,2.1,.286,3.0,8.4,.357,3.9,5.1,.765,1.2,3.3,4.5,5.4,0.6,0.6,1.2,3.6,11.7
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Aron Baynes,C,28,SAS,4,0,40,2.7,9.0,.300,0.0,0.0,,2.7,9.0,.300,2.7,2.7,1.000,2.7,6.3,9.0,0.9,0.0,0.0,2.7,8.1,8.1
22,Kent Bazemore,SG,25,ATL,16,2,303,3.6,8.4,.423,0.7,3.3,.214,2.9,5.1,.558,2.5,3.7,.677,0.4,5.9,6.3,1.5,1.3,1.1,1.3,3.0,10.3
23,Bradley Beal,SG,21,WAS,10,10,418,7.0,17.2,.405,2.0,5.4,.365,5.0,11.8,.423,4.2,5.1,.831,1.2,3.5,4.7,4.0,1.4,0.6,2.2,1.6,20.2
24,Marco Belinelli,SG,28,SAS,7,0,116,6.2,12.1,.513,4.3,9.3,.467,1.9,2.8,.667,3.4,4.0,.846,0.6,3.4,4.0,3.1,0.6,0.0,1.6,3.1,20.2
25,Steve Blake,PG,34,POR,5,0,43,1.7,9.2,.182,0.8,6.7,.125,0.8,2.5,.333,1.7,1.7,1.000,0.0,0.8,0.8,6.7,0.0,0.8,1.7,3.3,5.9
26,Bojan Bogdanović,SF,25,BRK,6,5,206,4.0,10.3,.390,1.9,5.8,.333,2.1,4.5,.462,0.9,1.2,.714,0.5,3.5,4.0,1.7,0.7,0.3,1.4,2.1,10.8
27,Andrew Bogut,C,30,GSW,19,18,440,3.4,6.1,.560,0.0,0.1,.000,3.4,6.1,.568,0.4,1.1,.385,3.4,9.2,12.5,2.9,0.9,2.8,2.1,5.6,7.3
28,Matt Bonner,PF,34,SAS,7,0,36,2.0,10.0,.200,2.0,9.0,.222,0.0,1.0,.000,0.0,0.0,,0.0,6.0,6.0,1.0,0.0,1.0,1.0,8.0,6.0
29,Avery Bradley,SG,24,BOS,4,4,133,5.1,13.5,.380,1.4,5.1,.263,3.8,8.4,.452,1.6,1.9,.857,0.8,3.2,4.1,0.8,0.8,0.0,0.8,3.5,13.3
30,Elton Brand,C,35,ATL,3,0,4,0.0,9.0,.000,0.0,0.0,,0.0,9.0,.000,9.0,18.0,.500,0.0,9.0,9.0,0.0,0.0,0.0,0.0,27.0,9.0
31,Corey Brewer,SF,28,HOU,17,0,428,6.1,14.0,.431,1.0,3.5,.286,5.0,10.5,.480,2.9,4.6,.636,0.9,3.0,4.0,1.6,0.9,0.3,1.3,4.0,16.1
32,Aaron Brooks,PG,30,CHI,12,0,132,5.7,16.6,.344,2.2,7.1,.308,3.5,9.5,.371,1.1,1.9,.571,0.8,4.1,4.9,3.0,0.8,0.3,2.5,4.4,14.7
33,Markel Brown,SG,23,BRK,2,1,10,7.2,18.0,.400,0.0,7.2,.000,7.2,10.8,.667,7.2,7.2,1.000,7.2,0.0,7.2,3.6,0.0,0.0,7.2,0.0,21.6
34,Jimmy Butler,SG,25,CHI,12,12,506,6.7,15.2,.441,2.0,5.1,.389,4.7,10.0,.468,4.2,5.1,.819,1.3,3.5,4.8,2.7,2.1,0.6,1.5,1.9,19.6
35,Rasual Butler,SF,35,WAS,2,0,7,0.0,5.1,.000,0.0,5.1,.000,0.0,0.0,,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,0.0,10.3,0.0
36,Will Bynum,SG,32,WAS,3,0,31,8.1,16.3,.500,1.2,2.3,.500,7.0,13.9,.500,4.6,5.8,.800,2.3,1.2,3.5,3.5,2.3,1.2,5.8,7.0,22.1
37,Nick Calathes,SG,25,MEM,9,3,126,3.4,10.3,.333,1.7,3.7,.462,1.7,6.6,.261,0.9,2.3,.375,0.3,4.3,4.6,4.6,2.6,0.3,2.9,4.3,9.4
38,Clint Capela,C,20,HOU,17,0,127,6.0,8.8,.677,0.0,0.0,,6.0,8.8,.677,4.3,8.2,.517,3.7,8.2,11.9,1.4,0.9,2.6,0.9,5.4,16.2
39,DeMarre Carroll,SF,28,ATL,16,16,558,5.5,11.4,.486,1.9,4.6,.403,3.7,6.8,.543,2.1,2.6,.780,1.7,4.6,6.3,2.1,1.2,0.3,1.0,2.3,15.0
40,Vince Carter,SG,38,MEM,11,0,196,5.0,12.3,.403,1.3,5.1,.250,3.7,7.2,.513,1.5,1.7,.889,2.4,6.2,8.6,2.0,1.3,0.4,1.3,3.1,12.7
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Michael Carter-Williams,PG,23,MIL,6,6,191,6.2,14.7,.423,0.0,0.9,.000,6.2,13.8,.452,1.3,2.3,.583,0.2,4.9,5.1,5.5,1.3,1.1,3.0,2.6,13.8
43,Tyson Chandler,C,32,DAL,5,5,160,4.3,6.5,.655,0.0,0.0,,4.3,6.5,.655,2.9,5.9,.500,6.1,6.1,12.2,0.2,0.7,1.4,1.1,3.6,11.5
44,Earl Clark,PF,27,BRK,2,0,13,5.5,27.7,.200,5.5,8.3,.667,0.0,19.4,.000,0.0,0.0,,0.0,5.5,5.5,0.0,2.8,0.0,0.0,2.8,16.6
45,Norris Cole,PG,26,NOP,4,0,106,5.1,12.2,.417,1.0,4.8,.214,4.1,7.5,.545,0.7,1.0,.667,0.3,2.0,2.4,2.4,0.0,0.3,2.7,5.1,11.9
46,Mike Conley,PG,27,MEM,8,8,243,6.1,14.2,.427,1.5,4.9,.303,4.6,9.3,.492,3.4,4.1,.821,0.0,1.3,1.3,5.9,1.6,0.0,1.8,1.5,17.0
47,Allen Crabbe,SG,22,POR,2,1,39,3.7,4.6,.800,1.8,1.8,1.000,1.8,2.8,.667,0.0,0.0,,0.0,2.8,2.8,0.9,1.8,0.9,0.9,0.9,9.2
48,Jamal Crawford,SG,34,LAC,14,0,379,6.4,17.7,.360,1.7,7.0,.243,4.7,10.6,.438,2.5,2.8,.867,0.6,2.3,2.8,2.6,1.2,0.3,1.6,3.2,16.9
49,Jae Crowder,SF,24,BOS,4,1,100,5.4,10.4,.517,1.1,3.6,.300,4.3,6.8,.632,3.6,4.7,.769,2.9,4.3,7.2,2.9,1.4,1.1,1.8,5.0,15.5
50,Dante Cunningham,PF,27,NOP,4,0,75,4.3,5.3,.818,0.0,0.0,,4.3,5.3,.818,1.4,1.4,1.000,1.9,6.7,8.6,1.0,1.4,1.9,0.0,3.4,10.1
51,Stephen Curry,PG,26,GSW,21,21,826,8.7,19.1,.456,4.3,10.1,.422,4.4,9.0,.493,4.2,5.0,.835,0.9,3.7,4.6,5.8,1.7,0.1,3.6,2.0,25.9
52,Gigi Datome,SF,27,BOS,3,0,14,5.1,15.4,.333,0.0,5.1,.000,5.1,10.3,.500,0.0,0.0,,0.0,2.6,2.6,2.6,0.0,0.0,0.0,10.3,10.3
53,Anthony Davis,PF,21,NOP,4,4,172,9.8,18.2,.540,0.0,0.4,.000,9.8,17.8,.553,6.7,7.5,.889,1.9,7.3,9.2,1.7,1.0,2.5,2.7,2.5,26.4
54,Glen Davis,PF,29,LAC,14,0,144,4.2,9.5,.447,0.0,0.2,.000,4.2,9.2,.459,1.7,2.3,.778,2.3,4.5,6.8,0.7,1.2,1.2,2.3,8.2,10.2
55,Matthew Dellavedova,SG,24,CLE,20,7,497,3.4,9.9,.346,1.7,5.5,.316,1.7,4.3,.383,1.8,2.3,.781,0.7,2.2,3.0,3.8,0.7,0.0,2.5,3.8,10.4
56,DeMar DeRozan,SG,25,TOR,4,4,159,7.2,18.1,.400,0.7,1.8,.375,6.6,16.3,.403,3.2,3.8,.824,1.1,4.5,5.7,5.2,1.4,0.0,2.3,2.7,18.3
57,Boris Diaw,PF,32,SAS,7,0,198,6.2,12.9,.479,0.7,3.3,.222,5.5,9.6,.566,1.6,2.4,.692,2.4,5.5,7.8,4.5,0.9,0.5,1.6,4.4,14.7
58,Joey Dorsey,PF,31,HOU,6,0,13,0.0,5.5,.000,0.0,0.0,,0.0,5.5,.000,2.8,5.5,.500,2.8,8.3,11.1,5.5,0.0,0.0,2.8,5.5,2.8
59,Jared Dudley,SG,29,MIL,6,0,110,4.6,9.8,.467,2.6,4.6,.571,2.0,5.2,.375,1.3,2.3,.571,1.0,2.6,3.6,2.6,3.9,0.7,1.6,3.9,13.1
60,Tim Duncan*,C,38,SAS,7,7,250,7.6,13.0,.589,0.0,0.1,.000,7.6,12.8,.596,2.7,4.9,.559,2.7,8.5,11.2,3.3,1.3,1.4,1.0,3.7,18.0
61,Mike Dunleavy,SF,34,CHI,12,12,389,4.0,8.1,.489,2.5,5.2,.482,1.5,3.0,.500,1.7,1.8,.947,0.6,3.8,4.4,2.9,0.9,0.5,1.4,2.9,12.1
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Monta Ellis,SG,29,DAL,5,5,197,9.5,20.3,.468,2.0,5.5,.367,7.5,14.8,.506,2.7,3.7,.750,0.7,2.2,2.9,4.8,1.8,0.5,2.9,3.3,23.8
64,Tyler Ennis,PG,20,MIL,1,0,16,4.5,20.3,.222,2.3,11.3,.200,2.3,9.0,.250,0.0,0.0,,6.8,2.3,9.0,6.8,0.0,0.0,0.0,2.3,11.3
65,Tyreke Evans,SG,25,NOP,4,4,125,4.0,12.4,.326,0.6,3.2,.182,3.5,9.2,.375,2.9,4.9,.588,0.9,4.9,5.8,5.8,1.4,0.3,1.7,2.9,11.5
66,Festus Ezeli,C,25,GSW,20,0,183,5.3,9.8,.540,0.0,0.0,,5.3,9.8,.540,3.1,5.7,.552,4.7,7.5,12.2,1.2,0.2,2.0,2.4,4.9,13.8
67,Raymond Felton,PG,30,DAL,3,1,36,4.0,15.0,.267,0.0,4.0,.000,4.0,11.0,.364,3.0,3.0,1.000,1.0,6.0,7.0,4.0,0.0,0.0,0.0,1.0,11.0
68,Tim Frazier,PG,24,POR,2,0,3,0.0,12.0,.000,0.0,0.0,,0.0,12.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
69,Joel Freeland,C,27,POR,2,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,5.1,5.1,0.0,5.1,0.0,0.0,0.0,0.0
70,Marc Gasol,C,30,MEM,11,11,416,6.1,15.6,.394,0.0,0.2,.000,6.1,15.4,.399,6.5,7.6,.852,1.6,8.1,9.8,4.2,0.9,1.6,1.4,2.9,18.8
71,Pau Gasol,PF,34,CHI,10,10,317,6.4,13.1,.487,0.0,0.5,.000,6.4,12.6,.505,3.6,4.8,.762,1.9,8.7,10.7,3.5,0.6,2.4,2.4,2.0,16.4
72,Alonzo Gee,SF,27,POR,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
73,Taj Gibson,PF,29,CHI,12,2,276,4.4,9.4,.472,0.0,0.0,,4.4,9.4,.472,2.7,3.9,.700,3.3,5.3,8.6,1.6,0.5,1.6,1.4,3.3,11.6
74,Manu Ginóbili,SG,37,SAS,7,0,131,4.1,11.8,.349,2.2,6.0,.364,1.9,5.8,.333,4.9,6.3,.783,1.1,5.5,6.6,8.8,1.1,1.6,3.8,5.2,15.4
75,Drew Gooden,PF,33,WAS,10,0,178,4.7,12.3,.377,2.4,5.3,.462,2.2,7.1,.314,2.0,2.6,.769,2.6,8.5,11.1,1.6,0.4,2.0,2.8,4.2,13.8
76,Eric Gordon,SG,26,NOP,4,4,143,7.0,15.9,.444,3.3,8.1,.406,3.8,7.8,.484,1.3,1.5,.833,0.5,1.8,2.3,3.8,0.5,0.5,2.5,2.8,18.6
77,Marcin Gortat,C,30,WAS,10,10,307,6.3,10.1,.628,0.0,0.0,,6.3,10.1,.628,1.9,2.8,.667,3.2,7.2,10.3,2.6,0.7,1.3,1.9,3.4,14.5
78,Danny Green,SG,27,SAS,7,7,204,3.7,10.8,.344,2.1,7.1,.300,1.6,3.7,.429,0.7,1.1,.667,1.2,2.6,3.9,2.6,1.2,1.2,0.9,2.1,10.2
79,Draymond Green,PF,24,GSW,21,21,784,4.6,11.0,.417,1.1,4.2,.264,3.5,6.8,.510,2.9,4.0,.736,2.1,7.6,9.7,5.0,1.7,1.1,2.7,4.1,13.2
80,JaMychal Green,PF,24,MEM,5,0,8,0.0,9.0,.000,0.0,4.5,.000,0.0,4.5,.000,9.0,9.0,1.000,0.0,13.5,13.5,0.0,4.5,4.5,0.0,4.5,9.0
81,Jeff Green,SF,28,MEM,11,2,298,4.3,13.0,.333,0.5,2.2,.222,3.9,10.9,.356,2.7,3.1,.846,1.1,5.2,6.3,2.3,0.6,0.6,1.9,2.2,11.8
82,Blake Griffin,PF,25,LAC,14,14,557,9.0,17.7,.511,0.1,0.5,.143,9.0,17.3,.521,4.9,6.9,.717,2.5,9.0,11.5,5.6,0.9,0.9,2.9,2.8,23.1
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Jorge Gutiérrez,PG,26,MIL,1,0,12,3.0,6.0,.500,0.0,0.0,,3.0,6.0,.500,0.0,0.0,,0.0,3.0,3.0,3.0,0.0,0.0,0.0,3.0,6.0
85,Tyler Hansbrough,PF,29,TOR,4,2,48,0.7,3.7,.200,0.0,0.0,,0.7,3.7,.200,2.3,3.0,.750,0.7,3.7,4.5,2.3,1.5,0.7,1.5,6.0,3.7
86,James Harden,SG,25,HOU,17,17,636,7.3,16.6,.439,2.3,6.1,.383,5.0,10.6,.471,9.2,10.1,.916,0.7,4.8,5.5,7.2,1.6,0.4,4.4,2.8,26.2
