,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Arron Afflalo,SG,24,DEN,6,6,120,6.0,9.6,.625,1.8,4.2,.429,4.2,5.4,.778,2.7,3.3,.818,0.3,3.3,3.6,2.1,0.3,0.6,1.2,6.3,16.5
1,LaMarcus Aldridge,PF,24,POR,6,6,229,6.3,14.6,.430,0.2,0.3,.500,6.1,14.3,.429,5.2,6.9,.750,1.6,4.1,5.7,2.0,1.1,1.7,1.7,2.5,17.9
2,Malik Allen,PF,31,DEN,4,0,11,0.0,3.3,.000,0.0,0.0,,0.0,3.3,.000,0.0,0.0,,6.5,3.3,9.8,0.0,3.3,0.0,0.0,6.5,0.0
3,Ray Allen*,SG,34,BOS,24,24,925,5.1,11.8,.431,2.2,5.6,.386,2.9,6.2,.472,2.7,3.1,.863,0.5,2.6,3.1,2.5,0.9,0.1,1.4,2.9,15.1
4,Tony Allen,SG,28,BOS,24,0,391,4.3,9.0,.480,0.0,0.5,.000,4.3,8.6,.505,2.6,3.3,.778,1.2,2.6,3.8,1.6,2.3,1.3,2.1,5.3,11.2
5,Lou Amundson,PF,27,PHO,16,0,194,3.5,6.7,.528,0.0,0.0,,3.5,6.7,.528,1.7,3.9,.429,5.6,4.8,10.4,0.2,1.1,1.3,1.1,5.8,8.7
6,Chris Andersen,PF,31,DEN,6,0,116,2.8,5.3,.529,0.0,0.0,,2.8,5.3,.529,2.8,4.3,.643,2.2,6.2,8.4,0.3,0.3,1.9,1.2,4.3,8.4
7,Ryan Anderson,PF,21,ORL,9,0,89,3.6,11.7,.310,1.6,5.7,.286,2.0,6.1,.333,0.4,0.4,1.000,3.2,9.3,12.5,1.2,0.8,0.8,2.0,4.9,9.3
8,Carmelo Anthony,SF,25,DEN,6,6,254,9.1,19.6,.464,0.9,2.7,.316,8.2,16.9,.487,7.1,8.1,.877,2.0,5.2,7.2,2.8,1.7,0.4,3.0,3.7,26.1
9,Joel Anthony,C,27,MIA,5,0,79,2.3,3.2,.714,0.0,0.0,,2.3,3.2,.714,1.4,1.8,.750,2.7,1.4,4.1,0.5,0.9,2.3,0.5,4.1,5.9
10,Carlos Arroyo,PG,30,MIA,5,5,115,3.8,8.1,.462,0.0,0.3,.000,3.8,7.8,.480,0.6,0.6,1.000,0.6,2.2,2.8,3.4,0.9,0.0,0.9,2.8,8.1
11,D.J. Augustin,PG,22,CHA,4,0,73,2.5,8.4,.294,1.0,3.0,.333,1.5,5.4,.273,2.5,3.0,.833,0.5,1.5,2.0,3.5,0.5,0.5,2.0,2.0,8.4
12,Jeff Ayres,C,22,POR,3,0,17,4.2,8.5,.500,0.0,0.0,,4.2,8.5,.500,6.4,8.5,.750,4.2,0.0,4.2,0.0,4.2,6.4,2.1,2.1,14.8
13,Leandro Barbosa,PG,27,PHO,16,0,250,6.2,14.8,.417,1.7,5.0,.343,4.5,9.8,.456,2.4,3.5,.708,0.3,2.7,3.0,2.9,0.7,0.3,2.2,4.8,16.6
14,J.J. Barea,PG,25,DAL,6,0,105,5.1,12.7,.405,1.4,3.4,.400,3.8,9.3,.407,0.3,1.0,.333,1.4,2.7,4.1,5.1,0.7,0.3,3.4,4.5,12.0
15,Matt Barnes,SF,29,ORL,14,14,326,3.3,8.3,.400,1.3,3.5,.375,2.0,4.7,.419,1.9,2.2,.850,1.8,5.5,7.3,2.1,1.1,0.3,1.1,3.1,9.8
16,Brandon Bass,PF,24,ORL,7,0,42,6.0,11.1,.538,0.0,0.0,,6.0,11.1,.538,4.3,5.1,.833,1.7,5.1,6.9,0.9,0.0,0.0,0.9,1.7,16.3
