,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Arron Afflalo,SG,22,DET,12,0,84,3.0,7.7,.389,0.0,0.9,.000,3.0,6.9,.438,0.0,0.0,,0.0,2.1,2.1,2.6,1.7,0.0,0.4,2.1,6.0
1,Malik Allen,PF,29,DAL,3,0,18,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
2,Ray Allen*,SG,32,BOS,26,26,987,4.9,11.3,.428,2.0,5.1,.396,2.8,6.3,.453,3.1,3.4,.913,0.9,2.7,3.6,2.6,0.9,0.3,1.4,2.3,14.8
3,Tony Allen,SG,26,BOS,15,0,65,5.0,8.9,.563,0.0,0.6,.000,5.0,8.3,.600,1.1,2.8,.400,0.6,1.1,1.7,1.7,1.1,0.0,0.6,2.8,11.1
4,Rafer Alston,PG,31,HOU,4,4,126,6.0,13.7,.438,3.1,7.1,.440,2.9,6.6,.435,1.1,1.4,.800,0.6,1.1,1.7,5.1,1.1,0.0,1.7,2.0,16.3
5,Lou Amundson,PF,25,PHI,2,0,10,7.2,14.4,.500,0.0,0.0,,7.2,14.4,.500,3.6,7.2,.500,18.0,7.2,25.2,0.0,0.0,0.0,0.0,7.2,18.0
6,Carmelo Anthony,SF,23,DEN,4,4,146,7.9,21.7,.364,0.5,2.0,.250,7.4,19.7,.375,5.9,7.2,.828,4.7,4.7,9.4,2.0,0.5,0.2,3.0,4.2,22.2
7,Gilbert Arenas,PG,26,WAS,4,2,94,5.4,13.8,.389,1.9,4.6,.417,3.4,9.2,.375,3.8,4.6,.833,0.0,2.7,2.7,4.2,0.8,0.0,3.1,5.0,16.5
8,Trevor Ariza,SF,22,LAL,8,0,45,5.6,9.6,.583,0.8,3.2,.250,4.8,6.4,.750,1.6,3.2,.500,2.4,6.4,8.8,0.8,0.8,0.8,0.8,5.6,13.6
9,Hilton Armstrong,C,23,NOH,8,0,72,4.0,6.5,.615,0.0,0.0,,4.0,6.5,.615,2.5,5.0,.500,4.5,5.5,10.0,0.0,0.0,3.0,2.0,6.0,10.5
10,Carlos Arroyo,PG,28,ORL,4,0,30,2.4,4.8,.500,0.0,1.2,.000,2.4,3.6,.667,2.4,2.4,1.000,0.0,2.4,2.4,4.8,0.0,0.0,3.6,4.8,7.2
11,Chucky Atkins,SG,33,DEN,1,0,3,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
12,James Augustine,PF,23,ORL,1,0,2,18.0,18.0,1.000,0.0,0.0,,18.0,18.0,1.000,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,36.0
13,Leandro Barbosa,SG,25,PHO,5,1,143,4.8,13.8,.345,1.0,4.5,.222,3.8,9.3,.405,2.5,2.8,.909,0.5,4.5,5.0,2.3,0.8,0.0,1.0,2.5,13.1
14,J.J. Barea,PG,23,DAL,1,0,5,21.6,28.8,.750,14.4,14.4,1.000,7.2,14.4,.500,0.0,0.0,,0.0,0.0,0.0,7.2,0.0,0.0,0.0,7.2,57.6
15,Andrea Bargnani,PF,22,TOR,5,5,104,4.5,13.5,.333,1.4,5.5,.250,3.1,8.0,.391,0.7,0.7,1.000,0.3,2.1,2.4,0.7,1.4,1.0,0.7,5.2,11.1
