,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tariq Abdul-Wahad,SG,28,DAL,8,0,79,4.1,13.7,.300,0.0,0.9,.000,4.1,12.8,.321,3.2,3.6,.875,5.0,5.0,10.0,3.2,0.0,0.0,0.5,2.7,11.4
1,Courtney Alexander,PG,25,NOH,5,0,39,6.5,14.8,.438,0.9,0.9,1.000,5.5,13.8,.400,2.8,3.7,.750,1.8,1.8,3.7,0.9,1.8,0.0,0.9,5.5,16.6
2,John Amaechi,C,32,UTA,2,0,16,2.3,9.0,.250,0.0,0.0,,2.3,9.0,.250,4.5,9.0,.500,0.0,2.3,2.3,0.0,0.0,0.0,0.0,9.0,9.0
3,Derek Anderson,PG,28,POR,2,2,22,1.6,6.5,.250,0.0,1.6,.000,1.6,4.9,.333,0.0,1.6,.000,1.6,0.0,1.6,0.0,0.0,0.0,1.6,1.6,3.3
4,Kenny Anderson,PG,32,NOH,5,0,51,2.8,8.5,.333,0.0,0.0,,2.8,8.5,.333,2.1,2.1,1.000,0.0,1.4,1.4,6.4,2.1,0.0,2.8,4.2,7.8
5,Darrell Armstrong,PG,34,ORL,7,1,226,3.2,7.0,.455,1.0,2.9,.333,2.2,4.1,.538,3.2,3.5,.909,1.1,1.6,2.7,4.1,1.0,0.0,2.7,3.5,10.5
6,Carlos Arroyo,PG,23,UTA,3,0,27,4.0,12.0,.333,0.0,0.0,,4.0,12.0,.333,4.0,5.3,.750,2.7,0.0,2.7,6.7,0.0,0.0,0.0,2.7,12.0
7,Chucky Atkins,PG,28,DET,17,3,312,3.7,10.5,.352,2.1,5.7,.367,1.6,4.8,.333,2.4,3.0,.808,0.2,2.1,2.3,3.0,2.0,0.0,2.1,4.5,11.9
8,Stacey Augmon,SG,34,NOH,4,0,69,2.6,7.8,.333,0.0,0.0,,2.6,7.8,.333,3.7,4.2,.875,0.5,4.7,5.2,1.6,1.6,0.0,1.6,4.2,8.9
9,Jon Barry,SG,33,DET,14,0,172,4.8,11.3,.426,3.1,6.9,.455,1.7,4.4,.381,1.9,1.9,1.000,1.0,4.0,5.0,4.2,1.7,0.2,1.5,2.9,14.7
10,Tony Battie,C,26,BOS,10,10,213,5.2,9.3,.564,0.0,0.5,.000,5.2,8.8,.596,0.7,1.4,.500,2.2,6.1,8.3,0.8,0.7,2.4,1.2,7.1,11.2
11,Raja Bell,SG,26,DAL,17,7,305,4.7,8.6,.548,0.7,1.5,.462,4.0,7.1,.567,1.3,2.4,.550,1.5,4.5,6.0,3.2,0.6,0.0,0.7,4.8,11.4
