,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kareem Abdul-Jabbar*,C,41,LAL,15,15,351,7.0,15.1,.463,0.0,0.0,,7.0,15.1,.463,3.2,4.4,.721,1.3,4.7,6.1,1.9,0.5,1.1,2.3,4.4,17.1
1,Mark Acres,C,26,BOS,2,0,2,0.0,18.0,.000,0.0,18.0,.000,0.0,0.0,,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Michael Adams,PG,26,DEN,2,1,75,7.2,17.3,.417,4.8,10.6,.455,2.4,6.7,.357,3.4,3.8,.875,2.4,5.8,8.2,4.3,1.4,0.0,3.8,2.9,22.6
3,Mark Aguirre,SF,29,DET,17,17,462,6.9,14.2,.489,0.6,2.3,.276,6.3,11.9,.529,2.2,3.0,.737,2.0,3.8,5.8,2.2,0.6,0.2,1.6,3.0,16.7
4,Steve Alford,PG,24,GSW,6,0,52,6.2,15.2,.409,2.8,6.2,.444,3.5,9.0,.385,2.1,2.8,.750,1.4,1.4,2.8,3.5,1.4,0.0,0.7,4.8,17.3
5,Richard Anderson,PF,28,POR,3,0,35,2.1,6.2,.333,1.0,4.1,.250,1.0,2.1,.500,0.0,0.0,,0.0,3.1,3.1,4.1,0.0,1.0,0.0,2.1,5.1
6,Ron Anderson,SF,30,PHI,3,0,109,9.6,16.8,.569,0.0,0.3,.000,9.6,16.5,.580,1.3,1.7,.800,2.3,3.0,5.3,4.3,0.3,0.7,0.7,3.3,20.5
7,Thurl Bailey,SF,27,UTA,3,2,122,3.5,10.0,.353,0.0,0.0,,3.5,10.0,.353,3.5,4.4,.800,3.0,4.4,7.4,0.9,0.3,1.2,2.7,3.2,10.6
8,Charles Barkley*,PF,25,PHI,3,3,135,7.7,12.0,.644,0.3,1.3,.200,7.5,10.7,.700,5.9,8.3,.710,2.1,7.2,9.3,4.3,1.3,0.5,2.9,2.4,21.6
9,John Battle,SG,26,ATL,5,0,118,6.1,14.0,.435,0.0,1.8,.000,6.1,12.2,.500,2.7,3.7,.750,1.5,2.4,4.0,4.9,0.6,0.0,1.5,4.0,14.9
