,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ray Allen*,SG,29,SEA,11,11,436,8.4,17.8,.474,2.6,6.8,.378,5.9,11.0,.534,4.6,5.2,.889,1.0,2.9,3.9,3.6,1.2,0.3,2.8,1.8,24.0
1,Tony Allen,SG,23,BOS,7,3,90,3.2,7.2,.444,0.0,0.0,,3.2,7.2,.444,1.2,2.8,.429,1.6,3.2,4.8,0.8,1.2,0.8,2.0,6.8,7.6
2,Shandon Anderson,SF,31,MIA,8,0,97,1.1,4.5,.250,0.0,0.4,.000,1.1,4.1,.273,0.7,0.7,1.000,1.1,5.9,7.1,3.0,1.9,0.0,2.2,3.7,3.0
3,Carmelo Anthony,SF,20,DEN,5,5,180,7.0,16.6,.422,0.0,0.2,.000,7.0,16.4,.427,5.2,6.4,.813,2.8,2.6,5.4,2.0,0.6,0.2,2.6,4.0,19.2
4,Gilbert Arenas,PG,23,WAS,10,10,450,5.8,15.5,.376,1.4,6.2,.234,4.4,9.4,.470,5.8,7.5,.766,0.6,3.5,4.2,5.0,1.7,0.5,3.1,2.7,18.9
5,Darrell Armstrong,PG,36,DAL,9,0,66,4.4,8.7,.500,1.1,4.4,.250,3.3,4.4,.750,0.0,0.0,,1.6,0.5,2.2,4.9,1.6,1.1,1.1,4.9,9.8
6,Carlos Arroyo,PG,25,DET,19,0,150,3.8,10.8,.356,0.0,0.2,.000,3.8,10.6,.364,1.9,2.9,.667,0.2,2.2,2.4,9.4,1.0,0.5,2.4,4.6,9.6
7,Marcus Banks,PG,23,BOS,7,0,106,4.4,9.8,.448,1.0,2.0,.500,3.4,7.8,.435,1.0,2.0,.500,0.3,3.4,3.7,2.4,1.4,0.0,2.0,5.4,10.9
8,Leandro Barbosa,PG,22,PHO,12,0,116,3.7,10.9,.343,1.2,3.1,.400,2.5,7.8,.320,0.6,1.2,.500,1.6,3.7,5.3,3.7,0.9,0.0,1.6,2.5,9.3
9,Brent Barry,SG,33,SAS,23,8,555,3.1,6.8,.457,1.8,4.3,.424,1.3,2.5,.513,1.1,1.4,.810,0.8,2.8,3.6,2.9,1.0,0.3,1.8,2.9,9.1
10,Jon Barry,SG,35,HOU,7,0,183,4.1,9.4,.438,2.2,4.5,.478,2.0,4.9,.400,1.4,1.6,.875,0.2,5.5,5.7,1.8,1.0,0.0,1.2,2.6,11.8
