,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ray Allen*,SG,25,MIL,18,18,768,7.4,15.5,.477,2.7,5.6,.479,4.7,9.9,.476,3.7,4.0,.919,0.9,2.6,3.5,5.1,1.1,0.5,2.0,2.1,21.2
1,Rafer Alston,PG,24,MIL,5,0,8,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,0.0,0.0,,0.0,0.0,0.0,4.5,0.0,0.0,9.0,0.0,0.0
2,John Amaechi,C,30,ORL,4,0,29,3.7,9.9,.375,0.0,0.0,,3.7,9.9,.375,3.7,5.0,.750,1.2,2.5,3.7,3.7,3.7,2.5,0.0,2.5,11.2
3,Derek Anderson,SG,26,SAS,7,7,194,3.0,11.3,.262,1.1,4.1,.273,1.9,7.2,.256,3.0,3.9,.762,0.6,3.0,3.5,3.2,0.6,0.0,2.8,1.9,10.0
4,Greg Anthony,PG,33,POR,2,0,17,4.2,12.7,.333,2.1,6.4,.333,2.1,6.4,.333,0.0,0.0,,0.0,0.0,0.0,0.0,2.1,0.0,2.1,4.2,10.6
5,Darrell Armstrong,PG,32,ORL,4,4,167,3.7,9.7,.378,1.5,4.1,.368,2.2,5.6,.385,2.6,2.8,.923,1.1,3.7,4.7,4.1,1.7,0.4,2.4,2.2,11.4
6,Stacey Augmon,SG,32,POR,2,0,28,5.1,12.9,.400,0.0,0.0,,5.1,12.9,.400,2.6,2.6,1.000,1.3,3.9,5.1,5.1,1.3,0.0,1.3,3.9,12.9
7,William Avery,PG,21,MIN,2,0,12,9.0,18.0,.500,3.0,6.0,.500,6.0,12.0,.500,0.0,0.0,,0.0,3.0,3.0,6.0,0.0,3.0,0.0,0.0,21.0
8,Jon Barry,SG,31,SAC,7,0,55,4.6,11.1,.412,1.3,4.6,.286,3.3,6.5,.500,0.0,0.0,,2.0,0.0,2.0,2.6,0.7,0.0,2.0,4.6,10.5
9,Raja Bell,SG,24,PHI,15,0,124,3.5,7.8,.444,0.6,2.3,.250,2.9,5.5,.526,2.3,4.1,.571,1.2,2.6,3.8,2.0,4.4,0.0,1.5,5.8,9.9
10,Jonathan Bender,SF,20,IND,1,0,4,0.0,9.0,.000,0.0,0.0,,0.0,9.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
11,David Benoit,SF,32,UTA,4,0,61,4.1,11.2,.368,1.2,3.5,.333,3.0,7.7,.385,4.1,4.1,1.000,0.6,3.5,4.1,1.2,0.0,1.2,1.2,3.5,13.6
12,Travis Best,PG,28,IND,4,4,163,3.8,8.6,.436,0.2,0.7,.333,3.5,8.0,.444,0.9,0.9,1.000,1.3,2.9,4.2,8.2,0.9,0.0,1.3,3.3,8.6
