,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Tariq Abdul-Wahad,SG,24.0,SAC,49.0,49.0,24.6,3.6,8.3,0.435,0.1,0.4,0.28600000000000003,3.5,7.9,0.44299999999999995,0.442,1.9,2.8,0.691,1.5,2.3,3.8,1.0,1.0,0.3,1.4,2.5,9.3,1999
1,Shareef Abdur-Rahim,SF,22.0,VAN,50.0,50.0,40.4,7.7,17.9,0.43200000000000005,0.2,0.7,0.306,7.5,17.1,0.43799999999999994,0.43799999999999994,7.4,8.8,0.841,2.3,5.2,7.5,3.4,1.4,1.1,3.7,2.7,23.0,1999
2,Cory Alexander,PG,25.0,DEN,36.0,4.0,21.6,2.7,7.2,0.373,0.8,2.9,0.28600000000000003,1.9,4.3,0.43200000000000005,0.431,1.0,1.2,0.841,0.2,1.9,2.1,3.3,1.0,0.1,1.9,2.1,7.3,1999
3,Ray Allen,SG,23.0,MIL,50.0,50.0,34.4,6.1,13.5,0.45,1.5,4.2,0.35600000000000004,4.6,9.3,0.49200000000000005,0.505,3.5,3.9,0.903,1.1,3.1,4.2,3.6,1.1,0.1,2.4,2.3,17.1,1999
4,Peter Aluma,C,25.0,SAC,2.0,0.0,2.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,1.0,2.0,1.0,1999
5,Derek Anderson,SG,24.0,CLE,38.0,13.0,25.7,3.3,8.3,0.39799999999999996,0.6,1.8,0.304,2.7,6.4,0.424,0.43200000000000005,3.6,4.3,0.836,0.5,2.3,2.9,3.8,1.3,0.1,2.2,1.9,10.8,1999
6,Kenny Anderson,PG,28.0,BOS,34.0,33.0,29.7,4.7,10.5,0.451,0.2,0.7,0.25,4.6,9.8,0.465,0.45899999999999996,2.5,3.0,0.8320000000000001,0.7,2.3,3.0,5.7,1.0,0.1,2.1,2.3,12.1,1999
7,Nick Anderson,SF,31.0,ORL,47.0,39.0,33.6,5.4,13.6,0.395,2.0,5.9,0.34700000000000003,3.3,7.7,0.433,0.47,2.1,3.4,0.611,1.1,4.8,5.9,1.9,1.4,0.3,1.8,1.5,14.9,1999
8,Shandon Anderson,SG,25.0,UTA,50.0,2.0,21.4,3.2,7.3,0.446,0.3,0.8,0.341,3.0,6.4,0.46,0.466,1.8,2.5,0.7120000000000001,1.0,1.7,2.6,1.1,0.8,0.2,1.3,1.8,8.5,1999
9,Chris Anstey,C,24.0,DAL,41.0,4.0,11.5,1.2,3.4,0.36,0.0,0.2,0.0,1.2,3.2,0.379,0.36,0.8,1.2,0.708,0.9,1.5,2.4,0.7,0.4,0.3,0.6,2.4,3.3,1999
10,Greg Anthony,PG,31.0,POR,50.0,0.0,16.1,2.1,5.0,0.414,1.0,2.5,0.392,1.1,2.5,0.43700000000000006,0.512,1.2,1.8,0.6970000000000001,0.3,1.0,1.3,2.0,1.3,0.1,1.1,1.5,6.4,1999
11,B.J. Armstrong,PG,31.0,TOT,32.0,1.0,11.2,1.3,2.8,0.455,0.2,0.5,0.467,1.0,2.3,0.452,0.494,0.6,0.7,0.857,0.1,1.2,1.2,1.9,0.4,0.0,0.8,1.0,3.3,1999
14,Darrell Armstrong,PG,30.0,ORL,50.0,15.0,30.0,4.6,10.4,0.441,1.4,3.8,0.365,3.2,6.7,0.483,0.507,3.2,3.6,0.904,1.1,2.5,3.6,6.7,2.2,0.1,3.2,1.8,13.8,1999
15,Keith Askins,SF,31.0,MIA,33.0,13.0,12.6,0.6,1.9,0.32299999999999995,0.2,0.9,0.276,0.4,1.0,0.364,0.387,0.2,0.2,0.625,0.3,1.0,1.3,0.3,0.5,0.1,0.4,1.8,1.6,1999
16,Stacey Augmon,SF,30.0,POR,48.0,21.0,18.2,1.6,3.6,0.44799999999999995,0.0,0.0,0.0,1.6,3.6,0.45299999999999996,0.44799999999999995,1.1,1.6,0.684,1.0,1.6,2.6,1.2,1.2,0.4,0.6,1.7,4.3,1999
17,Isaac Austin,C,29.0,ORL,49.0,49.0,25.7,3.8,9.2,0.408,0.0,0.1,0.28600000000000003,3.7,9.1,0.41,0.41100000000000003,2.1,3.2,0.669,1.7,3.1,4.8,1.8,1.0,0.7,2.3,2.6,9.7,1999
18,Anthony Avent,PF,29.0,UTA,5.0,0.0,8.8,0.8,2.6,0.308,0.0,0.0,,0.8,2.6,0.308,0.308,0.2,0.4,0.5,1.6,0.8,2.4,0.2,0.4,0.0,1.4,1.2,1.8,1999
19,Thurl Bailey,PF,37.0,UTA,43.0,0.0,12.6,1.8,4.1,0.446,0.0,0.0,0.0,1.8,4.0,0.451,0.446,0.6,0.8,0.735,0.8,1.3,2.2,0.6,0.2,0.7,0.6,1.8,4.2,1999
20,Toby Bailey,SG,23.0,PHO,27.0,10.0,9.2,1.3,3.2,0.395,0.0,0.2,0.2,1.2,3.0,0.40700000000000003,0.401,0.3,0.5,0.6920000000000001,0.9,1.1,2.0,0.5,0.3,0.1,0.4,0.9,2.9,1999
21,Mark Baker,PG,29.0,TOR,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1999
23,Vin Baker,PF,27.0,SEA,34.0,31.0,34.2,5.8,12.9,0.45299999999999996,0.0,0.1,0.0,5.8,12.8,0.456,0.45299999999999996,2.1,4.7,0.45,2.5,3.7,6.2,1.6,0.9,1.0,2.2,3.6,13.8,1999
24,Charles Barkley,PF,35.0,HOU,42.0,40.0,36.3,5.7,12.0,0.478,0.1,0.6,0.16,5.6,11.4,0.495,0.48200000000000004,4.6,6.4,0.7190000000000001,4.0,8.3,12.3,4.6,1.0,0.3,2.4,2.1,16.1,1999
25,Dana Barros,PG,31.0,BOS,50.0,16.0,23.1,3.4,7.4,0.45299999999999996,1.3,3.2,0.4,2.1,4.2,0.493,0.539,1.3,1.5,0.877,0.3,1.8,2.1,4.2,1.0,0.1,1.8,1.3,9.3,1999
