,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Quincy Acy,PF,24.0,NYK,68.0,22.0,18.9,2.2,4.9,0.45899999999999996,0.3,0.9,0.3,2.0,4.0,0.494,0.486,1.1,1.4,0.784,1.2,3.3,4.4,1.0,0.4,0.3,0.9,2.2,5.9,2015
1,Jordan Adams,SG,20.0,MEM,30.0,0.0,8.3,1.2,2.9,0.40700000000000003,0.3,0.8,0.4,0.8,2.0,0.41,0.465,0.5,0.8,0.609,0.3,0.6,0.9,0.5,0.5,0.2,0.5,0.8,3.1,2015
2,Steven Adams,C,21.0,OKC,70.0,67.0,25.3,3.1,5.7,0.544,0.0,0.0,0.0,3.1,5.7,0.547,0.544,1.5,2.9,0.502,2.8,4.6,7.5,0.9,0.5,1.2,1.4,3.2,7.7,2015
3,Jeff Adrien,PF,28.0,MIN,17.0,0.0,12.6,1.1,2.6,0.43200000000000005,0.0,0.0,,1.1,2.6,0.43200000000000005,0.43200000000000005,1.3,2.2,0.579,1.4,3.2,4.5,0.9,0.2,0.5,0.5,1.8,3.5,2015
4,Arron Afflalo,SG,29.0,TOT,78.0,72.0,32.1,4.8,11.3,0.424,1.5,4.3,0.354,3.3,7.1,0.466,0.491,2.1,2.5,0.843,0.3,2.8,3.2,1.7,0.5,0.1,1.5,2.1,13.3,2015
7,Alexis Ajinça,C,26.0,NOP,68.0,8.0,14.1,2.7,4.8,0.55,0.0,0.0,,2.7,4.8,0.55,0.55,1.2,1.5,0.818,1.5,3.1,4.6,0.7,0.3,0.8,1.0,2.2,6.5,2015
8,Furkan Aldemir,PF,23.0,PHI,41.0,9.0,13.2,1.0,1.9,0.513,0.0,0.1,0.0,1.0,1.8,0.5479999999999999,0.513,0.3,0.7,0.48100000000000004,1.9,2.4,4.3,0.7,0.4,0.4,0.4,2.3,2.3,2015
9,Cole Aldrich,C,26.0,NYK,61.0,16.0,16.0,2.4,4.9,0.478,0.0,0.0,,2.4,4.9,0.478,0.478,0.8,1.0,0.7809999999999999,1.7,3.9,5.5,1.2,0.6,1.1,1.0,2.0,5.5,2015
10,LaMarcus Aldridge,PF,29.0,POR,71.0,71.0,35.4,9.3,19.9,0.466,0.5,1.5,0.35200000000000004,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1.0,1.7,1.8,23.4,2015
11,Lavoy Allen,C,25.0,IND,63.0,0.0,17.0,2.2,4.7,0.47200000000000003,0.0,0.0,,2.2,4.7,0.47200000000000003,0.47200000000000003,0.5,0.7,0.7020000000000001,2.0,3.2,5.1,1.2,0.2,0.7,0.6,1.6,5.0,2015
