,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Alaa Abdelnaby,PF,22.0,POR,43.0,0.0,6.7,1.3,2.7,0.474,0.0,0.0,,1.3,2.7,0.474,0.474,0.6,1.0,0.568,0.6,1.4,2.1,0.3,0.1,0.3,0.5,0.9,3.1,1991
1,Mahmoud Abdul-Rauf,PG,21.0,DEN,67.0,19.0,22.5,6.2,15.1,0.413,0.4,1.5,0.24,5.9,13.6,0.43200000000000005,0.425,1.3,1.5,0.857,0.5,1.3,1.8,3.1,0.8,0.1,1.6,2.2,14.1,1991
2,Mark Acres,C,28.0,ORL,68.0,0.0,19.3,1.6,3.1,0.509,0.0,0.0,0.33299999999999996,1.6,3.1,0.512,0.512,1.0,1.5,0.653,2.1,3.2,5.3,0.4,0.4,0.4,0.6,3.2,4.2,1991
3,Michael Adams,PG,28.0,DEN,66.0,66.0,35.5,8.5,21.5,0.39399999999999996,2.5,8.5,0.29600000000000004,6.0,13.0,0.45899999999999996,0.45299999999999996,7.0,8.0,0.879,0.9,3.0,3.9,10.5,2.2,0.1,3.6,2.5,26.5,1991
4,Mark Aguirre,SF,31.0,DET,78.0,13.0,25.7,5.4,11.7,0.462,0.3,1.0,0.308,5.1,10.7,0.47700000000000004,0.475,3.1,4.1,0.757,1.7,3.1,4.8,1.8,0.6,0.3,1.6,2.7,14.2,1991
5,Danny Ainge,SG,31.0,POR,80.0,0.0,21.4,4.2,8.9,0.47200000000000003,1.3,3.1,0.406,2.9,5.8,0.508,0.5429999999999999,1.4,1.7,0.826,0.6,2.0,2.6,3.6,0.8,0.2,1.3,2.4,11.1,1991
6,Mark Alarie,PF,27.0,WSB,42.0,1.0,14.0,2.4,5.4,0.44,0.1,0.5,0.23800000000000002,2.2,4.9,0.461,0.451,1.0,1.1,0.8540000000000001,1.0,1.8,2.8,1.1,0.4,0.2,1.0,2.1,5.8,1991
7,Steve Alford,PG,26.0,DAL,34.0,0.0,6.9,1.7,3.4,0.504,0.2,0.7,0.304,1.5,2.8,0.5529999999999999,0.534,0.8,0.9,0.8390000000000001,0.3,0.4,0.7,0.6,0.2,0.0,0.5,0.3,4.4,1991
8,Greg Anderson,PF,26.0,TOT,68.0,2.0,13.6,1.7,4.0,0.43,0.0,0.0,0.0,1.7,4.0,0.431,0.43,0.9,1.7,0.522,1.4,3.3,4.7,0.2,0.5,0.7,1.2,2.1,4.3,1991
12,Nick Anderson,SG,23.0,ORL,70.0,42.0,28.2,5.7,12.2,0.467,0.2,0.8,0.293,5.5,11.4,0.479,0.47700000000000004,2.5,3.7,0.6679999999999999,1.3,4.2,5.5,1.5,1.1,0.6,1.6,2.1,14.1,1991
13,Ron Anderson,SF,32.0,PHI,82.0,13.0,28.5,6.2,12.9,0.485,0.1,0.5,0.209,6.1,12.3,0.49700000000000005,0.49,2.0,2.4,0.833,1.3,3.2,4.5,1.4,0.8,0.2,1.2,2.0,14.6,1991
14,Willie Anderson,SG,24.0,SAS,75.0,75.0,34.6,6.0,13.2,0.457,0.1,0.5,0.2,5.9,12.7,0.467,0.461,2.3,2.8,0.7979999999999999,0.9,3.8,4.7,4.8,1.1,0.6,2.2,3.0,14.4,1991
15,Michael Ansley,SF,23.0,ORL,67.0,1.0,13.1,2.1,3.9,0.5479999999999999,0.0,0.0,,2.1,3.9,0.5479999999999999,0.5479999999999999,1.4,1.9,0.7170000000000001,1.8,2.0,3.8,0.4,0.4,0.1,0.5,1.9,5.7,1991
16,B.J. Armstrong,PG,23.0,CHI,82.0,0.0,21.1,3.7,7.7,0.48100000000000004,0.2,0.4,0.5,3.5,7.3,0.48,0.493,1.2,1.4,0.8740000000000001,0.3,1.5,1.8,3.7,0.9,0.0,1.3,1.4,8.8,1991
17,Vincent Askew,SG,24.0,GSW,7.0,0.0,12.1,1.7,3.6,0.48,0.0,0.0,,1.7,3.6,0.48,0.48,1.3,1.6,0.818,1.0,0.6,1.6,1.9,0.3,0.0,0.9,3.0,4.7,1991
18,Keith Askins,SF,23.0,MIA,39.0,1.0,6.8,0.9,2.1,0.42,0.2,0.6,0.24,0.7,1.4,0.5,0.457,0.3,0.6,0.48,0.8,1.0,1.7,0.5,0.4,0.3,0.3,1.2,2.2,1991
19,Miloš Babić,PF,22.0,CLE,12.0,0.0,4.3,0.5,1.6,0.316,0.0,0.0,,0.5,1.6,0.316,0.316,0.6,1.0,0.583,0.5,0.3,0.8,0.3,0.1,0.1,0.4,0.6,1.6,1991
20,Thurl Bailey,PF,29.0,UTA,82.0,22.0,30.3,4.9,10.6,0.45799999999999996,0.0,0.0,0.0,4.9,10.6,0.45899999999999996,0.45799999999999996,2.7,3.3,0.8079999999999999,1.2,3.7,5.0,1.5,0.6,1.1,1.6,2.0,12.4,1991
21,Cedric Ball,PF,22.0,LAC,7.0,0.0,3.7,0.4,1.1,0.375,0.0,0.0,,0.4,1.1,0.375,0.375,0.3,0.3,1.0,0.7,0.9,1.6,0.0,0.0,0.3,0.3,0.7,1.1,1991
22,Ken Bannister,PF,30.0,LAC,47.0,3.0,7.2,0.9,1.7,0.531,0.0,0.0,0.0,0.9,1.7,0.5379999999999999,0.531,0.5,1.4,0.385,0.7,1.3,2.0,0.2,0.1,0.1,0.5,1.6,2.4,1991
24,Charles Barkley,SF,27.0,PHI,67.0,67.0,37.3,9.9,17.4,0.57,0.7,2.3,0.284,9.3,15.1,0.614,0.589,7.1,9.8,0.722,3.9,6.3,10.1,4.2,1.6,0.5,3.1,2.6,27.6,1991
25,Dana Barros,PG,23.0,SEA,66.0,0.0,11.4,2.3,4.7,0.495,0.5,1.2,0.395,1.8,3.5,0.53,0.547,1.2,1.3,0.9179999999999999,0.3,0.8,1.1,1.7,0.3,0.0,0.8,0.6,6.3,1991
26,John Battle,SG,28.0,ATL,79.0,2.0,23.6,5.0,10.9,0.461,0.2,0.6,0.28600000000000003,4.8,10.3,0.47100000000000003,0.469,3.4,4.0,0.8540000000000001,0.4,1.6,2.0,2.7,0.6,0.1,1.4,1.8,13.6,1991
27,Kenny Battle,SG,26.0,TOT,56.0,8.0,16.9,2.4,5.0,0.47200000000000003,0.1,0.4,0.125,2.3,4.6,0.504,0.47700000000000004,1.3,1.7,0.753,1.5,1.7,3.1,1.1,1.1,0.3,0.9,1.9,6.1,1991
30,William Bedford,C,27.0,DET,60.0,4.0,9.4,1.8,4.0,0.43799999999999994,0.1,0.2,0.385,1.7,3.8,0.441,0.44799999999999995,0.9,1.3,0.705,0.9,1.3,2.2,0.5,0.0,0.6,0.5,1.3,4.5,1991
31,Benoit Benjamin,C,26.0,TOT,70.0,65.0,31.9,5.5,11.1,0.496,0.0,0.0,,5.5,11.1,0.496,0.496,3.0,4.2,0.7120000000000001,2.2,8.1,10.3,1.7,0.8,2.1,3.4,2.6,14.0,1991
34,Winston Bennett,SF,25.0,CLE,27.0,13.0,12.4,1.5,4.0,0.374,0.0,0.0,,1.5,4.0,0.374,0.374,1.3,1.7,0.745,1.1,1.3,2.4,1.0,0.3,0.1,0.7,1.9,4.3,1991
35,Larry Bird,SF,34.0,BOS,60.0,60.0,38.0,7.7,17.0,0.45399999999999996,1.3,3.3,0.389,6.4,13.7,0.47,0.49200000000000005,2.7,3.1,0.8909999999999999,0.9,7.6,8.5,7.2,1.8,1.0,3.1,2.0,19.4,1991
36,Rolando Blackman,SG,31.0,DAL,80.0,80.0,37.1,7.9,16.5,0.48200000000000004,0.5,1.4,0.35100000000000003,7.4,15.0,0.494,0.49700000000000005,3.5,4.1,0.865,0.8,2.4,3.2,3.8,0.9,0.2,2.0,1.9,19.9,1991
37,Lance Blanks,SG,24.0,DET,38.0,0.0,5.6,0.7,1.6,0.426,0.1,0.4,0.125,0.6,1.2,0.5329999999999999,0.44299999999999995,0.3,0.4,0.7140000000000001,0.1,0.4,0.5,0.7,0.2,0.1,0.5,0.9,1.7,1991
38,Mookie Blaylock,PG,23.0,NJN,72.0,70.0,35.9,6.0,14.4,0.41600000000000004,0.2,1.3,0.154,5.8,13.2,0.441,0.423,1.9,2.4,0.79,0.9,2.5,3.5,6.1,2.3,0.6,2.9,2.5,14.1,1991
39,Muggsy Bogues,PG,26.0,CHH,81.0,46.0,28.4,3.0,6.5,0.46,0.0,0.1,0.0,3.0,6.3,0.47100000000000003,0.46,1.1,1.3,0.7959999999999999,0.7,2.0,2.7,8.3,1.7,0.0,1.5,2.0,7.0,1991
40,Manute Bol,C,28.0,PHI,82.0,6.0,18.6,0.8,2.0,0.396,0.0,0.2,0.071,0.8,1.8,0.42700000000000005,0.39899999999999997,0.3,0.5,0.585,0.8,3.5,4.3,0.2,0.2,3.0,0.8,2.2,1.9,1991
41,Anthony Bonner,PF,22.0,SAC,34.0,6.0,22.1,3.0,6.8,0.44799999999999995,0.0,0.0,,3.0,6.8,0.44799999999999995,0.44799999999999995,1.3,2.2,0.579,1.7,3.0,4.7,1.4,1.1,0.1,1.2,1.8,7.4,1991
42,Sam Bowie,C,29.0,NJN,62.0,51.0,30.9,5.1,11.7,0.434,0.1,0.4,0.182,5.0,11.3,0.442,0.43700000000000006,2.7,3.7,0.732,2.8,4.9,7.7,2.4,0.7,1.5,2.3,2.8,12.9,1991
43,Randy Breuer,C,30.0,MIN,73.0,44.0,20.6,2.7,6.0,0.45299999999999996,0.0,0.0,,2.7,6.0,0.45299999999999996,0.45299999999999996,0.5,1.1,0.44299999999999995,1.6,3.2,4.7,1.0,0.5,1.1,0.9,1.8,5.9,1991
44,Frank Brickowski,PF,31.0,MIL,75.0,73.0,25.5,5.0,9.4,0.527,0.0,0.0,0.0,5.0,9.4,0.528,0.527,2.6,3.3,0.7979999999999999,1.7,4.0,5.7,1.7,1.1,0.6,2.1,3.4,12.6,1991
45,Scott Brooks,PG,25.0,MIN,80.0,0.0,12.3,2.0,4.6,0.43,0.6,1.7,0.33299999999999996,1.4,2.9,0.485,0.491,0.8,0.9,0.847,0.4,0.6,0.9,2.6,0.7,0.1,0.6,1.5,5.3,1991
46,Chucky Brown,SF,22.0,CLE,74.0,51.0,20.1,3.6,6.8,0.524,0.0,0.1,0.0,3.6,6.7,0.528,0.524,1.4,1.9,0.701,1.1,1.8,2.9,1.1,0.4,0.3,1.3,1.8,8.5,1991
47,Dee Brown,PG,22.0,BOS,82.0,5.0,23.7,3.5,7.5,0.46399999999999997,0.1,0.4,0.20600000000000002,3.4,7.0,0.479,0.47,1.7,1.9,0.873,0.5,1.7,2.2,4.2,1.0,0.2,1.7,2.0,8.7,1991
49,Mike Brown,C,27.0,UTA,82.0,2.0,17.0,1.6,3.5,0.45399999999999996,0.0,0.0,,1.6,3.5,0.45399999999999996,0.45399999999999996,1.6,2.2,0.742,1.3,2.8,4.1,0.6,0.4,0.3,1.0,2.0,4.8,1991
50,Tony Brown,SG-SF,30.0,TOT,30.0,0.0,9.8,1.0,2.7,0.375,0.1,0.4,0.25,0.9,2.3,0.397,0.39399999999999996,0.7,0.8,0.87,0.8,0.6,1.4,0.5,0.1,0.0,0.5,1.6,2.8,1991
53,Mark Bryant,PF,25.0,POR,53.0,0.0,14.7,1.9,3.8,0.488,0.0,0.0,0.0,1.9,3.8,0.49,0.488,1.4,1.9,0.733,1.2,2.4,3.6,0.5,0.3,0.2,0.6,2.3,5.1,1991
54,Jud Buechler,SF,22.0,NJN,74.0,10.0,11.6,1.3,3.1,0.41600000000000004,0.0,0.1,0.25,1.3,3.0,0.419,0.418,0.6,0.9,0.652,0.8,1.1,1.9,0.7,0.4,0.2,0.4,1.1,3.1,1991
55,Matt Bullard,PF,23.0,HOU,18.0,0.0,3.5,0.8,1.7,0.452,0.0,0.2,0.0,0.8,1.6,0.5,0.452,0.6,0.9,0.647,0.3,0.4,0.8,0.1,0.2,0.0,0.2,0.6,2.2,1991
56,Willie Burton,SF,22.0,MIA,76.0,26.0,25.4,4.5,10.2,0.441,0.1,0.4,0.133,4.4,9.8,0.45399999999999996,0.444,3.0,3.9,0.782,1.5,2.0,3.4,1.4,0.9,0.3,1.9,3.6,12.0,1991
57,Greg Butler,C,24.0,LAC,9.0,0.0,4.1,0.6,2.1,0.263,0.0,0.0,,0.6,2.1,0.263,0.263,0.4,0.7,0.667,0.9,0.9,1.8,0.1,0.0,0.0,0.4,1.0,1.6,1991
58,Michael Cage,C,29.0,SEA,82.0,55.0,26.1,2.8,5.4,0.508,0.0,0.0,0.0,2.8,5.4,0.511,0.508,0.9,1.4,0.625,2.2,4.6,6.8,1.1,1.0,0.7,1.0,2.4,6.4,1991
59,Adrian Caldwell,PF,24.0,HOU,42.0,0.0,8.2,0.8,2.0,0.42200000000000004,0.0,0.0,0.0,0.8,2.0,0.42700000000000005,0.42200000000000004,0.2,0.4,0.41200000000000003,1.0,1.4,2.4,0.2,0.5,0.2,0.7,0.8,1.8,1991
60,Rick Calloway,SG,24.0,SAC,64.0,0.0,10.6,1.2,3.0,0.391,0.0,0.0,0.0,1.2,3.0,0.395,0.391,0.9,1.2,0.696,0.4,0.8,1.2,1.0,0.3,0.1,0.8,1.5,3.2,1991
61,Elden Campbell,PF,22.0,LAL,52.0,0.0,7.3,1.1,2.4,0.455,0.0,0.0,,1.1,2.4,0.455,0.455,0.6,0.9,0.653,0.8,1.1,1.8,0.2,0.2,0.7,0.3,1.4,2.8,1991
62,Tony Campbell,SG,28.0,MIN,77.0,71.0,37.6,8.5,19.5,0.434,0.2,0.8,0.262,8.3,18.7,0.441,0.439,4.6,5.8,0.8029999999999999,2.1,2.4,4.5,2.8,1.6,0.6,2.5,2.6,21.8,1991
63,Antoine Carr,PF,29.0,SAC,77.0,48.0,32.8,8.2,15.9,0.511,0.0,0.0,0.0,8.2,15.9,0.513,0.511,3.8,5.1,0.758,2.1,3.3,5.5,2.5,0.6,1.3,2.2,4.1,20.1,1991
64,Joe Barry Carroll,C,32.0,PHO,11.0,0.0,8.7,1.2,3.3,0.361,0.0,0.0,,1.2,3.3,0.361,0.361,1.0,1.1,0.917,0.3,1.9,2.2,1.0,0.1,0.7,1.1,1.6,3.4,1991
65,Bill Cartwright,C,33.0,CHI,79.0,79.0,28.8,4.0,8.2,0.49,0.0,0.0,,4.0,8.2,0.49,0.49,1.6,2.3,0.6970000000000001,2.1,4.0,6.2,1.6,0.4,0.2,1.4,2.1,9.6,1991
66,Terry Catledge,PF,27.0,ORL,51.0,38.0,28.6,5.7,12.4,0.462,0.0,0.1,0.0,5.7,12.3,0.466,0.462,3.2,5.1,0.624,3.3,3.7,7.0,1.1,0.7,0.2,2.1,2.2,14.6,1991
67,Duane Causwell,C,22.0,SAC,76.0,55.0,22.6,2.8,5.4,0.508,0.0,0.0,,2.8,5.4,0.508,0.508,1.4,2.2,0.636,1.9,3.3,5.1,0.9,0.6,1.9,1.3,3.0,6.9,1991
68,Cedric Ceballos,SF,21.0,PHO,63.0,0.0,11.6,3.2,6.7,0.48700000000000004,0.0,0.1,0.16699999999999998,3.2,6.6,0.49200000000000005,0.488,1.7,2.6,0.6629999999999999,1.2,1.2,2.4,0.6,0.3,0.1,1.1,1.1,8.2,1991
69,Tom Chambers,PF,31.0,PHO,76.0,75.0,32.6,7.3,16.7,0.43700000000000006,0.3,1.0,0.27399999999999997,7.1,15.8,0.447,0.445,5.0,6.0,0.826,1.4,5.1,6.4,2.6,0.9,0.7,2.3,3.1,19.9,1991
70,Rex Chapman,PG,23.0,CHH,70.0,68.0,30.0,5.9,13.2,0.445,0.7,2.1,0.324,5.2,11.1,0.46799999999999997,0.47100000000000003,3.3,4.0,0.83,0.6,2.1,2.7,3.6,1.0,0.2,1.9,2.4,15.7,1991
72,Maurice Cheeks,PG,34.0,NYK,76.0,64.0,28.3,3.2,6.4,0.499,0.1,0.3,0.25,3.1,6.1,0.51,0.504,1.4,1.7,0.8140000000000001,0.3,2.0,2.3,5.7,1.7,0.1,1.4,1.8,7.8,1991
73,Derrick Chievous,SF,23.0,CLE,18.0,0.0,6.1,0.9,2.6,0.37,0.0,0.0,,0.9,2.6,0.37,0.37,0.5,0.9,0.563,0.6,0.4,1.0,0.1,0.2,0.1,0.3,0.9,2.4,1991
74,Richard Coffey,SF,25.0,MIN,52.0,1.0,6.2,0.5,1.4,0.373,0.0,0.0,0.0,0.5,1.4,0.37799999999999995,0.373,0.2,0.4,0.545,0.8,0.7,1.5,0.1,0.1,0.1,0.1,0.9,1.3,1991
75,Derrick Coleman,PF,23.0,NJN,74.0,68.0,35.2,6.9,14.9,0.467,0.2,0.5,0.342,6.8,14.4,0.47200000000000003,0.473,4.4,6.0,0.731,3.6,6.6,10.3,2.2,1.0,1.3,2.9,2.9,18.4,1991
76,Bimbo Coles,PG,22.0,MIA,82.0,9.0,16.5,2.0,4.8,0.41200000000000003,0.1,0.4,0.17600000000000002,1.9,4.4,0.435,0.42,0.9,1.2,0.747,0.7,1.2,1.9,2.8,0.8,0.1,1.2,1.8,4.9,1991
77,Steve Colter,PG,28.0,SAC,19.0,0.0,13.2,1.2,2.9,0.41100000000000003,0.3,0.7,0.35700000000000004,0.9,2.2,0.429,0.455,0.4,0.5,0.7,0.3,1.1,1.4,1.9,0.6,0.1,0.6,1.4,3.1,1991
