,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Alaa Abdelnaby,PF,26.0,TOT,54.0,0.0,9.4,2.2,4.3,0.511,0.0,0.0,0.0,2.2,4.2,0.515,0.511,0.4,0.6,0.5710000000000001,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,1995
3,Mahmoud Abdul-Rauf,PG,25.0,DEN,73.0,43.0,28.5,6.5,13.8,0.47,1.1,2.9,0.386,5.3,10.8,0.49200000000000005,0.511,1.9,2.1,0.885,0.4,1.4,1.9,3.6,1.1,0.1,1.6,1.7,16.0,1995
4,Michael Adams,PG,32.0,CHH,29.0,0.0,15.3,2.3,5.1,0.45299999999999996,1.0,2.8,0.358,1.3,2.3,0.5670000000000001,0.551,0.9,1.0,0.833,0.2,0.8,1.0,3.3,0.8,0.0,0.9,1.4,6.5,1995
5,Rafael Addison,SF,30.0,DET,79.0,16.0,22.5,3.5,7.4,0.47600000000000003,0.3,1.1,0.289,3.2,6.4,0.507,0.49700000000000005,0.9,1.3,0.747,0.8,2.2,3.1,1.4,0.7,0.3,1.0,3.0,8.3,1995
6,Danny Ainge,SG,35.0,PHO,74.0,1.0,18.6,2.6,5.7,0.46,1.1,2.9,0.364,1.6,2.8,0.5579999999999999,0.552,1.4,1.8,0.8079999999999999,0.3,1.1,1.5,2.8,0.6,0.1,1.1,2.1,7.7,1995
7,Victor Alexander,C,25.0,GSW,50.0,29.0,24.7,4.6,8.9,0.515,0.1,0.5,0.24,4.5,8.4,0.531,0.521,0.7,1.2,0.6,1.7,4.1,5.8,1.2,0.6,0.6,1.5,2.9,10.0,1995
8,Derrick Alston,C,22.0,PHI,64.0,1.0,16.1,1.9,4.0,0.465,0.0,0.1,0.0,1.9,4.0,0.47200000000000003,0.465,0.9,1.9,0.49200000000000005,1.5,1.9,3.4,0.5,0.6,0.5,0.8,1.7,4.7,1995
9,Greg Anderson,PF,30.0,ATL,51.0,0.0,12.2,1.1,2.0,0.5479999999999999,0.0,0.0,,1.1,2.0,0.5479999999999999,0.5479999999999999,0.7,1.4,0.479,1.2,2.5,3.7,0.3,0.5,0.6,0.6,2.0,2.9,1995
10,Kenny Anderson,PG,24.0,NJN,72.0,70.0,37.3,5.7,14.3,0.39899999999999997,1.3,4.1,0.33,4.4,10.2,0.426,0.446,4.8,5.8,0.841,1.0,2.5,3.5,9.4,1.4,0.2,3.1,2.6,17.6,1995
11,Nick Anderson,SG,27.0,ORL,76.0,76.0,34.1,5.8,12.1,0.47600000000000003,2.4,5.7,0.415,3.4,6.5,0.528,0.573,1.9,2.7,0.7040000000000001,1.1,3.3,4.4,4.1,1.6,0.3,1.9,1.6,15.8,1995
12,Willie Anderson,SG,28.0,SAS,38.0,11.0,14.6,2.0,4.3,0.469,0.1,0.5,0.158,1.9,3.8,0.51,0.478,0.8,1.1,0.732,0.4,1.1,1.4,1.4,0.7,0.3,1.0,1.9,4.9,1995
13,Greg Anthony,PG,27.0,NYK,61.0,2.0,15.5,2.1,4.8,0.43700000000000006,0.9,2.5,0.361,1.2,2.3,0.522,0.532,1.0,1.2,0.789,0.1,0.9,1.0,2.6,0.8,0.1,0.9,1.6,6.1,1995
14,B.J. Armstrong,PG,27.0,CHI,82.0,82.0,31.4,5.1,10.9,0.46799999999999997,1.3,3.1,0.42700000000000005,3.8,7.8,0.484,0.528,2.5,2.8,0.884,0.3,2.0,2.3,3.0,1.0,0.1,1.3,1.9,14.0,1995
15,Darrell Armstrong,PG,26.0,ORL,3.0,0.0,2.7,1.0,2.7,0.375,0.7,2.0,0.33299999999999996,0.3,0.7,0.5,0.5,0.7,0.7,1.0,0.3,0.0,0.3,1.0,0.3,0.0,0.3,1.0,3.3,1995
16,Vincent Askew,SG,28.0,SEA,71.0,1.0,24.2,3.5,7.1,0.49200000000000005,0.4,1.3,0.33,3.1,5.8,0.529,0.523,2.5,3.4,0.7390000000000001,0.9,1.6,2.5,2.5,0.7,0.2,1.2,2.7,9.9,1995
17,Keith Askins,SF,27.0,MIA,50.0,5.0,17.1,1.6,4.1,0.391,0.4,1.6,0.26899999999999996,1.2,2.6,0.465,0.442,0.9,1.1,0.807,1.7,2.2,4.0,0.8,0.7,0.3,0.5,2.2,4.6,1995
18,Stacey Augmon,SG,26.0,ATL,76.0,76.0,31.1,5.2,11.5,0.45299999999999996,0.1,0.3,0.26899999999999996,5.1,11.2,0.45899999999999996,0.457,3.3,4.6,0.728,2.1,2.8,4.8,2.6,1.3,0.6,2.0,2.1,13.9,1995
19,Anthony Avent,PF,25.0,ORL,71.0,3.0,15.0,1.5,3.4,0.43,0.0,0.0,,1.5,3.4,0.43,0.43,0.7,1.1,0.64,1.4,2.8,4.1,0.6,0.4,0.7,0.7,2.4,3.6,1995
20,Vin Baker,PF,23.0,MIL,82.0,82.0,41.0,7.2,15.0,0.483,0.1,0.3,0.292,7.2,14.7,0.48700000000000004,0.486,3.1,5.3,0.593,3.5,6.8,10.3,3.6,1.0,1.4,2.7,3.4,17.7,1995
21,Charles Barkley,PF,31.0,PHO,68.0,66.0,35.0,8.1,16.8,0.486,1.1,3.2,0.33799999999999997,7.1,13.6,0.521,0.518,5.6,7.5,0.748,3.0,8.1,11.1,4.1,1.6,0.7,2.2,3.0,23.0,1995
23,Dana Barros,PG,27.0,PHI,82.0,82.0,40.5,7.0,14.2,0.49,2.4,5.2,0.46399999999999997,4.6,9.0,0.505,0.575,4.2,4.7,0.899,0.3,3.0,3.3,7.5,1.8,0.0,3.0,1.9,20.6,1995
24,Jon Barry,SG,25.0,MIL,52.0,0.0,11.6,1.1,2.6,0.425,0.3,0.9,0.33299999999999996,0.8,1.7,0.47700000000000004,0.485,1.2,1.5,0.763,0.3,0.7,0.9,1.6,0.6,0.1,0.8,1.0,3.7,1995
25,John Battle,SG,32.0,CLE,28.0,0.0,10.0,1.5,4.1,0.377,0.4,1.1,0.355,1.1,3.0,0.386,0.425,0.7,0.9,0.731,0.1,0.3,0.4,1.3,0.3,0.0,0.6,1.0,4.1,1995
26,Sergei Bazarevich,PG,29.0,ATL,10.0,0.0,7.4,1.1,2.2,0.5,0.1,0.6,0.16699999999999998,1.0,1.6,0.625,0.523,0.7,0.9,0.778,0.1,0.6,0.7,1.4,0.1,0.1,0.7,1.0,3.0,1995
27,Benoit Benjamin,C,30.0,NJN,61.0,57.0,26.2,4.4,8.7,0.51,0.0,0.0,,4.4,8.7,0.51,0.51,2.2,2.9,0.76,1.5,5.7,7.2,0.6,0.4,1.0,2.0,2.5,11.1,1995
28,Elmer Bennett,PG,24.0,CLE,4.0,0.0,4.5,1.5,2.8,0.545,0.0,0.5,0.0,1.5,2.3,0.667,0.545,0.8,1.0,0.75,0.0,0.3,0.3,0.8,1.0,0.0,0.8,0.8,3.8,1995
29,Tony Bennett,PG,25.0,CHH,3.0,0.0,15.3,2.0,4.3,0.462,0.7,3.0,0.222,1.3,1.3,1.0,0.5379999999999999,0.0,0.0,,0.0,0.7,0.7,1.3,0.0,0.0,1.0,2.0,4.7,1995
30,David Benoit,SF,26.0,UTA,71.0,67.0,25.9,4.0,8.3,0.486,0.5,1.6,0.33,3.5,6.6,0.523,0.518,1.9,2.2,0.841,1.4,3.8,5.2,0.8,0.6,0.7,1.1,2.6,10.4,1995
31,James Blackwell,PG,26.0,TOT,13.0,0.0,6.2,0.6,1.0,0.615,0.0,0.0,,0.6,1.0,0.615,0.615,0.2,0.2,0.667,0.2,0.7,0.8,0.8,0.3,0.0,0.4,0.6,1.4,1995
34,Mookie Blaylock,PG,27.0,ATL,80.0,80.0,38.4,6.4,15.0,0.425,2.5,6.9,0.359,3.9,8.0,0.48200000000000004,0.508,2.0,2.7,0.7290000000000001,1.5,3.5,4.9,7.7,2.5,0.3,3.0,2.1,17.2,1995
35,Corie Blount,PF,26.0,CHI,68.0,9.0,13.1,1.5,3.1,0.47600000000000003,0.0,0.0,0.0,1.5,3.1,0.48100000000000004,0.47600000000000003,0.6,1.0,0.5670000000000001,1.6,2.0,3.5,0.9,0.4,0.5,0.9,2.1,3.5,1995
36,Muggsy Bogues,PG,30.0,CHH,78.0,78.0,33.7,4.5,9.4,0.47700000000000004,0.1,0.4,0.2,4.4,9.0,0.489,0.48100000000000004,2.1,2.3,0.889,0.7,2.6,3.3,8.7,1.3,0.0,1.7,1.9,11.1,1995
37,Manute Bol,C,32.0,GSW,5.0,2.0,16.2,1.2,2.0,0.6,0.6,1.0,0.6,0.6,1.0,0.6,0.75,0.0,0.0,,0.2,2.2,2.4,0.0,0.0,1.8,0.2,2.0,3.0,1995
