,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Mahmoud Abdul-Rauf,PG,26.0,DEN,57.0,53.0,35.6,7.3,16.8,0.434,2.1,5.4,0.392,5.1,11.3,0.45399999999999996,0.49700000000000005,2.6,2.8,0.93,0.5,2.0,2.4,6.8,1.1,0.1,2.0,2.1,19.2,1996
1,Michael Adams,PG,33.0,CHH,21.0,3.0,15.7,1.8,4.0,0.446,0.7,2.0,0.341,1.1,2.0,0.5479999999999999,0.53,1.2,1.7,0.743,0.2,0.8,1.0,3.2,1.0,0.2,1.2,1.2,5.4,1996
2,Rafael Addison,SF,31.0,CHH,53.0,0.0,9.7,1.5,3.1,0.467,0.0,0.2,0.0,1.5,2.9,0.494,0.467,0.3,0.4,0.773,0.5,1.2,1.7,0.6,0.2,0.2,0.5,1.4,3.2,1996
3,Cory Alexander,PG,22.0,SAS,60.0,0.0,9.3,1.1,2.6,0.406,0.4,1.1,0.39399999999999996,0.6,1.5,0.41600000000000004,0.49,0.3,0.4,0.64,0.2,0.6,0.7,2.0,0.5,0.0,1.1,1.6,2.8,1996
4,Jerome Allen,SG,23.0,MIN,41.0,0.0,8.8,0.9,2.6,0.34299999999999997,0.2,0.8,0.303,0.6,1.8,0.361,0.39,0.6,0.9,0.722,0.1,0.5,0.6,1.2,0.5,0.1,0.8,1.0,2.6,1996
5,Derrick Alston,C,23.0,PHI,73.0,41.0,22.1,2.7,5.3,0.512,0.0,0.0,0.33299999999999996,2.7,5.3,0.513,0.513,0.8,1.5,0.491,1.7,2.4,4.1,0.8,0.8,0.7,0.8,2.6,6.2,1996
6,John Amaechi,PF,25.0,CLE,28.0,3.0,12.8,1.0,2.5,0.414,0.0,0.0,,1.0,2.5,0.414,0.414,0.7,1.2,0.5760000000000001,0.5,1.4,1.9,0.3,0.2,0.4,1.2,1.8,2.8,1996
7,Ashraf Amaya,PF,24.0,VAN,54.0,34.0,20.4,2.2,4.7,0.48,0.0,0.0,0.0,2.2,4.6,0.48200000000000004,0.48,1.8,2.8,0.6509999999999999,2.1,3.5,5.6,0.6,0.4,0.2,1.1,2.8,6.3,1996
8,Greg Anderson,PF,31.0,SAS,46.0,7.0,7.5,0.5,1.0,0.511,0.0,0.0,0.0,0.5,1.0,0.522,0.511,0.1,0.5,0.24,0.6,1.5,2.2,0.2,0.2,0.5,0.5,1.4,1.2,1996
9,Kenny Anderson,PG,25.0,TOT,69.0,64.0,34.0,5.1,12.1,0.418,1.3,3.7,0.359,3.7,8.4,0.445,0.474,3.8,4.9,0.769,0.9,2.0,2.9,8.3,1.6,0.2,2.1,2.6,15.2,1996
