,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year,Unnamed: 0_reg-36,Pos_reg-36,Age_reg-36,Tm_reg-36,G_reg-36,MP_reg-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year_reg-36,Unnamed: 0_reg-advanced,Pos_reg-advanced,Age_reg-advanced,Tm_reg-advanced,G_reg-advanced,GS_reg-advanced,MP_reg-advanced,FG_reg-advanced,FGA_reg-advanced,FG%_reg-advanced,3P_reg-advanced,3PA_reg-advanced,3P%_reg-advanced,2P_reg-advanced,2PA_reg-advanced,2P%_reg-advanced,FT_reg-advanced,FTA_reg-advanced,FT%_reg-advanced,ORB_reg-advanced,DRB_reg-advanced,TRB_reg-advanced,AST_reg-advanced,STL_reg-advanced,BLK_reg-advanced,TOV_reg-advanced,PF_reg-advanced,PTS_reg-advanced,current_year_reg-advanced,Unnamed: 0_playoffs,Pos_playoffs,Age_playoffs,Tm_playoffs,G_playoffs,GS_playoffs,MP_playoffs,FG_playoffs,FGA_playoffs,FG%_playoffs,3P_playoffs,3PA_playoffs,3P%_playoffs,2P_playoffs,2PA_playoffs,2P%_playoffs,eFG%_playoffs,FT_playoffs,FTA_playoffs,FT%_playoffs,ORB_playoffs,DRB_playoffs,TRB_playoffs,AST_playoffs,STL_playoffs,BLK_playoffs,TOV_playoffs,PF_playoffs,PTS_playoffs,current_year_playoffs,Unnamed: 0_play-36,Pos_play-36,Age_play-36,Tm_play-36,G_play-36,MP_play-36,PER_play-36,TS%_play-36,3PAr_play-36,FTr_play-36,ORB%_play-36,DRB%_play-36,TRB%_play-36,AST%_play-36,STL%_play-36,BLK%_play-36,TOV%_play-36,USG%_play-36, _play-36,OWS_play-36,DWS_play-36,WS_play-36,WS/48_play-36, .1_play-36,OBPM_play-36,DBPM_play-36,BPM_play-36,VORP_play-36,current_year_play-36,Unnamed: 0_play-advanced,Pos_play-advanced,Age_play-advanced,Tm_play-advanced,G_play-advanced,GS_play-advanced,MP_play-advanced,FG_play-advanced,FGA_play-advanced,FG%_play-advanced,3P_play-advanced,3PA_play-advanced,3P%_play-advanced,2P_play-advanced,2PA_play-advanced,2P%_play-advanced,FT_play-advanced,FTA_play-advanced,FT%_play-advanced,ORB_play-advanced,DRB_play-advanced,TRB_play-advanced,AST_play-advanced,STL_play-advanced,BLK_play-advanced,TOV_play-advanced,PF_play-advanced,PTS_play-advanced,current_year_play-advanced
0,0,Alaa Abdelnaby,PF,26.0,TOT,54.0,0.0,9.4,2.2,4.3,0.511,0.0,0.0,0.0,2.2,4.2,0.515,0.511,0.4,0.6,0.5710000000000001,0.7,1.4,2.1,0.2,0.3,0.2,0.8,1.9,4.7,1995,0,PF,26.0,TOT,54.0,506.0,12.6,0.519,0.009000000000000001,0.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,0.0,-0.4,0.7,0.3,0.027000000000000003,0.0,-4.4,0.1,-4.3,-0.3,1995,0,PF,26.0,TOT,54.0,0.0,506.0,8.4,16.4,0.511,0.0,0.1,0.0,8.4,16.3,0.515,1.4,2.5,0.5710000000000001,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,1995,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3,Mahmoud Abdul-Rauf,PG,25.0,DEN,73.0,43.0,28.5,6.5,13.8,0.47,1.1,2.9,0.386,5.3,10.8,0.4920000000000001,0.511,1.9,2.1,0.885,0.4,1.4,1.9,3.6,1.1,0.1,1.6,1.7,16.0,1995,3,PG,25.0,DEN,73.0,2082.0,17.8,0.5429999999999999,0.214,0.155,1.9,5.9,3.9,23.0,1.9,0.3,10.0,25.8,0.0,3.8,1.3,5.0,0.115,0.0,2.3,-1.2,1.2,1.7,1995,3,PG,25.0,DEN,73.0,43.0,2082.0,8.2,17.4,0.47,1.4,3.7,0.386,6.7,13.7,0.4920000000000001,2.4,2.7,0.885,0.6,1.8,2.4,4.5,1.3,0.2,2.1,2.2,20.1,1995,0.0,PG,25.0,DEN,3.0,2.0,25.3,4.0,11.0,0.364,0.7,4.0,0.16699999999999998,3.3,7.0,0.476,0.394,4.7,4.7,1.0,0.7,1.0,1.7,1.7,0.7,0.0,2.7,2.7,13.3,1995.0,0.0,PG,25.0,DEN,3.0,76.0,10.2,0.511,0.364,0.424,3.0,5.1,4.0,12.3,1.4,0.0,17.0,27.8,0.0,0.0,0.0,-0.1,-0.048,0.0,-1.1,-3.8,-4.9,-0.1,1995.0,0.0,PG,25.0,DEN,3.0,2.0,76.0,5.7,15.6,0.364,0.9,5.7,0.16699999999999998,4.7,9.9,0.476,6.6,6.6,1.0,0.9,1.4,2.4,2.4,0.9,0.0,3.8,3.8,18.9,1995.0
2,4,Michael Adams,PG,32.0,CHH,29.0,0.0,15.3,2.3,5.1,0.453,1.0,2.8,0.358,1.3,2.3,0.5670000000000001,0.551,0.9,1.0,0.833,0.2,0.8,1.0,3.3,0.8,0.0,0.9,1.4,6.5,1995,4,PG,32.0,CHH,29.0,443.0,17.7,0.583,0.547,0.203,1.7,5.9,3.9,34.6,2.7,0.2,13.9,19.6,0.0,1.1,0.5,1.6,0.16899999999999998,0.0,2.5,0.8,3.3,0.6,1995,4,PG,32.0,CHH,29.0,0.0,443.0,5.4,12.0,0.453,2.4,6.6,0.358,3.1,5.4,0.5670000000000001,2.0,2.4,0.833,0.5,1.9,2.4,7.7,1.9,0.1,2.1,3.3,15.3,1995,1.0,PG,32.0,CHH,1.0,0.0,11.0,2.0,5.0,0.4,0.0,2.0,0.0,2.0,3.0,0.667,0.4,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1995.0,1.0,PG,32.0,CHH,1.0,11.0,12.6,0.4,0.4,0.0,0.0,12.6,5.9,39.7,0.0,0.0,0.0,21.7,0.0,0.0,0.0,0.0,0.044,0.0,-0.5,-2.3,-2.8,0.0,1995.0,1.0,PG,32.0,CHH,1.0,0.0,11.0,6.5,16.4,0.4,0.0,6.5,0.0,6.5,9.8,0.667,0.0,0.0,0.0,0.0,3.3,3.3,6.5,0.0,0.0,0.0,0.0,13.1,1995.0
3,5,Rafael Addison,SF,30.0,DET,79.0,16.0,22.5,3.5,7.4,0.476,0.3,1.1,0.289,3.2,6.4,0.507,0.4970000000000001,0.9,1.3,0.747,0.8,2.2,3.1,1.4,0.7,0.3,1.0,3.0,8.3,1995,5,SF,30.0,DET,79.0,1776.0,11.3,0.521,0.142,0.16899999999999998,4.4,11.6,8.0,9.9,1.5,1.0,10.8,17.8,0.0,0.9,0.6,1.5,0.04,0.0,-2.2,-1.0,-3.3,-0.6,1995,5,SF,30.0,DET,79.0,16.0,1776.0,5.7,11.9,0.476,0.5,1.7,0.289,5.2,10.2,0.507,1.5,2.0,0.747,1.4,3.5,4.9,2.2,1.1,0.5,1.5,4.8,13.3,1995,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,6,Danny Ainge,SG,35.0,PHO,74.0,1.0,18.6,2.6,5.7,0.46,1.1,2.9,0.364,1.6,2.8,0.5579999999999999,0.552,1.4,1.8,0.8079999999999999,0.3,1.1,1.5,2.8,0.6,0.1,1.1,2.1,7.7,1995,6,SG,35.0,PHO,74.0,1374.0,14.3,0.596,0.507,0.308,2.1,7.0,4.6,21.7,1.7,0.4,14.2,17.6,0.0,2.8,0.6,3.4,0.118,0.0,0.9,-0.4,0.4,0.8,1995,6,SG,35.0,PHO,74.0,1.0,1374.0,5.1,11.1,0.46,2.0,5.6,0.364,3.0,5.4,0.5579999999999999,2.8,3.4,0.8079999999999999,0.7,2.2,2.9,5.5,1.2,0.2,2.1,4.1,15.0,1995,2.0,SG,35.0,PHO,10.0,0.0,13.7,1.9,3.8,0.5,1.2,2.6,0.462,0.7,1.2,0.583,0.6579999999999999,1.0,1.1,0.909,0.2,0.8,1.0,1.0,0.5,0.0,0.6,1.5,6.0,1995.0,2.0,SG,35.0,PHO,10.0,137.0,15.5,0.7,0.684,0.289,1.7,6.6,4.2,10.9,1.9,0.0,12.3,16.0,0.0,0.4,0.1,0.4,0.152,0.0,2.9,-0.1,2.9,0.2,1995.0,2.0,SG,35.0,PHO,10.0,0.0,137.0,5.0,10.0,0.5,3.2,6.8,0.462,1.8,3.2,0.583,2.6,2.9,0.909,0.5,2.1,2.6,2.6,1.3,0.0,1.6,3.9,15.8,1995.0
5,7,Victor Alexander,C,25.0,GSW,50.0,29.0,24.7,4.6,8.9,0.515,0.1,0.5,0.24,4.5,8.4,0.531,0.521,0.7,1.2,0.6,1.7,4.1,5.8,1.2,0.6,0.6,1.5,2.9,10.0,1995,7,C,25.0,GSW,50.0,1237.0,12.8,0.53,0.056,0.134,7.7,18.4,13.0,7.8,1.1,1.6,13.8,18.8,0.0,0.3,0.8,1.1,0.044,0.0,-2.2,-0.7,-2.9,-0.3,1995,7,C,25.0,GSW,50.0,29.0,1237.0,6.7,13.0,0.515,0.2,0.7,0.24,6.5,12.3,0.531,1.0,1.7,0.6,2.5,5.9,8.5,1.7,0.8,0.8,2.2,4.2,14.6,1995,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,8,Derrick Alston,C,22.0,PHI,64.0,1.0,16.1,1.9,4.0,0.465,0.0,0.1,0.0,1.9,4.0,0.472,0.465,0.9,1.9,0.4920000000000001,1.5,1.9,3.4,0.5,0.6,0.5,0.8,1.7,4.7,1995,8,C,22.0,PHI,64.0,1032.0,11.6,0.481,0.016,0.465,11.0,13.8,12.4,5.1,2.0,2.5,14.6,15.7,0.0,0.0,1.0,1.0,0.045,0.0,-2.5,-0.1,-2.6,-0.2,1995,8,C,22.0,PHI,64.0,1.0,1032.0,4.2,9.0,0.465,0.0,0.1,0.0,4.2,8.9,0.472,2.1,4.2,0.4920000000000001,3.4,4.2,7.6,1.2,1.4,1.2,1.8,3.7,10.4,1995,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,9,Greg Anderson,PF,30.0,ATL,51.0,0.0,12.2,1.1,2.0,0.5479999999999999,0.0,0.0,0.0,1.1,2.0,0.5479999999999999,0.5479999999999999,0.7,1.4,0.479,1.2,2.5,3.7,0.3,0.5,0.6,0.6,2.0,2.9,1995,9,PF,30.0,ATL,51.0,622.0,12.6,0.547,0.0,0.6829999999999999,11.3,24.2,17.6,4.1,2.0,3.9,19.1,12.2,0.0,0.3,1.3,1.5,0.118,0.0,-3.9,1.7,-2.2,0.0,1995,9,PF,30.0,ATL,51.0,0.0,622.0,3.3,6.0,0.5479999999999999,0.0,0.0,0.0,3.3,6.0,0.5479999999999999,2.0,4.1,0.479,3.6,7.3,10.9,1.0,1.3,1.9,1.9,6.0,8.6,1995,3.0,PF,30.0,ATL,3.0,0.0,13.0,0.3,1.7,0.2,0.0,0.0,0.0,0.3,1.7,0.2,0.2,1.0,1.3,0.75,0.3,4.0,4.3,0.7,0.7,0.7,0.0,3.0,1.7,1995.0,3.0,PF,30.0,ATL,3.0,39.0,10.5,0.37,0.0,0.8,2.8,36.6,18.8,8.7,2.8,4.1,0.0,8.1,0.0,0.0,0.1,0.1,0.106,0.0,-4.4,4.4,0.0,0.0,1995.0,3.0,PF,30.0,ATL,3.0,0.0,39.0,0.9,4.6,0.2,0.0,0.0,0.0,0.9,4.6,0.2,2.8,3.7,0.75,0.9,11.1,12.0,1.8,1.8,1.8,0.0,8.3,4.6,1995.0
8,10,Kenny Anderson,PG,24.0,NJN,72.0,70.0,37.3,5.7,14.3,0.399,1.3,4.1,0.33,4.4,10.2,0.426,0.446,4.8,5.8,0.841,1.0,2.5,3.5,9.4,1.4,0.2,3.1,2.6,17.6,1995,10,PG,24.0,NJN,72.0,2689.0,18.0,0.522,0.285,0.402,3.0,7.2,5.1,43.1,2.0,0.4,15.6,23.5,0.0,4.8,2.0,6.8,0.122,0.0,3.0,-0.7,2.2,2.8,1995,10,PG,24.0,NJN,72.0,70.0,2689.0,5.5,13.8,0.399,1.3,3.9,0.33,4.2,9.9,0.426,4.7,5.5,0.841,1.0,2.4,3.3,9.1,1.4,0.2,3.0,2.5,17.0,1995,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,11,Nick Anderson,SG,27.0,ORL,76.0,76.0,34.1,5.8,12.1,0.476,2.4,5.7,0.415,3.4,6.5,0.528,0.573,1.9,2.7,0.7040000000000001,1.1,3.3,4.4,4.1,1.6,0.3,1.9,1.6,15.8,1995,11,SG,27.0,ORL,76.0,2588.0,17.5,0.593,0.467,0.22,3.9,10.7,7.4,17.4,2.4,0.6,12.2,19.1,0.0,5.7,2.6,8.3,0.154,0.0,3.4,0.7,4.0,3.9,1995,11,SG,27.0,ORL,76.0,76.0,2588.0,6.1,12.8,0.476,2.5,6.0,0.415,3.6,6.8,0.528,2.0,2.8,0.7040000000000001,1.2,3.5,4.7,4.4,1.7,0.3,2.0,1.7,16.7,1995,4.0,SG,27.0,ORL,21.0,21.0,38.8,5.1,11.4,0.448,2.0,5.1,0.383,3.1,6.3,0.5,0.5329999999999999,2.0,3.0,0.6829999999999999,1.0,3.8,4.8,3.1,1.6,0.5,1.4,2.3,14.2,1995.0,4.0,SG,27.0,ORL,21.0,814.0,14.2,0.5589999999999999,0.448,0.264,3.1,11.4,7.3,12.5,2.2,0.9,10.1,16.8,0.0,1.1,0.6,1.7,0.101,0.0,1.9,0.4,2.3,0.9,1995.0,4.0,SG,27.0,ORL,21.0,21.0,814.0,4.7,10.6,0.448,1.8,4.7,0.383,2.9,5.8,0.5,1.9,2.8,0.6829999999999999,0.9,3.5,4.4,2.9,1.5,0.4,1.3,2.2,13.2,1995.0
