,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year,Unnamed: 0_reg-36,Pos_reg-36,Age_reg-36,Tm_reg-36,G_reg-36,MP_reg-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year_reg-36,Unnamed: 0_reg-advanced,Pos_reg-advanced,Age_reg-advanced,Tm_reg-advanced,G_reg-advanced,GS_reg-advanced,MP_reg-advanced,FG_reg-advanced,FGA_reg-advanced,FG%_reg-advanced,3P_reg-advanced,3PA_reg-advanced,3P%_reg-advanced,2P_reg-advanced,2PA_reg-advanced,2P%_reg-advanced,FT_reg-advanced,FTA_reg-advanced,FT%_reg-advanced,ORB_reg-advanced,DRB_reg-advanced,TRB_reg-advanced,AST_reg-advanced,STL_reg-advanced,BLK_reg-advanced,TOV_reg-advanced,PF_reg-advanced,PTS_reg-advanced,current_year_reg-advanced,Unnamed: 0_playoffs,Pos_playoffs,Age_playoffs,Tm_playoffs,G_playoffs,GS_playoffs,MP_playoffs,FG_playoffs,FGA_playoffs,FG%_playoffs,3P_playoffs,3PA_playoffs,3P%_playoffs,2P_playoffs,2PA_playoffs,2P%_playoffs,eFG%_playoffs,FT_playoffs,FTA_playoffs,FT%_playoffs,ORB_playoffs,DRB_playoffs,TRB_playoffs,AST_playoffs,STL_playoffs,BLK_playoffs,TOV_playoffs,PF_playoffs,PTS_playoffs,current_year_playoffs,Unnamed: 0_play-36,Pos_play-36,Age_play-36,Tm_play-36,G_play-36,MP_play-36,PER_play-36,TS%_play-36,3PAr_play-36,FTr_play-36,ORB%_play-36,DRB%_play-36,TRB%_play-36,AST%_play-36,STL%_play-36,BLK%_play-36,TOV%_play-36,USG%_play-36, _play-36,OWS_play-36,DWS_play-36,WS_play-36,WS/48_play-36, .1_play-36,OBPM_play-36,DBPM_play-36,BPM_play-36,VORP_play-36,current_year_play-36,Unnamed: 0_play-advanced,Pos_play-advanced,Age_play-advanced,Tm_play-advanced,G_play-advanced,GS_play-advanced,MP_play-advanced,FG_play-advanced,FGA_play-advanced,FG%_play-advanced,3P_play-advanced,3PA_play-advanced,3P%_play-advanced,2P_play-advanced,2PA_play-advanced,2P%_play-advanced,FT_play-advanced,FTA_play-advanced,FT%_play-advanced,ORB_play-advanced,DRB_play-advanced,TRB_play-advanced,AST_play-advanced,STL_play-advanced,BLK_play-advanced,TOV_play-advanced,PF_play-advanced,PTS_play-advanced,current_year_play-advanced
0,0,Arron Afflalo,SG,24.0,DEN,82.0,75.0,27.1,3.3,7.1,0.465,1.3,3.0,0.434,2.0,4.1,0.488,0.557,0.9,1.2,0.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8,2010,0,SG,24.0,DEN,82.0,2221.0,10.9,0.5760000000000001,0.426,0.168,3.1,9.9,6.5,9.3,1.0,1.0,10.5,14.0,0.0,2.8,1.4,4.3,0.092,0.0,-0.2,-0.2,-0.4,0.9,2010,0,SG,24.0,DEN,82.0,75.0,2221.0,4.4,9.5,0.465,1.8,4.0,0.434,2.7,5.4,0.488,1.2,1.6,0.735,1.0,3.1,4.1,2.2,0.7,0.5,1.2,3.6,11.7,2010,0.0,SG,24.0,DEN,6.0,6.0,20.0,3.3,5.3,0.625,1.0,2.3,0.429,2.3,3.0,0.778,0.7190000000000001,1.5,1.8,0.818,0.2,1.8,2.0,1.2,0.2,0.3,0.7,3.5,9.2,2010.0,0.0,SG,24.0,DEN,6.0,120.0,15.8,0.746,0.438,0.344,1.0,11.5,6.1,9.5,0.4,1.3,9.8,15.1,0.0,0.4,0.0,0.4,0.153,0.0,2.2,0.2,2.3,0.1,2010.0,0.0,SG,24.0,DEN,6.0,6.0,120.0,6.0,9.6,0.625,1.8,4.2,0.429,4.2,5.4,0.778,2.7,3.3,0.818,0.3,3.3,3.6,2.1,0.3,0.6,1.2,6.3,16.5,2010.0
1,1,Alexis Ajinça,C,21.0,CHA,6.0,0.0,5.0,0.8,1.7,0.5,0.0,0.0,0.0,0.8,1.7,0.5,0.5,0.0,0.2,0.0,0.2,0.5,0.7,0.0,0.2,0.2,0.3,0.8,1.7,2010,1,C,21.0,CHA,6.0,30.0,6.3,0.479,0.0,0.1,4.1,11.8,8.0,0.0,1.8,2.7,16.1,19.3,0.0,-0.1,0.0,0.0,-0.013,0.0,-6.3,1.0,-5.3,0.0,2010,1,C,21.0,CHA,6.0,0.0,30.0,6.0,12.0,0.5,0.0,0.0,0.0,6.0,12.0,0.5,0.0,1.2,0.0,1.2,3.6,4.8,0.0,1.2,1.2,2.4,6.0,12.0,2010,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,LaMarcus Aldridge,PF,24.0,POR,78.0,78.0,37.5,7.4,15.0,0.495,0.1,0.2,0.313,7.4,14.8,0.498,0.4970000000000001,2.9,3.9,0.757,2.5,5.6,8.0,2.1,0.9,0.6,1.3,3.0,17.9,2010,2,PF,24.0,POR,78.0,2922.0,18.2,0.535,0.014,0.26,8.1,18.6,13.3,9.9,1.3,1.3,7.4,22.9,0.0,5.5,3.3,8.8,0.145,0.0,1.4,-0.2,1.2,2.3,2010,2,PF,24.0,POR,78.0,78.0,2922.0,7.1,14.4,0.495,0.1,0.2,0.313,7.1,14.2,0.498,2.8,3.7,0.757,2.4,5.4,7.7,2.0,0.8,0.6,1.3,2.8,17.2,2010,1.0,PF,24.0,POR,6.0,6.0,38.2,6.7,15.5,0.43,0.2,0.3,0.5,6.5,15.2,0.429,0.435,5.5,7.3,0.75,1.7,4.3,6.0,2.2,1.2,1.8,1.8,2.7,19.0,2010.0,1.0,PF,24.0,POR,6.0,229.0,17.5,0.507,0.022,0.473,5.1,14.6,9.7,11.1,1.7,4.4,8.9,25.8,0.0,0.2,0.0,0.2,0.043,0.0,0.7,0.7,1.3,0.2,2010.0,1.0,PF,24.0,POR,6.0,6.0,229.0,6.3,14.6,0.43,0.2,0.3,0.5,6.1,14.3,0.429,5.2,6.9,0.75,1.6,4.1,5.7,2.0,1.1,1.7,1.7,2.5,17.9,2010.0
3,3,Joe Alexander,SF,23.0,CHI,8.0,0.0,3.6,0.1,0.8,0.16699999999999998,0.0,0.1,0.0,0.1,0.6,0.2,0.16699999999999998,0.3,0.4,0.667,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5,2010,3,SF,23.0,CHI,8.0,29.0,2.8,0.273,0.16699999999999998,0.5,7.8,11.3,9.6,9.3,1.8,2.6,0.0,11.3,0.0,0.0,0.0,0.0,0.03,0.0,-9.1,0.9,-8.3,0.0,2010,3,SF,23.0,CHI,8.0,0.0,29.0,1.2,7.4,0.16699999999999998,0.0,1.2,0.0,1.2,6.2,0.2,2.5,3.7,0.667,2.5,3.7,6.2,2.5,1.2,1.2,0.0,11.2,5.0,2010,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,Malik Allen,PF,31.0,DEN,51.0,3.0,8.9,0.9,2.3,0.397,0.0,0.1,0.16699999999999998,0.9,2.2,0.409,0.401,0.2,0.3,0.923,0.7,0.9,1.6,0.3,0.2,0.1,0.4,1.3,2.1,2010,4,PF,31.0,DEN,51.0,456.0,5.9,0.431,0.052000000000000005,0.112,9.2,11.5,10.4,5.1,1.2,0.8,15.3,14.0,0.0,-0.3,0.3,0.1,0.009000000000000001,0.0,-4.7,-1.0,-5.7,-0.4,2010,4,PF,31.0,DEN,51.0,3.0,456.0,3.6,9.2,0.397,0.1,0.5,0.16699999999999998,3.6,8.7,0.409,0.9,1.0,0.923,2.8,3.6,6.5,1.3,0.9,0.4,1.7,5.4,8.3,2010,2.0,PF,31.0,DEN,4.0,0.0,2.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.0,0.3,0.0,0.0,0.5,0.0,2010.0,2.0,PF,31.0,DEN,4.0,11.0,6.6,0.0,0.0,0.0,21.8,11.4,16.7,0.0,4.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.047,0.0,-2.4,0.5,-1.9,0.0,2010.0,2.0,PF,31.0,DEN,4.0,0.0,11.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,6.5,3.3,9.8,0.0,3.3,0.0,0.0,6.5,0.0,2010.0
5,5,Ray Allen,SG,34.0,BOS,80.0,80.0,35.2,5.8,12.2,0.477,1.8,5.0,0.363,4.0,7.2,0.556,0.551,2.9,3.2,0.913,0.6,2.6,3.2,2.6,0.8,0.3,1.6,2.3,16.3,2010,5,SG,34.0,BOS,80.0,2819.0,15.2,0.601,0.41,0.26,2.0,8.8,5.5,12.3,1.2,0.7,10.6,20.2,0.0,5.1,2.9,7.9,0.135,0.0,1.5,-0.3,1.2,2.3,2010,5,SG,34.0,BOS,80.0,80.0,2819.0,5.9,12.4,0.477,1.9,5.1,0.363,4.1,7.3,0.556,2.9,3.2,0.913,0.6,2.7,3.2,2.7,0.8,0.3,1.6,2.3,16.7,2010,3.0,SG,34.0,BOS,24.0,24.0,38.5,5.5,12.7,0.431,2.3,6.0,0.386,3.1,6.6,0.472,0.523,2.9,3.3,0.863,0.5,2.8,3.3,2.6,0.9,0.1,1.5,3.1,16.1,2010.0,3.0,SG,34.0,BOS,24.0,925.0,13.1,0.57,0.477,0.263,1.6,8.7,5.3,12.0,1.3,0.3,9.6,19.4,0.0,1.1,1.3,2.4,0.126,0.0,1.5,0.4,1.9,0.9,2010.0,3.0,SG,34.0,BOS,24.0,24.0,925.0,5.1,11.8,0.431,2.2,5.6,0.386,2.9,6.2,0.472,2.7,3.1,0.863,0.5,2.6,3.1,2.5,0.9,0.1,1.4,2.9,15.1,2010.0
6,6,Tony Allen,SG,28.0,BOS,54.0,8.0,16.5,2.4,4.7,0.51,0.0,0.1,0.0,2.4,4.6,0.52,0.51,1.3,2.2,0.605,1.0,1.7,2.7,1.3,1.1,0.4,1.2,2.0,6.1,2010,6,SG,28.0,BOS,54.0,889.0,14.2,0.54,0.02,0.47,7.4,12.5,10.0,13.0,3.5,1.7,17.8,19.6,0.0,0.2,1.6,1.9,0.1,0.0,-1.8,2.2,0.4,0.5,2010,6,SG,28.0,BOS,54.0,8.0,889.0,5.2,10.2,0.51,0.0,0.2,0.0,5.2,10.0,0.52,2.9,4.8,0.605,2.1,3.8,5.9,2.9,2.4,0.8,2.7,4.4,13.4,2010,4.0,SG,28.0,BOS,24.0,0.0,16.3,2.0,4.1,0.48,0.0,0.2,0.0,2.0,3.9,0.505,0.48,1.2,1.5,0.778,0.5,1.2,1.7,0.7,1.0,0.6,1.0,2.4,5.1,2010.0,4.0,SG,28.0,BOS,24.0,391.0,11.2,0.536,0.051,0.3670000000000001,4.2,8.5,6.4,7.4,3.4,3.1,16.8,16.7,0.0,-0.1,0.9,0.8,0.095,0.0,-2.7,3.5,0.8,0.3,2010.0,4.0,SG,28.0,BOS,24.0,0.0,391.0,4.3,9.0,0.48,0.0,0.5,0.0,4.3,8.6,0.505,2.6,3.3,0.778,1.2,2.6,3.8,1.6,2.3,1.3,2.1,5.3,11.2,2010.0
7,7,Rafer Alston,PG,33.0,TOT,52.0,38.0,27.3,3.0,8.6,0.348,1.1,3.2,0.345,1.9,5.3,0.349,0.413,1.1,1.6,0.728,0.3,2.2,2.5,3.4,1.0,0.2,1.8,2.0,8.2,2010,7,PG,33.0,TOT,52.0,1421.0,8.2,0.443,0.377,0.182,1.0,9.7,5.3,20.2,1.9,0.5,16.5,18.8,0.0,-1.6,1.2,-0.4,-0.013,0.0,-3.3,-0.5,-3.8,-0.6,2010,7,PG,33.0,TOT,52.0,38.0,1421.0,3.9,11.3,0.348,1.5,4.3,0.345,2.5,7.0,0.349,1.5,2.1,0.728,0.3,2.9,3.3,4.5,1.3,0.3,2.4,2.6,10.8,2010,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10,Lou Amundson,PF,27.0,PHO,79.0,0.0,14.8,1.9,3.5,0.551,0.0,0.0,0.0,1.9,3.5,0.5529999999999999,0.551,0.8,1.6,0.545,1.6,2.8,4.4,0.4,0.3,0.9,0.7,2.1,4.7,2010,10,PF,27.0,PHO,79.0,1168.0,14.4,0.562,0.004,0.446,13.1,19.9,16.7,3.7,1.0,4.4,14.7,14.6,0.0,1.5,1.3,2.9,0.118,0.0,-1.5,0.4,-1.1,0.3,2010,10,PF,27.0,PHO,79.0,0.0,1168.0,4.7,8.5,0.551,0.0,0.0,0.0,4.7,8.5,0.5529999999999999,2.1,3.8,0.545,3.9,6.7,10.7,1.0,0.7,2.3,1.8,5.2,11.4,2010,5.0,PF,27.0,PHO,16.0,0.0,12.1,1.2,2.3,0.528,0.0,0.0,0.0,1.2,2.3,0.528,0.528,0.6,1.3,0.429,1.9,1.6,3.5,0.1,0.4,0.4,0.4,1.9,2.9,2010.0,5.0,PF,27.0,PHO,16.0,194.0,13.1,0.519,0.0,0.583,19.0,15.9,17.4,0.7,1.6,2.8,11.7,12.1,0.0,0.3,0.2,0.5,0.112,0.0,-1.2,-1.1,-2.3,0.0,2010.0,5.0,PF,27.0,PHO,16.0,0.0,194.0,3.5,6.7,0.528,0.0,0.0,0.0,3.5,6.7,0.528,1.7,3.9,0.429,5.6,4.8,10.4,0.2,1.1,1.3,1.1,5.8,8.7,2010.0
9,11,Chris Andersen,PF,31.0,DEN,76.0,0.0,22.3,1.9,3.3,0.5660000000000001,0.0,0.0,0.0,1.9,3.3,0.573,0.5660000000000001,2.2,3.1,0.695,1.9,4.4,6.4,0.4,0.6,1.9,0.8,2.3,5.9,2010,11,PF,31.0,DEN,76.0,1695.0,15.8,0.631,0.012,0.94,10.1,22.7,16.4,2.8,1.3,6.3,14.3,10.8,0.0,3.2,2.7,5.9,0.166,0.0,-0.1,1.9,1.8,1.6,2010,11,PF,31.0,DEN,76.0,0.0,1695.0,3.0,5.3,0.5660000000000001,0.0,0.1,0.0,3.0,5.3,0.573,3.5,5.0,0.695,3.1,7.1,10.3,0.7,0.9,3.0,1.3,3.6,9.5,2010,6.0,PF,31.0,DEN,6.0,0.0,19.3,1.5,2.8,0.529,0.0,0.0,0.0,1.5,2.8,0.529,0.529,1.5,2.3,0.643,1.2,3.3,4.5,0.2,0.2,1.0,0.7,2.3,4.5,2010.0,6.0,PF,31.0,DEN,6.0,116.0,10.2,0.583,0.0,0.8240000000000001,7.2,21.7,14.3,1.2,0.4,4.2,14.7,10.4,0.0,0.1,0.0,0.1,0.06,0.0,-1.1,-0.6,-1.7,0.0,2010.0,6.0,PF,31.0,DEN,6.0,0.0,116.0,2.8,5.3,0.529,0.0,0.0,0.0,2.8,5.3,0.529,2.8,4.3,0.643,2.2,6.2,8.4,0.3,0.3,1.9,1.2,4.3,8.4,2010.0
