,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year,Unnamed: 0_reg-36,Pos_reg-36,Age_reg-36,Tm_reg-36,G_reg-36,MP_reg-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year_reg-36,Unnamed: 0_reg-advanced,Pos_reg-advanced,Age_reg-advanced,Tm_reg-advanced,G_reg-advanced,GS_reg-advanced,MP_reg-advanced,FG_reg-advanced,FGA_reg-advanced,FG%_reg-advanced,3P_reg-advanced,3PA_reg-advanced,3P%_reg-advanced,2P_reg-advanced,2PA_reg-advanced,2P%_reg-advanced,FT_reg-advanced,FTA_reg-advanced,FT%_reg-advanced,ORB_reg-advanced,DRB_reg-advanced,TRB_reg-advanced,AST_reg-advanced,STL_reg-advanced,BLK_reg-advanced,TOV_reg-advanced,PF_reg-advanced,PTS_reg-advanced,current_year_reg-advanced,Unnamed: 0_playoffs,Pos_playoffs,Age_playoffs,Tm_playoffs,G_playoffs,GS_playoffs,MP_playoffs,FG_playoffs,FGA_playoffs,FG%_playoffs,3P_playoffs,3PA_playoffs,3P%_playoffs,2P_playoffs,2PA_playoffs,2P%_playoffs,eFG%_playoffs,FT_playoffs,FTA_playoffs,FT%_playoffs,ORB_playoffs,DRB_playoffs,TRB_playoffs,AST_playoffs,STL_playoffs,BLK_playoffs,TOV_playoffs,PF_playoffs,PTS_playoffs,current_year_playoffs,Unnamed: 0_play-36,Pos_play-36,Age_play-36,Tm_play-36,G_play-36,MP_play-36,PER_play-36,TS%_play-36,3PAr_play-36,FTr_play-36,ORB%_play-36,DRB%_play-36,TRB%_play-36,AST%_play-36,STL%_play-36,BLK%_play-36,TOV%_play-36,USG%_play-36, _play-36,OWS_play-36,DWS_play-36,WS_play-36,WS/48_play-36, .1_play-36,OBPM_play-36,DBPM_play-36,BPM_play-36,VORP_play-36,current_year_play-36,Unnamed: 0_play-advanced,Pos_play-advanced,Age_play-advanced,Tm_play-advanced,G_play-advanced,GS_play-advanced,MP_play-advanced,FG_play-advanced,FGA_play-advanced,FG%_play-advanced,3P_play-advanced,3PA_play-advanced,3P%_play-advanced,2P_play-advanced,2PA_play-advanced,2P%_play-advanced,FT_play-advanced,FTA_play-advanced,FT%_play-advanced,ORB_play-advanced,DRB_play-advanced,TRB_play-advanced,AST_play-advanced,STL_play-advanced,BLK_play-advanced,TOV_play-advanced,PF_play-advanced,PTS_play-advanced,current_year_play-advanced
0,0,Mahmoud Abdul-Rauf,PG,31.0,VAN,41.0,0.0,11.9,2.9,6.0,0.488,0.1,0.3,0.28600000000000003,2.8,5.7,0.5,0.496,0.5,0.7,0.759,0.1,0.5,0.6,1.9,0.2,0.0,0.6,1.2,6.5,2001,0,PG,31.0,VAN,41.0,486.0,16.7,0.514,0.057,0.118,1.2,4.7,2.9,32.7,1.0,0.1,9.1,26.8,0.0,0.7,0.0,0.7,0.07,0.0,1.1,-2.1,-1.0,0.1,2001,0,PG,31.0,VAN,41.0,0.0,486.0,8.9,18.2,0.488,0.3,1.0,0.28600000000000003,8.6,17.2,0.5,1.6,2.1,0.759,0.4,1.5,1.9,5.6,0.7,0.1,1.9,3.7,19.7,2001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,Tariq Abdul-Wahad,SG,26.0,DEN,29.0,12.0,14.5,1.5,3.8,0.387,0.1,0.3,0.4,1.3,3.5,0.386,0.405,0.7,1.2,0.583,0.5,1.6,2.0,0.8,0.5,0.4,1.2,1.9,3.8,2001,1,SG,26.0,DEN,29.0,420.0,5.8,0.438,0.09,0.324,3.6,11.8,7.6,8.1,1.7,2.1,21.1,17.1,0.0,-0.7,0.3,-0.4,-0.049,0.0,-5.6,-0.3,-5.8,-0.4,2001,1,SG,26.0,DEN,29.0,12.0,420.0,3.7,9.5,0.387,0.3,0.9,0.4,3.3,8.7,0.386,1.8,3.1,0.583,1.2,3.9,5.1,1.9,1.2,1.1,2.9,4.6,9.5,2001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,Shareef Abdur-Rahim,SF,24.0,VAN,81.0,81.0,40.0,7.5,15.8,0.472,0.1,0.8,0.188,7.3,15.0,0.487,0.477,5.5,6.6,0.8340000000000001,2.2,6.9,9.1,3.1,1.1,1.0,2.9,2.9,20.5,2001,2,SF,24.0,VAN,81.0,3241.0,19.1,0.5489999999999999,0.05,0.415,6.2,19.6,13.0,14.3,1.5,1.6,13.2,24.6,0.0,5.6,2.9,8.5,0.126,0.0,1.7,0.1,1.8,3.1,2001,2,SF,24.0,VAN,81.0,81.0,3241.0,6.7,14.2,0.472,0.1,0.7,0.188,6.6,13.5,0.487,4.9,5.9,0.8340000000000001,1.9,6.2,8.2,2.8,1.0,0.9,2.6,2.6,18.5,2001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,Cory Alexander,PG,27.0,ORL,26.0,0.0,8.7,0.7,2.2,0.321,0.2,0.6,0.25,0.5,1.5,0.35,0.35700000000000004,0.5,0.7,0.667,0.0,1.0,1.0,1.4,0.6,0.0,1.0,1.1,2.0,2001,3,PG,27.0,ORL,26.0,227.0,6.3,0.407,0.28600000000000003,0.321,0.0,12.5,6.1,23.5,3.6,0.0,28.1,17.3,0.0,-0.5,0.3,-0.1,-0.031,0.0,-7.2,1.2,-6.0,-0.2,2001,3,PG,27.0,ORL,26.0,0.0,227.0,2.9,8.9,0.321,0.6,2.5,0.25,2.2,6.3,0.35,1.9,2.9,0.667,0.0,4.0,4.0,5.7,2.5,0.0,4.0,4.6,8.2,2001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,Courtney Alexander,PG,23.0,TOT,65.0,24.0,21.3,3.7,8.8,0.417,0.3,0.7,0.37,3.4,8.1,0.421,0.4320000000000001,1.9,2.3,0.82,0.6,1.6,2.2,1.0,0.7,0.1,1.2,2.1,9.5,2001,4,PG,23.0,TOT,65.0,1382.0,11.6,0.484,0.08,0.262,3.5,8.4,5.9,8.0,1.7,0.3,10.5,23.2,0.0,0.3,0.5,0.8,0.027000000000000003,0.0,-2.4,-1.9,-4.3,-0.8,2001,4,PG,23.0,TOT,65.0,24.0,1382.0,6.2,14.9,0.417,0.4,1.2,0.37,5.8,13.7,0.421,3.2,3.9,0.82,1.1,2.6,3.7,1.6,1.2,0.1,2.0,3.6,16.1,2001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7,Ray Allen,SG,25.0,MIL,82.0,82.0,38.2,7.7,16.0,0.48,2.5,5.7,0.433,5.2,10.3,0.506,0.557,4.2,4.8,0.888,1.2,4.0,5.2,4.6,1.5,0.2,2.5,2.3,22.0,2001,7,SG,25.0,MIL,82.0,3129.0,22.9,0.61,0.35700000000000004,0.299,3.7,11.8,7.8,20.4,2.1,0.5,12.1,24.4,0.0,11.5,2.2,13.7,0.211,0.0,5.7,-0.3,5.5,5.9,2001,7,SG,25.0,MIL,82.0,82.0,3129.0,7.2,15.1,0.48,2.3,5.4,0.433,4.9,9.7,0.506,4.0,4.5,0.888,1.2,3.8,4.9,4.3,1.4,0.2,2.3,2.2,20.8,2001,0.0,SG,25.0,MIL,18.0,18.0,42.7,8.8,18.4,0.477,3.2,6.6,0.479,5.6,11.8,0.476,0.563,4.4,4.8,0.919,1.1,3.1,4.1,6.0,1.3,0.6,2.4,2.4,25.1,2001.0,0.0,SG,25.0,MIL,18.0,768.0,23.7,0.613,0.36,0.26,2.8,7.4,5.2,27.1,1.7,0.9,10.4,24.9,0.0,3.2,0.4,3.6,0.223,0.0,8.2,0.1,8.3,2.0,2001.0,0.0,SG,25.0,MIL,18.0,18.0,768.0,7.4,15.5,0.477,2.7,5.6,0.479,4.7,9.9,0.476,3.7,4.0,0.919,0.9,2.6,3.5,5.1,1.1,0.5,2.0,2.1,21.2,2001.0
6,8,Rafer Alston,PG,24.0,MIL,37.0,2.0,7.8,0.8,2.3,0.35700000000000004,0.2,0.8,0.267,0.6,1.5,0.407,0.405,0.2,0.4,0.6920000000000001,0.1,0.7,0.8,1.8,0.4,0.0,0.5,0.7,2.1,2001,8,PG,24.0,MIL,37.0,288.0,12.1,0.429,0.35700000000000004,0.155,1.6,10.6,6.1,34.6,2.4,0.0,18.2,17.2,0.0,0.1,0.2,0.3,0.055,0.0,-1.6,-0.5,-2.1,0.0,2001,8,PG,24.0,MIL,37.0,2.0,288.0,3.7,10.5,0.35700000000000004,1.0,3.7,0.267,2.7,6.8,0.407,1.1,1.6,0.6920000000000001,0.5,3.4,3.9,8.5,1.6,0.0,2.5,3.4,9.6,2001,1.0,PG,24.0,MIL,5.0,0.0,1.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,2001.0,1.0,PG,24.0,MIL,5.0,8.0,-14.2,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,66.7,17.4,0.0,-0.1,0.0,-0.1,-0.488,0.0,-16.8,-13.2,-30.0,0.0,2001.0,1.0,PG,24.0,MIL,5.0,0.0,8.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,9.0,0.0,0.0,2001.0
7,9,John Amaechi,C,30.0,ORL,82.0,36.0,20.9,2.9,7.2,0.4,0.0,0.1,0.0,2.9,7.1,0.405,0.4,2.1,3.4,0.631,0.9,2.3,3.3,0.9,0.3,0.4,1.5,2.1,7.9,2001,9,C,30.0,ORL,82.0,1710.0,8.7,0.455,0.012,0.471,4.9,12.7,8.7,7.0,0.8,1.2,14.8,21.7,0.0,-1.3,1.4,0.0,0.001,0.0,-4.3,-1.8,-6.1,-1.7,2001,9,C,30.0,ORL,82.0,36.0,1710.0,5.0,12.5,0.4,0.0,0.1,0.0,5.0,12.3,0.405,3.7,5.9,0.631,1.6,4.0,5.6,1.6,0.6,0.6,2.6,3.7,13.7,2001,2.0,C,30.0,ORL,4.0,0.0,7.3,0.8,2.0,0.375,0.0,0.0,0.0,0.8,2.0,0.375,0.375,0.8,1.0,0.75,0.3,0.5,0.8,0.8,0.8,0.5,0.0,0.5,2.3,2001.0,2.0,C,30.0,ORL,4.0,29.0,19.4,0.461,0.0,0.5,3.4,7.1,5.3,15.0,5.3,4.8,0.0,14.8,0.0,0.1,0.0,0.1,0.122,0.0,1.8,5.6,7.4,0.1,2001.0,2.0,C,30.0,ORL,4.0,0.0,29.0,3.7,9.9,0.375,0.0,0.0,0.0,3.7,9.9,0.375,3.7,5.0,0.75,1.2,2.5,3.7,3.7,3.7,2.5,0.0,2.5,11.2,2001.0
8,10,Derek Anderson,SG,26.0,SAS,82.0,82.0,34.9,5.0,12.1,0.416,1.2,3.1,0.399,3.8,9.0,0.422,0.467,4.2,4.9,0.851,0.9,3.5,4.4,3.7,1.5,0.2,2.0,2.3,15.5,2001,10,SG,26.0,SAS,82.0,2859.0,17.1,0.542,0.255,0.405,3.1,10.9,7.2,18.1,2.2,0.3,12.4,21.9,0.0,5.6,4.3,9.9,0.166,0.0,1.2,1.2,2.4,3.2,2001,10,SG,26.0,SAS,82.0,82.0,2859.0,5.2,12.5,0.416,1.3,3.2,0.399,3.9,9.3,0.422,4.3,5.1,0.851,0.9,3.6,4.6,3.8,1.5,0.2,2.1,2.4,16.0,2001,3.0,SG,26.0,SAS,7.0,7.0,27.7,2.3,8.7,0.262,0.9,3.1,0.273,1.4,5.6,0.256,0.311,2.3,3.0,0.762,0.4,2.3,2.7,2.4,0.4,0.0,2.1,1.4,7.7,2001.0,3.0,SG,26.0,SAS,7.0,194.0,4.3,0.384,0.361,0.344,1.7,8.5,5.3,14.3,0.8,0.0,17.6,20.7,0.0,-0.5,0.1,-0.3,-0.083,0.0,-3.9,-1.8,-5.6,-0.2,2001.0,3.0,SG,26.0,SAS,7.0,7.0,194.0,3.0,11.3,0.262,1.1,4.1,0.273,1.9,7.2,0.256,3.0,3.9,0.762,0.6,3.0,3.5,3.2,0.6,0.0,2.8,1.9,10.0,2001.0
9,11,Kenny Anderson,PG,30.0,BOS,33.0,28.0,25.7,2.7,6.9,0.388,0.3,1.0,0.333,2.3,5.9,0.397,0.412,1.8,2.2,0.831,0.5,1.7,2.2,4.1,1.3,0.1,1.6,1.9,7.5,2001,11,PG,30.0,BOS,33.0,849.0,12.2,0.476,0.145,0.313,2.1,8.2,5.0,26.5,2.7,0.2,16.8,16.6,0.0,0.4,0.7,1.1,0.063,0.0,-1.9,-0.1,-2.0,0.0,2001,11,PG,30.0,BOS,33.0,28.0,849.0,3.7,9.6,0.388,0.5,1.4,0.333,3.3,8.2,0.397,2.5,3.0,0.831,0.7,2.4,3.1,5.7,1.9,0.1,2.2,2.6,10.4,2001,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
