,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year,Unnamed: 0_reg-36,Pos_reg-36,Age_reg-36,Tm_reg-36,G_reg-36,MP_reg-36,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, .1,OBPM,DBPM,BPM,VORP,current_year_reg-36,Unnamed: 0_reg-advanced,Pos_reg-advanced,Age_reg-advanced,Tm_reg-advanced,G_reg-advanced,GS_reg-advanced,MP_reg-advanced,FG_reg-advanced,FGA_reg-advanced,FG%_reg-advanced,3P_reg-advanced,3PA_reg-advanced,3P%_reg-advanced,2P_reg-advanced,2PA_reg-advanced,2P%_reg-advanced,FT_reg-advanced,FTA_reg-advanced,FT%_reg-advanced,ORB_reg-advanced,DRB_reg-advanced,TRB_reg-advanced,AST_reg-advanced,STL_reg-advanced,BLK_reg-advanced,TOV_reg-advanced,PF_reg-advanced,PTS_reg-advanced,current_year_reg-advanced,Unnamed: 0_playoffs,Pos_playoffs,Age_playoffs,Tm_playoffs,G_playoffs,GS_playoffs,MP_playoffs,FG_playoffs,FGA_playoffs,FG%_playoffs,3P_playoffs,3PA_playoffs,3P%_playoffs,2P_playoffs,2PA_playoffs,2P%_playoffs,eFG%_playoffs,FT_playoffs,FTA_playoffs,FT%_playoffs,ORB_playoffs,DRB_playoffs,TRB_playoffs,AST_playoffs,STL_playoffs,BLK_playoffs,TOV_playoffs,PF_playoffs,PTS_playoffs,current_year_playoffs,Unnamed: 0_play-36,Pos_play-36,Age_play-36,Tm_play-36,G_play-36,MP_play-36,PER_play-36,TS%_play-36,3PAr_play-36,FTr_play-36,ORB%_play-36,DRB%_play-36,TRB%_play-36,AST%_play-36,STL%_play-36,BLK%_play-36,TOV%_play-36,USG%_play-36, _play-36,OWS_play-36,DWS_play-36,WS_play-36,WS/48_play-36, .1_play-36,OBPM_play-36,DBPM_play-36,BPM_play-36,VORP_play-36,current_year_play-36,Unnamed: 0_play-advanced,Pos_play-advanced,Age_play-advanced,Tm_play-advanced,G_play-advanced,GS_play-advanced,MP_play-advanced,FG_play-advanced,FGA_play-advanced,FG%_play-advanced,3P_play-advanced,3PA_play-advanced,3P%_play-advanced,2P_play-advanced,2PA_play-advanced,2P%_play-advanced,FT_play-advanced,FTA_play-advanced,FT%_play-advanced,ORB_play-advanced,DRB_play-advanced,TRB_play-advanced,AST_play-advanced,STL_play-advanced,BLK_play-advanced,TOV_play-advanced,PF_play-advanced,PTS_play-advanced,current_year_play-advanced
0,0,Alaa Abdelnaby,PF,24.0,TOT,75.0,52.0,17.5,3.3,6.3,0.518,0.0,0.0,0.0,3.3,6.3,0.519,0.518,1.2,1.5,0.759,1.7,2.8,4.5,0.4,0.3,0.3,1.3,2.5,7.7,1993,0,PF,24.0,TOT,75.0,1311.0,13.2,0.551,0.002,0.245,11.0,18.1,14.6,3.0,1.0,1.2,15.6,20.5,0.0,0.7,1.3,2.0,0.07400000000000001,0.0,-2.4,-1.5,-3.9,-0.6,1993,0,PF,24.0,TOT,75.0,52.0,1311.0,6.7,13.0,0.518,0.0,0.0,0.0,6.7,13.0,0.519,2.4,3.2,0.759,3.5,5.8,9.3,0.7,0.7,0.7,2.7,5.2,15.9,1993,0.0,PF,24.0,BOS,4.0,4.0,17.0,2.8,6.0,0.458,0.0,0.0,0.0,2.8,6.0,0.458,0.458,0.0,0.0,0.0,0.5,2.8,3.3,0.3,0.0,0.3,2.3,1.8,5.5,1993.0,0.0,PF,24.0,BOS,4.0,68.0,3.2,0.458,0.0,0.0,3.7,20.6,12.1,2.2,0.0,0.9,27.3,21.9,0.0,-0.2,0.0,-0.2,-0.145,0.0,-8.4,-2.6,-11.0,-0.1,1993.0,0.0,PF,24.0,BOS,4.0,4.0,68.0,5.8,12.7,0.458,0.0,0.0,0.0,5.8,12.7,0.458,0.0,0.0,0.0,1.1,5.8,6.9,0.5,0.0,0.5,4.8,3.7,11.6,1993.0
1,3,Mahmoud Abdul-Rauf,PG,23.0,DEN,81.0,81.0,33.5,7.8,17.4,0.45,0.9,2.4,0.355,7.0,14.9,0.465,0.475,2.7,2.9,0.935,0.6,2.1,2.8,4.2,1.0,0.1,2.3,2.2,19.2,1993,3,PG,23.0,DEN,81.0,2710.0,15.6,0.515,0.14,0.165,2.0,6.8,4.4,20.8,1.5,0.2,11.0,25.5,0.0,3.0,2.2,5.1,0.091,0.0,0.9,-1.1,-0.1,1.3,1993,3,PG,23.0,DEN,81.0,81.0,2710.0,8.4,18.7,0.45,0.9,2.6,0.355,7.5,16.1,0.465,2.9,3.1,0.935,0.7,2.3,3.0,4.6,1.1,0.1,2.5,2.4,20.6,1993,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,Mark Acres,C,30.0,TOT,18.0,7.0,14.9,1.4,2.7,0.531,0.1,0.1,0.5,1.4,2.6,0.532,0.541,0.6,0.9,0.688,1.4,2.3,3.7,0.3,0.2,0.3,0.7,1.9,3.6,1993,4,C,30.0,TOT,18.0,269.0,8.9,0.5710000000000001,0.041,0.327,10.8,17.4,14.0,2.5,0.5,1.4,18.8,11.0,0.0,0.1,0.2,0.3,0.056,0.0,-3.7,-1.6,-5.3,-0.2,1993,4,C,30.0,TOT,18.0,7.0,269.0,3.5,6.6,0.531,0.1,0.3,0.5,3.3,6.3,0.532,1.5,2.1,0.688,3.5,5.5,9.0,0.7,0.4,0.8,1.7,4.6,8.6,1993,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,Michael Adams,PG,30.0,WSB,70.0,70.0,35.7,5.2,11.9,0.439,1.0,3.0,0.321,4.2,8.8,0.48,0.48,3.4,4.0,0.856,0.7,2.7,3.4,7.5,1.4,0.1,2.5,2.1,14.8,1993,7,PG,30.0,WSB,70.0,2499.0,15.6,0.5429999999999999,0.255,0.333,2.3,8.6,5.4,30.6,2.0,0.1,15.5,19.2,0.0,3.3,1.2,4.6,0.08800000000000001,0.0,0.9,-0.9,0.0,1.3,1993,7,PG,30.0,WSB,70.0,70.0,2499.0,5.3,12.0,0.439,1.0,3.1,0.321,4.3,8.9,0.48,3.4,4.0,0.856,0.7,2.7,3.5,7.6,1.4,0.1,2.5,2.1,14.9,1993,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8,Rafael Addison,SF,28.0,NJN,68.0,15.0,17.1,2.7,6.0,0.443,0.1,0.5,0.206,2.6,5.5,0.464,0.451,0.8,1.0,0.8140000000000001,0.7,1.3,1.9,0.8,0.3,0.2,0.9,1.8,6.3,1993,8,SF,28.0,NJN,68.0,1164.0,8.4,0.484,0.083,0.17,4.2,8.2,6.2,6.8,1.0,0.6,12.7,18.2,0.0,-0.1,1.0,0.9,0.038,0.0,-3.9,-0.9,-4.8,-0.8,1993,8,SF,28.0,NJN,68.0,15.0,1164.0,5.6,12.7,0.443,0.2,1.1,0.206,5.4,11.7,0.464,1.8,2.2,0.8140000000000001,1.4,2.7,4.1,1.6,0.7,0.3,2.0,3.9,13.2,1993,1.0,SF,28.0,NJN,5.0,0.0,10.6,1.4,4.2,0.333,0.0,0.0,0.0,1.4,4.2,0.333,0.333,0.6,0.6,1.0,0.6,0.6,1.2,1.0,0.6,0.0,0.6,0.6,3.4,1993.0,1.0,SF,28.0,NJN,5.0,53.0,9.1,0.381,0.0,0.14300000000000002,6.8,6.6,6.7,14.4,3.0,0.0,11.8,21.9,0.0,-0.1,0.1,0.0,-0.028,0.0,-3.5,0.5,-3.0,0.0,1993.0,1.0,SF,28.0,NJN,5.0,0.0,53.0,4.8,14.3,0.333,0.0,0.0,0.0,4.8,14.3,0.333,2.0,2.0,1.0,2.0,2.0,4.1,3.4,2.0,0.0,2.0,2.0,11.5,1993.0
5,9,Mark Aguirre,SF,33.0,DET,51.0,15.0,20.7,3.7,8.3,0.443,0.6,1.6,0.361,3.1,6.6,0.463,0.479,1.9,2.5,0.767,0.8,2.1,3.0,2.1,0.3,0.1,1.3,2.0,9.9,1993,9,SF,33.0,DET,51.0,1056.0,13.7,0.525,0.197,0.306,4.3,12.0,8.0,15.3,0.8,0.4,12.4,22.2,0.0,1.1,0.7,1.8,0.08199999999999999,0.0,0.3,-0.5,-0.2,0.5,1993,9,SF,33.0,DET,51.0,15.0,1056.0,6.4,14.4,0.443,1.0,2.8,0.361,5.4,11.6,0.463,3.4,4.4,0.767,1.5,3.7,5.2,3.6,0.5,0.2,2.3,3.4,17.1,1993,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,10,Danny Ainge,SG,33.0,PHO,80.0,0.0,27.0,4.2,9.1,0.462,1.9,4.7,0.403,2.3,4.5,0.522,0.564,1.5,1.8,0.848,0.6,2.1,2.7,3.3,0.9,0.1,1.4,2.2,11.8,1993,10,SG,33.0,PHO,80.0,2163.0,14.3,0.596,0.51,0.199,2.6,8.3,5.5,16.5,1.5,0.2,12.5,17.3,0.0,4.5,1.8,6.2,0.139,0.0,1.8,-0.3,1.4,1.9,1993,10,SG,33.0,PHO,80.0,0.0,2163.0,5.6,12.1,0.462,2.5,6.2,0.403,3.1,6.0,0.522,2.0,2.4,0.848,0.8,2.7,3.6,4.3,1.1,0.1,1.9,2.9,15.8,1993,2.0,SG,33.0,PHO,24.0,0.0,24.6,2.7,7.1,0.376,1.4,3.3,0.413,1.3,3.8,0.344,0.474,1.4,1.6,0.872,0.8,1.7,2.5,2.3,0.5,0.1,0.9,2.5,8.1,1993.0,2.0,SG,33.0,PHO,24.0,591.0,10.3,0.521,0.471,0.229,4.1,7.6,5.9,13.8,1.1,0.2,10.5,15.8,0.0,0.7,0.1,0.8,0.067,0.0,-0.3,-1.1,-1.4,0.1,1993.0,2.0,SG,33.0,PHO,24.0,0.0,591.0,3.9,10.4,0.376,2.0,4.9,0.413,1.9,5.5,0.344,2.1,2.4,0.872,1.2,2.4,3.7,3.4,0.7,0.1,1.3,3.7,11.9,1993.0
7,11,Victor Alexander,C,23.0,GSW,72.0,59.0,24.3,4.8,9.3,0.516,0.1,0.3,0.455,4.6,9.0,0.518,0.523,1.5,2.3,0.685,1.8,4.0,5.8,1.3,0.5,0.7,1.7,3.0,11.2,1993,11,C,23.0,GSW,72.0,1753.0,14.3,0.5479999999999999,0.033,0.243,8.4,18.4,13.4,7.8,0.9,1.9,14.0,20.0,0.0,1.6,1.4,3.0,0.083,0.0,-1.0,-0.6,-1.6,0.2,1993,11,C,23.0,GSW,72.0,59.0,1753.0,7.1,13.7,0.516,0.2,0.5,0.455,6.9,13.2,0.518,2.3,3.3,0.685,2.7,5.9,8.6,1.9,0.7,1.1,2.5,4.5,16.6,1993,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,12,Eric Anderson,PF,22.0,NYK,16.0,0.0,2.8,0.3,1.1,0.278,0.0,0.0,0.0,0.3,1.1,0.278,0.278,0.7,0.8,0.846,0.4,0.5,0.9,0.2,0.2,0.1,0.3,0.9,1.3,1993,12,PF,22.0,NYK,16.0,44.0,11.3,0.443,0.0,0.722,15.6,19.6,17.7,9.9,3.5,1.5,17.4,28.2,0.0,0.0,0.1,0.1,0.091,0.0,-7.6,2.0,-5.6,0.0,1993,12,PF,22.0,NYK,16.0,0.0,44.0,4.1,14.7,0.278,0.0,0.0,0.0,4.1,14.7,0.278,9.0,10.6,0.846,4.9,6.5,11.5,2.5,2.5,0.8,4.1,11.5,17.2,1993,3.0,PF,22.0,NYK,2.0,0.0,3.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1993.0,3.0,PF,22.0,NYK,2.0,6.0,-3.5,0.5,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,33.3,22.5,0.0,0.0,0.0,0.0,-0.175,0.0,-15.0,-1.9,-16.8,0.0,1993.0,3.0,PF,22.0,NYK,2.0,0.0,6.0,6.0,12.0,0.5,0.0,0.0,0.0,6.0,12.0,0.5,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,12.0,12.0,1993.0
9,13,Kenny Anderson,PG,22.0,NJN,55.0,55.0,36.5,6.7,15.5,0.435,0.1,0.5,0.28,6.6,15.0,0.44,0.439,3.3,4.2,0.7759999999999999,0.9,3.2,4.1,8.2,1.7,0.2,2.8,2.5,16.9,1993,13,PG,22.0,NJN,55.0,2010.0,16.6,0.487,0.029,0.273,2.8,9.5,6.1,34.7,2.4,0.3,13.8,23.1,0.0,1.9,2.5,4.4,0.106,0.0,1.1,0.5,1.6,1.8,1993,13,PG,22.0,NJN,55.0,55.0,2010.0,6.6,15.2,0.435,0.1,0.4,0.28,6.5,14.8,0.44,3.2,4.2,0.7759999999999999,0.9,3.1,4.0,8.0,1.7,0.2,2.7,2.5,16.6,1993,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
