,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Michael Cage,C,29,SEA,5,0,16.0,1.2,2.8,.429,0.0,0.0,,1.2,2.8,.429,.429,2.6,3.4,.765,1.8,2.4,4.2,0.4,0.6,0.4,0.6,2.4,5.0
22,Elden Campbell,PF,22,LAL,14,0,9.9,1.8,2.7,.658,0.0,0.0,,1.8,2.7,.658,.658,0.5,1.1,.467,0.6,1.5,2.1,0.2,0.4,0.6,0.4,1.6,4.1
23,Joe Barry Carroll,C,32,PHO,2,0,7.5,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.5,.000,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.0,4.0
24,Bill Cartwright,C,33,CHI,17,17,30.1,4.1,7.9,.519,0.0,0.0,,4.1,7.9,.519,.519,1.3,1.9,.688,1.5,3.2,4.7,1.9,0.5,0.4,1.2,3.2,9.5
25,Cedric Ceballos,SF,21,PHO,3,0,8.0,2.3,4.0,.583,0.0,0.0,,2.3,4.0,.583,.583,0.7,2.0,.333,1.0,0.7,1.7,0.7,0.7,0.0,0.3,0.0,5.3
26,Tom Chambers,PF,31,PHO,4,4,35.5,6.8,16.5,.409,0.0,1.3,.000,6.8,15.3,.443,.409,3.5,4.8,.737,0.5,5.3,5.8,2.5,1.8,1.3,3.0,3.0,17.0
27,Maurice Cheeks*,PG,34,NYK,3,3,33.7,4.7,7.7,.609,0.3,1.0,.333,4.3,6.7,.650,.630,0.3,0.7,.500,1.0,2.0,3.0,5.3,1.0,0.3,2.7,3.0,10.0
28,Lester Conner,PG,31,MIL,1,0,7.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,1.0,.000,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0
29,Wayne Cooper,C,34,POR,3,0,4.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.3,1.3,1.7,0.3,0.0,0.0,0.3,0.7,0.7
30,Dave Corzine,C,34,SEA,2,0,6.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.5,0.5,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,2.5
31,Terry Cummings,PF,29,SAS,4,4,31.0,6.3,12.3,.510,0.0,0.3,.000,6.3,12.0,.521,.510,2.3,4.5,.500,3.5,5.8,9.3,1.0,0.8,0.5,2.3,3.3,14.8
32,Adrian Dantley*,SF,35,MIL,3,0,6.3,0.3,2.3,.143,0.0,0.0,,0.3,2.3,.143,.143,1.0,1.3,.750,0.7,0.7,1.3,0.0,0.0,0.0,0.7,0.0,1.7
33,Walter Davis,SG,36,POR,13,0,8.5,1.5,3.7,.396,0.0,0.1,.000,1.5,3.6,.404,.396,0.4,0.5,.833,0.5,0.6,1.2,0.5,0.3,0.0,0.5,0.4,3.3
34,Vlade Divac*,C,22,LAL,19,19,32.1,5.1,9.1,.564,0.1,0.3,.167,5.1,8.7,.578,.567,3.0,3.7,.803,2.6,4.1,6.7,1.1,1.4,2.2,2.2,3.4,13.3
35,Greg Dreiling,C,28,IND,5,5,15.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.8,1.2,.667,1.6,2.0,3.6,0.0,0.0,0.0,0.6,3.4,2.8
36,Larry Drew,PG,32,LAL,18,0,6.4,0.8,1.8,.424,0.2,0.6,.273,0.6,1.2,.500,.470,0.2,0.3,.667,0.0,0.4,0.4,1.2,0.0,0.0,0.5,0.9,1.9
37,Clyde Drexler*,SG,28,POR,16,16,39.6,8.0,16.8,.476,0.9,3.5,.268,7.1,13.3,.531,.504,4.8,6.1,.776,2.5,5.6,8.1,8.1,2.1,1.0,3.8,3.5,21.7
38,Kevin Duckworth,C,26,POR,16,16,31.9,4.6,11.4,.401,0.0,0.0,,4.6,11.4,.401,.401,2.6,3.5,.732,2.5,4.2,6.7,0.9,0.5,0.5,2.4,3.3,11.7
39,Joe Dumars*,SG,27,DET,15,15,39.2,7.0,16.3,.429,1.1,2.8,.405,5.9,13.5,.433,.463,5.5,6.5,.845,1.4,1.9,3.3,4.1,1.1,0.1,1.1,2.2,20.6
40,Mark Eaton,C,34,UTA,9,9,28.3,1.8,3.4,.516,0.0,0.0,,1.8,3.4,.516,.516,0.8,1.3,.583,1.9,4.3,6.2,0.6,0.1,1.4,0.8,4.6,4.3
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Blue Edwards,SF,25,UTA,9,9,26.8,4.1,8.6,.481,0.1,0.2,.500,4.0,8.3,.480,.487,1.8,2.2,.800,0.8,2.3,3.1,1.8,0.9,0.1,1.7,4.1,10.1
43,James Edwards,C,35,DET,15,11,23.0,4.1,10.0,.407,0.0,0.0,,4.1,10.0,.407,.407,2.5,3.7,.691,1.0,1.5,2.5,0.6,0.1,0.2,1.6,2.9,10.7
44,Mario Elie,SF,27,GSW,9,7,21.9,3.1,6.2,.500,0.1,0.1,1.000,3.0,6.1,.491,.509,3.0,3.6,.844,1.9,1.7,3.6,1.4,0.6,0.1,1.1,3.6,9.3
45,Sean Elliott,SF,22,SAS,4,4,33.0,4.3,10.0,.425,0.0,0.8,.000,4.3,9.3,.459,.425,6.3,8.0,.781,2.0,3.5,5.5,4.0,1.0,0.3,2.3,2.3,14.8
46,Patrick Ewing*,C,28,NYK,3,3,36.7,6.0,15.0,.400,0.0,0.0,,6.0,15.0,.400,.400,4.7,6.0,.778,0.7,9.3,10.0,2.0,0.3,1.7,3.7,4.0,16.7
47,Duane Ferrell,SF,25,ATL,5,0,14.6,1.6,3.6,.444,0.0,0.0,,1.6,3.6,.444,.444,1.6,2.4,.667,1.2,2.2,3.4,0.6,0.0,0.0,0.4,2.0,4.8
48,Vern Fleming,PG,28,IND,5,0,23.0,3.6,8.0,.450,0.0,0.2,.000,3.6,7.8,.462,.450,2.2,2.8,.786,2.0,1.4,3.4,4.6,0.2,0.6,1.6,2.0,9.4
49,Sleepy Floyd,PG,30,HOU,3,0,13.7,2.7,8.0,.333,0.0,1.3,.000,2.7,6.7,.400,.333,0.0,0.0,,0.0,0.7,0.7,2.3,0.7,0.3,2.3,1.3,5.3
50,Kevin Gamble,SF,25,BOS,11,11,21.6,2.6,5.5,.483,0.0,0.0,,2.6,5.5,.483,.483,0.7,1.1,.667,0.3,0.9,1.2,1.7,0.4,0.2,0.6,2.2,6.0
51,Armen Gilliam,PF,26,PHI,8,8,35.9,6.0,13.0,.462,0.0,0.0,,6.0,13.0,.462,.462,4.9,5.8,.848,1.8,4.8,6.5,1.3,0.6,0.8,1.9,2.0,16.9
52,Horace Grant,PF,25,CHI,17,17,39.2,5.4,9.2,.583,0.0,0.0,,5.4,9.2,.583,.583,2.6,3.5,.733,3.3,4.8,8.1,2.2,0.9,0.4,1.2,2.6,13.3
53,Jeff Grayer,SG,25,MIL,3,0,12.3,1.7,4.3,.385,0.0,0.0,,1.7,4.3,.385,.385,1.7,2.0,.833,1.0,1.0,2.0,2.0,0.3,0.0,1.0,0.7,5.0
54,A.C. Green,PF,27,LAL,19,1,21.1,2.2,5.1,.423,0.2,0.4,.500,1.9,4.7,.416,.443,2.0,2.8,.704,2.4,2.9,5.4,0.5,0.6,0.2,1.0,1.9,6.5
55,Rickey Green,PG,36,PHI,8,8,24.9,3.0,6.9,.436,0.4,0.5,.750,2.6,6.4,.412,.464,1.0,1.1,.889,0.1,1.0,1.1,2.8,0.9,0.0,1.6,1.1,7.4
56,Sidney Green,PF,30,SAS,3,0,3.7,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.7,0.7,1.000,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.0,2.7
57,Dave Greenwood,PF,33,SAS,1,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0
58,Darrell Griffith,SG,32,UTA,3,0,3.0,1.7,2.3,.714,0.0,0.0,,1.7,2.3,.714,.714,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,0.3,0.0,3.3
59,Tim Hardaway,PG,24,GSW,9,9,44.0,10.0,20.6,.486,1.9,5.3,.354,8.1,15.2,.533,.532,3.3,4.2,.789,0.6,3.1,3.7,11.2,3.1,0.8,2.8,2.4,25.2
60,Scott Hastings,PF,30,DET,10,0,3.5,0.3,0.6,.500,0.2,0.4,.500,0.1,0.2,.500,.667,0.0,0.0,,0.2,0.4,0.6,0.3,0.0,0.1,0.1,0.6,0.8
61,Hersey Hawkins,SG,24,PHI,8,8,41.1,5.9,12.6,.465,1.8,3.3,.538,4.1,9.4,.440,.535,7.4,7.9,.937,1.0,4.8,5.8,3.4,2.5,1.3,2.0,3.6,20.9
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Gerald Henderson,PG,35,DET,10,1,4.0,0.4,1.6,.250,0.0,0.3,.000,0.4,1.3,.308,.250,0.0,0.0,,0.1,0.0,0.1,0.6,0.1,0.0,0.0,0.4,0.8
64,Steve Henson,PG,22,MIL,3,0,13.3,2.0,4.0,.500,0.7,1.0,.667,1.3,3.0,.444,.583,1.0,1.3,.750,0.0,1.0,1.0,1.0,0.3,0.0,2.0,1.0,5.7
65,Rod Higgins,SF,31,GSW,9,3,23.8,2.9,6.8,.426,0.9,2.9,.308,2.0,3.9,.514,.492,2.6,3.1,.821,1.0,2.2,3.2,2.0,0.2,0.9,0.8,3.1,9.2
66,Sean Higgins,SF,22,SAS,3,0,4.3,0.0,0.7,.000,0.0,0.0,,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0
67,Tyrone Hill,PF,22,GSW,9,0,8.9,1.0,1.6,.643,0.0,0.1,.000,1.0,1.4,.692,.643,0.4,0.7,.667,0.8,1.8,2.6,0.2,0.3,0.4,0.2,2.8,2.4
68,Craig Hodges,SG,30,CHI,17,0,12.3,1.9,4.6,.423,0.6,1.6,.393,1.3,2.9,.440,.494,0.2,0.2,.750,0.0,0.2,0.2,0.6,0.6,0.0,0.6,1.2,4.7
69,Dave Hoppen,C,26,PHI,3,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.7,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,2.0
70,Dennis Hopson,SF,25,CHI,5,0,3.6,0.4,1.2,.333,0.0,0.0,,0.4,1.2,.333,.333,0.8,1.8,.444,0.4,0.4,0.8,0.2,0.0,0.2,0.2,0.4,1.6
71,Jeff Hornacek,SG,27,PHO,4,4,36.3,5.5,12.8,.431,0.8,1.5,.500,4.8,11.3,.422,.461,6.5,7.0,.929,0.8,5.5,6.3,2.0,0.8,0.5,0.8,3.3,18.3
72,Jay Humphries,PG,28,MIL,3,3,41.0,5.7,10.7,.531,0.7,1.7,.400,5.0,9.0,.556,.563,3.0,3.3,.900,0.7,1.3,2.0,8.3,0.7,0.0,2.0,5.7,15.0
73,Mark Jackson,PG,25,NYK,3,0,12.0,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.0,0.0,,0.0,0.0,0.0,2.7,0.3,0.3,1.7,0.3,0.7
74,Dave Jamerson,SG,23,HOU,2,0,10.5,2.5,6.5,.385,0.0,0.5,.000,2.5,6.0,.417,.385,3.0,3.0,1.000,0.5,1.0,1.5,2.0,0.5,0.0,0.5,2.0,8.0
75,Avery Johnson,PG,25,SAS,3,0,6.3,0.0,1.7,.000,0.0,0.3,.000,0.0,1.3,.000,.000,0.7,0.7,1.000,0.0,0.0,0.0,1.3,0.3,0.0,0.0,1.0,0.7
76,Buck Johnson,SF,27,HOU,3,3,28.7,3.3,9.3,.357,0.0,0.0,,3.3,9.3,.357,.357,1.3,1.3,1.000,1.3,3.3,4.7,2.7,0.7,0.3,1.7,4.3,8.0
77,Eddie Johnson,SG,31,SEA,5,5,34.2,9.2,17.8,.517,0.8,3.0,.267,8.4,14.8,.568,.539,4.8,5.8,.828,2.4,1.8,4.2,1.4,1.4,0.2,1.6,2.6,24.0
78,Kevin Johnson,PG,24,PHO,4,4,36.5,4.0,13.3,.302,0.3,1.8,.143,3.8,11.5,.326,.311,4.5,7.5,.600,0.5,2.8,3.3,9.8,0.5,0.3,3.0,2.3,12.8
79,Magic Johnson*,PG,31,LAL,19,19,43.3,6.2,14.1,.440,1.1,3.7,.296,5.1,10.4,.492,.479,8.3,9.4,.882,1.2,6.9,8.1,12.6,1.2,0.0,4.1,2.3,21.8
80,Vinnie Johnson,SG,34,DET,15,3,29.2,6.8,14.7,.464,0.1,0.9,.154,6.7,13.8,.483,.468,1.5,2.1,.710,2.5,2.6,5.1,2.9,0.7,0.3,1.1,2.2,15.2
81,Michael Jordan*,SG,27,CHI,17,17,40.5,11.6,22.1,.524,0.6,1.5,.385,11.0,20.6,.534,.537,7.4,8.7,.845,1.1,5.3,6.4,8.4,2.4,1.4,2.5,3.1,31.1
82,Shawn Kemp,PF,21,SEA,5,5,29.8,4.4,11.4,.386,0.0,0.2,.000,4.4,11.2,.393,.386,4.4,5.4,.815,2.6,4.6,7.2,1.2,0.6,0.8,3.2,4.0,13.2
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Jerome Kersey,SF,28,POR,16,16,36.8,6.6,14.1,.465,0.0,0.0,,6.6,14.1,.465,.465,4.8,6.3,.752,3.3,3.7,6.9,3.1,1.8,0.4,1.1,4.3,17.9
85,Stacey King,PF,24,CHI,11,0,7.8,0.7,2.5,.296,0.0,0.1,.000,0.7,2.4,.308,.296,0.6,1.0,.636,0.8,1.2,2.0,0.2,0.1,0.1,0.8,1.4,2.1
86,Joe Kleine,C,29,BOS,5,1,6.2,0.8,1.8,.444,0.0,0.0,,0.8,1.8,.444,.444,0.0,0.0,,1.0,1.2,2.2,0.2,0.0,0.0,0.4,1.4,1.6
87,Negele Knight,PG,23,PHO,4,0,14.0,3.3,6.5,.500,0.3,0.8,.333,3.0,5.8,.522,.519,1.3,1.8,.714,0.3,0.8,1.0,2.3,0.3,0.0,1.0,1.8,8.0
88,Jon Koncak,C,27,ATL,5,5,26.6,0.8,2.8,.286,0.0,0.0,,0.8,2.8,.286,.286,0.4,0.4,1.000,0.8,3.8,4.6,1.4,0.4,0.8,0.6,3.4,2.0
89,Larry Krystkowiak,F-C,26,MIL,3,0,8.3,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,.167,0.0,0.0,,0.0,1.0,1.0,0.7,0.3,0.0,0.0,1.0,0.7
90,Bill Laimbeer,C,33,DET,15,15,29.7,4.4,9.9,.446,0.3,1.1,.294,4.1,8.7,.466,.463,1.8,2.1,.871,2.8,5.3,8.1,1.3,0.3,0.8,1.1,3.6,10.9
91,Andrew Lang,C,24,PHO,4,0,13.8,1.5,2.8,.545,0.0,0.0,,1.5,2.8,.545,.545,3.5,4.3,.824,1.0,3.5,4.5,0.3,0.3,0.8,0.5,3.0,6.5
92,Gary Leonard,C,23,ATL,2,0,2.5,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
93,Cliff Levingston,PF,30,CHI,17,0,11.3,1.2,2.4,.512,0.0,0.0,,1.2,2.4,.512,.512,0.2,0.4,.500,1.3,1.1,2.4,0.4,0.6,0.4,0.1,1.6,2.6
94,Reggie Lewis,SG,25,BOS,11,11,42.0,8.6,17.7,.487,0.0,0.4,.000,8.6,17.4,.497,.487,5.1,6.2,.824,1.6,4.5,6.2,2.9,1.1,0.5,1.8,3.0,22.4
95,Alton Lister,C,32,GSW,6,5,12.0,2.0,4.2,.480,0.0,0.0,,2.0,4.2,.480,.480,0.3,0.8,.400,1.2,3.5,4.7,0.3,0.0,1.2,1.3,2.5,4.3
96,Brad Lohaus,PF,26,MIL,3,0,13.7,1.7,5.3,.313,1.0,2.7,.375,0.7,2.7,.250,.406,0.3,0.7,.500,1.3,1.7,3.0,0.3,0.0,0.0,1.0,2.0,4.7
97,Rick Mahorn,C,32,PHI,8,8,26.0,2.5,4.5,.556,0.0,0.0,,2.5,4.5,.556,.556,1.4,1.8,.786,0.9,4.4,5.3,1.8,0.3,0.5,1.0,3.1,6.4
98,Dan Majerle,SF,25,PHO,4,0,27.5,3.0,8.0,.375,1.0,2.8,.364,2.0,5.3,.381,.438,3.5,4.8,.737,1.5,2.3,3.8,1.8,1.3,0.3,0.5,3.0,10.5
99,Jeff Malone,SG,29,UTA,9,9,39.0,7.9,16.0,.493,0.0,0.2,.000,7.9,15.8,.500,.493,4.9,5.3,.917,0.8,3.1,3.9,3.2,1.0,0.1,1.3,2.4,20.7
100,Karl Malone*,PF,27,UTA,9,9,42.6,10.6,23.2,.455,0.0,0.9,.000,10.6,22.3,.473,.455,8.6,10.1,.846,2.6,10.8,13.3,3.2,1.0,1.2,2.9,3.9,29.7
101,Moses Malone*,C,35,ATL,5,0,16.8,0.8,4.0,.200,0.0,0.0,,0.8,4.0,.200,.200,2.6,2.8,.929,3.2,3.0,6.2,0.6,0.4,0.2,0.4,0.8,4.2
102,Šarūnas Marčiulionis*,SG,26,GSW,9,0,22.9,4.7,9.3,.500,0.0,0.1,.000,4.7,9.2,.506,.500,3.9,4.3,.897,0.9,1.7,2.6,3.0,1.2,0.1,1.6,2.3,13.2
103,Tony Massenburg,PF,23,SAS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Vernon Maxwell,SG,25,HOU,3,3,37.7,7.7,18.7,.411,3.0,9.0,.333,4.7,9.7,.483,.491,0.3,0.7,.500,0.3,2.3,2.7,3.0,0.7,0.3,2.3,2.7,18.7
106,Tim McCormick,C,28,ATL,2,0,6.5,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,1.0,1.5,.667,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,3.0
107,Xavier McDaniel,SF,27,PHO,4,4,25.3,4.3,10.3,.415,0.0,0.3,.000,4.3,10.0,.425,.415,1.0,1.5,.667,1.0,2.8,3.8,1.3,0.0,0.5,2.5,2.5,9.5
108,Kevin McHale*,PF,33,BOS,11,1,34.2,7.1,13.5,.527,0.5,1.0,.545,6.5,12.5,.526,.547,6.0,7.3,.825,1.6,4.9,6.5,1.8,0.5,1.3,1.3,3.8,20.7
109,Derrick McKey,SF,24,SEA,4,0,28.5,4.0,7.0,.571,0.0,0.3,.000,4.0,6.8,.593,.571,1.5,2.8,.545,1.8,4.0,5.8,2.0,0.8,0.0,1.5,3.3,9.5
110,Nate McMillan,SG,26,SEA,5,0,19.0,1.2,4.6,.261,0.0,0.4,.000,1.2,4.2,.286,.261,0.4,0.8,.500,1.2,2.4,3.6,4.4,1.2,0.2,0.6,3.0,2.8
111,Scott Meents,PF,27,SEA,2,0,4.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.5,.000,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,2.0
112,Reggie Miller*,SG,25,IND,5,5,38.6,6.8,14.0,.486,1.6,3.8,.421,5.2,10.2,.510,.543,6.4,7.4,.865,1.0,2.2,3.2,2.8,1.6,0.4,2.4,2.8,21.6
113,Paul Mokeski,C,34,GSW,3,0,2.7,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.7,0.7,0.3,0.3,0.0,0.3,1.3,0.7
114,Sidney Moncrief*,SG,33,ATL,5,0,18.2,2.2,4.4,.500,0.2,1.2,.167,2.0,3.2,.625,.523,2.6,3.2,.813,1.2,2.0,3.2,0.4,0.6,0.0,0.6,3.2,7.2
115,Chris Mullin*,SF,27,GSW,8,8,45.8,8.6,16.4,.527,1.1,1.6,.692,7.5,14.8,.508,.561,5.4,6.3,.860,1.1,6.1,7.3,2.9,1.9,1.5,3.1,2.9,23.8
116,Jerrod Mustaf,PF,21,NYK,3,0,7.3,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,1.3,1.7,.800,1.0,0.7,1.7,0.0,0.0,0.3,0.3,0.7,4.0
117,Ed Nealy,PF,30,PHO,2,0,10.0,0.5,2.5,.200,0.0,0.5,.000,0.5,2.0,.250,.200,0.0,0.0,,1.0,1.5,2.5,0.0,0.0,0.0,0.5,1.0,1.0
118,Charles Oakley,PF,27,NYK,3,3,33.3,3.3,7.0,.476,0.0,0.0,,3.3,7.0,.476,.476,1.0,2.0,.500,5.0,5.3,10.3,1.0,0.7,0.3,2.3,4.3,7.7
119,Hakeem Olajuwon*,C,28,HOU,3,3,43.0,8.7,15.0,.578,0.0,0.3,.000,8.7,14.7,.591,.578,4.7,5.7,.824,4.0,10.7,14.7,2.0,1.3,2.7,2.7,3.7,22.0
120,Brian Oliver,SG,22,PHI,4,0,3.8,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.5,0.5,1.000,0.0,0.0,0.0,0.3,0.3,0.0,0.0,1.0,1.5
121,Walter Palmer,C,22,UTA,2,0,3.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.5,1.0
122,Robert Parish*,C,37,BOS,10,10,29.6,5.8,9.7,.598,0.0,0.0,,5.8,9.7,.598,.598,4.2,6.1,.689,3.3,5.9,9.2,0.6,0.8,0.7,1.6,3.4,15.8
123,John Paxson,PG,30,CHI,17,17,28.6,3.6,6.9,.530,0.1,0.8,.143,3.5,6.1,.583,.538,0.8,0.8,1.000,0.1,1.2,1.4,3.1,0.6,0.0,0.4,1.9,8.2
124,Gary Payton*,PG,22,SEA,5,5,27.0,2.2,5.4,.407,0.0,0.2,.000,2.2,5.2,.423,.407,0.4,0.4,1.000,1.0,1.6,2.6,6.4,1.6,0.2,1.8,3.2,4.8
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Will Perdue,C,25,CHI,17,0,11.6,1.7,3.1,.547,0.0,0.0,,1.7,3.1,.547,.547,0.7,1.3,.545,1.9,1.9,3.8,0.2,0.1,0.5,0.8,2.4,4.1
127,Sam Perkins,PF,29,LAL,19,19,39.6,6.4,11.6,.548,0.6,1.6,.367,5.8,10.1,.576,.572,4.4,5.7,.761,2.2,6.1,8.3,1.7,0.8,1.4,1.9,3.6,17.7
128,Chuck Person,SF,26,IND,5,5,38.4,9.6,18.0,.533,3.4,6.2,.548,6.2,11.8,.525,.628,3.4,4.2,.810,0.6,5.0,5.6,3.2,1.0,0.0,2.4,3.0,26.0
129,Jim Petersen,C,28,GSW,9,4,13.0,1.3,1.9,.706,0.0,0.0,,1.3,1.9,.706,.706,0.6,0.9,.625,0.4,2.6,3.0,0.3,0.2,0.4,0.2,3.9,3.2
