,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
14,David Benoit,SF,24,UTA,5,5,27.2,2.6,8.2,.317,0.4,1.8,.222,2.2,6.4,.344,.341,1.8,2.6,.692,1.4,3.4,4.8,1.0,0.6,1.2,0.4,3.4,7.4
15,Rolando Blackman,SG,33,NYK,15,0,14.3,1.5,4.3,.344,0.3,1.0,.267,1.2,3.3,.367,.375,1.0,1.2,.833,0.3,0.9,1.1,1.1,0.2,0.1,1.4,1.5,4.2
16,Mookie Blaylock,PG,25,ATL,3,3,33.0,3.0,8.3,.360,1.3,4.0,.333,1.7,4.3,.385,.440,1.7,2.0,.833,0.7,3.7,4.3,4.3,1.0,1.3,3.7,3.0,9.0
17,Muggsy Bogues,PG,28,CHH,9,9,38.4,4.3,9.1,.476,0.0,0.2,.000,4.3,8.9,.488,.476,1.1,1.6,.714,0.7,3.3,4.0,7.8,2.7,0.0,1.9,2.3,9.8
18,Sam Bowie,C,31,NJN,3,3,23.7,1.3,3.0,.444,0.0,0.0,,1.3,3.0,.444,.444,0.7,0.7,1.000,0.7,3.3,4.0,0.7,2.0,0.3,1.3,3.0,3.3
19,Terrell Brandon,PG,22,CLE,8,0,16.5,2.5,5.8,.435,0.3,0.6,.400,2.3,5.1,.439,.457,1.1,1.1,1.000,0.5,1.6,2.1,2.1,0.9,0.4,1.8,0.8,6.4
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Randy Breuer,C,32,ATL,1,0,17.0,1.0,4.0,.250,0.0,0.0,,1.0,4.0,.250,.250,0.0,0.0,,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0
22,Scott Brooks,PG,27,HOU,12,0,16.4,1.3,3.5,.381,0.4,1.1,.385,0.9,2.4,.379,.440,0.8,1.1,.769,0.1,0.8,0.8,2.6,0.8,0.0,1.1,1.8,3.9
23,Chucky Brown,SF,24,NJN,4,0,15.5,2.3,5.5,.409,0.0,0.0,,2.3,5.5,.409,.409,1.5,1.8,.857,0.8,1.5,2.3,0.3,0.8,0.8,0.5,0.5,6.0
24,Dee Brown,PG,24,BOS,4,3,33.3,3.8,10.3,.366,0.3,1.8,.143,3.5,8.5,.412,.378,3.5,3.5,1.000,0.5,1.0,1.5,3.8,0.5,1.0,1.5,2.8,11.3
25,Mike Brown,C,29,UTA,5,0,18.6,2.6,5.0,.520,0.0,0.0,,2.6,5.0,.520,.520,1.4,2.2,.636,0.8,2.4,3.2,0.4,0.0,0.2,1.0,1.8,6.6
26,Mark Bryant,C,27,POR,4,4,20.8,4.3,9.3,.459,0.0,0.0,,4.3,9.3,.459,.459,1.3,1.3,1.000,2.5,2.0,4.5,0.0,0.0,0.8,1.5,3.5,9.8
27,Matt Bullard,PF,25,HOU,12,0,14.1,1.7,3.5,.476,1.3,2.3,.536,0.4,1.2,.357,.655,0.5,0.5,1.000,0.3,1.6,1.9,1.1,0.3,0.4,0.8,0.9,5.1
28,Michael Cage,C,31,SEA,19,2,19.9,2.2,4.2,.525,0.0,0.0,,2.2,4.2,.525,.525,0.4,0.9,.389,2.5,3.4,5.8,0.5,0.7,0.4,0.8,2.3,4.8
29,Elden Campbell,PF,24,LAL,5,5,35.6,5.8,13.8,.420,0.0,0.0,,5.8,13.8,.420,.420,2.4,4.8,.500,3.4,5.0,8.4,1.4,1.2,2.4,2.4,3.0,14.0
30,Tony Campbell,SF,30,NYK,2,0,16.5,2.0,5.0,.400,0.0,0.5,.000,2.0,4.5,.444,.400,3.0,4.0,.750,1.0,1.0,2.0,1.0,0.5,0.0,1.5,3.5,7.0
31,Antoine Carr,PF,31,SAS,8,8,21.4,4.9,9.3,.527,0.0,0.0,,4.9,9.3,.527,.527,0.8,1.3,.600,1.6,3.1,4.8,1.1,0.4,1.1,0.9,3.5,10.5
32,Bill Cartwright,C,35,CHI,19,19,23.4,2.4,5.2,.465,0.0,0.0,,2.4,5.2,.465,.465,1.5,1.9,.778,1.5,3.0,4.5,1.5,0.6,0.2,0.7,2.7,6.3
33,Cedric Ceballos,SF,23,PHO,16,3,11.6,2.5,4.4,.571,0.0,0.0,,2.5,4.4,.571,.571,1.0,1.4,.727,0.8,1.5,2.3,0.8,0.3,0.4,0.3,0.8,6.0
34,Tom Chambers,PF,33,PHO,24,1,15.7,2.7,6.9,.388,0.1,0.2,.400,2.6,6.7,.388,.394,1.8,2.3,.815,1.0,1.8,2.7,0.5,0.3,0.4,1.1,2.4,7.3
35,Maurice Cheeks*,PG,36,NJN,5,0,16.4,2.2,4.6,.478,0.0,0.0,,2.2,4.6,.478,.478,0.0,0.2,.000,0.6,0.6,1.2,2.8,1.2,0.2,1.4,0.6,4.4
36,Doug Christie,SG,22,LAL,5,0,7.8,0.8,2.2,.364,0.2,0.6,.333,0.6,1.6,.375,.409,0.0,0.0,,0.2,0.6,0.8,1.2,0.4,0.4,0.8,1.0,1.8
37,Derrick Coleman,PF,25,NJN,5,5,45.0,10.0,18.8,.532,1.0,2.4,.417,9.0,16.4,.549,.559,5.8,7.2,.806,2.6,10.8,13.4,4.6,1.2,2.6,2.6,3.6,26.8
38,Lester Conner,PG,33,LAC,5,0,12.8,1.8,2.4,.750,0.2,0.2,1.000,1.6,2.2,.727,.792,0.4,0.4,1.000,0.6,0.8,1.4,2.0,0.6,0.2,0.0,1.0,4.2
39,Duane Cooper,PG,23,LAL,2,0,2.0,0.0,3.0,.000,0.0,1.5,.000,0.0,1.5,.000,.000,0.0,0.0,,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
40,Tyrone Corbin,SF,30,UTA,5,0,32.2,4.8,10.0,.480,0.0,0.0,,4.8,10.0,.480,.480,2.2,3.4,.647,3.2,4.4,7.6,1.8,0.6,0.2,1.4,3.0,11.8
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,John Crotty,PG,23,UTA,1,0,3.0,2.0,2.0,1.000,0.0,0.0,,2.0,2.0,1.000,1.000,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
43,Terry Cummings,PF,31,SAS,10,0,13.8,3.1,7.0,.443,0.0,0.1,.000,3.1,6.9,.449,.443,0.5,0.8,.625,1.7,2.2,3.9,0.5,0.3,0.1,0.8,2.7,6.7
44,Dell Curry,SG,28,CHH,9,0,24.7,4.7,10.8,.433,0.7,2.3,.286,4.0,8.4,.474,.464,1.0,1.2,.818,1.2,2.3,3.6,2.0,1.4,0.0,1.4,2.1,11.0
45,Lloyd Daniels,SG,25,SAS,8,0,9.3,1.4,3.8,.367,0.1,0.9,.143,1.3,2.9,.435,.383,0.6,0.8,.833,1.1,0.8,1.9,0.3,0.4,0.0,0.6,1.0,3.5
46,Brad Daugherty,C,27,CLE,9,9,39.6,7.1,12.8,.557,0.0,0.0,,7.1,12.8,.557,.557,4.4,5.6,.800,2.9,8.8,11.7,3.4,0.7,0.8,2.9,2.8,18.7
47,Dale Davis,PF,23,IND,4,4,29.3,2.0,3.0,.667,0.0,0.0,,2.0,3.0,.667,.667,0.3,1.0,.250,1.0,7.0,8.0,1.0,1.0,1.0,0.8,3.8,4.3
48,Hubert Davis,SG,22,NYK,7,0,13.7,2.0,3.6,.560,0.1,0.3,.500,1.9,3.3,.565,.580,0.3,0.4,.667,0.1,0.7,0.9,0.7,0.9,0.0,1.3,1.1,4.4
49,Vinny Del Negro,PG,26,SAS,8,0,14.0,2.1,4.8,.447,0.3,1.1,.222,1.9,3.6,.517,.474,0.5,0.5,1.000,0.8,1.6,2.4,3.0,0.1,0.1,0.4,1.6,5.0
50,Vlade Divac*,C,24,LAL,5,5,33.4,7.4,14.8,.500,0.8,1.8,.444,6.6,13.0,.508,.527,2.4,4.4,.545,3.4,6.0,9.4,5.6,1.2,2.4,2.2,4.4,18.0
51,James Donaldson,C,35,UTA,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Sherman Douglas,PG,26,BOS,4,4,41.5,4.3,11.3,.378,0.0,0.8,.000,4.3,10.5,.405,.378,2.5,3.8,.667,3.0,3.5,6.5,9.5,1.0,0.0,3.0,2.5,11.0
53,Greg Dreiling,C,30,IND,2,0,2.0,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.5
54,Clyde Drexler*,SG,30,POR,3,3,38.7,6.0,14.3,.419,1.7,4.0,.417,4.3,10.3,.419,.477,5.3,6.7,.800,2.7,3.7,6.3,4.7,1.7,1.0,1.0,3.0,19.0
55,Kevin Duckworth,C,28,POR,4,0,14.5,1.8,5.3,.333,0.0,0.0,,1.8,5.3,.333,.333,1.0,1.0,1.000,1.0,2.3,3.3,0.8,0.0,0.3,1.5,3.0,4.5
56,Richard Dumas,SF,23,PHO,23,20,21.7,4.7,8.9,.525,0.0,0.1,.000,4.7,8.8,.530,.525,1.6,2.1,.755,1.6,1.3,2.8,1.0,0.9,0.6,1.2,2.3,10.9
57,Mark Eaton,C,36,UTA,5,5,23.4,2.0,3.8,.526,0.0,0.0,,2.0,3.8,.526,.526,0.4,0.8,.500,3.2,3.4,6.6,0.4,0.0,1.8,0.4,1.8,4.4
58,James Edwards,C,37,LAL,3,0,4.7,1.0,1.3,.750,0.0,0.0,,1.0,1.3,.750,.750,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.7,2.0
59,Craig Ehlo,SG,31,CLE,9,9,32.1,4.2,10.1,.418,1.1,2.9,.385,3.1,7.2,.431,.473,1.3,1.7,.800,1.1,2.3,3.4,2.8,1.3,0.4,1.9,2.1,10.9
60,Mario Elie,SF,29,POR,4,0,13.0,1.3,2.5,.500,0.5,0.5,1.000,0.8,2.0,.375,.600,2.0,2.3,.889,0.5,1.0,1.5,1.0,0.5,0.3,1.3,0.3,5.0
61,Sean Elliott,SF,24,SAS,10,10,38.1,5.9,12.5,.472,0.3,1.4,.214,5.6,11.1,.505,.484,3.7,4.0,.925,0.8,4.0,4.8,3.6,0.8,0.3,2.2,2.2,15.8
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Dale Ellis,SG,32,SAS,10,10,30.5,5.1,11.3,.451,1.0,3.2,.313,4.1,8.1,.506,.496,1.3,1.6,.813,0.9,2.6,3.5,1.1,0.4,0.0,1.0,2.5,12.5
64,Patrick Ewing*,C,30,NYK,15,15,40.3,11.0,21.5,.512,0.1,0.1,1.000,10.9,21.4,.511,.514,3.4,5.3,.638,2.9,8.1,10.9,2.4,1.1,2.1,2.6,4.0,25.5
65,Duane Ferrell,SF,27,ATL,3,0,18.0,4.7,7.7,.609,0.3,1.0,.333,4.3,6.7,.650,.630,1.3,1.7,.800,0.3,1.3,1.7,0.3,0.0,0.0,1.3,2.0,11.0
66,Danny Ferry,PF,26,CLE,8,0,14.8,1.6,4.3,.382,0.5,1.1,.444,1.1,3.1,.360,.441,1.1,1.3,.900,0.5,2.6,3.1,1.8,0.5,0.4,0.9,1.8,4.9
67,Vern Fleming,PG,30,IND,3,3,26.7,4.0,9.0,.444,0.7,1.3,.500,3.3,7.7,.435,.481,1.3,1.3,1.000,0.3,1.3,1.7,1.0,0.7,0.3,1.7,2.0,10.0
68,Sleepy Floyd,PG,32,HOU,7,0,8.6,0.9,2.7,.316,0.1,0.4,.333,0.7,2.3,.313,.342,1.0,1.4,.700,0.1,0.4,0.6,1.1,0.3,0.0,1.3,0.3,2.9
69,Greg Foster,PF,24,ATL,1,0,5.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,3.0,4.0,.750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
70,Rick Fox,SF,23,BOS,4,0,17.8,1.8,6.3,.280,0.3,0.8,.333,1.5,5.5,.273,.300,0.5,0.5,1.000,2.0,2.8,4.8,1.3,0.5,0.3,1.0,1.8,4.3
71,Kevin Gamble,SF,27,BOS,4,4,35.5,5.8,10.5,.548,1.3,3.0,.417,4.5,7.5,.600,.607,1.0,1.0,1.000,0.8,1.5,2.3,2.5,1.5,0.3,1.3,2.8,13.8
72,Winston Garland,PG,28,HOU,12,5,20.5,2.5,6.2,.405,0.0,0.1,.000,2.5,6.1,.411,.405,1.4,1.4,1.000,0.5,2.3,2.8,2.6,1.3,0.0,1.8,2.3,6.4
73,Kenny Gattison,PF,28,CHH,9,0,20.8,2.4,5.1,.478,0.0,0.0,,2.4,5.1,.478,.478,1.0,2.3,.429,2.1,2.2,4.3,1.2,0.6,0.1,0.8,2.0,5.9
74,Tate George,PG,24,NJN,2,0,11.0,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,0.0,0.0,,0.5,1.0,1.5,3.0,0.5,0.0,0.5,0.5,2.0
75,Kendall Gill,SG,24,CHH,9,9,39.2,7.2,18.0,.401,0.1,0.7,.167,7.1,17.3,.410,.404,2.8,3.9,.714,2.9,2.2,5.1,2.9,2.3,0.7,2.1,3.2,17.3
76,Mike Gminski,C,33,CHH,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
77,Paul Graham,SG,25,ATL,2,0,13.5,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.5,1.0,1.5,1.0,2.0,0.0,1.0,1.0,2.0
78,Gary Grant,PG,27,LAC,5,0,20.2,2.0,6.2,.323,0.0,0.0,,2.0,6.2,.323,.323,0.2,0.4,.500,0.2,0.2,0.4,4.6,0.6,0.0,1.4,2.6,4.2
79,Horace Grant,PF,27,CHI,19,19,34.3,4.4,8.0,.546,0.0,0.0,,4.4,8.0,.546,.546,1.9,2.8,.685,3.2,5.0,8.2,2.3,1.2,1.2,0.9,3.2,10.7
80,A.C. Green,PF,29,LAL,5,5,44.0,3.6,8.4,.429,0.0,1.0,.000,3.6,7.4,.486,.429,2.6,4.2,.619,5.2,9.4,14.6,2.6,1.4,0.6,1.8,2.8,9.8
81,Sidney Green,PF,32,CHH,9,0,8.7,0.8,2.0,.389,0.0,0.0,,0.8,2.0,.389,.389,0.1,0.3,.333,0.9,2.3,3.2,0.1,0.1,0.1,0.2,1.7,1.7
82,Jay Guidinger,C,23,CLE,4,0,3.8,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.5,.000,0.3,0.0,0.3,0.0,0.0,0.3,0.5,0.3,0.5
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Ron Harper,SG,29,LAC,5,5,34.8,7.4,15.6,.474,1.0,2.0,.500,6.4,13.6,.471,.506,2.2,3.4,.647,0.8,3.2,4.0,3.2,3.0,2.0,2.2,1.4,18.0
85,Steve Henson,PG,24,ATL,3,0,15.7,1.0,3.0,.333,0.7,1.7,.400,0.3,1.3,.250,.444,0.0,0.0,,0.3,1.0,1.3,1.7,1.3,0.0,0.7,1.3,2.7
86,Carl Herrera,PF,26,HOU,12,0,16.3,1.8,4.8,.386,0.0,0.2,.000,1.8,4.6,.400,.386,1.0,1.7,.600,1.3,2.4,3.8,0.6,0.3,0.2,0.9,3.0,4.7
87,Robert Horry,SF,22,HOU,12,12,31.2,3.9,8.4,.465,0.8,2.5,.300,3.2,5.9,.535,.510,1.7,2.3,.741,1.2,4.0,5.2,3.2,1.5,1.3,2.3,2.5,10.3
88,Jay Humphries,SG,30,UTA,5,0,23.0,2.2,6.6,.333,0.4,1.6,.250,1.8,5.0,.360,.364,0.4,0.8,.500,1.0,1.0,2.0,3.4,0.6,0.6,1.2,1.6,5.2
89,Jaren Jackson,SG,25,LAC,4,0,7.0,1.3,3.3,.385,0.0,0.3,.000,1.3,3.0,.417,.385,0.0,0.0,,1.0,0.3,1.3,0.5,0.5,0.0,0.8,1.5,2.5
90,Mark Jackson,PG,27,LAC,5,5,37.6,5.6,12.8,.438,0.2,0.4,.500,5.4,12.4,.435,.445,3.8,4.4,.864,1.6,4.2,5.8,7.6,1.6,0.2,2.6,1.6,15.2
91,Avery Johnson,PG,27,SAS,10,10,31.4,3.6,7.0,.514,0.0,0.1,.000,3.6,6.9,.522,.514,1.0,1.4,.714,0.8,2.3,3.1,8.1,1.0,0.1,2.3,2.7,8.2
92,Eddie Johnson,SF,33,SEA,19,0,20.1,4.3,11.1,.390,0.6,1.9,.333,3.7,9.2,.402,.419,1.5,1.6,.935,0.9,1.5,2.4,0.9,0.2,0.1,1.0,2.3,10.8
93,Frank Johnson,PG,34,PHO,22,0,7.8,1.0,2.3,.440,0.0,0.1,.333,1.0,2.1,.447,.450,1.1,1.3,.862,0.1,0.4,0.5,0.8,0.3,0.0,0.3,1.2,3.2
94,Kevin Johnson,PG,26,PHO,23,23,39.7,6.2,13.0,.480,0.0,0.1,.000,6.2,12.8,.485,.480,5.4,6.8,.795,0.4,2.3,2.7,7.9,1.5,0.6,3.7,2.5,17.8
95,Larry Johnson,PF,23,CHH,9,9,38.7,7.6,13.6,.557,0.1,0.4,.250,7.4,13.1,.568,.561,4.6,5.8,.788,2.1,4.8,6.9,3.3,0.6,0.2,2.1,3.0,19.8
96,Michael Jordan*,SG,29,CHI,19,19,41.2,13.2,27.8,.475,1.5,3.8,.389,11.7,24.0,.489,.502,7.2,8.9,.805,1.7,5.1,6.7,6.0,2.1,0.9,2.4,3.1,35.1
97,Adam Keefe,PF,22,ATL,3,0,17.7,2.3,4.3,.538,0.0,0.0,,2.3,4.3,.538,.538,1.3,2.0,.667,1.3,3.0,4.3,2.0,0.3,0.0,1.0,2.3,6.0
98,Shawn Kemp,PF,23,SEA,19,19,34.9,5.8,11.3,.512,0.0,0.0,,5.8,11.3,.512,.512,4.9,6.1,.809,4.2,5.8,10.0,2.6,1.5,2.1,2.8,4.1,16.5
99,Jerome Kersey,SF,30,POR,4,1,24.5,5.5,10.5,.524,0.3,0.3,1.000,5.3,10.3,.512,.536,3.0,4.3,.706,2.5,6.0,8.5,1.0,1.0,0.5,0.5,3.8,14.3
100,Bernard King*,SF,36,NJN,3,1,8.0,1.3,2.3,.571,0.0,0.0,,1.3,2.3,.571,.571,0.0,0.0,,0.3,0.0,0.3,0.0,0.3,0.0,0.3,1.0,2.7
101,Stacey King,C,26,CHI,19,0,12.1,1.4,3.5,.394,0.0,0.0,,1.4,3.5,.394,.394,1.3,1.6,.806,1.1,1.1,2.1,0.7,0.5,0.2,0.7,2.0,4.1
102,Joe Kleine,C,31,BOS,4,0,7.3,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.0,1.3,1.3,0.0,0.0,0.3,0.0,1.0,1.5
103,Negele Knight,PG,25,PHO,9,1,3.8,1.0,1.8,.563,0.0,0.0,,1.0,1.8,.563,.563,0.0,0.0,,0.1,0.2,0.3,0.8,0.0,0.1,0.3,0.1,2.0
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Jon Koncak,C,29,ATL,3,3,29.7,0.3,3.3,.100,0.0,0.0,,0.3,3.3,.100,.100,0.3,0.7,.500,2.7,5.3,8.0,1.3,1.0,1.7,0.7,3.0,1.0
106,Larry Krystkowiak,PF,28,UTA,1,0,8.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
107,Reggie Lewis,SG,27,BOS,1,1,13.0,7.0,11.0,.636,0.0,1.0,.000,7.0,10.0,.700,.636,3.0,4.0,.750,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,17.0
108,Kevin Lynch,SG,24,CHH,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
109,Rick Mahorn,PF,34,NJN,4,2,15.8,1.0,2.5,.400,0.0,0.0,,1.0,2.5,.400,.400,0.0,0.0,,1.0,2.3,3.3,0.8,0.0,0.5,0.3,2.3,2.0
110,Dan Majerle,SG,27,PHO,24,24,44.6,5.6,13.0,.431,2.3,5.7,.394,3.3,7.3,.460,.518,2.0,2.9,.696,1.2,4.6,5.8,3.7,1.4,1.2,1.3,2.4,15.4
111,Jeff Malone,SG,31,UTA,5,5,30.0,5.8,13.0,.446,0.0,0.0,,5.8,13.0,.446,.446,1.8,2.6,.692,0.6,2.6,3.2,0.6,0.6,0.2,1.8,2.2,13.4
112,Karl Malone*,PF,29,UTA,5,5,43.2,8.8,19.4,.454,0.2,0.4,.500,8.6,19.0,.453,.459,6.2,7.6,.816,2.4,8.0,10.4,2.0,1.2,0.4,4.0,4.2,24.0
113,Danny Manning,PF,26,LAC,5,5,34.2,7.0,17.0,.412,0.0,0.4,.000,7.0,16.6,.422,.412,4.2,5.2,.808,2.4,4.8,7.2,1.6,1.4,1.0,2.6,3.8,18.2
114,Anthony Mason,PF,26,NYK,15,0,34.0,4.8,8.1,.590,0.0,0.0,,4.8,8.1,.590,.590,2.9,4.5,.632,3.7,3.6,7.3,2.7,0.7,0.4,1.5,3.3,12.5
115,Vernon Maxwell,SG,27,HOU,9,7,34.2,5.2,13.0,.402,1.2,5.1,.239,4.0,7.9,.507,.449,2.3,2.7,.875,0.3,2.1,2.4,3.6,1.2,0.2,1.9,1.9,14.0
116,Travis Mays,PG,24,ATL,1,0,20.0,2.0,4.0,.500,0.0,1.0,.000,2.0,3.0,.667,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,4.0
117,George McCloud,SF,25,IND,4,0,19.8,2.0,5.8,.348,0.5,3.0,.167,1.5,2.8,.545,.391,0.3,1.0,.250,0.8,2.0,2.8,3.5,1.0,0.3,1.3,3.5,4.8
118,Rodney McCray,SF,31,CHI,7,0,5.6,0.1,0.9,.167,0.0,0.0,,0.1,0.9,.167,.167,0.0,0.0,,0.3,1.6,1.9,0.7,0.0,0.1,0.6,0.6,0.3
119,Xavier McDaniel,PF,29,BOS,4,0,31.5,5.5,13.3,.415,0.0,0.5,.000,5.5,12.8,.431,.415,1.5,2.3,.667,1.5,3.0,4.5,2.3,0.3,0.8,1.8,4.0,12.5
120,Kevin McHale*,PF,35,BOS,4,0,28.3,8.0,13.8,.582,0.0,0.0,,8.0,13.8,.582,.582,3.0,3.5,.857,2.3,5.0,7.3,0.8,0.5,1.8,1.3,1.5,19.0
121,Derrick McKey,SF,26,SEA,19,17,34.1,4.4,8.3,.525,0.1,0.3,.400,4.3,8.1,.529,.532,2.4,3.6,.667,2.7,2.5,5.2,3.7,0.6,0.9,1.9,2.7,11.3
122,Nate McMillan,PG,28,SEA,19,2,21.8,1.8,5.4,.340,0.3,1.3,.208,1.6,4.2,.380,.364,0.8,1.6,.533,1.1,2.4,3.5,5.4,2.1,0.6,1.3,2.8,4.8
123,Oliver Miller,C,22,PHO,24,0,21.4,3.0,5.0,.587,0.0,0.1,.000,3.0,5.0,.597,.587,1.3,2.3,.564,1.4,3.8,5.2,2.1,0.9,2.5,1.8,3.2,7.2
124,Reggie Miller*,SG,27,IND,4,4,43.8,10.0,18.8,.533,2.5,4.8,.526,7.5,14.0,.536,.600,9.0,9.5,.947,1.0,2.0,3.0,2.8,0.8,0.0,2.5,2.8,31.5
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Sam Mitchell,SF,29,IND,4,0,6.3,1.3,2.0,.625,0.0,0.0,,1.3,2.0,.625,.625,0.5,0.5,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.5,1.0,3.0
127,Chris Morris,SF,27,NJN,5,4,32.6,6.8,12.2,.557,1.2,3.2,.375,5.6,9.0,.622,.607,2.2,2.4,.917,2.6,3.8,6.4,1.4,1.6,1.2,0.6,1.6,17.0
128,Alonzo Mourning*,C,22,CHH,9,9,40.8,7.9,16.4,.480,0.0,0.2,.000,7.9,16.2,.486,.480,8.0,10.3,.774,3.1,6.8,9.9,1.4,0.7,3.4,4.1,4.1,23.8
129,Jerrod Mustaf,PF,23,PHO,7,0,1.4,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.1,0.0,0.0,0.9
