,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Cory Alexander,PG,22,SAS,9,0,7.8,1.1,2.7,.417,0.1,0.6,.200,1.0,2.1,.474,.438,0.6,0.8,.714,0.4,0.6,1.0,1.0,0.2,0.0,0.7,0.9,2.9
1,John Amaechi,PF,25,CLE,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Greg Anderson,PF,31,SAS,6,0,5.7,0.0,0.8,.000,0.0,0.0,,0.0,0.8,.000,.000,0.2,0.3,.500,0.3,1.2,1.5,0.0,0.3,0.2,0.7,0.8,0.2
3,Nick Anderson,SG,28,ORL,11,11,38.0,5.0,11.5,.433,1.6,5.7,.286,3.4,5.8,.578,.504,2.5,4.1,.622,1.5,3.5,5.0,1.9,1.9,0.5,1.9,2.0,14.2
4,Willie Anderson,SG,29,NYK,4,0,16.0,1.8,5.5,.318,0.3,1.5,.167,1.5,4.0,.375,.341,1.5,1.8,.857,0.5,1.8,2.3,0.3,1.0,0.0,1.5,2.5,5.3
5,Vincent Askew,SG,29,SEA,19,0,18.2,1.3,3.7,.343,0.3,1.2,.261,0.9,2.5,.383,.386,0.9,1.5,.607,0.3,1.9,2.2,1.4,0.7,0.4,1.5,2.6,3.7
6,Keith Askins,SF,28,MIA,3,0,16.0,1.3,3.7,.364,0.7,2.0,.333,0.7,1.7,.400,.455,1.0,1.0,1.000,1.0,1.7,2.7,0.7,0.3,0.0,1.3,3.0,4.3
7,Stacey Augmon,SF,27,ATL,10,10,31.4,3.5,7.2,.486,0.0,0.1,.000,3.5,7.1,.493,.486,3.3,4.0,.825,0.9,2.7,3.6,2.7,1.1,0.6,1.7,2.6,10.3
8,Charles Barkley*,PF,32,PHO,4,4,41.0,7.8,17.5,.443,0.8,3.0,.250,7.0,14.5,.483,.464,9.3,11.8,.787,4.5,9.0,13.5,3.8,1.0,1.0,1.5,3.8,25.5
9,Mario Bennett,SF,22,PHO,2,0,4.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,2.0
10,David Benoit,SF,27,UTA,14,5,18.5,2.4,5.0,.471,1.0,2.0,.500,1.4,3.0,.452,.571,0.5,0.6,.778,0.4,2.2,2.6,0.5,0.1,0.2,1.0,1.2,6.2
11,Travis Best,PG,23,IND,5,0,16.8,2.2,4.4,.500,0.2,1.2,.167,2.0,3.2,.625,.523,1.2,1.4,.857,0.6,1.6,2.2,1.8,1.2,0.0,2.0,2.0,5.8
12,Mookie Blaylock,PG,28,ATL,10,10,42.6,6.1,14.5,.421,3.3,8.4,.393,2.8,6.1,.459,.534,1.6,2.4,.667,1.3,3.0,4.3,6.4,2.2,0.8,2.9,1.5,17.1
13,Anthony Bonner,PF,27,ORL,4,0,4.0,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.3,0.5,.500,0.5,0.0,0.5,0.3,0.0,0.0,0.0,0.8,0.8
14,Anthony Bowie,SG,32,ORL,12,1,12.7,1.1,2.3,.481,0.0,0.0,,1.1,2.3,.481,.481,0.3,0.3,1.000,0.3,1.2,1.4,1.2,0.3,0.2,0.4,1.3,2.5
15,Donnie Boyce,SG,22,ATL,1,0,2.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Terrell Brandon,PG,25,CLE,3,3,41.7,7.0,15.7,.447,1.0,3.0,.333,6.0,12.7,.474,.479,4.3,5.0,.867,0.3,2.7,3.0,8.0,1.3,0.3,3.7,3.3,19.3
17,Frank Brickowski,C,36,SEA,21,3,9.8,0.8,1.8,.421,0.3,1.0,.273,0.5,0.8,.625,.500,0.1,0.2,.750,0.1,1.3,1.4,0.5,0.3,0.2,1.0,2.6,2.0
18,Chucky Brown,PF,27,HOU,8,8,21.0,3.1,5.6,.556,0.0,0.0,,3.1,5.6,.556,.556,1.9,2.3,.833,0.8,2.3,3.0,0.6,0.4,0.0,0.5,2.1,8.1
19,Randy Brown,PG,27,CHI,16,0,7.0,1.0,1.8,.571,0.2,0.4,.500,0.8,1.4,.591,.625,0.6,0.8,.750,0.2,0.4,0.6,0.4,0.3,0.1,0.4,1.1,2.8
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Mark Bryant,PF,30,HOU,8,0,18.1,2.6,4.4,.600,0.0,0.0,,2.6,4.4,.600,.600,1.5,1.9,.800,0.9,2.5,3.4,0.5,0.1,0.3,0.4,2.6,6.8
22,Jud Buechler,SF,27,CHI,17,0,7.5,1.1,2.2,.474,0.5,1.2,.381,0.6,1.0,.588,.579,0.1,0.2,.500,0.1,0.5,0.6,0.4,0.4,0.0,0.5,0.8,2.7
23,Matt Bullard,PF,28,ATL,4,0,12.8,1.0,3.0,.333,1.0,2.0,.500,0.0,1.0,.000,.500,0.5,1.0,.500,0.0,1.5,1.5,0.0,0.0,0.5,0.5,1.5,3.5
24,Michael Cage,C,34,CLE,3,3,33.7,2.7,4.7,.571,0.0,0.0,,2.7,4.7,.571,.571,1.0,1.7,.600,4.3,5.0,9.3,0.7,0.7,1.7,0.0,1.7,6.3
25,Adrian Caldwell,PF,29,IND,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
26,Elden Campbell,PF,27,LAL,4,4,32.3,5.0,9.8,.513,0.0,0.3,.000,5.0,9.5,.526,.513,2.0,4.0,.500,0.8,7.3,8.0,2.0,0.3,2.3,2.5,4.3,12.0
27,Antoine Carr,SF,34,UTA,18,0,18.8,2.6,5.4,.474,0.0,0.0,,2.6,5.4,.474,.474,0.9,1.4,.680,0.6,1.3,1.9,1.2,0.2,0.8,0.9,3.7,6.1
28,Chris Carr,SG,21,PHO,3,0,12.0,3.0,4.7,.643,0.7,1.0,.667,2.3,3.7,.636,.714,1.3,1.7,.800,1.0,1.3,2.3,1.3,0.7,0.3,1.3,2.0,8.0
29,Sam Cassell,PG,26,HOU,8,0,25.8,3.3,10.1,.321,1.0,3.6,.276,2.3,6.5,.346,.370,2.9,3.6,.793,0.1,2.0,2.1,4.3,0.8,0.1,2.3,2.5,10.4
30,Duane Causwell,C,27,SAC,2,0,12.5,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,1.5,2.0,.750,0.5,2.0,2.5,0.5,0.0,0.0,1.0,1.5,2.5
31,Cedric Ceballos,SF,26,LAL,4,4,35.5,7.5,15.5,.484,1.3,4.0,.313,6.3,11.5,.543,.524,2.8,3.0,.917,2.8,5.5,8.3,1.3,1.0,0.3,2.0,2.3,19.0
32,Rex Chapman,SG,28,MIA,3,3,29.3,4.0,9.3,.429,1.0,4.3,.231,3.0,5.0,.600,.482,0.0,0.0,,0.0,2.0,2.0,1.7,1.0,0.0,0.3,2.0,9.0
