,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Kenny Anderson,PG,26,POR,4,4,42.3,5.5,11.5,.478,1.3,4.8,.263,4.3,6.8,.630,.533,4.8,5.0,.950,0.5,3.8,4.3,4.8,1.8,0.3,2.8,2.5,17.0
1,Nick Anderson,SG,29,ORL,5,5,26.0,2.4,7.2,.333,0.8,3.0,.267,1.6,4.2,.381,.389,0.0,0.4,.000,0.6,5.2,5.8,0.6,0.6,1.8,1.2,1.6,5.6
2,Shandon Anderson,SG,23,UTA,18,0,16.4,1.6,3.7,.439,0.3,0.7,.417,1.3,3.0,.444,.477,1.1,1.6,.714,1.1,1.6,2.7,0.7,0.6,0.1,0.7,1.6,4.6
3,Willie Anderson,SG,30,MIA,9,0,13.3,1.2,3.3,.367,0.2,0.9,.250,1.0,2.4,.409,.400,1.0,1.1,.900,0.2,1.7,1.9,0.6,0.4,0.2,1.3,2.2,3.7
4,Darrell Armstrong,PG,28,ORL,5,0,28.6,4.0,8.4,.476,1.2,3.6,.333,2.8,4.8,.583,.548,2.2,2.6,.846,0.6,3.6,4.2,3.4,1.6,0.2,1.4,1.2,11.4
5,Keith Askins,SF,29,MIA,12,0,12.2,0.8,1.9,.435,0.5,1.0,.500,0.3,0.9,.364,.565,0.3,0.3,1.000,0.9,1.4,2.3,0.6,0.3,0.2,0.3,2.2,2.5
6,Stacey Augmon,SG,28,POR,4,0,8.8,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,0.8,1.0,.750,0.3,0.0,0.3,0.8,0.3,0.0,0.3,1.5,1.8
7,Isaac Austin,C,27,MIA,15,0,19.1,2.4,5.4,.444,0.1,0.3,.250,2.3,5.1,.455,.451,1.7,2.1,.806,1.1,3.3,4.4,0.4,0.4,0.5,1.5,2.3,6.5
8,Charles Barkley*,PF,33,HOU,16,16,37.8,5.4,12.4,.434,0.7,2.4,.289,4.7,10.0,.469,.462,6.4,8.4,.769,4.0,8.0,12.0,3.4,1.2,0.4,2.7,3.3,17.9
9,Brent Barry,SG,25,LAC,3,0,28.0,3.7,9.0,.407,1.7,3.7,.455,2.0,5.3,.375,.500,2.7,3.0,.889,0.3,2.0,2.3,3.3,1.3,0.0,1.3,3.3,11.7
10,Jon Barry,SG,27,ATL,2,0,4.5,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Mookie Blaylock,PG,29,ATL,10,10,44.1,6.1,15.4,.396,2.8,8.5,.329,3.3,6.9,.478,.487,1.4,2.1,.667,1.2,5.8,7.0,6.5,2.1,0.2,3.5,1.5,16.4
12,Corie Blount,PF,28,LAL,3,0,2.7,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.3,0.7,.500,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.7,1.0
13,Muggsy Bogues,PG,32,CHH,2,2,29.0,5.5,9.5,.579,3.0,3.5,.857,2.5,6.0,.417,.737,2.0,2.0,1.000,0.5,1.0,1.5,2.5,0.5,0.0,3.0,1.5,16.0
14,Scott Brooks,PG,31,NYK,4,0,1.8,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.3,0.3,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
