,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Malik Allen,PF,25,MIA,10,0,13.8,2.2,4.9,.449,0.0,0.0,,2.2,4.9,.449,.449,0.6,0.9,.667,1.2,1.8,3.0,0.4,0.2,0.9,0.4,2.1,5.0
1,Rafer Alston,PG,27,MIA,13,0,22.7,2.2,7.0,.319,0.9,4.0,.231,1.3,3.0,.436,.385,1.6,1.9,.840,0.3,1.9,2.2,1.7,0.4,0.1,0.8,1.7,7.0
2,Chris Andersen,PF,25,DEN,5,0,6.8,0.6,1.8,.333,0.0,0.0,,0.6,1.8,.333,.333,0.0,0.0,,1.2,1.6,2.8,0.4,0.2,0.4,0.4,0.6,1.2
3,Kenny Anderson,PG,33,IND,4,0,4.8,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.0,1.3,0.8,1.0
4,Shandon Anderson,SG,30,NYK,4,4,29.3,1.8,6.8,.259,0.5,1.8,.286,1.3,5.0,.250,.296,0.3,0.5,.500,1.3,1.0,2.3,2.8,1.0,0.3,2.0,4.8,4.3
5,Carmelo Anthony,SF,19,DEN,4,4,35.8,5.3,16.0,.328,0.5,2.8,.182,4.8,13.3,.358,.344,4.0,5.0,.800,1.8,6.5,8.3,2.8,1.3,0.0,4.3,2.8,15.0
6,Brandon Armstrong,SG,23,NJN,8,0,4.0,0.4,1.5,.250,0.0,0.1,.000,0.4,1.4,.273,.250,0.0,0.0,,0.1,0.1,0.3,0.4,0.1,0.0,0.0,0.5,0.8
7,Darrell Armstrong,PG,35,NOH,7,0,21.4,1.1,4.9,.235,0.7,3.6,.200,0.4,1.3,.333,.309,0.4,0.4,1.000,0.9,1.3,2.1,2.3,0.9,0.0,1.9,1.4,3.4
8,Chucky Atkins,PG,29,BOS,4,4,33.3,4.3,9.8,.436,0.8,2.5,.300,3.5,7.3,.483,.474,4.3,4.8,.895,0.8,2.8,3.5,3.8,0.8,0.0,2.5,0.5,13.5
9,Stacey Augmon,SF,35,NOH,7,0,24.0,2.6,6.9,.375,0.0,0.1,.000,2.6,6.7,.383,.375,2.3,2.6,.889,0.6,2.1,2.7,1.0,0.9,0.1,1.9,1.9,7.4
10,Vin Baker,PF,32,NYK,4,0,14.3,2.0,3.5,.571,0.0,0.0,,2.0,3.5,.571,.571,1.5,2.3,.667,1.5,1.5,3.0,0.3,0.8,0.5,0.5,2.0,5.5
11,Marcus Banks,PG,22,BOS,4,0,15.0,1.8,4.0,.438,0.5,1.3,.400,1.3,2.8,.455,.500,1.0,1.0,1.000,0.3,1.5,1.8,1.8,0.5,0.3,0.8,2.3,5.0
12,Dana Barros,SG,36,BOS,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jon Barry,SG,34,DEN,5,1,20.0,1.6,4.8,.333,0.6,1.8,.333,1.0,3.0,.333,.396,0.4,0.6,.667,0.8,2.8,3.6,2.0,0.6,0.0,0.8,0.8,4.2
14,Shane Battier,SF,25,MEM,4,0,17.3,1.5,3.8,.400,0.8,1.8,.429,0.8,2.0,.375,.500,1.0,1.5,.667,1.5,1.5,3.0,0.3,0.0,0.3,1.0,4.3,4.8
15,Jonathan Bender,SF,23,IND,16,0,12.5,1.8,4.3,.406,0.6,1.6,.360,1.2,2.8,.432,.471,0.8,1.0,.750,0.6,1.1,1.8,0.4,0.1,0.9,0.8,1.2,4.8
16,Mike Bibby,PG,25,SAC,12,12,41.4,7.0,16.3,.429,2.0,4.6,.436,5.0,11.8,.426,.490,4.0,4.6,.873,0.8,3.4,4.2,7.0,1.9,0.4,2.9,3.3,20.0
17,Chauncey Billups,PG,27,DET,23,23,38.3,4.8,12.4,.385,1.6,4.7,.346,3.2,7.8,.408,.449,5.3,5.9,.890,0.6,2.4,3.0,5.9,1.3,0.1,2.6,2.5,16.4
18,Mark Blount,C,28,BOS,4,4,36.3,4.3,8.8,.486,0.0,0.0,,4.3,8.8,.486,.486,3.5,4.8,.737,2.5,6.8,9.3,1.0,1.5,2.0,2.3,4.3,12.0
19,Bruce Bowen,SF,32,SAS,10,10,29.8,2.3,6.3,.365,1.1,2.9,.379,1.2,3.4,.353,.452,0.3,1.3,.231,0.6,2.3,2.9,1.0,0.4,0.3,0.4,2.4,6.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Ryan Bowen,PF,28,DEN,4,0,1.5,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
22,Earl Boykins,SG,27,DEN,5,0,24.2,5.6,12.6,.444,1.0,2.8,.357,4.6,9.8,.469,.484,1.2,1.4,.857,1.2,1.2,2.4,3.8,1.0,0.2,1.2,1.2,13.4
23,Shawn Bradley,C,31,DAL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
24,Devin Brown,SG,25,SAS,9,0,14.4,2.0,4.1,.486,0.7,1.1,.600,1.3,3.0,.444,.568,1.1,1.9,.588,0.4,1.6,2.0,1.0,0.3,0.1,0.8,2.0,5.8
25,P.J. Brown,PF,34,NOH,7,7,36.6,3.7,10.1,.366,0.0,0.0,,3.7,10.1,.366,.366,1.4,1.6,.909,4.1,5.6,9.7,2.1,0.4,1.6,1.9,2.3,8.9
