,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
18,Anthony Bonner,SF,25,NYK,13,7,9.1,0.8,1.7,.455,0.0,0.0,,0.8,1.7,.455,.455,0.5,1.0,.538,1.2,1.0,2.2,0.2,0.4,0.0,1.0,1.7,2.1
19,Anthony Bowie,SG,30,ORL,2,0,6.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Terrell Brandon,PG,23,CLE,3,0,18.7,4.0,6.3,.632,0.0,0.0,,4.0,6.3,.632,.632,0.7,1.0,.667,0.3,1.0,1.3,1.7,0.3,0.0,0.3,0.3,8.7
22,Kevin Brooks,SF,24,DEN,2,0,2.5,1.0,3.5,.286,0.0,0.5,.000,1.0,3.0,.333,.286,0.5,1.0,.500,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5
23,Scott Brooks,PG,28,HOU,5,0,4.6,1.0,1.2,.833,0.2,0.2,1.000,0.8,1.0,.800,.917,0.0,0.2,.000,0.2,0.2,0.4,0.6,0.0,0.0,0.0,0.6,2.2
24,P.J. Brown,C,24,NJN,4,1,14.0,0.5,2.3,.222,0.0,0.0,,0.5,2.3,.222,.222,2.0,2.0,1.000,1.0,1.0,2.0,0.8,0.0,0.5,0.8,3.3,3.0
25,Mark Bryant,C,28,POR,4,1,16.0,1.3,4.3,.294,0.0,0.5,.000,1.3,3.8,.333,.294,0.0,0.0,,1.5,1.5,3.0,0.5,0.5,0.5,0.8,1.8,2.5
26,Matt Bullard,PF,26,HOU,10,0,5.5,0.4,1.9,.211,0.2,1.0,.200,0.2,0.9,.222,.263,0.6,0.8,.750,0.2,0.8,1.0,0.0,0.1,0.2,0.0,0.6,1.6
27,Willie Burton,SF,25,MIA,2,0,5.5,0.5,2.0,.250,0.0,1.0,.000,0.5,1.0,.500,.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.0
28,Michael Cage,C,32,SEA,5,5,18.6,1.2,3.2,.375,0.0,0.0,,1.2,3.2,.375,.375,0.4,1.2,.333,2.0,3.4,5.4,0.8,0.8,1.0,0.6,3.0,2.8
29,Antoine Carr,PF,32,SAS,3,0,12.3,1.7,3.7,.455,0.0,0.0,,1.7,3.7,.455,.455,2.7,3.0,.889,0.3,0.0,0.3,1.0,0.3,0.7,0.0,2.3,6.0
30,Bill Cartwright,C,36,CHI,9,8,21.0,1.6,4.8,.326,0.0,0.0,,1.6,4.8,.326,.326,1.4,1.8,.813,2.1,2.8,4.9,1.2,0.3,0.2,0.7,2.9,4.6
31,Sam Cassell,PG,24,HOU,22,0,21.7,2.9,7.3,.394,0.8,2.0,.378,2.1,5.2,.400,.447,2.9,3.4,.865,0.9,1.8,2.7,4.2,1.0,0.2,2.1,2.8,9.4
32,Cedric Ceballos,SF,24,PHO,10,8,21.2,4.3,9.3,.462,0.0,0.2,.000,4.3,9.1,.473,.462,1.5,1.8,.833,1.6,2.8,4.4,0.8,0.8,0.2,1.1,0.9,10.1
33,Tom Chambers,PF,34,UTA,16,0,20.3,2.2,6.1,.361,0.0,0.4,.000,2.2,5.6,.389,.361,1.4,1.8,.793,1.0,1.8,2.8,0.8,0.3,0.6,0.5,3.1,5.8
34,Derrick Coleman,PF,26,NJN,4,4,43.3,6.8,17.0,.397,1.3,2.3,.556,5.5,14.8,.373,.434,9.8,12.5,.780,4.8,9.5,14.3,2.5,0.5,1.3,4.5,3.0,24.5
35,Bimbo Coles,PG,25,MIA,5,0,28.0,5.0,9.4,.532,0.2,0.8,.250,4.8,8.6,.558,.543,3.6,4.6,.783,0.4,2.4,2.8,3.4,1.4,0.2,2.2,3.0,13.8
36,Lester Conner,PG,34,IND,6,0,3.7,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,0.3,0.3,1.000,0.2,0.5,0.7,0.0,0.2,0.0,0.0,0.3,1.0
37,Tyrone Corbin,SF,31,UTA,16,11,25.8,2.6,6.6,.387,0.3,0.8,.333,2.3,5.9,.394,.406,0.9,0.9,.933,1.6,3.4,4.9,0.9,1.3,0.2,0.7,1.9,6.3
38,John Crotty,PG,24,UTA,8,0,4.8,0.5,1.4,.364,0.3,0.3,1.000,0.3,1.1,.222,.455,0.3,0.3,1.000,0.0,0.4,0.4,1.1,0.1,0.0,0.1,0.8,1.5
39,Terry Cummings,PF,32,SAS,4,1,18.0,2.8,5.5,.500,0.0,0.0,,2.8,5.5,.500,.500,2.5,3.0,.833,2.5,3.8,6.3,0.5,1.3,0.8,1.0,2.5,8.0
40,Earl Cureton,PF,36,HOU,10,0,10.0,0.8,1.0,.800,0.0,0.0,,0.8,1.0,.800,.800,0.2,0.2,1.000,0.6,2.3,2.9,0.2,0.1,0.2,0.3,2.0,1.8
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Lloyd Daniels,SG,26,SAS,4,0,16.5,2.0,5.0,.400,1.0,2.0,.500,1.0,3.0,.333,.500,0.5,0.5,1.000,0.5,1.8,2.3,0.8,0.0,0.3,0.5,1.0,5.5
43,Antonio Davis,PF,25,IND,16,0,25.1,3.0,5.6,.539,0.1,0.1,1.000,2.9,5.5,.534,.545,2.4,4.3,.559,2.3,4.3,6.6,0.4,0.7,1.1,1.4,2.9,8.4
44,Dale Davis,PF,24,IND,16,16,36.1,3.5,6.6,.528,0.0,0.1,.000,3.5,6.6,.533,.528,0.7,2.3,.306,3.9,6.0,9.9,0.7,1.1,1.1,1.9,3.3,7.7
45,Hubert Davis,SG,23,NYK,23,7,17.2,1.9,5.3,.364,0.4,1.5,.286,1.5,3.7,.395,.405,1.0,1.4,.719,0.2,0.7,0.9,1.1,0.2,0.1,1.0,1.9,5.3
46,Vinny Del Negro,SG,27,SAS,4,4,23.3,3.0,6.8,.444,0.5,1.0,.500,2.5,5.8,.435,.481,0.8,1.3,.600,0.3,1.5,1.8,4.5,0.3,0.0,1.5,1.5,7.3
47,Bison Dele,C,24,DEN,12,0,24.1,3.5,6.3,.553,0.0,0.0,,3.5,6.3,.553,.553,2.3,3.4,.659,2.8,4.7,7.4,0.9,0.3,0.9,1.4,3.0,9.3
48,Clyde Drexler*,SG,31,POR,4,4,39.3,7.8,18.3,.425,0.8,3.3,.231,7.0,15.0,.467,.445,4.8,5.8,.826,2.5,7.8,10.3,5.5,2.0,0.5,2.3,1.8,21.0
49,Chris Dudley,C,28,POR,4,2,20.3,1.0,2.5,.400,0.0,0.0,,1.0,2.5,.400,.400,0.3,0.5,.500,1.3,2.5,3.8,0.0,1.5,0.0,0.3,4.0,2.3
50,Doug Edwards,PF,23,ATL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
51,Kevin Edwards,SG,28,NJN,4,4,37.0,4.5,12.5,.360,0.0,0.5,.000,4.5,12.0,.375,.360,3.3,3.5,.929,2.0,2.0,4.0,2.3,1.3,0.3,2.3,2.3,12.3
52,Craig Ehlo,SG,32,ATL,11,0,28.8,4.5,10.7,.424,0.7,2.1,.348,3.8,8.6,.442,.458,1.5,2.2,.708,1.0,1.7,2.7,3.6,1.0,0.0,1.2,2.9,11.4
53,Mario Elie,SF,30,HOU,23,0,16.6,1.8,4.6,.396,0.4,1.4,.313,1.4,3.2,.432,.443,1.7,2.0,.851,0.4,1.3,1.7,1.7,0.3,0.1,0.9,1.3,5.8
54,Dale Ellis,SF,33,SAS,4,4,28.5,4.3,10.8,.395,1.3,4.3,.294,3.0,6.5,.462,.453,0.8,1.3,.600,0.8,1.8,2.5,0.3,0.8,0.0,1.0,1.5,10.5
55,LaPhonso Ellis,PF,23,DEN,12,12,36.3,5.7,11.8,.479,0.3,0.5,.500,5.4,11.3,.478,.489,3.2,4.5,.704,2.3,5.8,8.1,2.2,0.8,0.9,1.6,3.8,14.8
56,Jo Jo English,SG,23,CHI,7,0,8.3,0.7,1.7,.417,0.1,0.6,.250,0.6,1.1,.500,.458,0.4,0.9,.500,0.1,0.3,0.4,0.3,0.1,0.1,0.1,0.6,2.0
57,Patrick Ewing*,C,31,NYK,25,25,41.3,8.4,19.2,.437,0.2,0.4,.364,8.2,18.8,.438,.441,4.9,6.5,.755,3.5,8.2,11.7,2.6,1.3,3.0,3.3,3.8,21.9
58,Duane Ferrell,SF,28,ATL,11,0,17.0,2.3,5.7,.397,0.1,0.4,.250,2.2,5.4,.407,.405,2.5,3.3,.750,2.0,0.8,2.8,1.5,0.5,0.3,0.5,2.2,7.1
59,Danny Ferry,PF,27,CLE,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
60,Vern Fleming,PG,31,IND,16,1,15.4,2.4,4.8,.513,0.0,0.3,.000,2.4,4.4,.549,.513,1.1,1.3,.850,0.8,0.6,1.3,2.4,0.6,0.1,1.4,1.7,5.9
61,Sleepy Floyd,PG,33,SAS,4,0,9.3,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.5,1.0,.500,0.0,0.3,0.3,0.3,0.0,0.0,1.0,0.8,1.5
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Corey Gaines,SG,28,NYK,4,0,7.0,0.0,1.0,.000,0.0,0.3,.000,0.0,0.8,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0
64,Chris Gatling,C,26,GSW,3,1,18.0,2.7,4.3,.615,0.0,0.0,,2.7,4.3,.615,.615,3.3,4.3,.769,2.3,3.3,5.7,1.3,0.7,0.3,0.7,3.3,8.7
65,Matt Geiger,C,24,MIA,2,0,5.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.5,1.0,.500,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5
66,Kendall Gill,SG,25,SEA,5,5,30.6,5.2,12.0,.433,0.4,1.8,.222,4.8,10.2,.471,.450,2.6,4.2,.619,1.4,3.4,4.8,2.0,1.2,0.2,1.2,2.4,13.4
67,Armen Gilliam,PF,29,NJN,4,0,28.0,3.8,8.5,.441,0.0,0.3,.000,3.8,8.3,.455,.441,3.0,4.0,.750,0.3,6.0,6.3,0.3,0.5,1.8,0.8,1.8,10.5
68,Paul Graham,SG,26,ATL,1,0,2.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
69,Harvey Grant,SF,28,POR,4,1,19.0,4.3,8.3,.515,0.0,0.0,,4.3,8.3,.515,.515,0.0,0.0,,1.3,1.0,2.3,0.8,0.3,0.5,0.3,0.5,8.5
70,Horace Grant,PF,28,CHI,10,10,39.3,6.5,12.0,.542,0.1,0.1,1.000,6.4,11.9,.538,.546,3.1,4.2,.738,3.0,4.4,7.4,2.6,1.0,1.8,1.0,2.3,16.2
71,Josh Grant,PF,26,GSW,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Jeff Grayer,SG,28,GSW,3,0,15.3,3.7,6.7,.550,0.0,0.0,,3.7,6.7,.550,.550,0.7,1.0,.667,0.3,1.7,2.0,0.3,0.3,0.3,0.7,2.3,8.0
73,A.C. Green,PF,30,PHO,10,2,35.0,4.0,8.3,.482,0.7,1.7,.412,3.3,6.6,.500,.524,3.8,6.2,.613,2.9,5.5,8.4,1.3,1.0,0.2,0.7,2.2,12.5
74,Jack Haley,PF,30,SAS,3,0,3.7,1.3,2.7,.500,0.0,0.0,,1.3,2.7,.500,.500,1.7,2.0,.833,1.0,1.3,2.3,0.7,0.0,0.0,0.0,1.0,4.3
75,Tom Hammonds,PF,26,DEN,8,0,6.1,0.3,1.1,.222,0.0,0.0,,0.3,1.1,.222,.222,0.6,0.8,.833,0.6,1.0,1.6,0.3,0.0,0.0,0.1,0.8,1.1
76,Anfernee Hardaway,PG,22,ORL,3,3,44.3,7.3,16.7,.440,1.7,3.7,.455,5.7,13.0,.436,.490,2.3,3.3,.700,2.7,4.0,6.7,7.0,1.7,2.0,6.7,3.3,18.7
77,Derek Harper,PG,32,NYK,23,22,32.6,4.3,10.0,.429,1.3,3.7,.341,3.0,6.3,.479,.491,1.6,2.4,.643,0.6,1.8,2.3,4.5,1.8,0.0,1.8,2.7,11.4
78,Skeeter Henry,SG,26,PHO,3,0,5.3,0.3,2.0,.167,0.0,0.7,.000,0.3,1.3,.250,.167,0.0,0.0,,0.3,0.7,1.0,1.0,0.0,0.0,0.3,0.3,0.7
79,Carl Herrera,PF,27,HOU,16,0,15.5,1.9,3.6,.534,0.0,0.0,,1.9,3.6,.534,.534,0.8,1.0,.813,0.9,1.9,2.8,0.2,0.3,0.2,0.4,2.3,4.7
80,Rod Higgins,SF,34,CLE,3,2,19.0,1.3,3.7,.364,0.7,2.3,.286,0.7,1.3,.500,.455,0.3,0.7,.500,0.7,0.7,1.3,1.3,0.3,0.3,1.0,3.3,3.7
81,Tyrone Hill,PF,25,CLE,3,3,41.0,3.7,9.0,.407,0.0,0.0,,3.7,9.0,.407,.407,6.7,12.3,.541,4.7,5.7,10.3,1.3,0.3,0.3,2.7,4.7,14.0
82,Jeff Hornacek,SG,30,UTA,16,16,34.9,5.3,11.2,.475,0.9,2.1,.441,4.4,9.1,.483,.517,3.9,4.3,.912,0.7,1.8,2.4,4.0,1.5,0.4,1.8,2.8,15.4
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Robert Horry,SF,23,HOU,23,23,33.8,4.3,9.8,.434,1.5,3.9,.382,2.8,6.0,.467,.509,1.7,2.2,.765,1.8,4.3,6.1,3.6,1.5,0.9,1.2,3.0,11.7
85,Byron Houston,PF,24,GSW,3,2,15.3,2.0,2.7,.750,0.0,0.0,,2.0,2.7,.750,.750,1.0,1.7,.600,0.7,1.0,1.7,1.0,0.3,0.7,0.0,3.0,5.0
86,Stephen Howard,SF,23,UTA,10,0,2.7,0.3,1.1,.273,0.0,0.0,,0.3,1.1,.273,.273,0.8,1.1,.727,0.3,0.7,1.0,0.0,0.0,0.0,0.2,1.1,1.4
87,Jay Humphries,SG,31,UTA,16,0,22.3,2.9,6.8,.426,0.4,1.4,.318,2.4,5.4,.453,.458,1.2,1.8,.679,0.5,1.8,2.3,2.4,0.8,0.1,1.0,2.8,7.4
88,Jaren Jackson,SG,26,POR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Keith Jennings,PG,25,GSW,3,0,13.0,1.3,4.3,.308,0.3,1.7,.200,1.0,2.7,.375,.346,2.0,2.3,.857,0.3,1.3,1.7,1.3,0.3,0.0,1.3,3.7,5.0
90,Chris Jent,SF,24,HOU,11,0,5.6,0.5,1.8,.250,0.3,1.2,.231,0.2,0.6,.286,.325,0.0,0.0,,0.1,0.7,0.8,0.6,0.2,0.0,0.3,0.6,1.2
91,Avery Johnson,PG,28,GSW,3,0,13.7,3.0,5.7,.529,0.0,0.3,.000,3.0,5.3,.563,.529,0.0,0.0,,0.0,1.0,1.0,3.3,1.3,0.3,1.0,0.7,6.0
92,Ervin Johnson,C,26,SEA,2,0,4.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.5,0.5,0.0
93,Frank Johnson,PG,35,PHO,7,0,6.6,0.1,1.7,.083,0.0,0.3,.000,0.1,1.4,.100,.083,0.1,0.3,.500,0.3,0.3,0.6,0.7,0.3,0.0,0.4,0.9,0.4
94,Kevin Johnson,PG,27,PHO,10,10,42.7,9.7,21.2,.458,0.3,1.0,.300,9.4,20.2,.465,.465,6.9,8.1,.852,1.0,2.5,3.5,9.6,1.0,0.1,3.4,2.3,26.6
95,Adam Keefe,PF,23,ATL,7,0,8.9,0.9,1.4,.600,0.0,0.0,,0.9,1.4,.600,.600,0.6,1.3,.444,0.4,1.4,1.9,0.3,0.1,0.1,0.6,1.3,2.3
96,Shawn Kemp,PF,24,SEA,5,5,41.2,5.2,14.0,.371,0.0,0.0,,5.2,14.0,.371,.371,4.4,6.6,.667,4.0,5.8,9.8,3.4,2.0,2.4,2.8,3.6,14.8
97,Tim Kempton,PF,30,CLE,3,1,29.7,3.3,8.3,.400,0.0,0.0,,3.3,8.3,.400,.400,2.0,2.0,1.000,3.3,2.0,5.3,2.7,1.0,0.0,1.3,3.0,8.7
98,Steve Kerr,PG,28,CHI,10,0,18.6,1.3,3.6,.361,0.6,1.6,.375,0.7,2.0,.350,.444,0.3,0.3,1.000,0.2,1.2,1.4,1.0,0.7,0.0,0.1,1.3,3.5
99,Jerome Kersey,SF,31,POR,3,0,12.7,1.7,5.3,.313,0.0,0.0,,1.7,5.3,.313,.313,0.3,1.7,.200,1.7,1.3,3.0,0.0,0.3,0.3,0.0,1.7,3.7
100,Chris King,SF,24,SEA,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
101,Joe Kleine,C,32,PHO,8,0,10.1,1.5,3.5,.429,0.0,0.0,,1.5,3.5,.429,.429,0.5,0.8,.667,0.6,1.5,2.1,0.4,0.1,0.5,0.3,1.9,3.5
102,Negele Knight,PG,26,SAS,4,0,27.0,3.3,10.3,.317,0.0,0.8,.000,3.3,9.5,.342,.317,2.8,3.0,.917,0.8,0.8,1.5,3.0,0.8,0.0,1.8,2.3,9.3
103,Jon Koncak,C,30,ATL,11,11,17.7,2.5,6.0,.409,0.0,0.0,,2.5,6.0,.409,.409,0.4,0.9,.400,0.5,2.3,2.7,1.2,0.5,1.1,0.5,2.9,5.3
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Larry Krystkowiak,PF,29,ORL,3,3,30.7,2.3,6.0,.389,0.0,0.0,,2.3,6.0,.389,.389,1.3,1.3,1.000,2.3,6.0,8.3,3.0,1.0,0.7,0.7,3.3,6.0
106,Toni Kukoč,SF,25,CHI,10,0,19.4,3.0,6.7,.448,0.8,1.9,.421,2.2,4.8,.458,.507,2.5,3.4,.735,1.1,2.9,4.0,3.6,0.5,0.3,1.7,1.5,9.3
107,Andrew Lang,C,27,ATL,11,0,21.3,2.6,5.7,.460,0.0,0.1,.000,2.6,5.6,.468,.460,1.5,2.0,.773,1.4,2.9,4.3,0.5,0.5,1.8,1.4,3.2,6.8
108,Grant Long,PF,27,MIA,4,2,27.5,3.5,9.0,.389,0.0,0.0,,3.5,9.0,.389,.389,5.3,6.8,.778,2.5,2.0,4.5,1.8,0.8,0.5,2.5,4.0,12.3
109,Luc Longley,C,25,CHI,10,2,17.0,2.5,5.0,.500,0.0,0.0,,2.5,5.0,.500,.500,1.3,1.8,.722,1.3,3.2,4.5,1.8,0.6,0.8,2.1,3.8,6.3
110,Rick Mahorn,PF,35,NJN,3,0,6.3,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,1.0,1.3,0.0,0.0,0.3,0.3,2.3,0.0
111,Dan Majerle,SG,28,PHO,10,10,41.0,4.6,12.7,.362,2.0,5.9,.339,2.6,6.8,.382,.441,1.1,1.6,.688,1.5,2.8,4.3,2.4,1.1,0.4,1.0,2.3,12.3
112,Karl Malone*,PF,30,UTA,16,16,43.9,9.9,21.1,.467,0.0,0.3,.000,9.9,20.9,.473,.467,7.4,10.0,.738,3.3,9.1,12.4,3.4,1.4,0.8,2.1,3.7,27.1
113,Danny Manning,PF,27,ATL,11,11,38.7,7.6,15.6,.488,0.0,0.0,,7.6,15.6,.488,.488,4.7,6.0,.788,2.5,4.5,7.0,3.4,1.4,0.8,2.4,3.5,20.0
114,Anthony Mason,PF,27,NYK,25,0,26.4,2.7,5.5,.489,0.0,0.0,,2.7,5.5,.489,.489,2.2,3.1,.714,2.1,3.7,5.8,1.8,0.6,0.2,1.4,2.6,7.6
115,Vernon Maxwell,SG,28,HOU,23,23,38.3,5.1,13.7,.376,2.0,6.0,.326,3.2,7.7,.415,.447,1.6,2.3,.685,0.5,3.0,3.5,4.2,0.9,0.1,2.1,2.4,13.8
116,Derrick McKey,SF,27,IND,16,16,36.7,3.6,8.9,.408,0.5,1.5,.333,3.1,7.4,.424,.437,1.9,2.9,.660,2.0,4.1,6.1,4.2,1.6,0.6,2.5,3.7,9.7
117,Nate McMillan,PG,29,SEA,5,0,21.8,1.6,5.0,.320,0.8,2.2,.364,0.8,2.8,.286,.400,0.2,0.8,.250,1.2,2.0,3.2,2.0,1.2,0.2,1.0,3.6,4.2
118,Darnell Mee,SG,22,DEN,3,0,10.0,1.0,2.0,.500,0.3,1.3,.250,0.7,0.7,1.000,.583,0.0,0.0,,0.0,0.7,0.7,0.7,1.0,0.0,1.0,1.3,2.3
119,Oliver Miller,C,23,PHO,10,4,14.6,1.6,2.7,.593,0.0,0.0,,1.6,2.7,.593,.593,0.3,0.7,.429,1.4,3.0,4.4,1.3,0.6,1.2,1.3,2.2,3.5
120,Reggie Miller*,SG,28,IND,16,16,36.0,7.6,16.9,.448,2.2,5.2,.422,5.4,11.7,.460,.513,5.9,7.0,.839,0.7,2.3,3.0,2.9,1.3,0.3,2.0,2.1,23.2
121,Chris Mills,SF,24,CLE,3,1,37.3,6.3,12.7,.500,1.3,1.7,.800,5.0,11.0,.455,.553,3.0,3.7,.818,3.3,4.3,7.7,2.7,2.3,0.3,1.7,3.0,17.0
122,Harold Miner,SG,22,MIA,4,0,14.3,3.0,6.5,.462,0.0,0.0,,3.0,6.5,.462,.462,2.0,2.8,.727,0.8,1.3,2.0,0.5,0.3,0.0,0.5,1.0,8.0
123,Sam Mitchell,PF,30,IND,15,0,6.6,0.6,1.7,.346,0.0,0.1,.000,0.6,1.7,.360,.346,0.2,0.3,.750,0.3,0.8,1.1,0.3,0.1,0.1,0.3,1.5,1.4
124,Chris Morris,SF,28,NJN,4,3,24.5,3.0,10.8,.279,0.8,5.0,.150,2.3,5.8,.391,.314,2.5,2.5,1.000,2.8,2.8,5.5,1.8,1.3,1.3,1.5,3.5,9.3
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Chris Mullin*,SF,30,GSW,3,3,45.0,10.0,17.0,.588,2.0,4.0,.500,8.0,13.0,.615,.647,3.3,3.7,.909,1.3,3.3,4.7,3.7,0.0,1.7,2.3,1.3,25.3
127,Tracy Murray,SF,22,POR,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,1.5,0.0,1.5,0.5,0.5,0.0,0.0,1.5,3.0
128,Dikembe Mutombo*,C,27,DEN,12,12,42.6,4.2,9.0,.463,0.0,0.0,,4.2,9.0,.463,.463,4.9,8.2,.602,3.3,8.7,12.0,1.8,0.7,5.8,2.5,3.5,13.3
129,Pete Myers,SG,30,CHI,10,10,23.5,2.9,5.6,.518,0.0,0.4,.000,2.9,5.2,.558,.518,1.2,2.1,.571,1.0,0.9,1.9,2.8,0.8,0.4,1.7,2.1,7.0
