,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
55,Luol Deng,SF,26,CHI,6,6,38.0,6.0,13.2,.456,1.3,3.7,.364,4.7,9.5,.491,.506,0.7,1.2,.571,1.3,7.0,8.3,1.5,0.8,1.5,1.7,1.7,14.0
56,Boris Diaw,PF,29,SAS,14,14,24.7,2.6,5.0,.514,0.6,1.3,.500,1.9,3.7,.519,.579,0.4,0.6,.750,2.0,3.2,5.2,2.5,0.8,0.3,1.1,2.1,6.2
57,Keyon Dooling,SG,31,BOS,20,0,10.6,1.1,2.4,.438,0.6,1.4,.393,0.5,1.0,.500,.552,0.1,0.2,.667,0.1,0.7,0.8,0.7,0.3,0.2,0.2,1.5,2.8
58,Toney Douglas,PG,25,NYK,1,0,8.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
59,Chris Duhon,PG,29,ORL,5,0,12.2,0.2,1.0,.200,0.2,0.6,.333,0.0,0.4,.000,.300,0.0,0.4,.000,0.0,1.4,1.4,1.8,1.0,0.2,1.4,1.0,0.6
60,Tim Duncan*,C,35,SAS,14,14,33.1,7.2,14.6,.495,0.0,0.1,.000,7.2,14.5,.498,.495,2.9,4.1,.707,2.3,7.1,9.4,2.8,0.7,2.1,1.5,2.1,17.4
61,Kevin Durant,SF,23,OKC,20,20,41.9,9.9,19.2,.517,2.1,5.5,.373,7.9,13.7,.575,.570,6.7,7.7,.864,0.7,6.8,7.4,3.7,1.5,1.2,3.2,2.6,28.5
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Devin Ebanks,SG,22,LAL,9,6,14.0,1.8,4.3,.410,0.0,0.3,.000,1.8,4.0,.444,.410,0.6,0.9,.625,0.8,1.4,2.2,0.7,0.3,0.8,0.2,1.4,4.1
64,Jeremy Evans,SF,24,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,1.0,1.0,1.000,0.0,1.5,1.5,0.5,0.5,0.0,0.0,0.5,1.0
65,Reggie Evans,PF,31,LAC,11,0,18.0,0.7,1.4,.533,0.0,0.0,,0.7,1.4,.533,.533,1.5,3.6,.425,1.8,5.5,7.3,0.1,0.8,0.5,0.8,2.8,3.0
66,Christian Eyenga,SF,22,LAL,3,0,3.0,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.3,.000,0.3,0.3,0.7,0.3,0.3,0.3,0.3,1.0,1.3
67,Kenneth Faried,PF,22,DEN,7,7,27.4,4.6,8.6,.533,0.0,0.0,,4.6,8.6,.533,.533,1.3,1.7,.750,3.6,6.4,10.0,0.6,0.7,1.1,2.0,2.9,10.4
68,Derrick Favors,PF,20,UTA,4,1,29.0,3.8,9.0,.417,0.0,0.0,,3.8,9.0,.417,.417,4.3,7.3,.586,3.5,6.0,9.5,0.5,1.3,1.5,1.3,2.8,11.8
69,Landry Fields,SG,23,NYK,5,4,23.0,3.0,6.2,.484,0.2,1.0,.200,2.8,5.2,.538,.500,1.0,1.4,.714,0.8,2.2,3.0,1.4,0.6,0.0,1.8,1.0,7.2
70,Derek Fisher,PG,37,OKC,20,0,22.3,2.5,5.9,.415,0.9,2.4,.375,1.6,3.5,.443,.492,0.5,0.5,1.000,0.1,1.5,1.6,1.3,0.9,0.1,0.3,1.9,6.3
71,Randy Foye,SG,28,LAC,11,11,26.5,2.6,6.7,.392,1.3,2.9,.438,1.4,3.8,.357,.486,1.0,1.2,.846,0.4,1.6,2.0,1.5,0.5,0.3,1.1,1.7,7.5
72,Danilo Gallinari,SF,23,DEN,7,7,31.7,4.9,13.4,.362,0.6,3.3,.174,4.3,10.1,.423,.383,3.1,3.4,.917,1.3,3.9,5.1,2.4,0.7,0.6,1.3,2.1,13.4
73,Kevin Garnett*,C,35,BOS,20,20,36.9,8.0,16.0,.497,0.1,0.2,.250,7.9,15.8,.500,.498,3.3,4.0,.813,1.6,8.8,10.3,1.5,1.2,1.5,2.2,3.0,19.2
74,Marc Gasol,C,27,MEM,7,7,37.3,5.1,9.9,.522,0.0,0.1,.000,5.1,9.7,.529,.522,4.9,6.1,.791,2.3,4.4,6.7,3.1,0.3,1.9,1.9,3.6,15.1
75,Pau Gasol,PF,31,LAL,12,12,37.0,5.2,11.9,.434,0.2,0.4,.400,5.0,11.5,.435,.441,2.0,2.4,.828,3.2,6.3,9.5,3.7,0.5,2.1,1.7,3.0,12.5
76,Rudy Gay,SF,25,MEM,7,7,39.9,6.9,16.3,.421,0.6,2.7,.211,6.3,13.6,.463,.439,4.7,5.7,.825,1.4,5.1,6.6,1.4,1.3,0.3,3.0,2.1,19.0
77,Paul George,SG,21,IND,11,11,33.7,3.4,8.6,.389,1.0,3.7,.268,2.4,4.9,.481,.447,2.0,2.5,.786,1.4,5.3,6.6,2.4,1.6,0.4,1.9,2.9,9.7
78,Taj Gibson,PF,26,CHI,6,0,22.8,3.5,7.7,.457,0.0,0.0,,3.5,7.7,.457,.457,2.5,3.7,.682,2.5,4.0,6.5,0.7,0.7,1.7,0.5,3.2,9.5
79,Manu Ginóbili,SG,34,SAS,14,2,27.9,4.6,10.4,.448,1.6,4.9,.338,3.0,5.5,.545,.528,3.4,4.0,.857,0.6,2.9,3.5,4.0,0.7,0.3,3.0,2.6,14.4
80,Andrew Goudelock,SG,23,LAL,4,0,2.5,0.5,0.8,.667,0.3,0.3,1.000,0.3,0.5,.500,.833,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.3
81,Danny Granger,SF,28,IND,11,11,38.2,6.3,15.8,.397,2.4,6.6,.356,3.9,9.2,.426,.471,2.1,2.5,.821,1.4,4.3,5.6,2.5,0.5,0.4,2.6,2.8,17.0
82,Danny Green,SG,24,SAS,14,12,20.6,2.7,6.5,.418,1.4,4.1,.345,1.3,2.4,.545,.527,0.5,0.7,.700,0.2,3.0,3.2,1.1,0.5,0.7,1.1,1.7,7.4
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Willie Green,SG,30,ATL,5,0,12.6,1.2,2.6,.462,0.2,0.8,.250,1.0,1.8,.556,.500,0.0,0.0,,0.2,1.4,1.6,0.6,0.0,0.0,0.4,1.2,2.6
85,Blake Griffin,PF,22,LAC,11,11,35.7,7.6,15.3,.500,0.0,0.1,.000,7.6,15.2,.503,.500,3.8,6.0,.636,1.7,5.2,6.9,2.5,1.8,0.9,2.3,3.7,19.1
86,Hamed Haddadi,C,26,MEM,4,0,5.3,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.3,0.5,.500,1.3,1.0,2.3,0.3,0.0,0.5,0.3,1.3,1.3
87,Jordan Hamilton,SF,21,DEN,2,0,2.5,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,2.0
88,Richard Hamilton,SG,33,CHI,6,6,28.5,4.8,11.7,.414,0.3,1.0,.333,4.5,10.7,.422,.429,3.0,3.7,.818,1.3,1.8,3.2,3.0,0.2,0.0,1.3,2.5,13.0
89,Tyler Hansbrough,PF,26,IND,11,0,14.9,1.5,4.5,.340,0.0,0.0,,1.5,4.5,.340,.340,1.3,1.9,.667,1.1,2.1,3.2,0.5,0.5,0.3,0.7,2.0,4.4
90,James Harden,SG,22,OKC,20,0,31.5,4.7,10.7,.435,1.6,3.9,.410,3.1,6.8,.449,.509,5.4,6.3,.857,0.7,4.5,5.1,3.4,1.6,0.1,2.1,3.4,16.3
91,Justin Harper,PF,22,ORL,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Josh Harrellson,PF,22,NYK,4,0,6.3,1.0,2.3,.444,0.0,0.3,.000,1.0,2.0,.500,.444,0.5,0.5,1.000,0.8,1.3,2.0,0.0,0.0,0.0,0.5,1.5,2.5
93,Al Harrington,PF,31,DEN,7,0,23.3,3.4,10.7,.320,1.4,5.0,.286,2.0,5.7,.350,.387,1.4,2.1,.667,1.0,3.3,4.3,0.9,0.4,0.1,0.4,1.9,9.7
94,Devin Harris,PG,28,UTA,4,4,30.0,4.8,12.0,.396,1.0,3.8,.267,3.8,8.3,.455,.438,2.5,3.5,.714,0.0,1.5,1.5,3.8,0.8,0.5,3.0,3.5,13.0
95,Terrel Harris,SG,24,MIA,4,0,2.5,0.3,0.5,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.8,1.0,.750,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,1.3
96,Udonis Haslem,PF,31,MIA,22,11,20.5,1.8,4.0,.455,0.0,0.0,,1.8,4.0,.455,.455,1.2,1.6,.743,1.7,4.7,6.4,0.6,0.2,0.3,0.9,2.7,4.8
97,Spencer Hawes,C,23,PHI,13,12,25.5,3.8,8.3,.463,0.2,0.4,.400,3.7,7.9,.466,.472,1.5,2.0,.731,1.4,5.2,6.6,1.6,0.3,0.8,1.7,2.5,9.3
98,Gordon Hayward,SF,21,UTA,4,4,30.8,1.5,8.3,.182,0.3,3.0,.083,1.3,5.3,.238,.197,4.0,4.0,1.000,0.5,2.3,2.8,3.0,0.8,0.0,0.8,1.0,7.3
99,Lazar Hayward,SF,25,OKC,5,0,3.6,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.2,0.4,0.8
100,Brendan Haywood,C,32,DAL,4,4,15.3,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,1.3,2.0,.625,1.8,1.5,3.3,0.3,0.3,0.5,0.5,2.0,3.3
101,Roy Hibbert,C,25,IND,11,11,30.9,4.7,9.5,.500,0.1,0.1,1.000,4.6,9.4,.495,.505,2.2,3.3,.667,4.1,7.1,11.2,1.1,0.4,3.1,2.0,3.5,11.7
102,George Hill,PG,25,IND,11,11,31.5,4.3,9.5,.448,1.4,3.6,.375,2.9,5.9,.492,.519,3.5,4.2,.848,0.8,1.5,2.3,2.9,1.2,0.3,2.0,1.9,13.5
103,Jordan Hill,C,24,LAL,12,0,18.1,1.9,4.4,.434,0.0,0.0,,1.9,4.4,.434,.434,0.9,1.3,.688,3.3,3.1,6.3,0.1,0.3,0.7,0.6,2.7,4.8
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Kirk Hinrich,SG,31,ATL,6,4,23.5,2.2,5.0,.433,1.0,2.7,.375,1.2,2.3,.500,.533,0.3,0.3,1.000,0.7,1.3,2.0,1.0,0.7,0.0,0.3,1.5,5.7
106,Jrue Holiday,PG,21,PHI,13,13,38.0,5.7,13.8,.413,1.5,3.8,.408,4.2,10.0,.415,.469,2.9,3.4,.864,1.3,3.4,4.7,5.2,1.5,0.6,2.0,1.8,15.8
107,Ryan Hollins,C,27,BOS,17,0,10.0,0.6,1.5,.423,0.0,0.0,,0.6,1.5,.423,.423,0.2,0.5,.444,0.9,0.6,1.6,0.5,0.0,0.5,0.4,1.7,1.5
108,Al Horford,C,25,ATL,3,2,36.0,6.7,11.3,.588,0.0,0.0,,6.7,11.3,.588,.588,2.0,2.7,.750,1.7,6.7,8.3,2.7,1.3,1.3,4.0,3.7,15.3
109,Josh Howard,SF,31,UTA,4,3,15.8,1.3,4.3,.294,0.3,0.5,.500,1.0,3.8,.267,.324,1.0,1.3,.800,1.0,2.5,3.5,1.0,0.5,0.3,0.5,0.8,3.8
110,Juwan Howard,PF,38,MIA,9,0,2.7,0.2,0.8,.286,0.0,0.0,,0.2,0.8,.286,.286,0.3,0.4,.750,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.8
111,Serge Ibaka,PF,22,OKC,20,20,28.5,4.2,8.0,.528,0.1,0.2,.250,4.2,7.8,.535,.531,1.3,1.8,.722,2.4,3.4,5.8,0.6,0.6,3.0,0.6,2.9,9.8
112,Andre Iguodala,SF,28,PHI,13,13,38.8,4.5,11.6,.384,1.5,3.8,.388,3.0,7.8,.382,.447,2.5,4.3,.589,1.3,4.4,5.7,3.7,1.5,0.4,1.5,2.5,12.9
113,Royal Ivey,SG,30,OKC,5,0,4.2,0.8,2.2,.364,0.4,1.0,.400,0.4,1.2,.333,.455,0.2,0.4,.500,0.2,0.4,0.6,0.2,0.4,0.0,0.2,0.4,2.2
114,Stephen Jackson,SF,33,SAS,14,0,21.4,2.7,5.1,.535,1.9,3.1,.605,0.9,2.0,.429,.718,1.0,1.1,.933,0.4,1.6,2.0,1.7,0.6,0.2,1.3,2.7,8.3
115,LeBron James,SF,27,MIA,23,23,42.7,10.9,21.8,.500,1.0,3.7,.259,10.0,18.1,.549,.522,7.5,10.2,.739,2.3,7.4,9.7,5.6,1.9,0.7,3.5,2.0,30.3
116,Al Jefferson,C,27,UTA,4,4,35.3,9.0,17.0,.529,0.0,0.3,.000,9.0,16.8,.537,.529,0.3,1.0,.250,1.8,6.8,8.5,2.5,1.3,0.8,1.3,2.5,18.3
117,Jared Jeffries,PF,30,NYK,5,0,6.8,0.2,1.2,.167,0.0,0.0,,0.2,1.2,.167,.167,0.0,0.0,,1.2,1.2,2.4,0.0,0.2,0.0,0.2,1.0,0.4
118,Yi Jianlian,PF,24,DAL,1,0,5.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,1.0,.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0
119,Ivan Johnson,PF,27,ATL,5,0,10.8,1.0,3.2,.313,0.0,0.2,.000,1.0,3.0,.333,.313,0.6,1.0,.600,1.4,2.0,3.4,0.0,0.6,0.0,0.6,1.4,2.6
120,Joe Johnson,SG,30,ATL,6,6,40.5,6.3,17.0,.373,1.5,6.0,.250,4.8,11.0,.439,.417,3.0,4.0,.750,1.0,2.5,3.5,3.5,1.3,0.2,2.7,1.8,17.2
121,Dahntay Jones,SF,31,IND,7,0,8.3,0.6,2.6,.222,0.3,1.3,.222,0.3,1.3,.222,.278,1.0,1.0,1.000,0.6,0.4,1.0,0.4,0.1,0.0,0.4,1.6,2.4
122,James Jones,SG,31,MIA,20,0,8.7,0.8,2.2,.372,0.5,1.5,.300,0.4,0.7,.538,.477,0.5,0.5,1.000,0.3,0.8,1.0,0.1,0.2,0.1,0.2,0.6,2.6
123,DeAndre Jordan,C,23,LAC,11,11,22.6,1.9,3.6,.525,0.0,0.0,,1.9,3.6,.525,.525,0.7,2.2,.333,1.6,3.6,5.3,0.4,0.6,1.6,0.6,1.8,4.5
124,Jerome Jordan,C,25,NYK,1,0,4.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Enes Kanter,C,19,UTA,4,0,10.8,1.8,4.0,.438,0.0,0.0,,1.8,4.0,.438,.438,0.0,0.3,.000,2.0,2.0,4.0,0.3,0.0,1.0,1.0,1.8,3.5
127,Jason Kidd*,PG,38,DAL,4,4,36.0,3.5,10.3,.341,2.3,6.5,.346,1.3,3.8,.333,.451,2.3,2.5,.900,0.8,5.3,6.0,6.0,3.0,0.3,2.8,1.8,11.5
128,Kyle Korver,SG,30,CHI,6,0,15.7,1.5,3.7,.409,0.7,2.2,.308,0.8,1.5,.556,.500,0.2,0.3,.500,0.2,1.5,1.7,1.5,0.5,0.5,0.8,1.7,3.8
129,Kosta Koufos,C,22,DEN,3,2,8.7,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.0,0.0,,1.3,2.3,3.7,0.0,0.0,0.3,1.0,1.7,0.7
