,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ray Allen*,SG,25,MIL,18,18,42.7,8.8,18.4,.477,3.2,6.6,.479,5.6,11.8,.476,.563,4.4,4.8,.919,1.1,3.1,4.1,6.0,1.3,0.6,2.4,2.4,25.1
1,Rafer Alston,PG,24,MIL,5,0,1.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0
2,John Amaechi,C,30,ORL,4,0,7.3,0.8,2.0,.375,0.0,0.0,,0.8,2.0,.375,.375,0.8,1.0,.750,0.3,0.5,0.8,0.8,0.8,0.5,0.0,0.5,2.3
3,Derek Anderson,SG,26,SAS,7,7,27.7,2.3,8.7,.262,0.9,3.1,.273,1.4,5.6,.256,.311,2.3,3.0,.762,0.4,2.3,2.7,2.4,0.4,0.0,2.1,1.4,7.7
4,Greg Anthony,PG,33,POR,2,0,8.5,1.0,3.0,.333,0.5,1.5,.333,0.5,1.5,.333,.417,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,2.5
5,Darrell Armstrong,PG,32,ORL,4,4,41.8,4.3,11.3,.378,1.8,4.8,.368,2.5,6.5,.385,.456,3.0,3.3,.923,1.3,4.3,5.5,4.8,2.0,0.5,2.8,2.5,13.3
6,Stacey Augmon,SG,32,POR,2,0,14.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,1.0,1.0,1.000,0.5,1.5,2.0,2.0,0.5,0.0,0.5,1.5,5.0
7,William Avery,PG,21,MIN,2,0,6.0,1.5,3.0,.500,0.5,1.0,.500,1.0,2.0,.500,.583,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,3.5
8,Jon Barry,SG,31,SAC,7,0,7.9,1.0,2.4,.412,0.3,1.0,.286,0.7,1.4,.500,.471,0.0,0.0,,0.4,0.0,0.4,0.6,0.1,0.0,0.4,1.0,2.3
9,Raja Bell,SG,24,PHI,15,0,8.3,0.8,1.8,.444,0.1,0.5,.250,0.7,1.3,.526,.481,0.5,0.9,.571,0.3,0.6,0.9,0.5,1.0,0.0,0.3,1.3,2.3
10,Jonathan Bender,SF,20,IND,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,David Benoit,SF,32,UTA,4,0,15.3,1.8,4.8,.368,0.5,1.5,.333,1.3,3.3,.385,.421,1.8,1.8,1.000,0.3,1.5,1.8,0.5,0.0,0.5,0.5,1.5,5.8
12,Travis Best,PG,28,IND,4,4,40.8,4.3,9.8,.436,0.3,0.8,.333,4.0,9.0,.444,.449,1.0,1.0,1.000,1.5,3.3,4.8,9.3,1.0,0.0,1.5,3.8,9.8
13,Chauncey Billups,SG,24,MIN,3,0,8.7,0.3,2.0,.167,0.0,0.3,.000,0.3,1.7,.200,.167,0.3,0.3,1.000,0.3,1.3,1.7,0.7,0.0,0.0,0.3,1.7,1.0
14,Calvin Booth,C,24,DAL,10,0,13.7,1.5,3.7,.405,0.0,0.0,,1.5,3.7,.405,.405,0.8,0.9,.889,1.6,1.2,2.8,0.2,0.7,0.6,0.4,2.9,3.8
15,Bruce Bowen,SF,29,MIA,3,3,19.3,1.7,5.3,.313,0.7,2.7,.250,1.0,2.7,.375,.375,0.0,0.0,,0.3,0.3,0.7,0.7,0.7,0.7,0.7,2.7,4.0
16,Shawn Bradley,C,28,DAL,10,10,25.6,2.7,5.1,.529,0.0,0.0,,2.7,5.1,.529,.529,1.0,1.3,.769,2.4,4.7,7.1,0.5,0.4,3.0,1.0,3.7,6.4
17,Terrell Brandon,PG,30,MIN,4,4,38.3,6.8,15.5,.435,1.0,2.3,.444,5.8,13.3,.434,.468,0.8,0.8,1.000,0.5,3.8,4.3,6.3,1.0,0.5,2.0,2.5,15.3
18,Dee Brown,PG,32,ORL,3,0,18.0,2.0,4.3,.462,2.0,3.7,.545,0.0,0.7,.000,.692,0.0,0.0,,0.0,1.0,1.0,1.3,0.7,0.0,0.3,1.0,6.0
19,P.J. Brown,C,31,CHH,10,10,38.5,2.8,6.7,.418,0.0,0.0,,2.8,6.7,.418,.418,2.4,2.9,.828,4.1,5.9,10.0,1.1,1.2,1.4,1.2,3.1,8.0
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Rick Brunson,PG,28,NYK,2,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,1.5,2.0,.750,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.5
22,Kobe Bryant*,SG,22,LAL,16,16,43.4,10.5,22.4,.469,0.7,2.1,.324,9.8,20.3,.485,.485,7.8,9.4,.821,1.8,5.4,7.3,6.1,1.6,0.8,3.2,3.3,29.4
23,Mark Bryant,PF,35,DAL,4,0,8.5,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.0,0.0,,0.8,0.8,1.5,0.0,0.3,0.0,0.3,1.5,0.5
24,Greg Buckner,SG,24,DAL,5,0,15.0,2.2,4.6,.478,0.2,0.6,.333,2.0,4.0,.500,.500,1.4,2.0,.700,1.6,2.6,4.2,0.6,1.0,0.0,0.4,2.4,6.0
25,Rodney Buford,SF,23,PHI,15,0,4.8,0.5,1.6,.333,0.2,0.4,.500,0.3,1.2,.278,.396,0.1,0.1,1.000,0.3,0.5,0.8,0.2,0.3,0.1,0.3,1.0,1.4
26,Scott Burrell,SF,30,CHH,2,0,6.0,1.0,1.5,.667,0.0,0.5,.000,1.0,1.0,1.000,.667,0.5,1.0,.500,0.0,1.5,1.5,0.5,1.0,0.0,0.0,0.0,2.5
27,Jason Caffey,PF,27,MIL,18,0,16.5,1.3,3.5,.381,0.0,0.0,,1.3,3.5,.381,.381,1.1,1.7,.645,1.7,2.4,4.1,0.8,0.2,0.3,0.8,2.4,3.8
28,Marcus Camby,C,26,NYK,4,4,35.3,2.5,6.5,.385,0.0,0.0,,2.5,6.5,.385,.385,1.3,3.3,.385,1.0,7.0,8.0,1.8,0.5,2.3,0.5,4.5,6.3
29,Elden Campbell,PF,32,CHH,10,10,28.7,4.2,10.6,.396,0.0,0.0,,4.2,10.6,.396,.396,3.7,4.9,.755,2.7,5.2,7.9,0.7,0.5,1.1,1.7,3.7,12.1
30,Anthony Carter,PG,25,MIA,3,1,23.0,3.0,6.3,.474,0.0,0.3,.000,3.0,6.0,.500,.474,0.0,0.0,,0.0,2.0,2.0,3.7,0.7,0.3,3.3,3.0,6.0
31,Vince Carter,SF,24,TOR,12,12,44.9,10.2,23.3,.436,2.1,5.1,.410,8.1,18.3,.443,.480,4.8,6.2,.784,3.1,3.4,6.5,4.7,1.7,1.7,2.3,3.8,27.3
32,Sam Cassell,PG,31,MIL,18,18,37.9,6.1,15.4,.396,0.6,1.7,.333,5.6,13.8,.403,.414,4.7,5.4,.866,0.7,3.9,4.6,6.7,1.1,0.2,2.9,4.2,17.4
33,Duane Causwell,C,32,MIA,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
34,Cedric Ceballos,SF,31,MIA,3,0,5.0,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,0.3,0.7,.500,1.0,1.0,2.0,0.3,0.0,0.0,0.3,1.0,1.7
35,Chris Childs,PG,33,TOR,12,9,31.7,3.1,7.5,.411,1.3,3.0,.417,1.8,4.5,.407,.494,1.7,1.9,.870,0.2,3.0,3.2,6.5,1.0,0.3,2.9,4.0,9.1
36,Doug Christie,SG,30,SAC,8,8,38.0,3.1,8.5,.368,0.6,2.1,.294,2.5,6.4,.392,.404,3.0,3.6,.828,0.9,3.5,4.4,3.3,2.5,1.1,2.4,3.9,9.9
37,Keon Clark,PF,25,TOR,11,0,9.4,1.0,2.7,.367,0.0,0.0,,1.0,2.7,.367,.367,1.2,1.8,.650,0.6,1.5,2.1,0.5,0.2,0.3,0.4,1.5,3.2
38,Derrick Coleman,PF,33,CHH,5,0,17.6,1.8,6.8,.265,0.4,1.6,.250,1.4,5.2,.269,.294,1.4,1.8,.778,1.8,3.2,5.0,1.2,0.8,0.4,1.0,2.4,5.4
39,Austin Croshere,PF,25,IND,4,0,32.3,3.5,8.8,.400,0.5,2.5,.200,3.0,6.3,.480,.429,3.3,3.8,.867,1.3,3.8,5.0,1.5,1.0,0.5,2.3,3.8,10.8
40,John Crotty,PG,31,UTA,4,0,4.8,0.0,0.8,.000,0.0,0.0,,0.0,0.8,.000,.000,0.8,0.8,1.000,0.3,0.5,0.8,0.8,0.3,0.3,0.0,0.8,0.8
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Dell Curry,SG,36,TOR,12,0,15.2,2.3,5.3,.422,1.2,3.1,.378,1.1,2.3,.481,.531,0.8,1.0,.833,0.2,1.0,1.2,0.8,0.5,0.1,0.9,0.8,6.5
43,Antonio Daniels,PG,25,SAS,13,8,31.2,4.8,10.1,.481,1.3,3.5,.370,3.5,6.5,.541,.546,2.5,2.7,.943,0.3,1.7,2.0,2.9,0.5,0.1,1.0,1.7,13.5
44,Antonio Davis,C,32,TOR,12,12,40.4,6.4,12.8,.500,0.0,0.0,,6.4,12.8,.500,.500,3.6,4.4,.811,3.4,7.7,11.1,1.9,0.8,1.8,1.8,2.9,16.4
45,Baron Davis,PG,21,CHH,10,10,39.7,5.9,12.3,.480,2.0,5.0,.400,3.9,7.3,.534,.561,4.0,5.6,.714,0.9,3.5,4.4,5.8,2.8,0.5,2.2,3.3,17.8
46,Dale Davis,C,31,POR,2,0,10.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.5,1.0,.500,1.5,0.5,2.0,0.0,0.5,0.0,0.5,3.5,0.5
47,Andrew DeClercq,C,27,ORL,4,4,13.5,2.0,3.5,.571,0.0,0.0,,2.0,3.5,.571,.571,1.0,2.0,.500,1.8,2.3,4.0,0.3,0.5,0.5,0.5,4.3,5.0
48,Vinny Del Negro,PG,34,PHO,3,0,8.7,1.3,2.3,.571,0.0,0.0,,1.3,2.3,.571,.571,0.0,0.0,,0.0,0.7,0.7,1.7,0.0,0.0,0.0,0.7,2.7
49,Tony Delk,SG,27,PHO,4,0,28.5,4.5,10.8,.419,1.0,2.5,.400,3.5,8.3,.424,.465,1.8,2.8,.636,1.3,2.8,4.0,1.0,0.8,0.0,1.3,1.8,11.8
50,Vlade Divac*,C,32,SAC,8,8,28.1,3.5,10.0,.350,0.1,0.4,.333,3.4,9.6,.351,.356,3.6,4.8,.763,2.5,5.9,8.4,2.4,1.0,1.5,2.3,3.1,10.8
51,Michael Doleac,C,23,ORL,4,0,11.3,1.5,4.0,.375,0.0,0.0,,1.5,4.0,.375,.375,0.0,0.0,,1.0,2.5,3.5,0.3,0.8,0.0,0.5,2.5,3.0
52,Chris Dudley,C,35,PHO,3,0,8.7,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,1.0,1.3,2.3,0.0,0.3,0.3,1.3,0.3,0.7
53,Tim Duncan*,PF,24,SAS,13,13,40.5,9.2,18.9,.488,0.1,0.1,1.000,9.2,18.8,.486,.490,5.8,9.2,.639,4.2,10.3,14.5,3.8,1.1,2.7,3.8,3.3,24.4
54,Tyus Edney,PG,27,IND,2,0,5.0,1.0,3.5,.286,0.0,0.5,.000,1.0,3.0,.333,.286,0.0,0.5,.000,0.0,0.0,0.0,1.5,0.5,0.0,0.0,0.5,2.0
55,Howard Eisley,SG,28,DAL,9,0,21.6,2.1,5.9,.358,1.1,2.9,.385,1.0,3.0,.333,.453,0.4,0.4,1.000,0.1,1.2,1.3,1.9,0.6,0.1,1.4,2.0,5.8
56,Mario Elie,SG,37,PHO,4,4,25.8,3.5,7.8,.452,0.5,3.3,.154,3.0,4.5,.667,.484,1.5,2.0,.750,0.5,2.8,3.3,1.8,0.8,0.3,0.5,1.5,9.0
57,Sean Elliott,SF,32,SAS,12,0,19.9,1.6,4.3,.373,0.7,1.8,.364,0.9,2.4,.379,.451,0.9,0.9,1.000,0.3,1.9,2.2,1.2,0.4,0.5,1.1,1.8,4.8
58,LaPhonso Ellis,PF,30,MIN,4,0,19.3,2.3,5.8,.391,0.0,0.3,.000,2.3,5.5,.409,.391,1.5,2.0,.750,1.8,1.8,3.5,0.0,0.3,0.8,1.3,3.3,6.0
59,Danny Ferry,SF,34,SAS,13,11,25.7,2.1,5.2,.397,1.6,3.5,.457,0.5,1.7,.273,.551,0.0,0.0,,0.6,2.5,3.2,1.3,0.3,0.1,0.5,2.5,5.8
60,Michael Finley,SF,27,DAL,10,10,43.4,7.2,20.0,.360,1.7,4.7,.362,5.5,15.3,.359,.403,3.6,4.4,.818,1.3,4.0,5.3,4.4,1.2,0.2,2.4,2.3,19.7
61,Derek Fisher,PG,26,LAL,16,16,36.0,4.8,9.9,.484,2.2,4.3,.515,2.6,5.7,.462,.594,1.6,2.1,.765,0.3,3.5,3.8,3.0,1.3,0.1,0.8,2.8,13.4
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Greg Foster,C,32,LAL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
64,Jeff Foster,C,24,IND,4,2,13.0,1.0,2.3,.444,0.0,0.0,,1.0,2.3,.444,.444,0.5,0.5,1.000,0.8,2.3,3.0,0.5,0.0,0.8,1.0,2.0,2.5
65,Rick Fox,SF,31,LAL,16,16,35.8,3.6,8.1,.450,1.1,3.6,.316,2.5,4.5,.556,.519,1.6,1.9,.867,0.8,4.1,4.9,3.6,1.9,0.4,2.3,3.4,10.0
66,Lawrence Funderburke,PF,30,SAC,3,0,5.7,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,0.3,0.3,1.000,1.3,0.7,2.0,0.0,0.7,0.7,0.3,1.3,2.3
67,Kevin Garnett*,PF,24,MIN,4,4,41.3,6.8,14.5,.466,0.0,0.8,.000,6.8,13.8,.491,.466,7.5,9.0,.833,2.5,9.5,12.0,4.3,1.0,1.5,1.5,3.3,21.0
68,Dean Garrett,C,34,MIN,3,2,13.7,1.3,4.0,.333,0.0,0.0,,1.3,4.0,.333,.333,1.7,2.0,.833,0.7,2.3,3.0,0.0,0.3,0.3,0.0,2.0,4.3
69,Pat Garrity,SF,24,ORL,4,0,29.3,4.3,9.0,.472,2.5,5.0,.500,1.8,4.0,.438,.611,1.0,1.3,.800,0.3,1.0,1.3,0.5,0.0,0.3,0.5,2.8,12.0
