,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
22,Greg Buckner,SG,29,DEN,5,4,27.4,4.6,11.0,.418,2.0,6.4,.313,2.6,4.6,.565,.509,1.4,1.6,.875,0.6,2.2,2.8,1.2,0.6,0.2,0.2,2.4,12.6
23,Pat Burke,C,32,PHO,3,0,2.3,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.3,.000,0.3,0.7,1.0,0.0,0.0,0.3,0.0,0.0,1.7
24,Antonio Burks,PG,25,MEM,2,0,6.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.5,1.0,.500,0.0,0.5,0.5,1.0,0.5,0.0,0.0,1.0,1.5
25,Caron Butler,SF,25,WAS,6,6,43.7,7.0,16.8,.416,0.5,2.3,.214,6.5,14.5,.448,.431,4.0,4.8,.828,2.7,7.8,10.5,2.7,2.0,0.7,2.3,5.2,18.5
26,Andrew Bynum,C,18,LAL,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Marcus Camby,C,31,DEN,5,5,35.0,5.2,12.4,.419,0.0,0.0,,5.2,12.4,.419,.419,1.0,1.8,.556,2.6,8.4,11.0,2.2,0.8,2.8,0.8,2.8,11.4
28,Brian Cardinal,PF,28,MEM,3,0,7.3,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,0.0,0.0,,0.3,1.0,1.3,0.3,0.3,0.0,0.0,0.7,1.0
29,Vince Carter,SG,29,NJN,11,11,40.9,10.3,22.2,.463,1.3,5.3,.241,9.0,16.9,.532,.492,7.8,9.8,.796,1.5,5.5,7.0,5.3,1.8,0.5,2.4,3.1,29.6
30,Sam Cassell,PG,36,LAC,12,12,33.7,6.1,13.9,.437,1.3,3.6,.349,4.8,10.3,.468,.482,4.6,5.7,.809,0.8,3.3,4.0,5.8,0.7,0.2,2.3,2.9,18.0
31,Kelvin Cato,C,31,DET,4,0,3.8,0.8,1.3,.600,0.0,0.0,,0.8,1.3,.600,.600,0.0,0.0,,0.8,1.0,1.8,0.0,0.0,0.0,0.0,0.5,1.5
32,Tyson Chandler,C,23,CHI,6,0,17.3,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.5,1.7,.300,1.3,3.2,4.5,0.5,0.3,0.3,1.0,4.8,1.8
33,Jason Collins,C,27,NJN,11,11,27.5,0.8,2.3,.360,0.0,0.0,,0.8,2.3,.360,.360,1.2,2.0,.591,1.8,3.2,5.0,0.3,0.5,0.2,0.8,5.0,2.8
34,Brian Cook,PF,25,LAL,7,0,11.1,2.6,6.6,.391,0.6,1.6,.364,2.0,5.0,.400,.435,0.6,0.6,1.000,1.6,1.6,3.1,1.1,0.1,0.0,0.4,2.1,6.3
35,Austin Croshere,PF,30,IND,6,2,29.2,2.0,6.3,.316,1.5,3.8,.391,0.5,2.5,.200,.434,2.7,3.0,.889,0.8,2.8,3.7,1.2,0.8,0.0,1.0,1.8,8.2
36,Erick Dampier,C,30,DAL,19,2,23.9,1.8,3.3,.540,0.0,0.1,.000,1.8,3.3,.548,.540,1.4,2.3,.614,2.9,3.8,6.7,0.3,0.6,1.3,0.6,3.9,5.0
37,Antonio Daniels,SG,30,WAS,6,0,36.0,4.7,8.7,.538,0.5,1.8,.273,4.2,6.8,.610,.567,3.3,3.7,.909,0.3,2.5,2.8,3.3,0.5,0.2,1.7,0.7,13.2
38,Marquis Daniels,SG,25,DAL,20,0,11.1,1.3,2.8,.446,0.1,0.3,.400,1.2,2.6,.451,.464,0.8,1.1,.762,0.5,0.6,1.1,1.3,0.3,0.1,0.6,1.3,3.4
39,Dale Davis,C,36,DET,8,0,4.5,0.0,0.8,.000,0.0,0.0,,0.0,0.8,.000,.000,0.3,0.5,.500,0.1,1.0,1.1,0.1,0.0,0.0,0.4,1.4,0.3
40,Carlos Delfino,SG,23,DET,8,0,4.0,0.1,0.8,.167,0.1,0.3,.500,0.0,0.5,.000,.250,0.3,0.3,1.000,0.0,0.5,0.5,0.3,0.1,0.0,0.8,0.5,0.6
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Tony Delk,PG,32,DET,16,0,8.6,1.2,2.9,.404,0.2,0.9,.200,1.0,2.0,.500,.436,0.4,0.6,.700,0.3,0.9,1.1,0.5,0.4,0.0,0.3,0.9,3.0
43,Luol Deng,SF,20,CHI,6,0,30.0,4.0,9.3,.429,0.2,0.8,.200,3.8,8.5,.451,.438,2.0,3.5,.571,1.3,3.5,4.8,0.5,0.8,0.7,0.8,2.2,10.2
44,Boris Diaw,PF,23,PHO,20,20,39.8,7.6,14.5,.526,0.2,0.4,.429,7.5,14.1,.528,.531,3.4,4.4,.761,2.0,4.7,6.7,5.2,0.9,1.1,2.8,3.2,18.7
45,DeSagana Diop,C,24,DAL,22,18,18.5,1.1,1.8,.615,0.0,0.0,,1.1,1.8,.615,.615,0.5,0.8,.611,1.8,3.1,5.0,0.1,0.6,1.3,0.5,3.7,2.7
46,Michael Doleac,C,28,MIA,8,0,9.0,0.9,1.6,.538,0.0,0.0,,0.9,1.6,.538,.538,0.3,0.3,1.000,0.8,2.0,2.8,0.0,0.1,0.0,0.4,1.5,2.0
47,Chris Duhon,PG,23,CHI,6,0,21.8,1.5,4.2,.360,1.2,2.7,.438,0.3,1.5,.222,.500,0.8,1.0,.833,0.2,2.5,2.7,2.2,0.3,0.0,0.8,2.2,5.0
48,Tim Duncan*,PF,29,SAS,13,13,37.9,9.3,16.2,.573,0.0,0.2,.000,9.3,16.1,.579,.573,7.2,10.1,.718,2.5,8.0,10.5,3.3,0.8,1.9,2.6,3.8,25.8
49,Francisco Elson,C,29,DEN,5,2,15.0,0.6,1.0,.600,0.0,0.0,,0.6,1.0,.600,.600,0.0,0.0,,1.0,1.2,2.2,0.4,0.8,0.0,0.6,2.6,1.2
50,Maurice Evans,SG,27,DET,16,0,6.3,1.0,1.9,.533,0.4,0.7,.636,0.6,1.2,.474,.650,0.9,1.0,.875,0.4,0.5,0.9,0.2,0.1,0.1,0.1,0.6,3.3
51,Reggie Evans,PF,25,DEN,5,0,13.8,0.6,1.4,.429,0.0,0.4,.000,0.6,1.0,.600,.429,2.6,3.6,.722,1.6,3.0,4.6,0.0,0.4,0.2,1.2,2.2,3.8
52,Daniel Ewing,SG,22,LAC,6,0,0.8,0.2,0.2,1.000,0.0,0.0,,0.2,0.2,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
53,Michael Finley,SG,32,SAS,13,4,31.6,3.8,8.1,.476,1.4,3.6,.383,2.5,4.5,.552,.562,1.4,1.5,.900,0.1,3.7,3.8,1.4,0.6,0.2,0.7,1.5,10.5
54,T.J. Ford,PG,22,MIL,5,5,32.4,5.0,10.2,.490,0.4,1.0,.400,4.6,9.2,.500,.510,2.2,2.4,.917,0.6,3.4,4.0,6.4,0.6,0.0,3.2,4.0,12.6
55,Jeff Foster,C,29,IND,4,4,20.0,1.0,2.8,.364,0.0,0.0,,1.0,2.8,.364,.364,0.8,1.0,.750,2.8,3.3,6.0,0.8,1.0,0.3,0.0,2.3,2.8
56,Dan Gadzuric,C,27,MIL,4,0,4.0,2.0,2.3,.889,0.0,0.0,,2.0,2.3,.889,.889,0.3,0.5,.500,0.5,0.5,1.0,0.0,0.0,0.3,0.0,0.8,4.3
57,Francisco García,SF,24,SAC,6,0,6.8,0.8,1.8,.455,0.2,0.7,.250,0.7,1.2,.571,.500,0.3,0.3,1.000,0.0,0.3,0.3,0.2,0.3,0.3,0.0,0.8,2.2
58,Pau Gasol,PF,25,MEM,4,4,39.5,7.3,16.8,.433,0.0,0.3,.000,7.3,16.5,.439,.433,5.8,7.5,.767,1.0,5.8,6.8,3.0,0.5,1.3,2.8,2.8,20.3
59,Devean George,SF,28,LAL,7,0,17.3,1.9,4.9,.382,1.3,3.0,.429,0.6,1.9,.308,.515,0.3,0.7,.400,0.3,2.0,2.3,0.6,0.6,0.1,0.0,1.9,5.3
60,Eddie Gill,PG,27,IND,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
61,Manu Ginóbili,SG,28,SAS,13,11,32.8,5.8,12.1,.484,1.1,3.2,.333,4.8,8.8,.539,.529,5.6,6.7,.839,0.7,3.8,4.5,3.0,1.5,0.5,2.5,3.3,18.4
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Drew Gooden,PF,24,CLE,13,13,21.7,3.5,6.5,.529,0.0,0.0,,3.5,6.5,.529,.529,1.3,1.4,.944,2.4,5.2,7.5,0.6,0.2,0.2,1.4,3.1,8.2
64,Ben Gordon,SG,22,CHI,6,6,40.8,7.2,17.7,.406,2.5,6.8,.366,4.7,10.8,.431,.476,4.2,6.2,.676,0.8,2.5,3.3,3.0,1.0,0.0,2.8,2.0,21.0
65,Danny Granger,SF,22,IND,6,3,27.0,3.0,5.7,.529,1.5,2.7,.563,1.5,3.0,.500,.662,0.7,0.7,1.000,1.2,4.0,5.2,1.7,0.7,1.2,1.2,3.3,8.2
66,Brian Grant,C,33,PHO,5,0,2.4,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.0,0.4,.000,0.4,0.0,0.4,0.0,0.0,0.0,0.0,1.4,0.4
67,Adrian Griffin,SG,31,DAL,20,8,17.5,1.6,3.0,.542,0.0,0.0,,1.6,3.0,.542,.542,0.4,0.4,.875,1.4,2.2,3.6,1.2,0.8,0.1,0.6,2.1,3.6
68,Richard Hamilton,SG,27,DET,18,18,38.3,7.1,17.2,.413,0.8,2.2,.350,6.3,15.0,.422,.435,5.4,6.3,.851,0.9,2.0,2.9,2.7,0.9,0.3,2.2,3.3,20.4
69,Othella Harrington,C,32,CHI,3,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.7,0.0
70,Devin Harris,PG,22,DAL,23,15,24.3,3.6,7.4,.480,0.0,0.3,.000,3.6,7.1,.503,.480,2.3,3.2,.703,0.7,1.0,1.7,2.2,0.8,0.1,1.8,3.0,9.4
71,David Harrison,C,23,IND,6,0,5.2,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,1.2,2.0,.583,0.2,0.7,0.8,0.0,0.2,0.2,0.7,1.8,2.2
72,Jason Hart,PG,27,SAC,5,0,10.4,0.8,2.6,.308,0.0,0.0,,0.8,2.6,.308,.308,0.4,0.4,1.000,0.2,0.2,0.4,0.6,0.6,0.0,0.8,1.6,2.0
73,Udonis Haslem,PF,25,MIA,22,22,29.5,3.4,6.8,.493,0.0,0.0,.000,3.4,6.8,.497,.493,1.9,2.7,.683,2.2,5.1,7.4,0.8,0.6,0.3,1.4,3.6,8.6
74,Brendan Haywood,C,26,WAS,6,6,25.8,2.5,3.7,.682,0.0,0.0,,2.5,3.7,.682,.682,2.2,4.2,.520,1.2,2.0,3.2,0.8,0.3,1.8,1.2,3.7,7.2
75,Alan Henderson,C,33,CLE,2,0,4.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0
76,Kirk Hinrich,PG,25,CHI,6,6,39.0,6.5,15.7,.415,1.5,4.3,.346,5.0,11.3,.441,.463,6.0,7.0,.857,0.0,3.3,3.3,7.7,1.3,0.3,4.0,3.7,20.5
77,Robert Horry,PF,35,SAS,13,5,17.2,1.2,2.8,.405,0.5,1.3,.353,0.7,1.5,.450,.486,1.5,2.0,.731,1.5,2.2,3.7,0.8,0.4,0.7,0.8,2.4,4.2
78,Eddie House,PG,27,PHO,14,0,9.3,1.4,3.7,.365,0.2,1.0,.214,1.1,2.7,.421,.394,0.2,0.3,.750,0.0,0.6,0.6,0.4,0.1,0.1,0.4,0.7,3.1
79,Josh Howard,SF,25,DAL,23,23,35.8,6.1,13.4,.453,1.0,2.8,.369,5.0,10.6,.475,.492,3.5,4.3,.808,1.8,5.7,7.4,1.4,1.0,0.6,2.3,3.7,16.7
80,Larry Hughes,SG,27,CLE,9,8,37.3,4.0,12.6,.319,0.6,2.0,.278,3.4,10.6,.326,.341,2.6,3.4,.742,1.0,2.0,3.0,4.0,2.2,0.1,1.8,3.8,11.1
81,Lindsey Hunter,PG,35,DET,18,0,12.1,1.4,4.3,.333,0.8,2.4,.318,0.7,1.9,.353,.423,0.6,0.6,1.000,0.4,0.6,1.1,1.6,0.8,0.1,0.8,2.3,4.2
82,Zydrunas Ilgauskas,C,30,CLE,13,13,27.2,4.2,9.2,.454,0.0,0.0,,4.2,9.2,.454,.454,2.1,2.8,.750,2.5,3.8,6.3,0.8,0.4,2.1,1.8,3.5,10.4
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,D.J. Mbenga,C,25,DAL,7,0,3.6,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,0.3,0.3,1.000,0.1,1.0,1.1,0.0,0.0,0.1,0.4,1.3,0.6
85,Bobby Jackson,PG,32,MEM,4,0,25.0,3.0,7.3,.414,1.0,2.8,.364,2.0,4.5,.444,.483,1.3,1.8,.714,0.0,2.0,2.0,1.3,0.3,0.0,3.5,1.8,8.3
86,Jermaine Jackson,PG,29,MIL,2,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0
87,Jim Jackson,SF,35,LAL,3,0,7.0,0.7,2.0,.333,0.0,0.3,.000,0.7,1.7,.400,.333,0.0,0.0,,0.7,0.3,1.0,0.7,0.3,0.3,0.7,1.3,1.3
88,Stephen Jackson,SG,27,IND,6,6,37.8,5.0,13.7,.366,1.0,4.3,.231,4.0,9.3,.429,.402,2.3,3.0,.778,0.8,3.7,4.5,3.3,0.7,0.2,2.5,3.8,13.3
89,LeBron James,SF,21,CLE,13,13,46.5,11.2,23.6,.476,1.6,4.8,.333,9.6,18.8,.512,.510,6.7,9.1,.737,1.7,6.4,8.1,5.8,1.4,0.7,5.0,3.4,30.8
90,Antawn Jamison,SF,29,WAS,6,6,42.2,7.0,16.5,.424,1.7,5.3,.313,5.3,11.2,.478,.475,3.5,4.5,.778,1.5,5.7,7.2,3.0,1.0,0.3,1.8,3.8,19.2
91,Šarūnas Jasikevičius,PG,29,IND,6,0,11.0,1.2,3.2,.368,0.3,1.5,.222,0.8,1.7,.500,.421,0.2,0.3,.500,0.2,0.8,1.0,1.0,0.0,0.2,0.8,1.2,2.8
92,Richard Jefferson,SF,25,NJN,11,11,39.7,8.2,15.0,.545,1.1,2.6,.414,7.1,12.4,.574,.582,4.7,5.7,.825,0.6,3.5,4.1,4.1,0.9,0.4,2.7,2.9,22.2
93,Jared Jeffries,PF,24,WAS,6,6,35.8,2.8,7.2,.395,0.2,1.2,.143,2.7,6.0,.444,.407,2.2,2.8,.765,3.3,2.8,6.2,1.5,0.2,1.2,1.8,3.2,8.0
94,Anthony Johnson,PG,31,IND,6,6,40.3,7.5,14.5,.517,1.3,3.3,.400,6.2,11.2,.552,.563,3.7,5.5,.667,1.3,3.7,5.0,5.2,1.0,0.0,2.3,2.8,20.0
95,DerMarr Johnson,SG,25,DEN,3,0,11.3,1.0,4.3,.231,0.3,3.3,.100,0.7,1.0,.667,.269,0.0,0.0,,0.7,2.7,3.3,0.7,0.0,0.3,0.3,0.3,2.3
96,Ervin Johnson,C,38,MIL,3,0,3.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.7,0.7,1.000,0.0,1.3,1.3,0.0,0.3,0.0,0.3,0.3,0.7
97,Dahntay Jones,SF,25,MEM,4,0,11.5,1.3,1.8,.714,0.0,0.0,,1.3,1.8,.714,.714,1.8,2.5,.700,0.3,1.5,1.8,0.0,0.3,0.0,0.5,1.8,4.3
98,Damon Jones,PG,29,CLE,13,0,13.9,0.6,2.0,.308,0.4,1.4,.278,0.2,0.6,.375,.404,0.2,0.3,.750,0.2,1.1,1.2,0.9,0.2,0.0,0.2,1.3,1.8
99,Eddie Jones,SG,34,MEM,4,3,29.8,3.5,7.3,.483,0.8,1.8,.429,2.8,5.5,.500,.534,2.5,3.8,.667,0.8,2.0,2.8,2.5,0.8,0.3,0.3,2.5,10.3
100,Fred Jones,SG,26,IND,6,1,27.8,2.5,6.0,.417,1.0,2.7,.375,1.5,3.3,.450,.500,1.8,2.0,.917,0.3,3.0,3.3,2.5,1.0,0.2,1.3,2.2,7.8
101,James Jones,SF,25,PHO,20,6,17.7,1.4,4.1,.341,0.4,1.3,.308,1.0,2.8,.357,.390,1.1,1.3,.846,0.8,2.8,3.6,0.3,0.3,0.9,0.5,1.3,4.3
102,Chris Kaman,C,23,LAC,11,10,29.5,4.6,7.8,.593,0.0,0.0,,4.6,7.8,.593,.593,1.5,1.9,.762,1.9,6.1,8.0,0.9,0.5,0.8,3.0,3.5,10.7
103,Jason Kapono,SF,24,MIA,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Jason Kidd*,PG,32,NJN,11,11,40.9,4.5,12.0,.371,1.4,4.5,.300,3.1,7.5,.415,.428,1.7,2.1,.826,2.0,5.6,7.6,9.6,1.5,0.2,2.2,2.8,12.0
106,Linas Kleiza,PF,21,DEN,3,0,4.7,1.0,2.7,.375,0.0,0.3,.000,1.0,2.3,.429,.375,0.0,0.0,,0.3,1.0,1.3,0.7,0.0,0.0,0.0,1.0,2.0
107,Nenad Krstić,PF,22,NJN,11,11,33.3,5.9,11.7,.504,0.0,0.0,,5.9,11.7,.504,.504,2.9,4.1,.711,2.3,4.5,6.8,0.7,0.5,0.9,2.0,4.2,14.7
108,Toni Kukoč,PF,37,MIL,3,0,17.7,2.7,4.7,.571,1.7,2.7,.625,1.0,2.0,.500,.750,0.3,0.7,.500,0.0,1.7,1.7,3.0,0.3,0.0,1.0,2.7,7.3
109,Shaun Livingston,PG,20,LAC,12,0,27.7,3.0,6.3,.474,0.1,0.1,1.000,2.9,6.3,.467,.480,1.4,1.8,.810,1.3,3.3,4.7,4.8,0.6,0.5,1.9,2.6,7.5
110,Corey Maggette,SF,26,LAC,12,2,24.3,4.8,10.2,.467,0.7,2.0,.333,4.1,8.2,.500,.500,5.1,5.6,.910,0.6,6.7,7.3,1.4,0.6,0.4,2.2,3.3,15.3
111,Jamaal Magloire,C,27,MIL,5,5,27.0,3.6,7.6,.474,0.0,0.0,,3.6,7.6,.474,.474,1.8,3.0,.600,2.2,5.8,8.0,1.0,0.4,1.2,1.2,2.8,9.0
112,Shawn Marion,PF,27,PHO,20,20,42.5,8.2,16.7,.489,1.1,3.5,.314,7.1,13.2,.536,.523,3.0,3.4,.881,2.9,8.8,11.7,1.6,1.9,1.2,1.1,3.3,20.4
113,Donyell Marshall,PF,32,CLE,13,0,26.5,3.5,8.0,.433,1.4,3.5,.391,2.1,4.5,.466,.519,1.2,1.3,.882,1.8,3.8,5.6,0.6,0.5,0.7,1.0,1.8,9.5
114,Kenyon Martin,PF,28,DEN,2,0,17.5,2.0,6.5,.308,0.0,0.0,,2.0,6.5,.308,.308,0.5,1.0,.500,3.0,1.5,4.5,0.5,2.0,1.0,1.5,2.5,4.5
115,Kevin Martin,SG,22,SAC,6,1,32.8,3.7,9.0,.407,1.0,3.2,.316,2.7,5.8,.457,.463,4.8,4.8,1.000,1.7,3.3,5.0,0.5,0.5,0.3,0.3,1.8,13.2
116,Walter McCarty,SF,31,LAC,8,0,1.3,0.1,0.5,.250,0.0,0.1,.000,0.1,0.4,.333,.250,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.3
117,Antonio McDyess,PF,31,DET,18,0,20.6,3.2,5.7,.559,0.0,0.1,.000,3.2,5.6,.564,.559,1.3,2.3,.548,2.2,3.9,6.1,0.6,0.4,0.7,0.8,3.0,7.6
118,Aaron McKie,PG,33,LAL,1,0,8.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Andre Miller,PG,29,DEN,5,5,36.4,6.8,15.4,.442,0.0,0.0,,6.8,15.4,.442,.442,2.8,3.4,.824,1.6,2.8,4.4,7.2,1.0,0.2,3.2,2.4,16.4
120,Brad Miller,C,29,SAC,6,6,27.7,3.5,8.7,.404,0.2,1.2,.143,3.3,7.5,.444,.413,2.0,2.2,.923,0.5,2.5,3.0,2.5,1.2,0.8,1.2,3.3,9.2
121,Mike Miller,SG,25,MEM,4,1,26.8,3.0,7.5,.400,0.3,2.0,.125,2.8,5.5,.500,.417,2.3,2.3,1.000,0.3,3.5,3.8,1.8,0.5,0.5,2.0,2.8,8.5
122,Cuttino Mobley,SG,30,LAC,12,12,39.4,5.1,11.9,.427,0.9,2.5,.367,4.2,9.4,.442,.465,2.2,2.4,.897,0.8,3.9,4.8,2.0,0.7,0.3,1.9,2.3,13.3
123,Nazr Mohammed,C,28,SAS,8,3,11.8,1.4,1.9,.733,0.1,0.1,1.000,1.3,1.8,.714,.767,1.6,2.3,.722,1.9,2.0,3.9,0.1,0.4,0.8,1.0,2.1,4.5
124,Alonzo Mourning*,C,35,MIA,21,0,10.8,1.2,1.8,.703,0.0,0.0,,1.2,1.8,.703,.703,1.3,2.0,.667,0.8,2.1,2.9,0.1,0.2,1.1,0.8,2.3,3.8
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Lamond Murray,SF,32,NJN,11,0,17.9,1.9,4.9,.389,1.1,3.1,.353,0.8,1.8,.450,.500,0.8,1.0,.818,0.8,2.6,3.5,0.2,0.3,0.0,0.3,2.3,5.7
127,Ronald Murray,SG,26,CLE,13,5,30.7,2.8,8.6,.330,0.4,1.8,.208,2.5,6.8,.364,.353,2.0,2.5,.813,0.8,2.4,3.2,1.6,0.7,0.2,0.7,2.1,8.1
128,Boštjan Nachbar,SF,25,NJN,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Eduardo Nájera,PF,29,DEN,4,3,22.3,0.8,3.5,.214,0.0,0.0,,0.8,3.5,.214,.214,0.5,1.0,.500,1.0,2.8,3.8,0.5,0.8,0.0,1.0,3.3,2.0
