,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
13,Mike Bibby,PG,23,SAC,16,16,41.3,7.1,16.1,.444,1.6,3.7,.424,5.6,12.4,.449,.492,4.4,5.4,.826,0.9,2.9,3.8,5.0,1.4,0.2,2.3,1.9,20.3
14,Chauncey Billups,PG,25,MIN,3,3,44.7,7.7,17.0,.451,2.0,5.0,.400,5.7,12.0,.472,.510,4.7,6.7,.700,0.3,4.7,5.0,5.7,1.0,0.3,3.0,4.7,22.0
15,Corie Blount,PF,33,PHI,5,0,17.6,0.4,1.6,.250,0.0,0.0,,0.4,1.6,.250,.250,0.6,0.8,.750,2.0,0.8,2.8,0.4,0.4,0.4,0.8,1.8,1.4
16,Mark Blount,C,26,BOS,4,0,9.8,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,0.5,1.000,0.8,1.0,1.8,0.3,0.5,0.5,0.3,1.8,1.5
17,Bruce Bowen,SF,30,SAS,10,10,34.5,2.5,6.1,.410,1.1,2.5,.440,1.4,3.6,.389,.500,0.7,1.4,.500,0.9,2.4,3.3,1.4,1.1,0.7,0.7,2.8,6.8
18,Michael Bradley,PF,22,TOR,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
19,Shawn Bradley,C,29,DAL,7,0,3.6,0.4,0.9,.500,0.0,0.0,,0.4,0.9,.500,.500,0.0,0.0,,0.1,0.6,0.7,0.0,0.0,0.1,0.1,1.3,0.9
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Jamison Brewer,SG,21,IND,2,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.5,1.0,.500,1.0,1.0,2.0,0.5,0.0,0.0,0.5,1.5,0.5
22,Chucky Brown,SF,33,SAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
23,Kedrick Brown,SF,20,BOS,2,0,1.5,1.0,1.0,1.000,0.5,0.5,1.000,0.5,0.5,1.000,1.250,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5
24,P.J. Brown,C,32,CHH,9,9,36.8,3.6,8.3,.427,0.0,0.0,,3.6,8.3,.427,.427,3.1,4.1,.757,3.2,6.3,9.6,1.6,0.7,1.3,0.9,4.1,10.2
25,Rick Brunson,PG,29,POR,2,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Kobe Bryant*,SG,23,LAL,19,19,43.8,9.8,22.7,.434,1.2,3.1,.379,8.7,19.6,.442,.459,5.8,7.6,.759,1.5,4.4,5.8,4.6,1.4,0.9,2.8,3.4,26.6
27,Mark Bryant,PF,36,SAS,9,4,10.1,1.0,2.2,.450,0.0,0.0,,1.0,2.2,.450,.450,0.3,0.7,.500,0.9,0.4,1.3,0.1,0.1,0.2,0.1,1.6,2.3
28,Greg Buckner,SG,25,DAL,7,0,15.0,1.7,3.6,.480,0.0,0.1,.000,1.7,3.4,.500,.480,0.4,0.6,.750,1.9,1.9,3.7,0.6,0.4,0.1,0.4,2.1,3.9
29,Jud Buechler,SF,33,ORL,2,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0
30,Elden Campbell,PF,33,CHH,9,9,28.2,5.4,12.2,.445,0.0,0.1,.000,5.4,12.1,.450,.445,2.7,3.8,.706,1.6,5.1,6.7,1.8,0.7,2.6,1.9,3.8,13.6
31,Chris Childs,PG,34,TOR,5,4,32.6,4.2,10.8,.389,1.6,3.4,.471,2.6,7.4,.351,.463,1.8,2.0,.900,0.4,3.4,3.8,7.4,0.8,0.0,4.0,3.0,11.8
32,Doug Christie,SG,31,SAC,16,16,40.3,3.4,8.3,.409,1.1,4.0,.266,2.3,4.3,.544,.473,3.3,4.1,.800,1.2,4.6,5.8,4.9,2.1,0.6,2.8,4.0,11.1
33,Keon Clark,C,26,TOR,5,5,34.8,5.2,9.6,.542,0.0,0.0,,5.2,9.6,.542,.542,3.0,3.2,.938,2.8,5.2,8.0,1.6,0.4,1.6,2.8,3.8,13.4
34,Speedy Claxton,PG,23,PHI,5,0,9.8,0.8,2.4,.333,0.0,0.2,.000,0.8,2.2,.364,.333,0.8,1.2,.667,0.2,0.0,0.2,2.8,1.0,0.0,0.6,1.6,2.4
35,Derrick Coleman,PF,34,PHI,5,5,38.2,4.4,8.4,.524,0.8,2.6,.308,3.6,5.8,.621,.571,3.2,4.0,.800,3.0,6.2,9.2,2.0,0.2,1.4,1.0,2.0,12.8
36,Jarron Collins,C,23,UTA,4,4,11.8,2.5,4.5,.556,0.0,0.0,,2.5,4.5,.556,.556,0.5,0.5,1.000,1.0,0.8,1.8,0.0,0.0,0.0,1.0,2.8,5.5
37,Jason Collins,C,23,NJN,17,0,13.4,0.7,1.9,.364,0.0,0.0,,0.7,1.9,.364,.364,1.5,2.2,.658,1.4,1.0,2.4,0.4,0.3,0.4,0.7,2.8,2.9
38,Austin Croshere,PF,26,IND,4,0,14.8,2.0,5.0,.400,0.5,1.5,.333,1.5,3.5,.429,.450,1.5,2.0,.750,1.0,2.5,3.5,0.5,0.3,0.3,1.5,1.8,6.0
39,Vonteego Cummings,PG,25,PHI,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Dell Curry,SG,37,TOR,4,0,14.8,2.5,6.3,.400,1.0,1.3,.800,1.5,5.0,.300,.480,1.0,1.0,1.000,0.0,1.3,1.3,1.0,1.3,0.5,0.8,1.0,7.0
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Michael Curry,SG,33,DET,10,10,22.1,2.2,3.9,.564,0.5,1.3,.385,1.7,2.6,.654,.628,0.8,1.1,.727,0.1,1.3,1.4,1.2,0.4,0.0,0.5,3.2,5.7
43,Antonio Daniels,SG,26,SAS,10,0,22.4,3.5,7.7,.455,0.6,1.6,.375,2.9,6.1,.475,.494,1.9,2.2,.864,0.3,2.4,2.7,1.5,0.7,0.3,0.5,1.3,9.5
44,Antonio Davis,PF,33,TOR,5,5,40.4,6.8,15.0,.453,0.0,0.0,,6.8,15.0,.453,.453,3.4,5.6,.607,3.2,7.4,10.6,1.4,0.4,1.0,2.0,3.4,17.0
45,Baron Davis,PG,22,CHH,9,9,44.6,7.9,20.9,.378,2.3,6.9,.339,5.6,14.0,.397,.434,4.4,7.4,.597,1.8,5.2,7.0,7.9,3.6,0.6,3.0,4.0,22.6
46,Dale Davis,C,32,POR,3,3,23.3,1.0,3.7,.273,0.0,0.0,,1.0,3.7,.273,.273,0.3,0.7,.500,2.0,4.7,6.7,1.3,1.3,1.0,0.7,5.3,2.3
47,Andrew DeClercq,C,28,ORL,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0
48,Tony Delk,SG,28,BOS,14,0,16.2,1.6,4.6,.354,0.9,2.4,.394,0.7,2.3,.313,.454,0.5,0.9,.583,0.6,1.9,2.4,1.1,0.6,0.4,1.1,0.9,4.7
49,Vlade Divac*,C,33,SAC,16,16,33.4,4.4,9.4,.464,0.1,0.4,.286,4.3,9.0,.472,.470,4.6,6.1,.755,2.9,6.4,9.3,1.7,1.1,1.3,2.3,4.8,13.5
50,Bryce Drew,PG,27,CHH,2,0,2.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
51,Predrag Drobnjak,C,26,SEA,3,1,12.7,1.3,4.0,.333,0.0,0.0,,1.3,4.0,.333,.333,0.7,1.3,.500,1.0,1.7,2.7,0.7,0.3,0.0,0.3,0.7,3.3
52,Chris Dudley,C,36,POR,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0
53,Tim Duncan*,PF,25,SAS,9,9,42.2,9.1,20.1,.453,0.1,0.3,.333,9.0,19.8,.455,.456,9.2,11.2,.822,3.1,11.3,14.4,5.0,0.7,4.3,4.1,2.4,27.6
54,Evan Eschmeyer,C,26,DAL,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.3,0.7,0.3,0.0,0.3,0.0,0.7,0.0
55,Patrick Ewing*,C,39,ORL,4,0,16.8,2.0,6.3,.320,0.0,0.3,.000,2.0,6.0,.333,.320,2.5,4.3,.588,1.3,4.3,5.5,1.0,0.3,1.0,0.5,3.0,6.5
56,Danny Ferry,SF,35,SAS,10,0,15.5,1.0,3.3,.303,0.7,2.0,.350,0.3,1.3,.231,.409,0.1,0.4,.250,0.5,1.5,2.0,0.8,0.0,0.1,0.2,1.9,2.8
57,Michael Finley,SF,28,DAL,8,8,46.6,8.6,18.5,.466,1.8,4.6,.378,6.9,13.9,.495,.514,5.6,6.3,.900,1.6,4.6,6.3,2.3,1.5,0.5,1.9,3.0,24.6
58,Derek Fisher,PG,27,LAL,19,19,34.2,3.2,8.8,.357,1.5,4.3,.358,1.6,4.6,.356,.443,2.3,2.9,.786,0.5,2.7,3.3,2.7,1.0,0.1,1.1,2.6,10.2
59,Jeff Foster,C,25,IND,5,0,15.6,1.4,2.6,.538,0.4,0.8,.500,1.0,1.8,.556,.615,0.8,1.8,.444,1.0,3.8,4.8,1.4,0.6,0.2,1.8,2.6,4.0
60,Rick Fox,SF,32,LAL,19,19,34.3,3.5,7.3,.482,0.8,2.3,.349,2.7,5.1,.542,.536,1.9,2.6,.755,1.3,4.1,5.4,3.4,1.1,0.3,2.4,3.7,9.8
61,Lawrence Funderburke,PF,31,SAC,5,0,4.0,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.4,0.4,1.000,0.2,0.2,0.4,0.0,0.0,0.0,0.0,1.0,1.2
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Kevin Garnett*,PF,25,MIN,3,3,43.3,8.0,18.7,.429,0.3,0.7,.500,7.7,18.0,.426,.438,7.7,10.7,.719,5.3,13.3,18.7,5.0,1.7,1.7,4.0,3.7,24.0
64,Pat Garrity,PF,25,ORL,4,4,36.8,3.0,8.0,.375,1.8,4.5,.389,1.3,3.5,.357,.484,0.8,1.0,.750,1.0,6.5,7.5,2.3,0.5,0.3,0.8,4.5,8.5
65,Devean George,SF,24,LAL,19,0,17.2,2.0,5.5,.365,0.4,1.8,.229,1.6,3.6,.435,.404,0.6,0.8,.733,1.3,2.3,3.6,0.6,0.6,0.5,0.6,2.7,5.0
66,Horace Grant,C,36,ORL,4,4,31.8,2.0,5.5,.364,0.0,0.0,,2.0,5.5,.364,.364,0.5,0.5,1.000,2.0,5.8,7.8,2.3,0.8,0.3,0.5,1.8,4.5
67,Adrian Griffin,SG,27,DAL,4,1,14.3,2.5,4.3,.588,0.0,0.5,.000,2.5,3.8,.667,.588,0.0,0.5,.000,0.5,1.8,2.3,1.0,0.5,0.3,0.8,1.5,5.0
68,Matt Harpring,SF,25,PHI,5,5,23.8,4.4,8.8,.500,0.0,0.0,,4.4,8.8,.500,.500,1.4,1.8,.778,2.6,2.6,5.2,1.4,1.0,0.0,1.0,2.4,10.2
69,Lucious Harris,SG,31,NJN,20,0,20.9,3.3,6.7,.489,0.4,1.1,.364,2.9,5.6,.514,.519,2.0,2.4,.830,0.7,2.1,2.7,0.9,0.7,0.0,0.8,1.5,8.9
70,Kirk Haston,PF,22,CHH,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.0
71,Robert Horry,PF,31,LAL,19,14,37.0,3.2,7.2,.449,1.3,3.3,.387,1.9,3.9,.500,.537,1.6,2.0,.789,1.9,6.2,8.1,3.2,1.7,0.8,1.6,3.5,9.3
72,Troy Hudson,PG,25,ORL,4,0,26.5,4.5,12.0,.375,0.0,1.3,.000,4.5,10.8,.419,.375,3.8,4.0,.938,0.0,1.0,1.0,1.5,0.0,0.0,2.0,1.0,12.8
73,Lindsey Hunter,PG,31,LAL,18,0,7.3,0.8,2.5,.311,0.4,1.6,.276,0.3,0.9,.375,.400,0.0,0.0,,0.1,0.3,0.4,0.6,0.1,0.0,0.3,1.1,2.0
74,Allen Iverson*,SG,26,PHI,5,5,41.8,9.0,23.6,.381,1.8,5.4,.333,7.2,18.2,.396,.419,10.2,12.6,.810,0.2,3.4,3.6,4.2,2.6,0.0,2.4,1.6,30.0
75,Bobby Jackson,PG,28,SAC,16,1,23.4,4.1,9.1,.445,0.7,2.7,.256,3.4,6.4,.524,.483,2.1,2.7,.791,0.9,2.3,3.3,2.0,0.9,0.2,1.1,1.9,10.9
76,Jaren Jackson,SG,34,ORL,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.0,0.0
77,Jermaine Jackson,SG,25,TOR,4,0,3.0,0.5,0.8,.667,0.0,0.0,,0.5,0.8,.667,.667,0.5,1.5,.333,0.0,0.3,0.3,0.0,0.0,0.0,0.8,0.5,1.5
78,Marc Jackson,C,27,MIN,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79,Jerome James,C,26,SEA,5,1,14.0,1.8,4.6,.391,0.0,0.0,,1.8,4.6,.391,.391,0.0,0.4,.000,0.8,1.6,2.4,0.8,0.0,1.0,0.8,3.6,3.6
80,Richard Jefferson,SF,21,NJN,20,0,22.1,2.7,5.7,.465,0.0,0.1,.000,2.7,5.6,.473,.465,1.7,3.0,.550,0.8,3.8,4.6,1.3,0.6,0.5,1.3,2.0,7.0
81,Anthony Johnson,SG,27,NJN,19,0,8.5,1.1,2.8,.377,0.1,0.5,.100,1.0,2.3,.442,.387,0.5,0.6,.818,0.1,0.6,0.7,1.1,0.3,0.0,0.4,1.3,2.6
82,Alvin Jones,C,23,PHI,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Damon Jones,PG,25,DET,10,0,18.1,1.6,4.2,.381,0.8,2.7,.296,0.8,1.5,.533,.476,0.3,0.4,.750,0.1,2.0,2.1,2.5,0.5,0.0,0.6,1.4,4.3
85,Shawn Kemp,PF,32,POR,3,0,11.7,0.7,2.3,.286,0.0,0.0,,0.7,2.3,.286,.286,2.3,3.3,.700,0.7,2.0,2.7,0.0,0.3,0.0,0.7,2.7,3.7
86,Steve Kerr,PG,36,POR,3,0,13.0,2.0,4.7,.429,0.7,2.7,.250,1.3,2.0,.667,.500,1.7,1.7,1.000,0.0,1.3,1.3,1.7,0.3,0.0,0.3,2.0,6.3
87,Jason Kidd*,PG,28,NJN,20,20,40.2,7.4,17.7,.415,0.9,4.5,.189,6.5,13.2,.492,.439,4.0,5.0,.808,2.1,6.1,8.2,9.1,1.7,0.4,3.4,2.0,19.6
88,Andrei Kirilenko,SF,20,UTA,4,4,30.5,2.8,7.0,.393,0.0,1.0,.000,2.8,6.0,.458,.393,3.3,4.0,.813,1.0,2.8,3.8,1.0,1.8,2.5,1.5,2.5,8.8
89,Kerry Kittles,SG,27,NJN,20,20,29.0,4.7,10.8,.435,0.9,3.4,.265,3.8,7.4,.514,.477,1.8,2.3,.778,1.0,2.2,3.2,2.3,1.6,0.5,0.9,1.9,12.1
90,Raef LaFrentz,C,25,DAL,8,8,30.6,4.9,9.8,.500,0.8,2.3,.333,4.1,7.5,.550,.538,0.8,1.4,.545,2.3,5.4,7.6,0.6,0.3,2.8,0.8,4.9,11.3
91,Rusty LaRue,PG,28,UTA,4,0,13.3,1.5,4.0,.375,0.5,1.3,.400,1.0,2.8,.364,.438,1.5,2.5,.600,0.0,1.5,1.5,1.5,0.3,0.0,1.0,1.5,5.0
92,Quincy Lewis,SG,24,UTA,4,0,14.0,2.0,5.8,.348,0.3,1.3,.200,1.8,4.5,.389,.370,0.0,1.0,.000,0.3,0.5,0.8,0.5,0.5,0.3,0.8,2.5,4.3
93,Rashard Lewis,SF,22,SEA,3,2,26.3,4.0,10.7,.375,0.3,2.0,.167,3.7,8.7,.423,.391,4.3,4.3,1.000,1.3,2.3,3.7,0.7,0.3,0.0,0.7,3.3,12.7
94,Randy Livingston,PG,26,SEA,5,0,16.0,1.4,3.4,.412,0.2,0.6,.333,1.2,2.8,.429,.441,1.0,1.0,1.000,0.2,1.0,1.2,2.0,0.4,0.0,0.2,1.4,4.0
95,Felipe López,SG,27,MIN,3,0,10.0,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.3,0.7,.500,0.3,0.0,0.3,0.3,0.3,0.0,0.3,2.0,1.3
96,George Lynch,SF,31,CHH,9,7,31.8,3.2,6.6,.492,0.2,0.7,.333,3.0,5.9,.509,.508,1.0,1.4,.692,3.6,4.9,8.4,1.6,1.1,0.7,1.1,2.9,7.7
97,Todd MacCulloch,C,26,NJN,20,20,19.2,2.6,5.3,.491,0.0,0.0,,2.6,5.3,.491,.491,1.0,1.6,.613,2.2,3.0,5.2,0.7,0.3,1.4,1.2,2.6,6.2
98,Mark Madsen,PF,26,LAL,7,0,1.4,0.0,0.1,.000,0.0,0.1,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.1,0.0
99,Jamaal Magloire,C,23,CHH,8,0,21.0,2.8,5.0,.550,0.0,0.0,,2.8,5.0,.550,.550,6.8,8.9,.761,2.1,3.5,5.6,0.6,0.0,1.9,2.1,3.8,12.3
100,Karl Malone*,PF,38,UTA,4,4,40.8,7.5,18.3,.411,0.0,0.3,.000,7.5,18.0,.417,.411,5.0,7.0,.714,0.8,6.8,7.5,4.5,1.3,0.8,2.8,2.8,20.0
101,Donny Marshall,SF,29,NJN,7,0,2.0,0.1,0.7,.200,0.0,0.6,.000,0.1,0.1,1.000,.200,0.1,0.1,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4
102,Donyell Marshall,SF,28,UTA,4,0,31.0,5.3,12.5,.420,0.8,1.5,.500,4.5,11.0,.409,.450,3.0,4.0,.750,3.5,4.3,7.8,2.8,0.8,1.5,1.3,1.3,14.3
103,Kenyon Martin,PF,24,NJN,20,20,37.5,6.5,15.2,.424,0.1,0.5,.222,6.4,14.8,.431,.428,3.8,5.5,.691,1.5,4.3,5.8,2.9,1.2,1.3,2.6,4.3,16.8
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Jamal Mashburn,SF,29,CHH,1,1,10.0,0.0,6.0,.000,0.0,1.0,.000,0.0,5.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
106,Desmond Mason,SF,24,SEA,5,5,41.0,4.8,11.4,.421,0.2,0.6,.333,4.6,10.8,.426,.430,2.0,3.4,.588,1.0,5.2,6.2,1.8,0.8,0.4,1.0,2.2,11.8
107,Walter McCarty,PF,27,BOS,14,0,13.9,1.2,2.7,.447,0.2,1.3,.167,1.0,1.4,.700,.487,0.5,0.6,.778,0.6,1.9,2.4,0.3,0.3,0.0,0.3,1.4,3.1
108,Tracy McGrady*,SG,22,ORL,4,4,44.5,10.5,22.8,.462,1.3,4.0,.313,9.3,18.8,.493,.489,8.5,11.5,.739,1.5,4.8,6.3,5.5,0.5,1.8,3.3,2.8,30.8
109,Derrick McKey,SF,35,PHI,4,0,10.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.8,0.8,1.5,0.3,0.3,0.5,0.3,1.3,2.0
110,Aaron McKie,SG,29,PHI,5,0,29.2,4.0,9.2,.435,1.2,3.2,.375,2.8,6.0,.467,.500,1.4,2.0,.700,0.4,3.2,3.6,2.4,2.0,0.0,2.0,2.4,10.6
111,Stanislav Medvedenko,C,22,LAL,7,0,3.0,0.4,0.7,.600,0.0,0.0,,0.4,0.7,.600,.600,0.0,0.0,,0.1,0.4,0.6,0.0,0.0,0.0,0.1,1.1,0.9
112,Ron Mercer,SG,25,IND,5,0,23.4,3.6,7.2,.500,0.0,0.0,,3.6,7.2,.500,.500,0.6,0.8,.750,0.0,2.0,2.0,0.8,0.2,0.2,0.6,1.8,7.8
113,Brad Miller,C,25,IND,5,5,36.0,4.0,8.8,.455,0.0,0.0,,4.0,8.8,.455,.455,3.2,4.0,.800,3.4,6.4,9.8,1.4,0.8,0.4,1.4,3.2,11.2
114,Mike Miller,SF,21,ORL,4,1,18.0,1.8,5.3,.333,0.3,2.0,.125,1.5,3.3,.462,.357,1.0,1.0,1.000,0.0,1.3,1.3,1.3,1.0,0.0,1.0,2.0,4.8
115,Reggie Miller*,SG,36,IND,5,5,39.6,8.4,16.6,.506,2.6,6.2,.419,5.8,10.4,.558,.584,4.2,4.8,.875,0.0,3.2,3.2,2.8,1.6,0.2,2.8,2.0,23.6
116,Sam Mitchell,SF,38,MIN,3,2,11.3,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.7,0.7,1.000,0.0,0.7,0.7,1.0,0.3,0.3,0.0,1.7,2.7
117,Dikembe Mutombo*,C,35,PHI,5,5,34.6,2.8,6.2,.452,0.0,0.0,,2.8,6.2,.452,.452,3.2,5.2,.615,2.8,7.8,10.6,0.6,0.4,1.8,2.2,3.2,8.8
118,Lee Nailon,SF,26,CHH,9,1,17.8,3.0,6.6,.458,0.0,0.1,.000,3.0,6.4,.466,.458,1.7,2.1,.789,1.1,1.6,2.7,0.7,0.3,0.0,0.8,1.9,7.7
119,Eduardo Nájera,PF,25,DAL,8,4,15.3,2.0,2.9,.696,0.0,0.0,,2.0,2.9,.696,.696,0.6,1.0,.625,0.4,1.3,1.6,0.1,0.4,0.0,0.3,2.8,4.6
120,Steve Nash*,PG,27,DAL,8,8,40.4,6.4,14.8,.432,2.5,5.6,.444,3.9,9.1,.425,.517,4.3,4.4,.971,0.9,3.1,4.0,8.8,0.5,0.0,3.8,2.5,19.5
121,Rasho Nesterović,C,25,MIN,3,3,30.7,5.0,10.3,.484,0.0,0.0,,5.0,10.3,.484,.484,1.3,3.0,.444,2.0,4.7,6.7,1.0,0.3,0.0,1.3,3.3,11.3
122,Johnny Newman,SF,38,DAL,3,2,7.3,0.3,2.3,.143,0.3,2.0,.167,0.0,0.3,.000,.214,0.0,0.0,,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.7,1.0
123,Dirk Nowitzki,C,23,DAL,8,8,44.6,9.1,20.5,.445,2.0,3.5,.571,7.1,17.0,.419,.494,8.1,9.3,.878,2.1,11.0,13.1,2.3,2.0,0.8,2.8,3.4,28.4
124,Jermaine O'Neal,PF,23,IND,5,5,38.4,6.8,15.2,.447,0.0,0.2,.000,6.8,15.0,.453,.447,3.6,4.8,.750,1.2,6.4,7.6,1.0,0.8,1.6,2.8,4.8,17.2
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Shaquille O'Neal*,C,29,LAL,19,19,40.8,10.7,20.2,.529,0.0,0.0,,10.7,20.2,.529,.529,7.1,10.9,.649,3.5,9.1,12.6,2.8,0.5,2.5,3.3,3.3,28.5
127,Hakeem Olajuwon*,C,39,TOR,5,0,17.2,2.4,4.4,.545,0.0,0.0,,2.4,4.4,.545,.545,0.8,1.2,.667,1.8,2.0,3.8,0.4,1.4,0.8,1.2,1.8,5.6
128,Kevin Ollie,PG,29,IND,5,0,23.6,2.2,5.2,.423,0.2,0.4,.500,2.0,4.8,.417,.442,1.2,1.2,1.000,0.0,2.4,2.4,4.6,0.6,0.0,1.0,1.2,5.8
129,Greg Ostertag,C,28,UTA,4,0,21.8,3.3,5.3,.619,0.0,0.0,,3.3,5.3,.619,.619,0.3,2.5,.100,4.8,3.8,8.5,0.5,0.5,1.5,1.5,3.5,6.8
130,Olumide Oyedeji,C,20,SEA,3,0,5.7,1.3,1.7,.800,0.0,0.0,,1.3,1.7,.800,.800,0.3,1.7,.200,1.3,0.7,2.0,0.3,0.0,0.0,0.3,0.7,3.0
