,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
13,David Benoit,SF,26,UTA,5,5,33.4,4.2,9.0,.467,2.2,5.0,.440,2.0,4.0,.500,.589,1.2,1.8,.667,1.4,4.2,5.6,0.8,0.4,0.8,2.0,2.0,11.8
14,Mookie Blaylock,PG,27,ATL,3,3,40.3,6.0,16.3,.367,3.7,9.3,.393,2.3,7.0,.333,.480,2.3,3.7,.636,2.3,2.0,4.3,5.7,1.3,0.0,3.0,2.0,18.0
15,Corie Blount,PF,26,CHI,8,0,2.5,0.0,0.4,.000,0.0,0.1,.000,0.0,0.3,.000,.000,0.0,0.0,,0.1,0.5,0.6,0.0,0.0,0.0,0.1,0.6,0.0
16,Muggsy Bogues,PG,30,CHH,4,4,36.3,3.5,11.3,.311,0.3,0.8,.333,3.3,10.5,.310,.322,1.3,1.3,1.000,0.8,0.8,1.5,6.3,1.0,0.0,2.3,2.0,8.5
17,Anthony Bonner,PF,26,NYK,6,0,6.3,1.0,1.8,.545,0.0,0.2,.000,1.0,1.7,.600,.545,0.5,1.0,.500,0.7,0.7,1.3,0.3,0.2,0.2,0.5,1.0,2.5
18,Anthony Bowie,SG,31,ORL,17,0,6.9,1.2,2.5,.500,0.3,0.4,.714,0.9,2.1,.457,.560,0.5,0.5,.889,0.2,0.5,0.7,1.1,0.1,0.1,0.5,1.4,3.2
19,Sam Bowie,C,33,LAL,10,0,13.5,0.8,3.0,.267,0.0,0.0,,0.8,3.0,.267,.267,0.5,0.5,1.000,1.3,2.0,3.3,0.3,0.1,0.9,0.6,2.5,2.1
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Chucky Brown,SF,26,HOU,21,1,15.5,1.6,3.6,.447,0.0,0.1,.500,1.6,3.5,.446,.454,1.2,1.8,.676,1.0,2.1,3.1,0.3,0.4,0.1,0.6,2.2,4.5
22,Dee Brown,SG,26,BOS,4,4,43.0,6.5,15.5,.419,2.3,6.5,.346,4.3,9.0,.472,.492,3.5,4.0,.875,1.5,3.5,5.0,4.8,1.3,0.3,1.8,3.3,18.8
23,Mark Bryant,PF,29,POR,2,0,3.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0
24,Jud Buechler,SF,26,CHI,10,0,10.4,0.9,2.1,.429,0.0,0.2,.000,0.9,1.9,.474,.429,0.2,0.4,.500,1.1,0.9,2.0,0.5,0.4,0.3,0.3,1.5,2.0
25,Michael Cage,C,33,CLE,4,0,20.3,2.0,4.5,.444,0.0,0.3,.000,2.0,4.3,.471,.444,0.0,0.5,.000,2.0,2.5,4.5,0.8,0.5,1.0,0.3,2.3,4.0
26,Elden Campbell,PF,26,LAL,10,10,37.6,6.4,13.2,.485,0.0,0.0,,6.4,13.2,.485,.485,2.9,4.4,.659,2.6,4.7,7.3,1.6,0.4,3.0,1.5,4.4,15.7
27,Tony Campbell,SF,32,CLE,4,0,9.3,1.5,3.5,.429,0.3,0.5,.500,1.3,3.0,.417,.464,2.5,3.0,.833,0.3,0.3,0.5,0.3,0.3,0.3,0.8,0.8,5.8
28,Antoine Carr,C,33,UTA,5,0,22.8,2.8,6.2,.452,0.0,0.0,,2.8,6.2,.452,.452,4.0,4.8,.833,0.6,2.4,3.0,1.4,0.6,1.0,0.8,5.2,9.6
29,Sam Cassell,PG,25,HOU,22,0,22.0,3.4,7.7,.438,1.1,2.7,.400,2.3,5.0,.459,.509,3.2,3.9,.835,0.4,1.5,1.9,4.0,1.0,0.1,1.5,3.0,11.0
30,Cedric Ceballos,SF,25,LAL,10,10,34.0,4.8,12.6,.381,1.8,5.0,.360,3.0,7.6,.395,.452,2.8,3.8,.737,1.1,5.0,6.1,1.8,1.2,0.7,2.1,2.1,14.2
31,Tom Chambers,PF,35,UTA,5,0,12.0,2.2,4.4,.500,0.2,0.6,.333,2.0,3.8,.526,.523,1.8,2.6,.692,0.6,2.0,2.6,0.4,0.4,0.0,0.6,3.6,6.4
32,Pete Chilcutt,PF,26,HOU,20,15,16.2,1.6,3.2,.484,0.7,1.8,.389,0.9,1.4,.607,.594,0.7,0.9,.824,0.8,2.2,2.9,0.9,0.4,0.2,0.6,2.0,4.5
33,Doug Christie,SG,24,NYK,2,0,3.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0
34,Steve Colter,PG,32,CLE,4,0,10.8,1.3,2.5,.500,0.0,0.3,.000,1.3,2.3,.556,.500,0.5,1.0,.500,0.3,0.0,0.3,0.5,0.3,0.0,0.0,0.5,3.0
35,Tyrone Corbin,SF,32,ATL,3,2,26.3,4.0,8.7,.462,0.7,2.0,.333,3.3,6.7,.500,.500,2.7,3.0,.889,2.0,1.3,3.3,0.7,0.7,0.3,0.7,3.3,11.3
36,John Crotty,PG,25,UTA,3,0,8.0,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,1.0,1.7,.600,0.0,0.0,0.0,2.0,0.3,0.0,0.0,0.7,2.3
37,Terry Cummings,PF,33,SAS,15,2,9.0,1.2,3.2,.375,0.0,0.1,.000,1.2,3.1,.383,.375,1.5,2.0,.733,0.8,1.3,2.1,0.3,0.3,0.1,0.5,1.7,3.9
38,Dell Curry,SG,30,CHH,4,0,26.8,4.0,8.5,.471,2.3,5.3,.429,1.8,3.3,.538,.603,2.5,2.8,.909,1.3,1.0,2.3,1.5,0.0,0.0,1.5,2.8,12.8
39,Antonio Davis,PF,26,IND,17,0,21.6,1.9,4.2,.451,0.0,0.0,,1.9,4.2,.451,.451,2.2,3.5,.627,2.2,3.5,5.7,0.4,0.5,0.6,1.4,3.6,5.9
40,Dale Davis,PF,25,IND,17,17,28.8,3.3,6.2,.533,0.0,0.0,,3.3,6.2,.533,.533,1.4,2.8,.489,3.1,4.9,8.0,0.4,0.4,0.8,1.3,3.3,7.9
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Hubert Davis,SG,24,NYK,11,0,16.7,1.5,4.4,.354,0.9,2.5,.370,0.6,1.9,.333,.458,0.2,0.2,1.000,0.0,0.6,0.6,0.8,0.1,0.5,0.8,1.8,4.2
43,Vinny Del Negro,SG,28,SAS,15,15,25.5,3.4,7.9,.432,0.6,1.3,.450,2.8,6.5,.429,.470,1.3,1.6,.833,0.3,1.9,2.1,2.5,0.5,0.1,1.1,1.5,8.7
44,Bison Dele,C,25,DEN,3,0,14.7,3.3,6.0,.556,0.0,0.0,,3.3,6.0,.556,.556,1.3,1.3,1.000,1.7,4.3,6.0,0.7,0.0,0.3,3.3,5.0,8.0
45,Vlade Divac*,C,26,LAL,10,10,38.8,5.7,12.2,.467,0.2,0.9,.222,5.5,11.3,.487,.475,4.0,6.2,.645,3.4,5.1,8.5,3.1,0.8,1.3,2.8,4.4,15.6
46,James Donaldson,C,37,UTA,5,5,15.2,1.0,1.2,.833,0.0,0.0,,1.0,1.2,.833,.833,0.8,0.8,1.000,0.6,1.2,1.8,0.0,0.0,0.6,0.4,1.6,2.8
47,Sherman Douglas,PG,28,BOS,4,4,42.0,6.0,17.0,.353,1.0,3.0,.333,5.0,14.0,.357,.382,2.0,2.8,.727,1.0,4.0,5.0,8.3,1.0,0.3,4.3,3.0,15.0
48,Greg Dreiling,C,32,CLE,1,0,7.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
49,Clyde Drexler*,SG,32,HOU,22,22,38.6,7.0,14.6,.481,1.4,4.5,.303,5.7,10.1,.561,.528,5.0,6.4,.786,2.0,5.0,7.0,5.0,1.5,0.7,2.0,3.1,20.5
50,Chris Dudley,C,29,POR,3,3,19.7,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,1.0,2.7,.375,2.0,3.0,5.0,0.3,0.0,0.3,1.0,2.7,2.3
51,Richard Dumas,SF,25,PHO,3,0,1.7,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.7
52,Acie Earl,C,24,BOS,1,0,10.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,2.0,.000,1.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,2.0
53,Blue Edwards,SF,29,UTA,4,0,8.3,1.0,3.0,.333,0.3,0.3,1.000,0.8,2.8,.273,.375,0.0,0.0,,0.3,1.3,1.5,0.8,0.5,0.0,0.8,0.8,2.3
54,James Edwards,C,39,POR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Craig Ehlo,SG,33,ATL,3,0,16.3,0.7,4.0,.167,0.3,2.0,.167,0.3,2.0,.167,.208,1.3,1.3,1.000,0.0,2.3,2.3,1.0,0.7,0.0,1.3,0.0,3.0
56,Mario Elie,SF,31,HOU,22,6,28.9,3.1,6.2,.504,1.3,3.0,.431,1.9,3.3,.569,.606,1.6,2.0,.795,0.9,2.0,2.8,2.5,1.0,0.0,1.0,2.5,9.1
57,Sean Elliott,SF,26,SAS,15,15,38.3,5.8,13.3,.435,1.3,3.7,.364,4.5,9.7,.462,.485,4.4,5.7,.776,1.5,3.3,4.8,2.7,0.7,0.5,1.8,2.5,17.3
58,Dale Ellis,SF,34,DEN,3,0,24.3,3.3,9.3,.357,1.3,4.3,.308,2.0,5.0,.400,.429,4.0,4.3,.923,2.0,2.7,4.7,1.0,0.7,0.3,0.7,2.0,12.0
59,Pervis Ellison,C,27,BOS,4,0,17.0,2.8,4.8,.579,0.0,0.0,,2.8,4.8,.579,.579,0.5,0.5,1.000,2.8,1.5,4.3,0.5,0.5,1.3,1.0,4.3,6.0
60,Patrick Ewing*,C,32,NYK,11,11,36.3,7.3,14.2,.513,0.1,0.3,.333,7.2,13.9,.516,.516,4.4,6.4,.686,1.5,8.1,9.6,2.5,0.5,2.3,2.7,4.6,19.0
61,Duane Ferrell,SF,29,IND,10,0,8.5,0.8,2.4,.333,0.1,0.2,.500,0.7,2.2,.318,.354,1.0,1.6,.625,0.8,0.3,1.1,1.3,0.0,0.2,1.0,1.0,2.7
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Danny Ferry,PF,28,CLE,4,0,16.8,3.3,6.3,.520,2.0,3.8,.533,1.3,2.5,.500,.680,1.0,1.5,.667,0.0,0.8,0.8,1.5,0.5,0.0,0.0,2.3,9.5
64,Vern Fleming,PG,32,IND,3,0,2.7,0.3,1.0,.333,0.0,0.3,.000,0.3,0.7,.500,.333,0.0,1.0,.000,0.3,0.3,0.7,0.7,0.0,0.0,0.0,0.0,0.7
65,Kenny Gattison,PF,30,CHH,4,0,14.5,1.3,2.0,.625,0.0,0.0,,1.3,2.0,.625,.625,1.3,2.0,.625,1.3,1.8,3.0,0.5,0.5,0.0,1.3,4.0,3.8
66,Kendall Gill,SG,26,SEA,4,0,18.0,2.3,6.3,.360,0.5,2.0,.250,1.8,4.3,.412,.400,1.3,2.0,.625,0.3,0.8,1.0,2.5,1.0,0.3,1.0,1.5,6.3
67,Greg Grant,PG,28,DEN,3,0,6.7,0.0,2.0,.000,0.0,0.3,.000,0.0,1.7,.000,.000,0.7,0.7,1.000,1.0,0.0,1.0,1.7,0.3,0.0,0.0,1.7,0.7
68,Harvey Grant,PF,29,POR,3,3,38.3,4.7,9.3,.500,1.7,3.0,.556,3.0,6.3,.474,.589,3.3,5.3,.625,1.0,4.3,5.3,2.0,1.0,0.7,1.3,2.0,14.3
69,Horace Grant,PF,29,ORL,21,21,41.4,5.8,10.7,.540,0.0,0.1,.000,5.8,10.6,.545,.540,2.1,2.8,.763,3.5,6.9,10.4,1.9,1.0,1.1,1.2,3.2,13.7
70,A.C. Green,SF,31,PHO,10,10,36.8,3.6,7.8,.462,0.1,1.2,.083,3.5,6.6,.530,.468,5.5,6.3,.873,3.8,8.2,12.0,1.3,0.6,0.2,1.0,2.2,12.8
71,Jack Haley,PF,31,SAS,4,0,3.3,0.3,1.8,.143,0.0,0.0,,0.3,1.8,.143,.143,0.3,0.5,.500,0.5,1.0,1.5,0.0,0.0,0.3,0.3,0.5,0.8
72,Tom Hammonds,PF,27,DEN,3,0,14.7,3.0,4.7,.643,0.0,0.0,,3.0,4.7,.643,.643,0.7,2.0,.333,1.0,1.3,2.3,0.3,0.0,0.7,1.3,4.0,6.7
73,Darrin Hancock,SF,23,CHH,3,0,6.0,0.7,2.0,.333,0.0,0.0,,0.7,2.0,.333,.333,0.0,0.0,,0.7,0.7,1.3,0.3,0.3,0.0,1.0,1.7,1.3
74,Anfernee Hardaway,PG,23,ORL,21,21,40.4,6.9,14.5,.472,1.9,4.7,.404,5.0,9.8,.505,.538,4.0,5.3,.757,1.4,2.3,3.8,7.7,1.9,0.7,3.5,3.3,19.6
75,Derek Harper,PG,33,NYK,11,11,35.3,5.1,9.9,.514,2.5,4.3,.574,2.6,5.6,.468,.638,1.6,2.2,.750,0.5,3.0,3.5,5.6,1.0,0.1,2.4,2.6,14.3
76,Ron Harper,SG,31,CHI,6,0,6.7,1.0,2.3,.429,0.0,0.3,.000,1.0,2.0,.500,.429,0.0,0.0,,0.3,0.7,1.0,0.7,0.5,0.2,0.2,1.0,2.0
77,Antonio Harvey,PF,24,LAL,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0
78,Hersey Hawkins,SG,28,CHH,4,4,32.5,3.3,8.0,.406,1.0,3.3,.308,2.3,4.8,.474,.469,3.8,4.3,.882,1.3,4.0,5.3,2.0,1.5,0.5,2.3,3.3,11.3
79,Carl Herrera,PF,28,HOU,1,0,6.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
80,Tyrone Hill,C,26,CLE,4,4,34.8,2.3,7.3,.310,0.0,0.3,.000,2.3,7.0,.321,.310,4.0,6.3,.640,2.0,3.8,5.8,0.8,1.8,0.3,2.5,4.5,8.5
81,Jeff Hornacek,SG,31,UTA,5,5,35.6,5.2,10.2,.510,1.4,2.6,.538,3.8,7.6,.500,.578,2.2,2.8,.786,0.6,0.6,1.2,4.0,1.6,0.2,1.4,3.8,14.0
82,Robert Horry,PF,24,HOU,22,22,38.2,4.2,9.5,.445,2.0,5.0,.400,2.2,4.5,.495,.550,2.6,3.5,.744,1.8,5.2,7.0,3.5,1.5,1.2,1.1,3.1,13.1
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Byron Houston,PF,25,SEA,1,0,1.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Mark Jackson,PG,29,IND,17,17,32.6,3.5,7.6,.454,0.9,2.4,.400,2.5,5.3,.478,.515,2.0,2.7,.739,1.6,3.6,5.2,7.2,0.9,0.0,2.4,2.0,9.9
86,Avery Johnson,PG,29,SAS,15,15,38.3,6.1,11.7,.517,0.0,0.1,.000,6.1,11.7,.520,.517,2.4,3.9,.621,0.6,1.5,2.1,8.3,1.3,0.4,2.0,1.9,14.5
87,Ervin Johnson,C,27,SEA,4,2,13.5,1.0,3.5,.286,0.0,0.0,,1.0,3.5,.286,.286,1.5,1.5,1.000,2.0,3.3,5.3,0.0,0.3,1.0,0.3,4.0,3.5
88,Kevin Johnson,PG,28,PHO,10,10,37.1,8.6,15.0,.573,0.5,1.0,.500,8.1,14.0,.579,.590,7.1,8.4,.845,0.7,3.4,4.1,9.3,0.9,0.4,3.4,2.5,24.8
89,Larry Johnson,PF,25,CHH,4,4,43.0,7.8,16.3,.477,0.3,2.3,.111,7.5,14.0,.536,.485,5.0,6.3,.800,2.5,3.3,5.8,2.8,1.0,0.5,1.5,1.8,20.8
90,Charles Jones,PF,37,HOU,19,0,12.5,0.3,0.7,.385,0.0,0.1,.000,0.3,0.6,.417,.385,0.2,0.6,.333,0.6,1.7,2.3,0.0,0.2,0.5,0.3,2.9,0.7
91,Eddie Jones,SG,23,LAL,10,0,28.6,3.0,8.0,.375,1.2,2.7,.444,1.8,5.3,.340,.450,1.5,2.1,.714,0.7,2.5,3.2,2.0,0.8,0.9,1.7,2.7,8.7
92,Michael Jordan*,SG,31,CHI,10,10,42.0,12.0,24.8,.484,1.1,3.0,.367,10.9,21.8,.500,.506,6.4,7.9,.810,2.0,4.5,6.5,4.5,2.3,1.4,4.1,3.0,31.5
93,Adam Keefe,SF,24,UTA,4,0,17.3,1.8,3.0,.583,0.0,0.0,,1.8,3.0,.583,.583,1.0,1.5,.667,2.0,2.3,4.3,0.5,1.3,0.3,0.0,1.0,4.5
94,Shawn Kemp,PF,25,SEA,4,4,40.0,8.3,14.3,.579,0.3,0.3,1.000,8.0,14.0,.571,.588,8.0,9.8,.821,4.3,7.8,12.0,2.8,2.0,1.8,3.8,4.3,24.8
95,Steve Kerr,PG,29,CHI,10,0,19.3,1.9,4.0,.475,0.8,1.9,.421,1.1,2.1,.524,.575,0.5,0.5,1.000,0.1,0.5,0.6,1.5,0.1,0.0,0.0,1.4,5.1
96,Jerome Kersey,SF,32,POR,3,0,21.0,5.3,9.3,.571,0.0,0.7,.000,5.3,8.7,.615,.571,2.0,3.0,.667,0.7,2.0,2.7,1.0,1.0,0.3,0.0,3.7,12.7
97,Greg Kite,C,33,IND,8,0,3.3,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,0.3,0.3,1.000,0.4,0.5,0.9,0.0,0.1,0.0,0.3,1.1,0.5
98,Joe Kleine,C,33,PHO,10,10,16.7,3.1,5.4,.574,0.1,0.2,.500,3.0,5.2,.577,.583,0.0,0.0,,0.8,2.3,3.1,0.8,0.5,0.3,0.6,3.5,6.3
99,Toni Kukoč,SF,26,CHI,10,10,37.2,5.3,11.1,.477,1.4,3.2,.438,3.9,7.9,.494,.541,1.8,2.6,.692,2.0,4.8,6.8,5.7,1.0,0.2,1.9,2.3,13.8
100,Andrew Lang,C,28,ATL,3,3,33.7,4.0,9.3,.429,0.0,0.0,,4.0,9.3,.429,.429,2.3,3.0,.778,1.0,3.0,4.0,0.3,0.7,0.7,2.0,4.0,10.3
101,Cliff Levingston,PF,34,DEN,3,0,11.7,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.3,0.7,.500,2.0,1.0,3.0,0.3,1.0,0.7,0.7,1.3,2.3
102,Grant Long,PF,28,ATL,3,3,36.7,4.7,9.3,.500,0.0,0.3,.000,4.7,9.0,.519,.500,4.3,6.0,.722,4.3,7.0,11.3,1.3,1.3,0.3,2.7,3.7,13.7
103,Luc Longley,C,26,CHI,10,8,20.4,2.4,5.0,.480,0.0,0.0,,2.4,5.0,.480,.480,0.8,1.0,.800,0.6,2.6,3.2,1.1,0.7,0.5,1.0,4.1,5.6
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,George Lynch,SF,24,LAL,10,0,13.6,1.5,3.2,.469,0.1,0.5,.200,1.4,2.7,.519,.484,1.3,2.0,.650,1.3,1.7,3.0,0.7,0.8,0.0,0.9,2.2,4.4
106,Dan Majerle,SF,29,PHO,10,0,30.7,2.7,7.3,.370,1.6,4.4,.364,1.1,2.9,.379,.479,1.2,1.7,.706,0.8,2.3,3.1,1.7,1.4,0.3,0.9,2.4,8.2
107,Karl Malone*,PF,31,UTA,5,5,43.2,9.6,20.6,.466,0.2,0.6,.333,9.4,20.0,.470,.471,10.8,15.6,.692,3.0,10.2,13.2,3.8,1.4,0.4,2.8,3.6,30.2
108,Anthony Mason,PF,28,NYK,11,0,32.0,2.8,4.6,.608,0.0,0.1,.000,2.8,4.5,.620,.608,3.9,6.3,.623,2.1,4.1,6.2,2.2,0.5,0.5,2.4,2.5,9.5
109,Vernon Maxwell,SG,29,HOU,1,0,16.0,1.0,7.0,.143,0.0,2.0,.000,1.0,5.0,.200,.143,1.0,1.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0
110,Xavier McDaniel,SF,31,BOS,4,0,14.8,1.3,4.3,.294,0.0,0.3,.000,1.3,4.0,.313,.294,0.8,1.0,.750,0.5,1.0,1.5,1.3,0.0,0.0,1.5,1.3,3.3
111,Derrick McKey,SF,28,IND,17,17,34.8,4.5,10.2,.437,0.6,2.1,.314,3.8,8.2,.468,.468,3.2,3.6,.871,1.7,3.1,4.8,3.8,1.0,0.6,2.1,3.8,12.8
112,Aaron McKie,SG,22,POR,3,0,11.3,2.7,4.7,.571,0.3,0.7,.500,2.3,4.0,.583,.607,0.0,0.0,,0.0,0.7,0.7,0.3,1.0,0.0,0.0,1.3,5.7
113,Nate McMillan,PG,30,SEA,4,4,28.3,2.0,5.8,.348,0.3,2.0,.125,1.8,3.8,.467,.370,0.5,0.5,1.000,1.8,2.8,4.5,7.3,2.5,0.5,1.8,3.3,4.8
114,Anthony Miller,PF,23,LAL,4,0,3.8,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.5,1.0,1.5,0.3,0.3,0.0,0.3,0.5,0.0
115,Reggie Miller*,SG,29,IND,17,17,37.7,8.1,17.1,.476,3.2,7.5,.422,4.9,9.5,.519,.569,6.1,7.1,.860,0.5,3.1,3.6,2.1,0.9,0.2,2.3,2.1,25.5
116,Chris Mills,SF,25,CLE,4,4,34.8,5.0,9.3,.541,2.0,3.5,.571,3.0,5.8,.522,.649,1.3,1.3,1.000,0.5,3.5,4.0,2.8,0.8,0.5,1.5,4.5,13.3
117,Greg Minor,SG,23,BOS,4,0,9.3,1.3,3.3,.385,0.0,0.0,,1.3,3.3,.385,.385,0.3,0.3,1.000,0.3,0.0,0.3,0.5,0.3,0.3,0.3,0.8,2.8
118,Sam Mitchell,SF,31,IND,17,0,13.1,1.4,3.8,.359,0.0,0.1,.000,1.4,3.6,.371,.359,1.3,1.6,.786,1.0,1.8,2.8,0.4,0.2,0.1,0.8,2.4,4.0
119,Eric Montross,C,23,BOS,4,4,15.5,1.3,2.8,.455,0.0,0.0,,1.3,2.8,.455,.455,0.8,1.5,.500,1.8,0.5,2.3,0.0,0.0,0.0,2.0,3.3,3.3
120,Alonzo Mourning*,C,24,CHH,4,4,43.5,6.0,14.3,.421,1.0,2.0,.500,5.0,12.3,.408,.456,9.0,10.8,.837,3.5,9.8,13.3,2.8,0.8,3.3,3.5,4.3,22.0
121,Dikembe Mutombo*,C,28,DEN,3,3,28.0,2.0,3.3,.600,0.0,0.0,,2.0,3.3,.600,.600,2.0,3.0,.667,1.3,5.0,6.3,0.3,0.0,2.3,2.3,5.0,6.0
122,Pete Myers,SG,31,CHI,9,0,8.8,0.6,1.6,.357,0.1,0.2,.500,0.4,1.3,.333,.393,0.2,0.7,.333,0.7,0.4,1.1,0.9,0.4,0.1,0.4,1.1,1.4
123,Ken Norman,SF,30,ATL,3,0,14.0,2.3,6.0,.389,0.3,2.7,.125,2.0,3.3,.600,.417,0.3,2.3,.143,0.7,2.3,3.0,1.0,0.0,0.3,1.0,4.3,5.3
124,Julius Nwosu,C,23,SAS,2,0,3.5,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Shaquille O'Neal*,C,22,ORL,21,21,38.3,9.3,16.1,.577,0.0,0.0,,9.3,16.1,.577,.577,7.1,12.4,.571,4.5,7.4,11.9,3.3,0.9,1.9,3.5,4.0,25.7
127,Charles Oakley,PF,31,NYK,11,11,38.3,4.5,9.9,.450,0.4,0.9,.400,4.1,9.0,.455,.468,3.8,4.6,.824,2.8,5.6,8.5,3.7,1.7,0.5,2.2,3.8,13.1
128,Hakeem Olajuwon*,C,32,HOU,22,22,42.2,13.9,26.2,.531,0.1,0.2,.500,13.8,26.0,.531,.533,5.0,7.4,.681,2.0,8.3,10.3,4.5,1.2,2.8,3.1,4.3,33.0
129,Robert Parish*,C,41,CHH,4,0,17.8,1.5,2.8,.545,0.0,0.0,,1.5,2.8,.545,.545,0.5,1.3,.400,1.0,1.3,2.3,0.3,0.0,0.8,0.3,0.5,3.5
