,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ray Allen*,SG,24,MIL,5,5,37.2,8.0,18.0,.444,2.0,5.2,.385,6.0,12.8,.469,.500,4.0,4.4,.909,2.0,4.6,6.6,2.6,1.6,0.0,1.8,2.0,22.0
1,Rafer Alston,PG,23,MIL,4,0,4.0,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.5,.000,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
2,Nick Anderson,SG,32,SAC,5,5,26.4,2.2,6.8,.324,1.4,4.0,.350,0.8,2.8,.286,.426,1.4,1.6,.875,0.8,2.6,3.4,0.4,0.2,0.6,0.8,1.8,7.2
3,Greg Anthony,PG,32,POR,15,0,14.2,1.3,3.5,.365,0.7,2.1,.323,0.6,1.4,.429,.462,0.8,1.1,.750,0.1,0.9,1.1,1.7,0.9,0.3,0.8,1.8,4.0
4,Stacey Augmon,SG,31,POR,7,0,4.9,0.6,1.7,.333,0.0,0.0,,0.6,1.7,.333,.333,0.1,0.3,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.9,1.3
5,Toby Bailey,SG,24,PHO,5,0,3.0,0.2,0.8,.250,0.0,0.0,,0.2,0.8,.250,.250,0.4,0.8,.500,0.2,0.2,0.4,0.4,0.0,0.0,0.0,0.2,0.8
6,Vin Baker,C,28,SEA,5,4,35.4,6.0,15.0,.400,0.0,0.2,.000,6.0,14.8,.405,.400,2.0,3.4,.588,3.2,4.4,7.6,2.0,1.0,0.4,3.2,3.8,14.0
7,Brent Barry,SG,28,SEA,5,3,31.0,2.4,6.6,.364,1.6,4.0,.400,0.8,2.6,.308,.485,2.0,2.8,.714,0.6,2.0,2.6,3.0,0.6,0.6,1.4,4.0,8.4
8,Jon Barry,SG,30,SAC,5,0,20.4,1.8,4.2,.429,1.4,2.4,.583,0.4,1.8,.222,.595,2.8,3.2,.875,0.4,2.0,2.4,2.4,0.6,0.0,0.8,1.4,7.8
9,Jonathan Bender,SF,19,IND,9,0,2.3,0.4,0.7,.667,0.1,0.1,1.000,0.3,0.6,.600,.750,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.2,1.3
10,Travis Best,PG,27,IND,23,0,20.1,3.3,7.8,.430,0.6,1.3,.433,2.8,6.5,.430,.466,1.6,1.9,.841,0.7,1.8,2.5,2.9,0.8,0.2,1.1,2.7,8.9
11,Corie Blount,PF,31,PHO,9,0,18.0,1.9,3.4,.548,0.0,0.0,,1.9,3.4,.548,.548,1.1,2.0,.556,2.8,3.4,6.2,0.3,0.7,0.7,1.4,4.0,4.9
12,Muggsy Bogues,PG,35,TOR,3,2,29.0,2.0,7.0,.286,1.0,3.0,.333,1.0,4.0,.250,.357,0.3,1.0,.333,1.0,1.0,2.0,1.7,1.3,0.0,1.3,1.3,5.3
