,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
19,Michael Cage,PF,27,SEA,8,0,21.9,3.0,5.0,.600,0.0,0.1,.000,3.0,4.9,.615,.600,1.1,2.8,.409,2.8,3.0,5.8,0.6,0.9,0.4,1.0,1.8,7.1
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Tony Campbell,SF,26,LAL,9,1,11.8,2.1,3.4,.613,0.2,0.4,.500,1.9,3.0,.630,.645,1.8,2.4,.727,0.4,0.9,1.3,0.7,0.3,0.0,1.0,2.9,6.2
22,Antoine Carr,PF,27,ATL,5,0,16.2,2.6,4.2,.619,0.0,0.0,,2.6,4.2,.619,.619,1.6,2.2,.727,1.0,0.6,1.6,1.4,0.0,0.8,0.8,2.6,6.8
23,Bill Cartwright,C,31,CHI,17,17,34.3,4.2,8.7,.486,0.0,0.0,,4.2,8.7,.486,.486,3.3,4.7,.700,1.9,5.2,7.1,1.2,0.5,0.7,2.4,4.1,11.8
24,Tom Chambers,PF,29,PHO,12,12,41.3,9.8,21.4,.459,0.8,1.8,.409,9.1,19.6,.464,.477,5.6,6.5,.859,1.8,9.1,10.9,3.8,1.1,1.3,3.3,3.7,26.0
25,Maurice Cheeks*,PG,32,PHI,3,3,42.7,7.0,13.7,.512,0.0,0.3,.000,7.0,13.3,.525,.512,3.7,4.3,.846,1.0,2.7,3.7,13.0,2.3,0.3,1.0,1.3,17.7
26,Derrick Chievous,SF,21,HOU,4,0,10.0,1.3,4.3,.294,0.0,0.0,,1.3,4.3,.294,.294,2.0,2.5,.800,1.3,0.3,1.5,0.5,0.3,0.3,0.8,1.8,4.5
27,Ben Coleman,PF,27,PHI,3,0,7.7,2.0,2.7,.750,0.0,0.0,,2.0,2.7,.750,.750,0.7,0.7,1.000,0.7,1.0,1.7,0.0,0.3,0.0,0.3,2.7,4.7
28,Darwin Cook,SG,30,DEN,3,3,22.0,4.0,8.0,.500,0.3,0.7,.500,3.7,7.3,.500,.521,2.0,2.0,1.000,0.7,3.7,4.3,3.7,1.0,0.0,1.3,4.0,10.3
29,Michael Cooper,SG,32,LAL,15,4,27.6,2.5,5.9,.416,1.4,3.7,.382,1.1,2.3,.471,.534,1.3,1.6,.833,0.6,2.1,2.7,4.7,0.6,0.5,1.1,2.5,7.7
30,Wayne Cooper,C,32,DEN,3,3,14.7,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,1.3,3.0,4.3,0.7,0.3,0.7,0.0,3.3,4.0
31,Tyrone Corbin,SF,26,PHO,12,12,25.8,3.8,7.2,.523,0.0,0.0,,3.8,7.2,.523,.523,1.6,2.1,.760,3.6,3.5,7.1,2.2,2.0,0.3,1.2,3.1,9.1
32,Dave Corzine,C,32,CHI,16,0,13.7,1.7,4.0,.422,0.0,0.0,,1.7,4.0,.422,.422,0.7,1.1,.647,0.9,1.7,2.6,0.6,0.3,0.4,0.7,1.7,4.1
33,Terry Cummings,SF,27,MIL,5,4,24.8,5.0,13.8,.362,0.0,0.2,.000,5.0,13.6,.368,.362,2.8,3.2,.875,3.8,2.8,6.6,1.4,0.6,0.0,0.8,3.2,12.8
34,Brad Daugherty,C,23,CLE,5,5,33.4,3.4,9.4,.362,0.0,0.2,.000,3.4,9.2,.370,.362,4.2,7.0,.600,2.4,6.8,9.2,2.4,1.2,1.0,1.2,3.6,11.0
35,Charles Davis,SF,30,CHI,17,0,11.2,1.1,2.8,.404,0.1,0.4,.167,1.1,2.4,.439,.415,0.4,0.5,.778,0.9,1.6,2.5,0.3,0.2,0.1,0.8,1.7,2.7
36,Walter Davis,SG,34,DEN,3,0,31.3,10.3,20.0,.517,0.0,1.3,.000,10.3,18.7,.554,.517,5.0,5.0,1.000,0.7,1.0,1.7,1.3,1.0,0.0,2.7,3.7,25.7
37,Fennis Dembo,SF,23,DET,2,0,2.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0
38,Clyde Drexler*,SG,26,POR,3,3,42.7,11.7,23.7,.493,0.0,0.7,.000,11.7,23.0,.507,.493,4.3,5.7,.765,4.3,2.3,6.7,8.3,2.0,0.7,4.0,3.7,27.7
39,Kevin Duckworth,C,24,POR,3,3,27.7,4.7,11.7,.400,0.0,0.0,,4.7,11.7,.400,.400,2.0,3.7,.545,2.7,3.0,5.7,0.7,0.3,0.3,1.7,5.7,11.3
40,Chris Dudley,C,23,CLE,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Joe Dumars*,SG,25,DET,17,17,36.5,6.2,13.7,.455,0.1,0.7,.083,6.2,13.0,.475,.457,5.1,5.9,.861,0.6,1.9,2.6,5.6,0.7,0.1,1.8,1.8,17.6
43,T.R. Dunn,SG,33,PHO,8,0,9.9,0.4,0.9,.429,0.0,0.0,,0.4,0.9,.429,.429,0.1,0.3,.500,0.9,1.0,1.9,0.1,0.6,0.0,0.3,1.4,0.9
44,Mark Eaton,C,32,UTA,3,3,33.0,2.7,5.7,.471,0.0,0.0,,2.7,5.7,.471,.471,3.0,3.7,.818,3.7,7.3,11.0,0.3,0.3,0.7,2.3,2.0,8.3
45,James Edwards,C,33,DET,17,0,18.6,2.4,5.0,.471,0.0,0.1,.000,2.4,4.9,.476,.471,2.4,3.0,.784,0.6,1.5,2.1,0.7,0.1,0.5,0.9,3.1,7.1
46,Craig Ehlo,SG,27,CLE,4,1,24.3,4.3,9.8,.436,1.3,3.3,.385,3.0,6.5,.462,.500,2.3,2.8,.818,0.5,1.0,1.5,3.3,0.8,0.3,1.3,2.5,12.0
47,Dale Ellis,SG,28,SEA,8,8,38.0,9.0,20.0,.450,1.9,4.6,.405,7.1,15.4,.463,.497,3.0,4.1,.727,1.8,2.3,4.0,1.3,1.4,0.1,2.6,2.4,22.9
48,Alex English*,SF,35,DEN,3,3,36.0,10.7,20.7,.516,0.0,0.0,,10.7,20.7,.516,.516,4.7,5.3,.875,2.7,1.7,4.3,3.7,0.3,0.0,4.7,2.0,26.0
49,Patrick Ewing*,C,26,NYK,9,9,37.8,7.8,16.0,.486,0.0,0.0,,7.8,16.0,.486,.486,4.3,5.8,.750,2.6,7.4,10.0,2.2,1.0,2.0,1.7,3.9,19.9
50,Jim Farmer,SG,24,UTA,2,0,1.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Sleepy Floyd,PG,28,HOU,4,4,40.0,5.5,11.5,.478,2.0,3.8,.533,3.5,7.8,.452,.565,2.5,3.5,.714,0.8,3.8,4.5,6.5,2.0,0.3,2.5,2.5,15.5
52,Kevin Gamble,SF,23,BOS,1,1,29.0,4.0,11.0,.364,0.0,1.0,.000,4.0,10.0,.400,.364,0.0,2.0,.000,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,8.0
53,Winston Garland,PG,24,GSW,8,8,33.8,5.1,12.3,.418,0.1,0.4,.333,5.0,11.9,.421,.423,3.0,3.5,.857,1.8,2.4,4.1,3.6,1.6,0.3,1.9,3.9,13.4
54,Armen Gilliam,PF,24,PHO,9,0,14.0,3.0,5.7,.529,0.0,0.0,,3.0,5.7,.529,.529,2.1,2.4,.864,2.0,3.0,5.0,0.2,0.1,0.2,1.1,1.2,8.1
55,Mike Gminski,C,29,PHI,3,3,39.3,6.3,16.0,.396,0.0,0.0,,6.3,16.0,.396,.396,3.7,5.3,.688,2.0,5.7,7.7,0.7,0.0,2.7,0.7,2.7,16.3
56,Orlando Graham,PF,23,GSW,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.5
57,Horace Grant,PF,23,CHI,17,17,36.8,4.2,8.2,.518,0.0,0.0,,4.2,8.2,.518,.518,2.4,2.9,.800,3.1,6.7,9.8,2.1,0.6,0.9,1.8,4.0,10.8
58,A.C. Green,PF,25,LAL,15,15,33.5,3.1,7.6,.412,0.0,0.2,.000,3.1,7.4,.423,.412,3.9,5.1,.763,2.5,6.6,9.1,1.2,1.1,0.4,1.5,2.5,10.1
59,Rickey Green,PG,34,MIL,8,0,13.8,1.5,3.6,.414,0.1,0.3,.500,1.4,3.4,.407,.431,0.5,0.5,1.000,0.4,1.3,1.6,2.3,0.6,0.0,0.5,1.1,3.6
60,Sidney Green,PF,28,NYK,9,0,14.2,1.4,3.3,.433,0.0,0.0,,1.4,3.3,.433,.433,1.1,1.6,.714,1.6,2.4,4.0,0.6,0.2,0.1,0.8,2.6,4.0
61,Dave Greenwood,PF,31,DEN,3,0,11.3,0.7,2.0,.333,0.0,0.0,,0.7,2.0,.333,.333,0.3,0.7,.500,0.7,3.0,3.7,0.3,0.3,0.3,2.0,2.3,1.7
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Darrell Griffith,SG,30,UTA,3,0,23.7,6.7,16.3,.408,2.0,6.3,.316,4.7,10.0,.467,.469,0.0,0.0,,1.0,3.0,4.0,0.0,1.3,0.3,1.7,2.3,15.3
64,Jack Haley,PF,25,CHI,5,0,1.4,0.4,0.6,.667,0.0,0.0,,0.4,0.6,.667,.667,0.2,0.4,.500,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.4,1.0
65,Bob Hansen,SG,28,UTA,3,3,41.0,3.7,11.7,.314,1.0,3.0,.333,2.7,8.7,.308,.357,2.7,3.3,.800,1.7,4.0,5.7,1.3,0.3,0.7,2.0,5.0,11.0
66,Bill Hanzlik,PF,31,DEN,3,3,35.3,4.7,11.0,.424,1.0,2.0,.500,3.7,9.0,.407,.470,2.3,4.0,.583,2.0,4.7,6.7,3.0,1.7,0.3,0.7,4.3,12.7
67,Ron Harper,SG,25,CLE,5,5,37.8,7.8,13.8,.565,0.0,0.4,.000,7.8,13.4,.582,.565,4.0,5.2,.769,1.4,2.8,4.2,4.0,2.2,0.8,1.4,4.0,19.6
68,Hersey Hawkins,SG,22,PHI,3,3,24.0,1.0,8.0,.125,0.0,1.7,.000,1.0,6.3,.158,.125,0.7,0.7,1.000,0.3,1.3,1.7,1.3,1.0,0.3,1.0,2.0,2.7
69,Gerald Henderson,PG,33,PHI,3,0,23.0,3.3,8.3,.400,0.7,2.3,.286,2.7,6.0,.444,.440,0.7,2.0,.333,1.0,1.3,2.3,1.7,0.7,0.0,1.7,3.3,8.0
70,Rod Higgins,PF,29,GSW,8,7,33.4,5.0,10.3,.488,1.3,4.4,.286,3.8,5.9,.638,.549,3.6,4.3,.853,2.9,4.5,7.4,2.5,1.6,0.9,1.4,2.4,14.9
71,Craig Hodges,SG,28,CHI,17,17,32.6,4.3,10.4,.412,2.1,5.2,.398,2.2,5.2,.427,.511,0.6,0.8,.714,0.5,1.0,1.5,3.6,1.3,0.2,1.4,3.2,11.2
72,Jeff Hornacek,SG,25,PHO,12,12,31.2,6.2,12.4,.497,0.0,0.6,.000,6.2,11.8,.521,.497,1.8,2.1,.840,2.1,3.7,5.8,5.2,1.3,0.3,1.5,2.8,14.1
73,Phil Hubbard,SF,32,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Jay Humphries,PG,26,MIL,9,9,35.9,5.4,11.0,.495,0.3,2.0,.167,5.1,9.0,.568,.510,3.3,3.8,.882,0.9,2.1,3.0,7.8,0.9,0.0,1.3,3.2,14.6
75,Marc Iavaroni,PF,32,UTA,1,0,1.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,Mark Jackson,PG,23,NYK,9,9,37.3,5.7,11.1,.510,1.2,3.1,.393,4.4,8.0,.556,.565,2.1,3.1,.679,0.8,2.7,3.4,10.1,1.1,0.3,3.1,1.0,14.7
77,Avery Johnson,PG,23,SEA,6,0,5.2,0.8,2.0,.417,0.0,0.7,.000,0.8,1.3,.625,.417,0.2,0.3,.500,0.3,0.3,0.7,0.8,0.7,0.0,0.0,0.2,1.8
78,Buck Johnson,SF,25,HOU,4,4,29.5,4.8,10.0,.475,0.0,0.3,.000,4.8,9.8,.487,.475,2.0,3.5,.571,1.8,2.0,3.8,3.3,0.8,0.5,1.5,3.8,11.5
79,Dennis Johnson*,PG,34,BOS,3,1,19.7,1.3,5.0,.267,0.0,0.0,,1.3,5.0,.267,.267,0.0,0.0,,0.7,0.7,1.3,3.0,1.0,0.0,1.0,2.7,2.7
80,Eddie Johnson,SF,29,PHO,12,0,32.7,7.1,17.2,.413,1.1,3.2,.342,6.0,14.0,.429,.444,2.5,3.3,.769,2.3,4.9,7.3,2.1,1.0,0.2,1.5,3.4,17.8
81,Frank Johnson,PG,30,HOU,4,0,9.0,0.5,1.5,.333,0.0,0.3,.000,0.5,1.3,.400,.333,1.5,2.5,.600,0.3,1.0,1.3,1.8,0.3,0.0,1.0,0.8,2.5
82,Kevin Johnson,PG,22,PHO,12,12,41.2,7.5,15.2,.495,0.3,0.8,.300,7.3,14.3,.506,.503,8.5,9.2,.927,1.0,3.3,4.3,12.3,1.6,0.4,4.6,2.3,23.8
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Magic Johnson*,PG,29,LAL,14,14,37.0,6.1,12.4,.489,0.7,2.5,.286,5.4,9.9,.540,.517,5.6,6.1,.907,1.1,4.9,5.9,11.8,1.9,0.2,3.8,2.1,18.4
85,Steve Johnson,C,31,POR,3,0,11.3,0.7,2.7,.250,0.0,0.0,,0.7,2.7,.250,.250,1.0,1.0,1.000,0.3,1.7,2.0,0.0,0.7,0.0,1.0,2.3,2.3
86,Vinnie Johnson,SG,32,DET,17,0,21.9,5.4,11.8,.455,0.6,1.4,.417,4.8,10.4,.460,.480,2.8,3.6,.758,0.9,1.7,2.6,2.5,0.2,0.2,1.2,1.9,14.1
87,Caldwell Jones,PF,38,POR,3,1,16.7,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.0,,0.7,2.0,2.7,0.0,0.0,1.0,1.0,2.0,1.3
88,Michael Jordan*,SG,25,CHI,17,17,42.2,11.7,22.9,.510,0.6,2.1,.286,11.1,20.9,.532,.523,10.8,13.5,.799,1.5,5.5,7.0,7.6,2.5,0.8,4.0,3.8,34.8
89,Jerome Kersey,SF,26,POR,3,3,39.0,7.7,15.7,.489,0.0,0.7,.000,7.7,15.0,.511,.489,5.0,6.3,.789,3.7,4.3,8.0,2.3,3.3,0.3,1.3,4.0,20.3
90,Randolph Keys,SF,22,CLE,1,0,12.0,0.0,3.0,.000,0.0,1.0,.000,0.0,2.0,.000,.000,0.0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0
91,Joe Kleine,C,27,BOS,3,0,21.7,2.0,3.7,.545,0.0,0.3,.000,2.0,3.3,.600,.545,2.3,3.0,.778,1.3,4.3,5.7,0.7,0.0,0.3,2.0,3.0,6.3
92,Jon Koncak,C,25,ATL,5,5,38.4,3.6,5.8,.621,0.0,0.0,,3.6,5.8,.621,.621,5.6,6.6,.848,3.2,6.4,9.6,0.8,0.4,1.6,1.6,4.6,12.8
93,Larry Krystkowiak,PF,24,MIL,8,8,29.9,3.6,8.5,.426,0.0,0.3,.000,3.6,8.3,.439,.426,3.4,3.9,.871,1.8,3.9,5.6,1.5,0.3,0.1,2.0,2.8,10.6
94,Bill Laimbeer,C,31,DET,17,17,29.2,3.9,8.4,.465,0.9,2.5,.357,3.0,5.9,.510,.518,1.5,1.8,.806,1.5,6.7,8.2,1.8,0.4,0.5,1.1,3.2,10.1
95,Jeff Lamp,SF,29,LAL,5,0,2.8,0.6,1.2,.500,0.0,0.0,,0.6,1.2,.500,.500,0.2,0.4,.500,0.4,0.2,0.6,0.2,0.0,0.0,0.2,0.6,1.4
96,Jerome Lane,PF,22,DEN,2,0,10.5,1.0,3.5,.286,0.0,0.5,.000,1.0,3.0,.333,.286,1.0,1.0,1.000,0.5,2.5,3.0,1.0,0.0,0.0,0.0,2.0,3.0
97,Andrew Lang,C,22,PHO,4,0,2.0,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.8,0.8,1.5,0.3,0.0,0.0,0.8,0.8,0.0
98,Allen Leavell,SG,31,HOU,2,0,2.5,0.5,1.5,.333,0.0,0.0,,0.5,1.5,.333,.333,1.0,1.0,1.000,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0
99,Eric Leckner,C,22,UTA,3,0,3.3,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.0,0.0,,0.3,0.3,0.7,0.0,0.0,0.0,1.0,0.7,0.7
100,Jim Les,PG,25,UTA,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.0
101,Fat Lever,SG,28,DEN,2,2,29.0,4.5,12.0,.375,1.0,1.5,.667,3.5,10.5,.333,.417,1.0,1.0,1.000,1.0,5.5,6.5,9.5,2.0,0.0,3.0,2.0,11.0
102,Cliff Levingston,PF,28,ATL,5,0,15.4,0.6,2.2,.273,0.2,0.2,1.000,0.4,2.0,.200,.318,1.8,2.0,.900,1.2,2.2,3.4,0.4,0.0,0.6,0.6,3.0,3.2
103,Reggie Lewis,SF,23,BOS,3,3,41.7,8.7,18.3,.473,0.0,0.7,.000,8.7,17.7,.491,.473,3.0,4.3,.692,1.7,5.3,7.0,3.7,1.7,0.0,2.7,3.7,20.3
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Alton Lister,C,30,SEA,8,8,20.0,2.1,4.9,.436,0.0,0.0,,2.1,4.9,.436,.436,2.8,3.3,.846,1.6,3.1,4.8,0.3,0.3,2.6,1.1,3.5,7.0
106,John Long,SG,32,DET,4,0,2.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.8,0.8,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3
107,John Lucas,PG,35,SEA,4,0,9.3,1.3,4.3,.294,0.0,0.8,.000,1.3,3.5,.357,.294,0.3,0.5,.500,0.0,0.3,0.3,2.0,0.0,0.0,0.5,1.3,2.8
108,Rick Mahorn,PF,30,DET,17,17,21.2,2.4,4.1,.580,0.0,0.0,,2.4,4.1,.580,.580,1.0,1.5,.654,1.8,3.4,5.1,0.4,0.5,0.8,0.6,3.5,5.7
109,Dan Majerle,SG,23,PHO,12,0,29.3,5.3,12.0,.438,0.7,2.3,.286,4.6,9.7,.474,.465,3.2,4.0,.792,1.8,2.9,4.8,1.2,1.1,0.3,1.3,2.3,14.3
110,Karl Malone*,PF,25,UTA,3,3,45.3,11.0,22.0,.500,0.0,0.0,,11.0,22.0,.500,.500,8.7,10.7,.813,7.3,9.0,16.3,1.3,1.0,0.3,4.3,5.3,30.7
111,Moses Malone*,C,33,ATL,5,5,39.4,6.4,12.8,.500,0.2,0.2,1.000,6.2,12.6,.492,.508,8.0,10.2,.784,5.4,6.6,12.0,1.8,1.4,0.8,2.2,1.0,21.0
112,Tim McCormick,C,26,HOU,4,0,13.3,1.8,3.3,.538,0.0,0.3,.000,1.8,3.0,.583,.538,2.0,2.3,.889,0.5,2.8,3.3,0.0,0.8,0.5,0.0,2.3,5.5
113,Xavier McDaniel,SF,25,SEA,8,8,35.1,7.3,18.0,.403,0.4,1.1,.333,6.9,16.9,.407,.413,3.9,5.1,.756,3.0,5.4,8.4,2.8,0.3,0.6,2.8,3.8,18.8
114,Ben McDonald,PF,26,GSW,5,0,8.0,0.4,2.0,.200,0.0,0.6,.000,0.4,1.4,.286,.200,0.4,0.8,.500,0.8,0.8,1.6,0.2,0.6,0.2,0.8,1.6,1.2
115,Kevin McHale*,PF,31,BOS,3,3,38.3,6.7,13.7,.488,0.0,0.0,,6.7,13.7,.488,.488,5.7,7.7,.739,2.3,5.7,8.0,3.0,0.3,0.7,1.3,4.3,19.0
116,Derrick McKey,SF,22,SEA,8,8,35.8,5.5,11.1,.494,0.1,1.1,.111,5.4,10.0,.538,.500,2.1,2.6,.810,2.6,3.9,6.5,2.3,0.8,1.9,2.9,4.1,13.3
117,Nate McMillan,PG,24,SEA,8,7,25.0,2.4,5.0,.475,0.0,0.3,.000,2.4,4.8,.500,.475,2.0,3.1,.640,1.1,2.0,3.1,7.9,1.3,0.6,2.4,2.6,6.8
118,Mark McNamara,C,29,LAL,3,0,2.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.0
119,Paul Mokeski,C,32,MIL,5,0,12.2,1.6,2.8,.571,0.2,0.2,1.000,1.4,2.6,.538,.607,1.2,1.6,.750,1.6,1.8,3.4,0.6,0.0,0.0,0.4,3.2,4.6
120,Sidney Moncrief*,PG,31,MIL,9,9,20.4,2.1,5.3,.396,0.2,0.8,.286,1.9,4.6,.415,.417,1.7,1.8,.938,0.9,2.0,2.9,1.4,0.6,0.2,1.2,1.9,6.1
121,Chris Mullin*,SF,25,GSW,8,8,42.6,11.0,20.4,.540,0.1,1.0,.125,10.9,19.4,.561,.543,7.3,8.4,.866,1.4,4.5,5.9,4.5,1.8,1.4,4.0,2.4,29.4
122,Pete Myers,SG,25,NYK,4,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,1.5,.667,0.3,0.5,0.8,0.3,0.0,0.3,0.0,0.5,1.0
123,Larry Nance,PF,29,CLE,5,5,39.0,7.6,13.8,.551,0.0,0.0,,7.6,13.8,.551,.551,4.2,6.4,.656,3.2,4.6,7.8,3.2,0.6,2.4,1.8,2.4,19.4
124,Ed Nealy,PF,28,PHO,4,0,1.5,0.3,0.8,.333,0.0,0.0,,0.3,0.8,.333,.333,0.0,0.0,,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.5
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Chuck Nevitt,C,29,HOU,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
127,Johnny Newman,SF,25,NYK,9,9,28.7,5.6,11.9,.467,0.8,3.1,.250,4.8,8.8,.544,.500,4.2,5.4,.776,1.4,1.3,2.8,1.9,0.9,0.1,2.0,3.0,16.1
128,Charles Oakley,PF,25,NYK,9,9,33.2,3.9,8.1,.479,0.1,0.2,.500,3.8,7.9,.479,.486,1.8,2.7,.667,4.8,6.4,11.2,1.2,1.3,0.1,2.4,3.4,9.7
129,Hakeem Olajuwon*,C,26,HOU,4,4,40.5,10.5,20.3,.519,0.0,0.0,,10.5,20.3,.519,.519,4.3,6.3,.680,3.5,9.5,13.0,3.0,2.5,2.8,2.5,4.3,25.3
