,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Alaa Abdelnaby,PF,26.0,TOT,54.0,0.0,506.0,8.4,16.4,0.511,0.0,0.1,0.0,8.4,16.3,0.515,1.4,2.5,0.5710000000000001,2.6,5.5,8.1,0.9,1.1,0.9,3.2,7.4,18.2,1995
3,Mahmoud Abdul-Rauf,PG,25.0,DEN,73.0,43.0,2082.0,8.2,17.4,0.47,1.4,3.7,0.386,6.7,13.7,0.49200000000000005,2.4,2.7,0.885,0.6,1.8,2.4,4.5,1.3,0.2,2.1,2.2,20.1,1995
4,Michael Adams,PG,32.0,CHH,29.0,0.0,443.0,5.4,12.0,0.45299999999999996,2.4,6.6,0.358,3.1,5.4,0.5670000000000001,2.0,2.4,0.833,0.5,1.9,2.4,7.7,1.9,0.1,2.1,3.3,15.3,1995
5,Rafael Addison,SF,30.0,DET,79.0,16.0,1776.0,5.7,11.9,0.47600000000000003,0.5,1.7,0.289,5.2,10.2,0.507,1.5,2.0,0.747,1.4,3.5,4.9,2.2,1.1,0.5,1.5,4.8,13.3,1995
6,Danny Ainge,SG,35.0,PHO,74.0,1.0,1374.0,5.1,11.1,0.46,2.0,5.6,0.364,3.0,5.4,0.5579999999999999,2.8,3.4,0.8079999999999999,0.7,2.2,2.9,5.5,1.2,0.2,2.1,4.1,15.0,1995
7,Victor Alexander,C,25.0,GSW,50.0,29.0,1237.0,6.7,13.0,0.515,0.2,0.7,0.24,6.5,12.3,0.531,1.0,1.7,0.6,2.5,5.9,8.5,1.7,0.8,0.8,2.2,4.2,14.6,1995
8,Derrick Alston,C,22.0,PHI,64.0,1.0,1032.0,4.2,9.0,0.465,0.0,0.1,0.0,4.2,8.9,0.47200000000000003,2.1,4.2,0.49200000000000005,3.4,4.2,7.6,1.2,1.4,1.2,1.8,3.7,10.4,1995
9,Greg Anderson,PF,30.0,ATL,51.0,0.0,622.0,3.3,6.0,0.5479999999999999,0.0,0.0,,3.3,6.0,0.5479999999999999,2.0,4.1,0.479,3.6,7.3,10.9,1.0,1.3,1.9,1.9,6.0,8.6,1995
10,Kenny Anderson,PG,24.0,NJN,72.0,70.0,2689.0,5.5,13.8,0.39899999999999997,1.3,3.9,0.33,4.2,9.9,0.426,4.7,5.5,0.841,1.0,2.4,3.3,9.1,1.4,0.2,3.0,2.5,17.0,1995
11,Nick Anderson,SG,27.0,ORL,76.0,76.0,2588.0,6.1,12.8,0.47600000000000003,2.5,6.0,0.415,3.6,6.8,0.528,2.0,2.8,0.7040000000000001,1.2,3.5,4.7,4.4,1.7,0.3,2.0,1.7,16.7,1995
12,Willie Anderson,SG,28.0,SAS,38.0,11.0,556.0,4.9,10.5,0.469,0.2,1.2,0.158,4.7,9.3,0.51,1.9,2.7,0.732,1.0,2.6,3.6,3.4,1.7,0.6,2.5,4.6,12.0,1995
13,Greg Anthony,PG,27.0,NYK,61.0,2.0,943.0,4.9,11.2,0.43700000000000006,2.1,5.9,0.361,2.7,5.3,0.522,2.3,2.9,0.789,0.3,2.2,2.4,6.1,1.9,0.3,2.2,3.8,14.2,1995
14,B.J. Armstrong,PG,27.0,CHI,82.0,82.0,2577.0,5.8,12.5,0.46799999999999997,1.5,3.5,0.42700000000000005,4.3,9.0,0.484,2.9,3.3,0.884,0.3,2.2,2.6,3.4,1.2,0.1,1.4,2.2,16.1,1995
15,Darrell Armstrong,PG,26.0,ORL,3.0,0.0,8.0,13.5,36.0,0.375,9.0,27.0,0.33299999999999996,4.5,9.0,0.5,9.0,9.0,1.0,4.5,0.0,4.5,13.5,4.5,0.0,4.5,13.5,45.0,1995
16,Vincent Askew,SG,28.0,SEA,71.0,1.0,1721.0,5.2,10.5,0.49200000000000005,0.6,2.0,0.33,4.5,8.6,0.529,3.7,5.0,0.7390000000000001,1.4,2.4,3.8,3.7,1.0,0.3,1.8,4.0,14.7,1995
17,Keith Askins,SF,27.0,MIA,50.0,5.0,854.0,3.4,8.7,0.391,0.9,3.3,0.26899999999999996,2.5,5.4,0.465,1.9,2.4,0.807,3.6,4.7,8.3,1.6,1.5,0.7,1.1,4.6,9.7,1995
