,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Alaa Abdelnaby,PF,25.0,BOS,13.0,0.0,159.0,5.4,12.5,0.436,0.0,0.0,,5.4,12.5,0.436,3.6,5.7,0.64,2.7,7.7,10.4,0.7,0.5,0.7,3.8,4.5,14.5,1994
1,Mahmoud Abdul-Rauf,PG,24.0,DEN,80.0,78.0,2617.0,8.1,17.6,0.46,0.6,1.8,0.316,7.5,15.8,0.47600000000000003,3.0,3.2,0.956,0.4,1.9,2.3,5.0,1.1,0.1,2.1,2.1,19.8,1994
2,Michael Adams,PG,31.0,WSB,70.0,67.0,2337.0,4.4,10.8,0.408,0.8,2.9,0.28800000000000003,3.5,7.8,0.45399999999999996,3.5,4.2,0.83,0.6,2.2,2.8,7.4,1.5,0.1,2.6,2.2,13.1,1994
3,Mark Aguirre,SF,34.0,LAC,39.0,0.0,859.0,6.8,14.6,0.46799999999999997,1.6,3.9,0.39799999999999996,5.3,10.7,0.494,2.1,3.0,0.6940000000000001,1.2,3.7,4.9,4.4,0.9,0.3,2.9,4.1,17.3,1994
4,Danny Ainge,SG,34.0,PHO,68.0,1.0,1555.0,5.2,12.4,0.41700000000000004,1.9,5.6,0.32799999999999996,3.3,6.8,0.491,1.8,2.2,0.83,0.6,2.4,3.0,4.2,1.3,0.2,1.9,3.2,14.0,1994
5,Gary Alexander,PF,24.0,TOT,11.0,0.0,55.0,5.2,9.2,0.5710000000000001,0.0,0.0,,5.2,9.2,0.5710000000000001,2.0,5.9,0.33299999999999996,4.6,5.2,9.8,1.3,2.0,0.0,5.2,6.5,12.4,1994
8,Victor Alexander,C,24.0,GSW,69.0,39.0,1318.0,7.3,13.7,0.53,0.1,0.4,0.154,7.2,13.4,0.54,1.9,3.5,0.527,3.1,5.3,8.4,1.8,0.8,0.9,2.3,4.6,16.4,1994
9,Eric Anderson,PF,23.0,NYK,11.0,0.0,39.0,6.5,15.7,0.41200000000000003,1.8,1.8,1.0,4.6,13.8,0.33299999999999996,4.6,12.9,0.35700000000000004,5.5,10.2,15.7,1.8,0.0,0.9,1.8,8.3,19.4,1994
10,Greg Anderson,PF,29.0,DET,77.0,47.0,1624.0,4.5,8.2,0.5429999999999999,0.0,0.1,0.33299999999999996,4.4,8.1,0.545,2.0,3.4,0.5710000000000001,4.1,8.6,12.7,1.1,1.2,1.5,2.1,5.2,10.9,1994
11,Kenny Anderson,PG,23.0,NJN,82.0,82.0,3135.0,6.6,15.9,0.41700000000000004,0.5,1.5,0.303,6.2,14.3,0.429,4.0,4.9,0.818,1.0,2.7,3.7,9.0,1.8,0.2,3.1,2.3,17.7,1994
12,Nick Anderson,SG,26.0,ORL,81.0,81.0,2811.0,6.5,13.5,0.478,1.3,4.0,0.322,5.2,9.5,0.545,2.2,3.2,0.672,1.4,4.6,6.1,3.8,1.7,0.4,2.1,1.9,16.4,1994
13,Ron Anderson,SF,35.0,TOT,21.0,2.0,356.0,3.5,8.7,0.40700000000000003,0.7,2.6,0.26899999999999996,2.8,6.1,0.467,1.9,2.3,0.826,1.6,3.7,5.4,1.7,0.8,0.3,1.0,1.6,9.7,1994
16,Willie Anderson,SG,27.0,SAS,80.0,79.0,2488.0,5.7,12.1,0.47100000000000003,0.3,1.0,0.324,5.4,11.1,0.484,2.1,2.5,0.848,1.0,2.5,3.5,5.0,1.0,0.7,2.2,2.7,13.8,1994
17,Greg Anthony,PG,26.0,NYK,80.0,36.0,1994.0,4.1,10.3,0.39399999999999996,0.9,2.9,0.3,3.2,7.4,0.431,2.3,3.0,0.774,0.8,2.6,3.4,6.6,2.1,0.2,2.3,2.9,11.3,1994
18,B.J. Armstrong,PG,26.0,CHI,82.0,82.0,2770.0,6.2,13.1,0.47600000000000003,0.8,1.8,0.444,5.4,11.3,0.48100000000000004,2.5,3.0,0.855,0.4,1.8,2.2,4.2,1.0,0.1,1.7,1.9,15.8,1994
19,Vincent Askew,SG,27.0,SEA,80.0,3.0,1690.0,5.8,12.1,0.48100000000000004,0.1,0.7,0.19399999999999998,5.7,11.4,0.498,3.7,4.5,0.8290000000000001,1.3,2.6,3.9,4.1,1.6,0.4,1.5,3.1,15.5,1994
20,Keith Askins,SF,26.0,MIA,37.0,0.0,319.0,4.1,9.9,0.409,0.5,2.4,0.19,3.6,7.6,0.478,1.0,1.1,0.9,3.7,5.5,9.3,1.5,1.2,0.1,2.4,6.4,9.6,1994
21,Stacey Augmon,SG,25.0,ATL,82.0,82.0,2605.0,6.1,11.9,0.51,0.0,0.1,0.14300000000000002,6.1,11.8,0.513,4.6,6.0,0.764,2.5,3.0,5.4,2.6,2.1,0.6,2.0,2.5,16.7,1994
22,Isaac Austin,C,24.0,PHI,14.0,0.0,201.0,5.2,11.8,0.439,0.0,0.2,0.0,5.2,11.6,0.446,2.5,4.1,0.609,4.5,7.9,12.4,3.0,0.9,1.8,3.0,5.2,12.9,1994
23,Anthony Avent,PF,24.0,TOT,74.0,40.0,1371.0,3.9,10.5,0.377,0.0,0.0,,3.9,10.5,0.377,2.3,3.2,0.7240000000000001,3.8,5.1,8.9,1.7,0.9,0.8,2.2,3.9,10.2,1994
27,John Bagley,PG,33.0,ATL,3.0,0.0,13.0,0.0,5.5,0.0,0.0,0.0,,0.0,5.5,0.0,5.5,5.5,1.0,0.0,2.8,2.8,8.3,0.0,0.0,0.0,5.5,5.5,1994
28,Thurl Bailey,PF,32.0,MIN,79.0,3.0,1297.0,6.4,12.6,0.51,0.0,0.1,0.0,6.4,12.6,0.512,3.3,4.1,0.799,1.8,4.1,6.0,1.5,0.6,1.6,1.6,2.6,16.2,1994
29,Vin Baker,C,22.0,MIL,82.0,63.0,2560.0,6.1,12.2,0.501,0.0,0.1,0.2,6.1,12.2,0.502,3.3,5.8,0.569,3.9,4.8,8.7,2.3,0.8,1.6,2.3,3.2,15.5,1994
30,Charles Barkley,PF,30.0,PHO,65.0,65.0,2298.0,8.1,16.4,0.495,0.8,2.8,0.27,7.4,13.6,0.541,5.0,7.1,0.7040000000000001,3.1,8.3,11.4,4.6,1.6,0.6,3.2,2.5,22.0,1994
31,Dana Barros,PG,26.0,PHI,81.0,70.0,2519.0,5.9,12.5,0.469,1.9,5.1,0.381,4.0,7.5,0.529,1.7,2.1,0.8,0.4,2.4,2.8,6.1,1.5,0.1,2.4,1.4,15.4,1994
32,Jon Barry,SG,24.0,MIL,72.0,7.0,1242.0,4.6,11.1,0.414,0.9,3.3,0.278,3.7,7.7,0.47200000000000003,2.8,3.5,0.795,1.0,3.2,4.2,4.9,3.0,0.5,2.4,3.2,12.9,1994
33,John Battle,SG,31.0,CLE,51.0,1.0,814.0,5.7,12.1,0.47600000000000003,0.2,0.8,0.263,5.5,11.2,0.49200000000000005,3.2,4.3,0.753,0.3,1.4,1.7,3.7,1.0,0.0,1.8,2.9,14.9,1994
34,Benoit Benjamin,C,29.0,NJN,77.0,74.0,1817.0,5.6,11.7,0.48,0.0,0.0,,5.6,11.7,0.48,3.0,4.2,0.71,2.7,7.2,9.9,0.9,0.7,1.8,1.9,3.9,14.2,1994
35,Tony Bennett,PG,24.0,CHH,74.0,5.0,983.0,3.8,9.6,0.39899999999999997,1.0,2.7,0.36,2.9,6.9,0.415,0.4,0.5,0.733,0.6,2.7,3.3,6.0,1.4,0.0,1.5,3.1,9.1,1994
36,David Benoit,SF,25.0,UTA,55.0,18.0,1070.0,4.7,12.1,0.385,0.4,2.0,0.203,4.3,10.2,0.42100000000000004,2.3,3.0,0.773,3.0,5.8,8.7,0.8,0.8,1.2,1.2,3.9,12.0,1994
37,Rolando Blackman,SG,34.0,NYK,55.0,1.0,969.0,6.0,13.7,0.436,1.1,3.1,0.35700000000000004,4.9,10.6,0.46,1.8,2.0,0.9059999999999999,0.9,2.6,3.5,2.8,0.9,0.2,1.6,3.7,14.9,1994
38,Mookie Blaylock,PG,26.0,ATL,81.0,81.0,2915.0,5.5,13.3,0.41100000000000003,1.4,4.2,0.33399999999999996,4.1,9.1,0.447,1.4,2.0,0.73,1.4,3.8,5.2,9.7,2.6,0.5,2.4,1.8,13.8,1994
39,Corie Blount,PF,25.0,CHI,67.0,8.0,690.0,4.0,9.1,0.43700000000000006,0.0,0.0,,4.0,9.1,0.43700000000000006,2.4,3.9,0.613,4.0,6.2,10.1,2.9,1.0,1.7,2.7,4.9,10.3,1994
40,Muggsy Bogues,PG,29.0,CHH,77.0,77.0,2746.0,4.6,9.8,0.47100000000000003,0.0,0.2,0.16699999999999998,4.6,9.7,0.47600000000000003,1.6,2.0,0.8059999999999999,1.0,3.1,4.1,10.2,1.7,0.0,2.2,1.9,10.9,1994
41,Manute Bol,C,31.0,TOT,14.0,0.0,116.0,1.2,5.9,0.21100000000000002,0.0,0.9,0.0,1.2,5.0,0.25,0.0,0.0,,0.9,4.7,5.6,0.3,0.6,5.0,1.6,4.0,2.5,1994
45,Walter Bond,SG,24.0,UTA,56.0,4.0,559.0,4.1,10.0,0.40399999999999997,1.2,3.5,0.35200000000000004,2.8,6.6,0.431,2.0,2.6,0.775,1.3,2.6,3.9,2.0,1.0,0.8,1.1,5.8,11.3,1994
46,Anthony Bonner,SF,25.0,NYK,73.0,38.0,1402.0,4.2,7.4,0.563,0.0,0.0,,4.2,7.4,0.563,1.3,2.7,0.47600000000000003,3.9,5.0,8.8,2.3,2.0,0.3,2.3,4.5,9.6,1994
47,Anthony Bowie,SG,30.0,ORL,70.0,0.0,948.0,5.3,11.0,0.48100000000000004,0.0,0.7,0.055999999999999994,5.2,10.3,0.509,1.6,1.9,0.8370000000000001,1.1,3.5,4.6,3.9,1.2,0.5,2.2,3.1,12.2,1994
48,Sam Bowie,C,32.0,LAL,25.0,7.0,556.0,4.9,11.1,0.436,0.1,0.3,0.25,4.8,10.9,0.44,4.7,5.4,0.867,1.7,6.7,8.5,3.0,0.3,1.8,2.8,4.2,14.4,1994
49,Shawn Bradley,C,21.0,PHI,49.0,45.0,1385.0,5.2,12.8,0.409,0.0,0.1,0.0,5.2,12.7,0.41200000000000003,2.7,4.4,0.607,2.5,5.4,8.0,2.5,1.2,3.8,3.8,4.4,13.1,1994
51,Terrell Brandon,PG,23.0,CLE,73.0,10.0,1548.0,5.3,12.7,0.42,0.2,0.7,0.21899999999999997,5.2,12.0,0.43200000000000005,3.2,3.8,0.858,0.9,2.8,3.7,6.4,2.0,0.4,2.6,2.5,14.1,1994
52,Randy Breuer,C,33.0,SAC,26.0,3.0,247.0,1.2,3.8,0.308,0.0,0.1,0.0,1.2,3.6,0.32,0.4,2.0,0.214,2.2,6.0,8.2,1.2,0.9,2.8,1.3,4.4,2.8,1994
53,Frank Brickowski,C,34.0,TOT,71.0,46.0,2094.0,6.3,13.0,0.488,0.1,0.3,0.2,6.3,12.6,0.496,3.4,4.4,0.768,1.5,5.5,6.9,3.8,1.4,0.5,3.1,4.2,16.1,1994
56,Kevin Brooks,SF,24.0,DEN,34.0,0.0,190.0,6.8,18.8,0.364,0.8,4.4,0.174,6.1,14.4,0.42100000000000004,1.7,1.9,0.9,0.9,3.0,4.0,0.6,0.0,0.4,2.3,3.6,16.1,1994
57,Scott Brooks,PG,28.0,HOU,73.0,0.0,1225.0,4.2,8.5,0.491,0.7,1.8,0.377,3.5,6.7,0.522,2.2,2.5,0.871,0.3,2.7,3.0,4.4,1.5,0.1,1.6,2.9,11.2,1994
58,Chucky Brown,SF,25.0,DAL,1.0,0.0,10.0,3.6,3.6,1.0,0.0,0.0,,3.6,3.6,1.0,3.6,3.6,1.0,0.0,3.6,3.6,0.0,0.0,0.0,0.0,7.2,10.8,1994
59,Dee Brown,SG,25.0,BOS,77.0,76.0,2867.0,6.2,12.8,0.48,0.4,1.2,0.313,5.8,11.6,0.49700000000000005,2.3,2.7,0.831,0.8,3.0,3.8,4.4,2.0,0.6,1.6,2.6,15.0,1994
60,Mike Brown,C,30.0,MIN,82.0,40.0,1921.0,2.1,4.9,0.42700000000000005,0.0,0.0,0.0,2.1,4.8,0.43,1.4,2.2,0.653,2.2,6.1,8.4,1.3,1.0,0.5,1.4,4.1,5.6,1994
61,P.J. Brown,C,24.0,NJN,79.0,54.0,1950.0,3.1,7.4,0.415,0.0,0.1,0.16699999999999998,3.1,7.3,0.419,2.1,2.8,0.757,3.5,5.6,9.1,1.7,1.3,1.7,1.3,3.3,8.3,1994
62,Randy Brown,PG,25.0,SAC,61.0,2.0,1041.0,3.8,8.7,0.43799999999999994,0.0,0.1,0.0,3.8,8.5,0.445,1.8,3.0,0.609,1.4,2.5,3.9,4.6,2.2,0.5,2.6,4.6,9.4,1994
63,Mark Bryant,C,28.0,POR,79.0,10.0,1441.0,4.6,9.6,0.48200000000000004,0.0,0.0,0.0,4.6,9.6,0.483,1.8,2.6,0.6920000000000001,2.9,4.9,7.9,0.9,0.8,0.7,1.6,4.7,11.0,1994
64,Jud Buechler,SF,25.0,GSW,36.0,0.0,218.0,6.9,13.9,0.5,2.0,4.8,0.414,5.0,9.1,0.545,1.7,3.3,0.5,2.1,3.1,5.3,2.6,1.3,0.2,2.0,4.0,17.5,1994
65,Matt Bullard,PF,26.0,HOU,65.0,0.0,725.0,3.9,11.2,0.345,2.5,7.6,0.325,1.4,3.6,0.389,1.0,1.3,0.769,1.1,3.0,4.2,3.2,0.7,0.3,1.4,3.3,11.2,1994
66,Evers Burns,PF,22.0,SAC,23.0,0.0,143.0,5.5,13.8,0.4,0.0,0.0,,5.5,13.8,0.4,3.0,5.8,0.522,3.3,4.3,7.6,2.3,1.5,0.8,1.8,8.3,14.1,1994
67,Scott Burrell,SF,23.0,CHH,51.0,16.0,767.0,4.6,11.0,0.419,0.1,0.3,0.33299999999999996,4.5,10.7,0.42100000000000004,2.2,3.3,0.657,2.2,4.0,6.2,2.9,1.7,0.8,2.1,4.1,11.5,1994
68,Willie Burton,SF,25.0,MIA,53.0,1.0,697.0,6.4,14.6,0.43799999999999994,0.2,0.8,0.2,6.2,13.8,0.451,6.2,8.2,0.759,2.6,4.4,7.0,2.0,0.9,1.0,2.8,5.0,19.2,1994
69,Mitchell Butler,SG,23.0,WSB,75.0,19.0,1321.0,5.6,11.4,0.495,0.0,0.1,0.0,5.6,11.3,0.501,2.8,4.9,0.578,2.9,3.2,6.1,2.1,1.5,0.5,2.4,3.6,14.1,1994
70,Michael Cage,C,32.0,SEA,82.0,42.0,1708.0,3.6,6.6,0.545,0.0,0.0,0.0,3.6,6.6,0.546,0.8,1.6,0.486,3.5,5.9,9.4,0.9,1.6,0.8,1.1,3.8,8.0,1994
