,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Quincy Acy,PF,25.0,SAC,59.0,29.0,876.0,4.9,8.8,0.556,0.8,2.0,0.38799999999999996,4.1,6.8,0.606,2.1,2.8,0.735,2.7,5.1,7.7,1.1,1.2,1.0,1.1,4.2,12.6,2016
1,Jordan Adams,SG,21.0,MEM,2.0,0.0,15.0,4.8,14.4,0.33299999999999996,0.0,2.4,0.0,4.8,12.0,0.4,7.2,12.0,0.6,0.0,4.8,4.8,7.2,7.2,0.0,4.8,4.8,16.8,2016
2,Steven Adams,C,22.0,OKC,80.0,80.0,2014.0,4.7,7.6,0.613,0.0,0.0,,4.7,7.6,0.613,2.0,3.5,0.5820000000000001,3.9,5.6,9.5,1.1,0.8,1.6,1.5,4.0,11.4,2016
3,Arron Afflalo,SG,30.0,NYK,71.0,57.0,2371.0,5.4,12.1,0.44299999999999995,1.4,3.6,0.382,4.0,8.5,0.469,1.7,2.0,0.84,0.3,3.7,4.0,2.2,0.4,0.2,1.2,2.2,13.8,2016
4,Alexis Ajinça,C,27.0,NOP,59.0,17.0,861.0,6.3,13.2,0.47600000000000003,0.0,0.0,0.0,6.3,13.1,0.478,2.2,2.6,0.8390000000000001,3.1,8.1,11.2,1.3,0.8,1.5,2.3,5.6,14.7,2016
5,Cole Aldrich,C,27.0,LAC,60.0,5.0,800.0,6.0,10.1,0.596,0.0,0.0,,6.0,10.1,0.596,2.7,3.8,0.7140000000000001,3.9,9.1,13.0,2.3,2.1,3.1,2.9,6.3,14.8,2016
6,LaMarcus Aldridge,PF,30.0,SAS,74.0,74.0,2261.0,8.5,16.6,0.513,0.0,0.3,0.0,8.5,16.4,0.521,4.1,4.8,0.858,2.8,7.3,10.1,1.8,0.6,1.3,1.6,2.4,21.2,2016
7,Cliff Alexander,PF,20.0,POR,8.0,0.0,36.0,5.0,10.0,0.5,0.0,0.0,,5.0,10.0,0.5,0.0,0.0,,2.0,4.0,6.0,0.0,1.0,2.0,1.0,1.0,10.0,2016
8,Lavoy Allen,PF,26.0,IND,79.0,28.0,1599.0,4.3,8.3,0.516,0.0,0.0,,4.3,8.3,0.516,1.0,1.6,0.63,3.6,5.9,9.5,1.7,0.6,0.9,1.6,3.3,9.6,2016
9,Tony Allen,SG,34.0,MEM,64.0,57.0,1620.0,4.8,10.4,0.45799999999999996,0.3,0.9,0.35700000000000004,4.4,9.5,0.46799999999999997,2.0,3.1,0.652,2.3,4.3,6.6,1.6,2.4,0.4,1.7,3.9,11.9,2016
10,Al-Farouq Aminu,SF,25.0,POR,82.0,82.0,2341.0,4.6,11.1,0.41600000000000004,1.9,5.4,0.361,2.7,5.7,0.46799999999999997,1.8,2.4,0.737,1.5,6.2,7.7,2.1,1.1,0.8,1.8,2.6,12.9,2016
11,Lou Amundson,PF,33.0,NYK,29.0,0.0,204.0,3.4,9.4,0.358,0.0,0.0,,3.4,9.4,0.358,2.5,4.8,0.519,4.1,4.6,8.6,2.1,1.1,1.2,2.6,7.8,9.2,2016
12,Chris Andersen,C,37.0,TOT,27.0,15.0,402.0,3.4,6.4,0.528,0.4,1.3,0.28600000000000003,3.0,5.2,0.586,2.2,3.2,0.6940000000000001,3.2,5.6,8.8,1.1,1.3,1.2,0.8,2.6,9.4,2016
15,Alan Anderson,SG,33.0,WAS,13.0,0.0,192.0,3.9,11.1,0.35600000000000004,2.3,6.9,0.324,1.7,4.1,0.409,2.1,2.8,0.733,0.2,4.9,5.1,2.6,0.7,0.2,0.4,4.7,12.2,2016
16,James Anderson,SG,26.0,SAC,51.0,15.0,721.0,3.3,8.9,0.376,1.1,4.3,0.267,2.2,4.6,0.478,1.1,1.4,0.759,0.6,3.6,4.3,2.0,1.0,0.7,2.1,2.7,8.9,2016
17,Justin Anderson,SF,22.0,DAL,55.0,9.0,647.0,4.0,9.7,0.406,1.2,4.6,0.265,2.7,5.1,0.5329999999999999,2.4,3.1,0.8,1.0,6.3,7.3,1.6,1.1,1.4,1.3,2.5,11.6,2016
18,Kyle Anderson,SF,22.0,SAS,78.0,11.0,1245.0,4.0,8.5,0.46799999999999997,0.3,1.1,0.324,3.6,7.5,0.488,1.8,2.4,0.747,0.7,6.3,7.1,3.6,1.7,0.8,1.7,2.8,10.1,2016
19,Ryan Anderson,PF,27.0,NOP,66.0,7.0,2008.0,7.1,16.7,0.42700000000000005,2.3,6.4,0.366,4.8,10.2,0.466,3.6,4.1,0.873,2.3,4.8,7.1,1.3,0.7,0.4,1.6,2.0,20.2,2016
20,Giannis Antetokounmpo,PG,21.0,MIL,80.0,79.0,2823.0,6.5,12.9,0.506,0.4,1.4,0.257,6.2,11.5,0.537,3.8,5.2,0.7240000000000001,1.4,6.4,7.8,4.4,1.2,1.4,2.7,3.3,17.2,2016
21,Thanasis Antetokounmpo,SF,23.0,NYK,2.0,0.0,6.0,18.0,24.0,0.75,0.0,6.0,0.0,18.0,18.0,1.0,0.0,0.0,,0.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,36.0,2016
23,Carmelo Anthony,SF,31.0,NYK,72.0,72.0,2530.0,8.1,18.6,0.434,1.5,4.4,0.33899999999999997,6.6,14.2,0.46299999999999997,4.8,5.7,0.8290000000000001,1.4,6.5,7.9,4.3,0.9,0.5,2.5,2.6,22.4,2016
24,Joel Anthony,C,33.0,DET,19.0,0.0,96.0,2.3,3.7,0.6,0.0,0.0,,2.3,3.7,0.6,2.3,3.0,0.75,3.0,4.9,7.9,0.4,0.7,4.5,0.7,5.6,6.8,2016
