,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Jeff Adrien,PF,25.0,HOU,8.0,0.0,63.0,4.0,9.1,0.43799999999999994,0.0,0.0,,4.0,9.1,0.43799999999999994,4.0,6.9,0.583,2.9,9.7,12.6,0.6,0.0,1.1,1.1,7.4,12.0,2012
1,Arron Afflalo,SG,26.0,DEN,62.0,62.0,2086.0,5.7,12.1,0.47100000000000003,1.5,3.8,0.39799999999999996,4.2,8.2,0.504,3.4,4.3,0.7979999999999999,0.7,2.7,3.4,2.6,0.6,0.2,1.5,2.3,16.3,2012
2,Blake Ahearn,PG,27.0,UTA,4.0,0.0,30.0,4.8,16.8,0.28600000000000003,2.4,10.8,0.222,2.4,6.0,0.4,0.0,0.0,,0.0,2.4,2.4,1.2,0.0,0.0,6.0,4.8,12.0,2012
3,Solomon Alabi,C,23.0,TOR,14.0,0.0,122.0,3.8,10.6,0.361,0.0,0.0,,3.8,10.6,0.361,2.1,2.4,0.875,4.4,9.4,13.9,0.9,0.6,2.7,1.5,3.2,9.7,2012
4,Cole Aldrich,C,23.0,OKC,26.0,0.0,173.0,4.6,8.7,0.524,0.0,0.0,,4.6,8.7,0.524,2.7,2.9,0.929,2.7,7.3,10.0,0.6,1.7,3.3,1.9,4.6,11.9,2012
5,LaMarcus Aldridge,PF,26.0,POR,55.0,55.0,1994.0,8.7,17.0,0.512,0.0,0.2,0.182,8.7,16.8,0.516,4.0,4.9,0.8140000000000001,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.5,2012
6,Lavoy Allen,PF,22.0,PHI,41.0,15.0,624.0,4.6,9.6,0.473,0.0,0.0,,4.6,9.6,0.473,0.6,0.8,0.7859999999999999,2.7,7.2,9.9,2.0,0.7,1.0,1.2,4.2,9.7,2012
7,Ray Allen,SG,36.0,BOS,46.0,42.0,1565.0,5.2,11.3,0.45799999999999996,2.4,5.4,0.45299999999999996,2.8,6.0,0.46299999999999997,2.2,2.4,0.915,0.3,2.9,3.3,2.5,1.1,0.2,1.6,1.9,15.1,2012
8,Tony Allen,SG,30.0,MEM,58.0,57.0,1525.0,5.0,10.6,0.469,0.2,0.6,0.308,4.8,10.0,0.479,3.3,4.1,0.8,2.3,3.2,5.5,1.9,2.5,0.8,2.2,3.4,13.4,2012
9,Morris Almond,SG,26.0,WAS,4.0,0.0,67.0,3.2,9.1,0.353,0.5,1.6,0.33299999999999996,2.7,7.5,0.35700000000000004,0.5,1.6,0.33299999999999996,0.5,3.8,4.3,1.1,3.8,0.0,0.5,3.2,7.5,2012
