,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Tariq Abdul-Wahad,SG,24.0,SAC,49.0,49.0,1205.0,5.3,12.2,0.435,0.2,0.6,0.28600000000000003,5.1,11.5,0.44299999999999995,2.8,4.1,0.691,2.2,3.4,5.6,1.5,1.5,0.5,2.1,3.6,13.6,1999
1,Shareef Abdur-Rahim,SF,22.0,VAN,50.0,50.0,2021.0,6.9,15.9,0.43200000000000005,0.2,0.6,0.306,6.7,15.3,0.43799999999999994,6.6,7.8,0.841,2.0,4.6,6.7,3.1,1.2,1.0,3.3,2.4,20.5,1999
2,Cory Alexander,PG,25.0,DEN,36.0,4.0,778.0,4.5,12.0,0.373,1.4,4.9,0.28600000000000003,3.1,7.2,0.43200000000000005,1.7,2.0,0.841,0.3,3.1,3.4,5.5,1.6,0.2,3.2,3.6,12.1,1999
3,Ray Allen,SG,23.0,MIL,50.0,50.0,1719.0,6.3,14.1,0.45,1.5,4.4,0.35600000000000004,4.8,9.7,0.49200000000000005,3.7,4.1,0.903,1.2,3.2,4.4,3.7,1.1,0.1,2.6,2.5,17.9,1999
4,Peter Aluma,C,25.0,SAC,2.0,0.0,5.0,7.2,14.4,0.5,0.0,0.0,,7.2,14.4,0.5,0.0,0.0,,7.2,7.2,14.4,0.0,7.2,7.2,14.4,28.8,14.4,1999
5,Derek Anderson,SG,24.0,CLE,38.0,13.0,978.0,4.6,11.6,0.39799999999999996,0.8,2.5,0.304,3.8,9.0,0.424,5.1,6.1,0.836,0.7,3.3,4.0,5.3,1.8,0.1,3.0,2.7,15.1,1999
6,Kenny Anderson,PG,28.0,BOS,34.0,33.0,1010.0,5.7,12.7,0.451,0.2,0.9,0.25,5.5,11.9,0.465,3.0,3.6,0.8320000000000001,0.9,2.8,3.7,6.9,1.2,0.1,2.5,2.8,14.7,1999
7,Nick Anderson,SF,31.0,ORL,47.0,39.0,1581.0,5.8,14.6,0.395,2.2,6.3,0.34700000000000003,3.6,8.3,0.433,2.3,3.7,0.611,1.2,5.1,6.3,2.1,1.5,0.3,1.9,1.6,16.0,1999
8,Shandon Anderson,SG,25.0,UTA,50.0,2.0,1072.0,5.4,12.2,0.446,0.5,1.4,0.341,5.0,10.8,0.46,3.0,4.2,0.7120000000000001,1.6,2.8,4.4,1.9,1.3,0.3,2.2,3.0,14.3,1999
9,Chris Anstey,C,24.0,DAL,41.0,4.0,470.0,3.8,10.6,0.36,0.0,0.5,0.0,3.8,10.1,0.379,2.6,3.7,0.708,2.7,4.7,7.4,2.1,1.4,1.0,2.0,7.5,10.3,1999
10,Greg Anthony,PG,31.0,POR,50.0,0.0,806.0,4.6,11.2,0.414,2.2,5.6,0.392,2.5,5.6,0.43700000000000006,2.8,4.0,0.6970000000000001,0.6,2.2,2.8,4.5,2.9,0.1,2.5,3.3,14.2,1999
11,B.J. Armstrong,PG,31.0,TOT,32.0,1.0,358.0,4.0,8.8,0.455,0.7,1.5,0.467,3.3,7.3,0.452,1.8,2.1,0.857,0.2,3.7,3.9,6.1,1.2,0.0,2.5,3.1,10.6,1999
14,Darrell Armstrong,PG,30.0,ORL,50.0,15.0,1502.0,5.5,12.5,0.441,1.7,4.5,0.365,3.9,8.0,0.483,3.9,4.3,0.904,1.3,3.0,4.3,8.0,2.6,0.1,3.8,2.2,16.5,1999
15,Keith Askins,SF,31.0,MIA,33.0,13.0,415.0,1.7,5.4,0.32299999999999995,0.7,2.5,0.276,1.0,2.9,0.364,0.4,0.7,0.625,0.9,2.9,3.8,0.9,1.5,0.3,1.1,5.0,4.6,1999
16,Stacey Augmon,SF,30.0,POR,48.0,21.0,874.0,3.2,7.2,0.44799999999999995,0.0,0.1,0.0,3.2,7.1,0.45299999999999996,2.1,3.1,0.684,1.9,3.2,5.1,2.4,2.3,0.7,1.2,3.3,8.6,1999
17,Isaac Austin,C,29.0,ORL,49.0,49.0,1259.0,5.3,13.0,0.408,0.1,0.2,0.28600000000000003,5.2,12.8,0.41,3.0,4.5,0.669,2.4,4.4,6.8,2.5,1.3,1.0,3.3,3.6,13.6,1999
18,Anthony Avent,PF,29.0,UTA,5.0,0.0,44.0,3.3,10.6,0.308,0.0,0.0,,3.3,10.6,0.308,0.8,1.6,0.5,6.5,3.3,9.8,0.8,1.6,0.0,5.7,4.9,7.4,1999
19,Thurl Bailey,PF,37.0,UTA,43.0,0.0,543.0,5.2,11.6,0.446,0.0,0.1,0.0,5.2,11.5,0.451,1.7,2.3,0.735,2.4,3.8,6.2,1.7,0.6,1.9,1.8,5.2,12.0,1999
20,Toby Bailey,SG,23.0,PHO,27.0,10.0,249.0,4.9,12.4,0.395,0.1,0.7,0.2,4.8,11.7,0.40700000000000003,1.3,1.9,0.6920000000000001,3.5,4.3,7.8,1.9,1.3,0.3,1.6,3.5,11.3,1999
21,Mark Baker,PG,29.0,TOR,1.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,,0.0,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1999
23,Vin Baker,PF,27.0,SEA,34.0,31.0,1162.0,6.1,13.5,0.45299999999999996,0.0,0.1,0.0,6.1,13.4,0.456,2.2,5.0,0.45,2.7,3.9,6.5,1.7,1.0,1.1,2.4,3.7,14.5,1999
24,Charles Barkley,PF,35.0,HOU,42.0,40.0,1526.0,5.7,11.8,0.478,0.1,0.6,0.16,5.6,11.3,0.495,4.5,6.3,0.7190000000000001,3.9,8.2,12.2,4.5,1.0,0.3,2.4,2.1,15.9,1999
25,Dana Barros,PG,31.0,BOS,50.0,16.0,1156.0,5.2,11.6,0.45299999999999996,2.0,5.0,0.4,3.2,6.6,0.493,2.0,2.3,0.877,0.5,2.8,3.3,6.5,1.6,0.2,2.7,2.0,14.4,1999
26,Brent Barry,SG,27.0,CHI,37.0,30.0,1181.0,4.3,10.9,0.396,1.6,5.2,0.302,2.7,5.6,0.484,2.4,3.1,0.772,1.2,3.2,4.4,3.5,1.3,0.3,2.2,3.0,12.6,1999
27,Drew Barry,SG,25.0,SEA,17.0,0.0,183.0,2.0,6.3,0.313,1.6,4.7,0.33299999999999996,0.4,1.6,0.25,1.8,2.6,0.6920000000000001,0.6,3.3,3.9,5.7,1.4,0.2,2.4,4.7,7.3,1999
28,Jon Barry,SG,29.0,SAC,43.0,0.0,736.0,2.9,6.8,0.428,1.2,3.9,0.304,1.7,2.9,0.593,3.5,4.1,0.845,1.2,3.5,4.7,5.5,2.6,0.2,2.3,3.0,10.4,1999
29,Tony Battie,C,22.0,BOS,50.0,15.0,1121.0,4.7,9.1,0.519,0.0,0.1,0.0,4.7,9.0,0.525,1.3,2.0,0.672,3.1,6.6,9.6,1.7,0.9,2.3,1.4,5.1,10.8,1999
30,Corey Beck,PG,27.0,TOT,24.0,0.0,180.0,3.6,7.8,0.462,0.2,0.2,1.0,3.4,7.6,0.447,1.6,3.0,0.5329999999999999,1.2,4.4,5.6,4.0,1.8,0.4,2.6,5.2,9.0,1999
33,Benoit Benjamin,C,34.0,PHI,6.0,0.0,33.0,2.2,7.6,0.28600000000000003,0.0,0.0,,2.2,7.6,0.28600000000000003,0.0,0.0,,3.3,5.5,8.7,1.1,0.0,0.0,3.3,6.5,4.4,1999
34,Corey Benjamin,PG,20.0,CHI,31.0,1.0,320.0,5.0,13.2,0.376,0.3,1.6,0.214,4.6,11.6,0.39799999999999996,3.0,4.5,0.675,1.7,2.8,4.5,1.1,1.2,0.9,2.4,5.2,13.3,1999
35,Mario Bennett,PF,25.0,CHI,3.0,0.0,19.0,3.8,11.4,0.33299999999999996,0.0,0.0,,3.8,11.4,0.33299999999999996,5.7,7.6,0.75,3.8,5.7,9.5,0.0,1.9,0.0,1.9,7.6,13.3,1999
36,Travis Best,PG,26.0,IND,49.0,0.0,1043.0,4.4,10.5,0.41600000000000004,0.8,2.0,0.373,3.6,8.5,0.42700000000000005,2.4,2.9,0.843,0.7,2.1,2.8,5.8,1.4,0.1,2.1,3.8,11.9,1999
37,Mike Bibby,PG,20.0,VAN,50.0,50.0,1758.0,5.3,12.4,0.43,0.3,1.5,0.203,5.0,10.9,0.461,2.6,3.5,0.7509999999999999,0.6,2.2,2.8,6.7,1.6,0.1,3.0,2.5,13.6,1999
38,Chauncey Billups,SG,22.0,DEN,45.0,41.0,1488.0,4.6,12.0,0.386,2.1,5.7,0.36200000000000004,2.6,6.3,0.408,3.8,4.2,0.9129999999999999,0.6,1.7,2.3,4.2,1.4,0.3,2.4,2.8,15.1,1999
39,Mookie Blaylock,PG,31.0,ATL,48.0,48.0,1763.0,5.0,13.3,0.379,1.6,5.1,0.307,3.5,8.2,0.425,1.4,1.9,0.758,0.9,3.7,4.6,5.7,2.0,0.2,2.3,1.2,13.1,1999
40,Corie Blount,PF,30.0,TOT,34.0,3.0,530.0,2.4,6.8,0.36,0.0,0.1,0.0,2.4,6.7,0.364,1.9,3.7,0.519,3.9,6.3,10.3,0.8,1.3,1.1,1.4,5.0,6.8,1999
43,Muggsy Bogues,PG,34.0,GSW,36.0,5.0,714.0,3.8,7.8,0.494,0.0,0.3,0.0,3.8,7.5,0.514,1.6,1.8,0.861,0.8,2.9,3.7,6.8,2.2,0.1,2.4,2.2,9.2,1999
44,Etdrick Bohannon,SF,25.0,WAS,2.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999
45,Keith Booth,SF,24.0,CHI,39.0,4.0,432.0,4.1,12.6,0.325,0.1,0.8,0.1,4.0,11.7,0.34,1.7,3.5,0.5,2.1,5.7,7.7,3.2,1.8,0.9,3.2,5.0,10.0,1999
46,Bruce Bowen,SF,27.0,BOS,30.0,1.0,494.0,1.9,6.8,0.28,0.5,1.9,0.26899999999999996,1.4,4.9,0.284,0.8,1.7,0.45799999999999996,1.1,2.7,3.8,2.0,1.5,0.7,0.9,3.7,5.1,1999
48,Earl Boykins,PG,22.0,TOT,22.0,0.0,221.0,4.9,12.9,0.38,0.5,2.9,0.16699999999999998,4.4,9.9,0.44299999999999995,0.3,0.5,0.667,1.1,1.6,2.8,5.4,1.0,0.0,3.3,3.3,10.6,1999
51,Shawn Bradley,C,26.0,DAL,49.0,33.0,1294.0,4.6,9.7,0.48,0.0,0.1,0.0,4.6,9.6,0.485,2.4,3.2,0.748,3.6,7.3,10.9,1.1,1.0,4.4,1.6,4.3,11.7,1999
52,Terrell Brandon,PG,28.0,TOT,36.0,34.0,1217.0,6.3,15.0,0.418,0.4,1.4,0.255,5.9,13.6,0.435,1.9,2.3,0.833,0.8,3.2,4.0,9.1,1.9,0.3,2.2,2.4,14.8,1999
55,Chucky Brown,PF,30.0,CHH,48.0,21.0,1192.0,5.3,11.3,0.47200000000000003,0.5,1.2,0.375,4.9,10.1,0.483,1.2,1.8,0.6779999999999999,1.1,4.2,5.3,1.7,0.5,0.6,1.1,3.2,12.3,1999
56,Dee Brown,PG,30.0,TOR,49.0,0.0,1377.0,4.9,12.9,0.37799999999999995,3.5,9.1,0.387,1.4,3.8,0.35600000000000004,1.0,1.4,0.727,0.4,2.3,2.7,3.7,1.5,0.2,2.1,2.0,14.4,1999
57,Gerald Brown,SG,23.0,PHO,33.0,0.0,236.0,5.0,13.6,0.371,0.5,1.5,0.3,4.6,12.1,0.38,1.7,2.1,0.7859999999999999,0.8,2.6,3.4,4.7,0.8,0.2,3.4,3.2,12.2,1999
58,P.J. Brown,PF,29.0,MIA,50.0,50.0,1611.0,5.1,10.7,0.48,0.0,0.0,,5.1,10.7,0.48,2.5,3.3,0.774,2.6,5.2,7.7,1.5,1.0,1.1,1.5,3.7,12.8,1999
59,Randy Brown,PG,30.0,CHI,39.0,32.0,1139.0,4.2,10.1,0.414,0.0,0.3,0.0,4.2,9.8,0.42700000000000005,2.5,3.3,0.757,0.9,3.3,4.2,4.7,2.1,0.3,2.5,2.9,10.8,1999
60,Rick Brunson,PG,26.0,NYK,17.0,0.0,95.0,2.3,8.0,0.28600000000000003,0.0,1.9,0.0,2.3,6.1,0.375,1.9,6.8,0.278,1.1,2.7,3.8,7.2,3.4,0.0,4.5,3.0,6.4,1999
