,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Shareef Abdur-Rahim,PF,27.0,TOT,85.0,56.0,2684.0,6.7,14.1,0.475,0.1,0.5,0.265,6.6,13.7,0.48200000000000004,5.0,5.8,0.8690000000000001,2.5,6.0,8.6,2.3,0.9,0.5,2.5,3.0,18.6,2004
3,Malik Allen,PF,25.0,MIA,45.0,6.0,616.0,4.9,11.6,0.419,0.0,0.0,,4.9,11.6,0.419,1.5,1.9,0.758,2.5,4.5,7.0,0.9,0.7,1.6,1.6,4.7,11.2,2004
4,Ray Allen,SG,28.0,SEA,56.0,56.0,2152.0,7.5,17.0,0.44,2.5,6.3,0.392,5.0,10.7,0.46799999999999997,4.1,4.5,0.904,1.2,3.6,4.8,4.5,1.2,0.2,2.6,2.2,21.5,2004
5,Rafer Alston,PG,27.0,MIA,82.0,28.0,2581.0,4.0,10.7,0.376,2.2,6.1,0.371,1.8,4.6,0.382,1.4,1.9,0.769,0.4,2.8,3.2,5.2,1.6,0.3,1.8,3.0,11.7,2004
6,Chris Andersen,PF,25.0,DEN,71.0,0.0,1029.0,3.1,7.1,0.44299999999999995,0.0,0.0,0.0,3.1,7.1,0.446,2.2,3.7,0.589,3.1,7.3,10.4,1.2,1.2,4.0,1.7,4.2,8.5,2004
7,Derek Anderson,SG,29.0,POR,51.0,46.0,1810.0,4.6,12.2,0.376,1.6,5.2,0.305,3.0,7.0,0.428,3.1,3.7,0.8240000000000001,0.5,3.1,3.6,4.5,1.3,0.1,1.8,1.6,13.8,2004
8,Kenny Anderson,PG,33.0,IND,44.0,31.0,905.0,4.5,10.2,0.441,0.0,0.2,0.25,4.5,10.0,0.444,1.4,1.9,0.7290000000000001,0.8,2.5,3.2,5.0,1.0,0.2,2.0,2.9,10.4,2004
9,Shandon Anderson,SG,30.0,NYK,80.0,37.0,1974.0,4.3,10.3,0.42200000000000004,0.7,2.3,0.281,3.7,8.0,0.46299999999999997,2.2,2.9,0.764,1.0,3.1,4.0,2.2,1.2,0.3,2.2,3.3,11.6,2004
10,Carmelo Anthony,SF,19.0,DEN,82.0,82.0,2995.0,7.5,17.6,0.426,0.8,2.6,0.322,6.7,15.0,0.444,4.9,6.3,0.777,2.2,3.8,6.0,2.7,1.2,0.5,3.0,2.7,20.7,2004
11,Robert Archibald,C-PF,23.0,TOT,32.0,3.0,256.0,1.3,4.6,0.273,0.0,0.0,,1.3,4.6,0.273,2.0,4.4,0.452,3.0,4.4,7.3,1.8,2.0,0.4,1.4,7.0,4.5,2004
15,Gilbert Arenas,PG,22.0,WAS,55.0,52.0,2066.0,6.2,15.9,0.392,2.2,5.8,0.375,4.1,10.1,0.401,4.1,5.5,0.748,1.0,3.5,4.4,4.8,1.8,0.2,3.9,3.1,18.8,2004
16,Brandon Armstrong,SG,23.0,NJN,56.0,0.0,434.0,5.4,14.5,0.371,1.6,4.3,0.365,3.8,10.2,0.374,0.2,0.3,0.5,1.0,2.6,3.6,1.2,1.0,0.2,2.0,4.1,12.5,2004
17,Darrell Armstrong,PG,35.0,NOH,79.0,22.0,2247.0,4.7,11.8,0.395,2.2,6.9,0.315,2.5,4.9,0.508,2.0,2.3,0.8540000000000001,1.0,2.6,3.6,5.0,2.1,0.3,2.5,2.4,13.5,2004
18,Carlos Arroyo,PG,24.0,UTA,71.0,71.0,2008.0,6.1,13.8,0.441,0.7,2.1,0.325,5.4,11.7,0.462,3.2,4.0,0.804,0.7,2.6,3.3,6.4,1.1,0.1,2.8,3.0,16.1,2004
19,Chucky Atkins,PG,29.0,TOT,64.0,24.0,1544.0,4.5,11.3,0.397,1.9,5.6,0.336,2.6,5.7,0.457,1.7,2.3,0.753,0.2,2.0,2.2,5.2,1.0,0.0,2.1,2.4,12.5,2004
22,Stacey Augmon,SF,35.0,NOH,69.0,24.0,1416.0,3.6,8.8,0.41200000000000003,0.0,0.2,0.14300000000000002,3.6,8.6,0.418,2.8,3.5,0.7909999999999999,1.3,3.1,4.4,2.2,1.4,0.4,1.9,2.9,10.1,2004
23,Vin Baker,PF,32.0,TOT,54.0,33.0,1313.0,5.7,11.8,0.48100000000000004,0.0,0.1,0.33299999999999996,5.7,11.8,0.483,3.1,4.3,0.726,3.1,4.6,7.7,1.8,0.8,0.9,2.1,4.4,14.6,2004
26,Marcus Banks,PG,22.0,BOS,81.0,2.0,1385.0,4.6,11.5,0.4,0.7,2.2,0.314,3.9,9.3,0.42100000000000004,2.6,3.4,0.7559999999999999,0.8,2.7,3.5,4.5,2.3,0.3,3.2,4.4,12.5,2004
27,Leandro Barbosa,PG,21.0,PHO,70.0,46.0,1500.0,5.0,11.3,0.447,2.0,5.0,0.395,3.0,6.2,0.488,1.1,1.5,0.77,0.6,2.4,3.0,4.0,2.2,0.2,2.9,4.4,13.2,2004
28,Matt Barnes,SF,23.0,LAC,38.0,9.0,724.0,3.1,6.9,0.457,0.1,0.6,0.154,3.0,6.2,0.488,2.1,3.0,0.705,2.6,4.9,7.5,2.4,1.3,0.1,2.2,3.8,8.5,2004
30,Dana Barros,SG,36.0,BOS,1.0,0.0,11.0,6.5,9.8,0.667,0.0,0.0,,6.5,9.8,0.667,6.5,6.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,19.6,2004
31,Brent Barry,SG,32.0,SEA,59.0,53.0,1803.0,4.3,8.5,0.504,2.3,5.0,0.452,2.0,3.5,0.5770000000000001,1.8,2.2,0.8270000000000001,0.4,3.7,4.1,6.8,1.7,0.3,2.8,2.4,12.7,2004
32,Jon Barry,SG,34.0,DEN,57.0,9.0,1101.0,3.9,9.7,0.40399999999999997,1.7,4.5,0.37,2.3,5.2,0.434,2.0,2.3,0.845,0.8,3.2,4.0,4.8,1.9,0.3,1.7,2.2,11.5,2004
33,Mengke Bateer,C,28.0,TOR,7.0,0.0,40.0,3.6,6.3,0.5710000000000001,0.0,0.0,,3.6,6.3,0.5710000000000001,0.0,0.0,,4.5,2.7,7.2,0.9,0.9,0.0,1.8,9.0,7.2,2004
34,Tony Battie,C,27.0,TOT,73.0,7.0,1478.0,4.1,9.4,0.44299999999999995,0.0,0.2,0.222,4.1,9.1,0.44799999999999995,1.6,2.2,0.742,2.9,5.9,8.7,1.4,0.6,1.6,1.5,3.9,9.9,2004
37,Shane Battier,SF,25.0,MEM,79.0,1.0,1947.0,4.5,10.0,0.446,1.2,3.4,0.349,3.3,6.6,0.496,2.2,3.0,0.732,1.9,3.7,5.6,1.9,1.9,1.1,1.0,3.5,12.4,2004
