,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Quincy Acy,PF,22.0,TOR,29.0,0.0,342.0,4.4,7.9,0.56,0.1,0.2,0.5,4.3,7.7,0.562,3.3,4.0,0.816,3.2,4.9,8.1,1.2,1.4,1.6,1.8,5.6,12.2,2013
1,Jeff Adrien,PF,26.0,CHA,52.0,5.0,713.0,3.6,8.5,0.429,0.0,0.1,0.0,3.6,8.4,0.434,3.3,5.0,0.65,3.4,6.5,9.9,1.8,0.9,1.4,1.6,4.0,10.6,2013
2,Arron Afflalo,SF,27.0,ORL,64.0,64.0,2307.0,6.2,14.1,0.439,1.1,3.7,0.3,5.1,10.4,0.489,3.0,3.5,0.857,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,2013
3,Josh Akognon,PG,26.0,DAL,3.0,0.0,9.0,8.0,16.0,0.5,4.0,8.0,0.5,4.0,8.0,0.5,0.0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,0.0,12.0,20.0,2013
4,Cole Aldrich,C,24.0,TOT,45.0,0.0,388.0,4.1,7.4,0.55,0.0,0.0,,4.1,7.4,0.55,1.1,1.9,0.6,2.8,8.4,11.1,0.8,0.5,2.1,2.1,5.6,9.3,2013
7,LaMarcus Aldridge,PF,27.0,POR,74.0,74.0,2790.0,8.2,17.0,0.484,0.0,0.2,0.14300000000000002,8.2,16.8,0.488,3.6,4.5,0.81,2.3,6.4,8.6,2.5,0.8,1.2,1.8,2.4,20.1,2013
8,Lavoy Allen,C,23.0,PHI,79.0,37.0,1669.0,4.4,9.8,0.45399999999999996,0.0,0.0,0.0,4.4,9.8,0.455,0.9,1.3,0.7170000000000001,3.4,5.1,8.5,1.6,0.5,1.2,1.2,3.9,9.8,2013
9,Ray Allen,SG,37.0,MIA,79.0,0.0,2035.0,5.2,11.5,0.449,2.5,5.9,0.419,2.7,5.6,0.48,2.5,2.8,0.8859999999999999,0.7,3.1,3.8,2.4,1.2,0.3,1.8,2.3,15.3,2013
10,Tony Allen,SG,31.0,MEM,79.0,79.0,2109.0,4.8,10.9,0.445,0.1,0.4,0.125,4.8,10.5,0.45799999999999996,2.3,3.2,0.7170000000000001,2.1,4.1,6.2,1.7,2.0,0.8,1.6,3.6,12.0,2013
11,Al-Farouq Aminu,SF,22.0,NOH,76.0,71.0,2066.0,3.9,8.3,0.475,0.1,0.3,0.21100000000000002,3.9,7.9,0.486,1.8,2.4,0.737,2.4,7.8,10.2,1.8,1.6,0.9,2.0,2.7,9.7,2013
12,Lou Amundson,PF,30.0,TOT,39.0,0.0,372.0,3.1,7.8,0.395,0.0,0.0,,3.1,7.8,0.395,1.2,3.5,0.33299999999999996,4.6,5.6,10.3,1.1,1.5,1.2,1.8,5.1,7.4,2013
16,Chris Andersen,C,34.0,MIA,42.0,0.0,624.0,4.1,7.1,0.5770000000000001,0.1,0.2,0.667,4.0,6.9,0.575,3.6,5.4,0.677,3.3,6.6,9.9,1.0,0.9,2.5,1.4,5.1,11.9,2013
17,Alan Anderson,SF,30.0,TOR,65.0,2.0,1495.0,5.7,14.8,0.38299999999999995,2.3,6.9,0.33299999999999996,3.4,8.0,0.426,3.0,3.5,0.857,0.8,2.7,3.6,2.5,1.2,0.2,1.9,3.2,16.7,2013
18,James Anderson,SG-SF,23.0,TOT,39.0,2.0,401.0,4.7,11.3,0.413,1.9,5.4,0.35,2.8,5.9,0.47,2.2,2.5,0.857,1.6,4.8,6.5,3.8,1.3,0.4,2.2,2.2,13.4,2013
21,Ryan Anderson,PF,24.0,NOH,81.0,22.0,2503.0,6.8,16.0,0.423,3.1,8.0,0.382,3.7,8.0,0.46399999999999997,2.2,2.6,0.8440000000000001,2.7,4.7,7.5,1.4,0.6,0.4,1.4,2.6,18.8,2013
