,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
12,Chris Andersen,C,38.0,CLE,12.0,0.0,114.0,2.8,6.9,0.409,0.0,0.9,0.0,2.8,6.0,0.474,3.2,4.4,0.7140000000000001,2.8,6.9,9.8,1.6,1.6,2.2,1.6,6.3,8.8,2017
13,Alan Anderson,SF,34.0,LAC,30.0,0.0,308.0,3.5,9.4,0.375,1.6,5.1,0.318,1.9,4.2,0.444,1.4,1.9,0.75,0.4,2.5,2.8,1.3,0.4,0.0,0.8,4.1,10.1,2017
14,Justin Anderson,SF,23.0,TOT,75.0,10.0,1228.0,5.5,12.9,0.424,1.7,5.7,0.299,3.8,7.2,0.522,3.0,3.8,0.7909999999999999,2.0,5.2,7.2,1.9,1.2,0.7,1.9,3.2,15.6,2017
17,Kyle Anderson,SF,23.0,SAS,72.0,14.0,1020.0,3.3,7.4,0.445,0.5,1.4,0.375,2.8,6.0,0.462,1.6,2.0,0.789,1.2,6.2,7.3,3.2,1.8,0.9,1.4,2.2,8.7,2017
18,Ryan Anderson,PF,28.0,HOU,72.0,72.0,2116.0,5.5,13.2,0.418,3.5,8.6,0.40299999999999997,2.0,4.5,0.446,2.2,2.6,0.86,1.9,3.7,5.6,1.2,0.5,0.2,0.9,2.4,16.7,2017
19,Giannis Antetokounmpo,SF,22.0,MIL,80.0,80.0,2845.0,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6.0,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3.0,3.1,23.2,2017
20,Carmelo Anthony,SF,32.0,NYK,74.0,74.0,2538.0,8.5,19.7,0.433,2.1,6.0,0.359,6.4,13.7,0.466,4.3,5.2,0.833,0.9,5.3,6.2,3.0,0.9,0.5,2.2,2.8,23.5,2017
21,Joel Anthony,C,34.0,SAS,19.0,0.0,122.0,3.0,4.7,0.625,0.0,0.0,,3.0,4.7,0.625,1.5,2.4,0.625,2.4,6.8,9.1,0.9,0.6,1.8,1.2,3.2,7.4,2017
22,Trevor Ariza,SF,31.0,HOU,80.0,80.0,2773.0,4.2,10.4,0.409,2.5,7.2,0.344,1.8,3.2,0.556,1.2,1.6,0.738,0.7,5.2,5.9,2.3,1.9,0.3,0.9,1.7,12.2,2017
23,Darrell Arthur,PF,28.0,DEN,41.0,7.0,639.0,5.4,12.1,0.442,3.0,6.6,0.45299999999999996,2.4,5.5,0.429,1.1,1.2,0.8640000000000001,1.4,4.9,6.3,2.4,1.1,1.2,2.0,4.3,14.8,2017
25,Ömer Aşık,C,30.0,NOP,31.0,19.0,482.0,2.3,4.9,0.47700000000000004,0.0,0.0,,2.3,4.9,0.47700000000000004,1.7,2.9,0.59,3.6,8.6,12.2,1.1,0.4,0.7,1.0,3.8,6.3,2017
26,D.J. Augustin,PG,29.0,ORL,78.0,20.0,1538.0,4.6,12.1,0.377,2.2,6.4,0.34700000000000003,2.3,5.7,0.41200000000000003,3.1,3.8,0.8140000000000001,0.4,2.4,2.7,4.9,0.7,0.0,2.1,2.4,14.4,2017
27,Luke Babbitt,SF,27.0,MIA,68.0,55.0,1065.0,3.8,9.5,0.402,2.9,7.1,0.414,0.9,2.4,0.366,0.4,0.5,0.733,0.4,4.4,4.8,1.2,0.7,0.4,0.8,4.0,11.0,2017
28,Ron Baker,SG,23.0,NYK,52.0,13.0,857.0,3.4,9.1,0.37799999999999995,1.0,3.6,0.267,2.5,5.5,0.45,1.2,1.8,0.6509999999999999,0.5,3.6,4.1,4.5,1.4,0.3,2.4,3.1,9.0,2017
29,Wade Baldwin,PG,20.0,MEM,33.0,1.0,405.0,3.2,10.2,0.313,0.3,2.0,0.136,2.9,8.3,0.355,2.8,3.3,0.838,1.0,3.1,4.1,5.4,1.6,0.6,3.5,3.6,9.4,2017
30,Leandro Barbosa,SG,34.0,PHO,67.0,0.0,963.0,6.4,14.7,0.439,1.3,3.7,0.35700000000000004,5.1,11.0,0.466,1.5,1.7,0.889,0.6,3.3,3.9,3.0,1.2,0.3,1.8,3.1,15.7,2017
31,J.J. Barea,PG,32.0,DAL,35.0,6.0,771.0,6.6,16.0,0.414,2.5,6.9,0.358,4.2,9.1,0.456,2.1,2.4,0.863,0.4,3.5,3.9,9.0,0.7,0.0,2.9,1.4,17.8,2017
32,Harrison Barnes,PF,24.0,DAL,79.0,79.0,2803.0,7.7,16.4,0.46799999999999997,1.0,2.9,0.35100000000000003,6.7,13.6,0.49200000000000005,3.1,3.6,0.861,1.2,3.9,5.1,1.5,0.8,0.2,1.3,1.6,19.5,2017
33,Matt Barnes,SF,36.0,TOT,74.0,18.0,1777.0,3.7,9.6,0.391,1.8,5.3,0.331,2.0,4.3,0.467,1.4,1.8,0.787,1.4,6.4,7.8,4.0,1.0,0.5,2.2,3.7,10.7,2017
36,Will Barton,SG,26.0,DEN,60.0,19.0,1705.0,6.2,14.1,0.44299999999999995,1.8,5.0,0.37,4.4,9.1,0.483,3.0,4.0,0.753,1.2,4.2,5.5,4.3,1.0,0.6,2.0,2.3,17.3,2017
37,Brandon Bass,PF,31.0,LAC,52.0,0.0,577.0,6.7,11.6,0.575,0.1,0.2,0.33299999999999996,6.6,11.4,0.579,4.8,5.5,0.875,2.7,5.4,8.0,1.3,0.9,0.7,1.8,2.8,18.2,2017
38,Nicolas Batum,SG,28.0,CHO,77.0,77.0,2617.0,5.4,13.4,0.40299999999999997,1.9,5.6,0.33299999999999996,3.5,7.8,0.45299999999999996,3.3,3.9,0.856,0.6,6.0,6.6,6.3,1.2,0.4,2.7,1.5,16.0,2017
39,Jerryd Bayless,PG,28.0,PHI,3.0,1.0,71.0,5.6,16.2,0.344,1.0,2.5,0.4,4.6,13.7,0.33299999999999996,4.6,5.1,0.9,1.5,4.6,6.1,6.6,0.0,0.0,4.6,2.0,16.7,2017
40,Aron Baynes,C,30.0,DET,75.0,2.0,1163.0,4.4,8.6,0.513,0.0,0.0,,4.4,8.6,0.513,2.4,2.9,0.84,3.4,6.9,10.3,1.0,0.5,1.2,1.5,5.1,11.3,2017
41,Kent Bazemore,SF,27.0,ATL,73.0,64.0,1963.0,5.4,13.2,0.409,1.7,4.9,0.34600000000000003,3.7,8.3,0.446,2.2,3.1,0.708,0.8,3.4,4.2,3.2,1.7,1.0,2.3,3.0,14.7,2017
42,Bradley Beal,SG,23.0,WAS,77.0,77.0,2684.0,8.5,17.7,0.48200000000000004,3.0,7.4,0.40399999999999997,5.6,10.3,0.5379999999999999,3.8,4.6,0.825,0.7,2.5,3.2,3.6,1.1,0.3,2.1,2.3,23.9,2017
43,Malik Beasley,SG,20.0,DEN,22.0,1.0,165.0,7.2,15.9,0.452,2.0,6.1,0.321,5.2,9.8,0.5329999999999999,1.7,2.2,0.8,1.1,2.6,3.7,2.4,1.5,0.0,1.7,2.2,18.1,2017
44,Michael Beasley,PF,28.0,MIL,56.0,6.0,935.0,8.3,15.6,0.532,0.7,1.7,0.419,7.6,14.0,0.545,3.0,4.0,0.743,1.5,5.9,7.4,2.0,1.0,1.0,2.5,3.5,20.3,2017
45,Marco Belinelli,SG,30.0,CHO,74.0,0.0,1778.0,5.3,12.5,0.429,2.1,5.7,0.36,3.3,6.7,0.488,3.0,3.4,0.893,0.3,3.3,3.6,3.0,0.9,0.2,1.4,1.8,15.8,2017
46,DeAndre' Bembry,SF,22.0,ATL,38.0,1.0,371.0,4.6,9.5,0.48,0.1,1.7,0.055999999999999994,4.5,7.8,0.575,0.6,1.6,0.375,1.4,4.4,5.7,2.7,0.8,0.5,1.6,2.0,9.8,2017
48,Dragan Bender,PF,19.0,PHO,43.0,0.0,574.0,3.6,10.1,0.354,1.8,6.3,0.27699999999999997,1.8,3.8,0.483,0.3,0.7,0.364,1.4,5.0,6.5,1.4,0.6,1.4,2.0,4.6,9.2,2017
49,Anthony Bennett,PF,23.0,BRK,23.0,1.0,264.0,5.2,12.5,0.413,1.8,6.5,0.271,3.4,6.0,0.568,3.5,4.9,0.722,3.4,7.2,10.6,1.6,0.7,0.4,1.6,2.5,15.7,2017
50,Ben Bentil,PF,21.0,DAL,3.0,0.0,10.0,0.0,10.8,0.0,0.0,3.6,0.0,0.0,7.2,0.0,0.0,0.0,,0.0,7.2,7.2,0.0,0.0,0.0,3.6,3.6,0.0,2017
51,Dāvis Bertāns,PF,24.0,SAS,67.0,6.0,808.0,4.6,10.4,0.44,3.1,7.7,0.39899999999999997,1.5,2.7,0.557,1.2,1.5,0.8240000000000001,1.0,3.4,4.4,2.0,0.9,1.2,1.4,3.3,13.5,2017
52,Patrick Beverley,SG,28.0,HOU,67.0,67.0,2058.0,4.0,9.5,0.42,1.9,5.0,0.382,2.1,4.5,0.46299999999999997,1.3,1.7,0.768,1.7,5.2,6.9,4.9,1.7,0.4,1.7,3.9,11.2,2017
53,Bismack Biyombo,C,24.0,ORL,81.0,27.0,1793.0,3.6,6.8,0.528,0.0,0.0,,3.6,6.8,0.528,2.5,4.7,0.534,3.2,8.2,11.4,1.5,0.5,1.8,1.9,4.1,9.7,2017
54,Nemanja Bjelica,PF,28.0,MIN,65.0,1.0,1190.0,4.6,10.8,0.424,1.7,5.4,0.316,2.9,5.4,0.531,1.4,1.8,0.738,1.7,5.7,7.4,2.4,1.2,0.6,1.8,4.7,12.2,2017
55,Tarik Black,C,25.0,LAL,67.0,16.0,1091.0,4.9,9.7,0.51,0.0,0.1,0.5,4.9,9.6,0.51,2.7,3.6,0.752,4.8,6.6,11.3,1.3,1.0,1.5,1.9,5.7,12.6,2017
56,Eric Bledsoe,PG,27.0,PHO,66.0,66.0,2176.0,7.4,17.1,0.434,1.7,5.1,0.335,5.7,12.0,0.47700000000000004,6.4,7.6,0.847,0.9,4.4,5.3,6.9,1.5,0.5,3.7,2.7,23.0,2017
57,Bojan Bogdanović,SF,27.0,TOT,81.0,54.0,2083.0,6.5,14.6,0.445,2.5,6.8,0.36700000000000005,4.0,7.8,0.512,3.8,4.2,0.893,0.6,4.1,4.8,1.9,0.6,0.1,2.3,2.5,19.2,2017
60,Andrew Bogut,C,32.0,TOT,27.0,21.0,583.0,2.3,5.0,0.469,0.0,0.1,0.0,2.3,4.9,0.475,0.2,0.7,0.273,3.5,10.0,13.5,3.0,0.8,1.5,2.7,5.3,4.9,2017
63,Joel Bolomboy,PF,23.0,UTA,12.0,0.0,53.0,6.1,10.9,0.563,0.7,2.7,0.25,5.4,8.2,0.667,2.0,4.1,0.5,2.7,8.8,11.5,1.4,0.7,1.4,1.4,0.7,14.9,2017
64,Devin Booker,SG,20.0,PHO,78.0,78.0,2730.0,8.0,18.9,0.423,1.9,5.3,0.363,6.1,13.5,0.447,4.8,5.8,0.8320000000000001,0.6,2.7,3.3,3.5,0.9,0.3,3.2,3.2,22.8,2017
65,Trevor Booker,PF,29.0,BRK,71.0,43.0,1754.0,6.3,12.1,0.516,0.5,1.6,0.321,5.7,10.5,0.546,1.5,2.3,0.6729999999999999,2.9,8.8,11.7,2.8,1.5,0.6,2.6,3.1,14.6,2017
66,Avery Bradley,SG,26.0,BOS,55.0,55.0,1835.0,7.0,15.2,0.46299999999999997,2.1,5.4,0.39,4.9,9.8,0.504,1.3,1.8,0.731,1.3,5.3,6.6,2.4,1.3,0.2,1.7,2.8,17.5,2017
67,Corey Brewer,SF,30.0,TOT,82.0,11.0,1281.0,4.1,9.8,0.42200000000000004,0.8,3.3,0.22899999999999998,3.4,6.5,0.522,1.4,1.9,0.735,0.9,3.8,4.7,2.7,1.7,0.6,1.5,3.7,10.4,2017
70,Malcolm Brogdon,SG,24.0,MIL,75.0,28.0,1982.0,5.3,11.5,0.457,1.4,3.5,0.40399999999999997,3.9,8.0,0.48,2.0,2.3,0.865,0.9,3.0,3.9,5.8,1.5,0.2,2.1,2.5,13.9,2017
71,Aaron Brooks,PG,32.0,IND,65.0,0.0,894.0,4.9,12.1,0.40299999999999997,1.9,5.2,0.375,2.9,6.9,0.424,1.3,1.6,0.8,0.7,2.1,2.8,5.0,1.0,0.4,2.7,3.7,13.0,2017
72,Anthony Brown,SF,24.0,TOT,11.0,0.0,159.0,4.1,11.3,0.36,1.6,6.1,0.259,2.5,5.2,0.478,0.0,0.0,,1.8,5.7,7.5,1.8,1.1,0.2,1.4,3.4,9.7,2017
75,Bobby Brown,PG,32.0,HOU,25.0,0.0,123.0,6.7,17.6,0.38299999999999995,4.1,10.2,0.4,2.6,7.3,0.36,0.6,0.6,1.0,0.0,1.8,1.8,4.1,0.3,0.0,1.5,1.5,18.1,2017
77,Jaylen Brown,SF,20.0,BOS,78.0,20.0,1341.0,5.2,11.4,0.45399999999999996,1.2,3.6,0.341,3.9,7.7,0.507,2.3,3.3,0.685,1.2,4.7,5.9,1.7,0.9,0.5,1.8,3.8,13.8,2017
78,Nicolás Brussino,SG,23.0,DAL,54.0,2.0,521.0,3.6,9.7,0.369,2.0,6.6,0.305,1.6,3.2,0.5,1.2,1.5,0.773,1.8,4.8,6.6,3.2,1.2,0.6,1.8,3.0,10.4,2017
79,Reggie Bullock,SF,25.0,DET,31.0,5.0,467.0,4.2,9.9,0.42200000000000004,2.2,5.6,0.384,2.0,4.2,0.473,0.4,0.5,0.7140000000000001,1.0,3.9,4.9,2.2,1.4,0.2,0.8,1.7,10.9,2017
80,Trey Burke,PG,24.0,WAS,57.0,0.0,703.0,5.9,13.1,0.455,1.6,3.6,0.44299999999999995,4.4,9.5,0.45899999999999996,1.1,1.5,0.759,0.4,2.0,2.4,5.1,0.6,0.3,2.5,2.8,14.6,2017
81,Alec Burks,SG,25.0,UTA,42.0,0.0,653.0,5.5,13.7,0.39899999999999997,1.4,4.2,0.32899999999999996,4.1,9.5,0.43,3.3,4.3,0.769,0.9,5.7,6.6,1.7,1.0,0.3,1.9,2.8,15.6,2017
82,Jimmy Butler,SF,27.0,CHI,76.0,75.0,2809.0,7.3,16.0,0.455,1.2,3.2,0.36700000000000005,6.1,12.9,0.47700000000000004,7.5,8.7,0.865,1.7,4.4,6.0,5.3,1.8,0.4,2.0,1.4,23.3,2017
83,Bruno Caboclo,SF,21.0,TOR,9.0,0.0,40.0,5.4,14.4,0.375,1.8,5.4,0.33299999999999996,3.6,9.0,0.4,0.0,0.0,,4.5,4.5,9.0,3.6,1.8,0.9,1.8,3.6,12.6,2017
84,José Calderón,PG,35.0,TOT,41.0,13.0,539.0,3.7,8.9,0.41,1.3,4.3,0.313,2.3,4.7,0.5,0.7,0.8,0.917,1.0,3.9,4.9,5.9,0.7,0.1,2.7,2.4,9.4,2017
87,Kentavious Caldwell-Pope,SG,23.0,DET,76.0,75.0,2529.0,5.3,13.2,0.39899999999999997,2.2,6.2,0.35,3.1,7.0,0.442,2.2,2.6,0.8320000000000001,0.8,2.7,3.5,2.7,1.3,0.2,1.2,1.7,14.9,2017
88,Isaiah Canaan,SG,25.0,CHI,39.0,0.0,592.0,3.8,10.5,0.364,1.5,5.7,0.266,2.3,4.8,0.48100000000000004,1.8,2.0,0.909,0.4,2.7,3.0,2.3,1.3,0.1,1.3,2.1,11.0,2017
89,Clint Capela,C,22.0,HOU,65.0,59.0,1551.0,8.4,13.1,0.643,0.0,0.0,,8.4,13.1,0.643,2.2,4.1,0.531,4.1,8.1,12.2,1.5,0.8,1.8,2.0,4.2,19.0,2017
90,DeMarre Carroll,SF,30.0,TOR,72.0,72.0,1882.0,4.2,10.5,0.4,2.1,6.1,0.341,2.1,4.4,0.483,1.7,2.2,0.7609999999999999,1.2,4.1,5.3,1.4,1.5,0.5,1.0,2.7,12.2,2017
91,Vince Carter,SF,40.0,MEM,73.0,15.0,1799.0,3.9,9.8,0.39399999999999996,2.2,5.9,0.37799999999999995,1.6,3.9,0.418,1.8,2.3,0.765,0.7,3.8,4.5,2.7,1.2,0.7,1.0,3.3,11.7,2017
92,Michael Carter-Williams,PG,25.0,CHI,45.0,19.0,846.0,4.8,13.0,0.366,0.6,2.7,0.23399999999999999,4.1,10.3,0.401,2.5,3.3,0.753,1.0,5.5,6.5,4.8,1.6,1.0,2.8,4.3,12.6,2017
93,Omri Casspi,PF,28.0,TOT,36.0,2.0,643.0,4.3,9.2,0.47,0.8,2.4,0.349,3.5,6.8,0.512,1.0,1.6,0.586,1.5,4.8,6.3,2.1,1.3,0.2,1.6,2.8,10.4,2017
97,Willie Cauley-Stein,C,23.0,SAC,75.0,21.0,1421.0,6.5,12.2,0.53,0.0,0.1,0.0,6.5,12.1,0.532,2.6,3.8,0.669,2.2,6.4,8.6,2.0,1.3,1.1,1.7,3.7,15.5,2017
98,Tyson Chandler,C,34.0,PHO,47.0,46.0,1298.0,4.2,6.3,0.6709999999999999,0.0,0.0,,4.2,6.3,0.6709999999999999,2.5,3.4,0.7340000000000001,4.2,10.7,14.9,0.8,0.9,0.7,1.8,3.5,11.0,2017
99,Wilson Chandler,SF,29.0,DEN,71.0,33.0,2197.0,7.1,15.4,0.461,1.8,5.3,0.337,5.3,10.0,0.527,2.3,3.2,0.727,1.7,5.8,7.5,2.3,0.8,0.5,1.9,2.8,18.3,2017
100,Marquese Chriss,PF,19.0,PHO,82.0,75.0,1743.0,5.9,13.1,0.449,1.5,4.6,0.321,4.4,8.4,0.52,2.3,3.7,0.624,2.0,5.2,7.2,1.2,1.4,1.4,2.2,5.4,15.6,2017
101,Rakeem Christmas,PF,25.0,IND,29.0,0.0,219.0,3.1,7.1,0.442,0.0,0.0,,3.1,7.1,0.442,3.5,4.8,0.7240000000000001,4.3,4.9,9.2,0.7,0.5,1.0,1.3,6.1,9.7,2017
103,Semaj Christon,PG,24.0,OKC,64.0,1.0,973.0,2.8,8.3,0.345,0.4,2.3,0.19,2.4,5.9,0.406,0.6,1.1,0.5479999999999999,0.7,2.5,3.2,4.8,1.0,0.3,1.6,2.9,6.8,2017
104,Ian Clark,SG,25.0,GSW,77.0,0.0,1137.0,6.7,13.7,0.48700000000000004,1.9,5.2,0.374,4.7,8.5,0.556,1.4,1.8,0.759,0.7,3.1,3.8,2.8,1.2,0.3,1.7,2.4,16.7,2017
105,Jordan Clarkson,SG,24.0,LAL,82.0,19.0,2397.0,7.2,16.1,0.445,1.8,5.3,0.32899999999999996,5.4,10.7,0.503,2.0,2.5,0.7979999999999999,0.7,3.0,3.7,3.2,1.3,0.1,2.5,2.3,18.1,2017
106,Norris Cole,PG,28.0,OKC,13.0,0.0,125.0,4.6,15.0,0.308,0.9,3.7,0.231,3.7,11.2,0.33299999999999996,2.3,2.9,0.8,0.0,3.2,3.2,4.0,2.3,0.0,2.0,5.2,12.4,2017
107,Darren Collison,PG,29.0,SAC,68.0,64.0,2063.0,5.9,12.5,0.47600000000000003,1.3,3.1,0.41700000000000004,4.7,9.4,0.495,2.6,3.0,0.86,0.4,2.3,2.7,5.4,1.2,0.2,2.0,2.1,15.7,2017
108,Nick Collison,PF,36.0,OKC,20.0,0.0,128.0,3.9,6.5,0.609,0.0,0.3,0.0,3.9,6.2,0.636,1.4,2.3,0.625,2.5,6.2,8.7,3.4,0.6,0.6,1.1,4.8,9.3,2017
109,Mike Conley,PG,29.0,MEM,69.0,68.0,2292.0,7.3,15.8,0.46,2.7,6.6,0.408,4.6,9.3,0.49700000000000005,5.0,5.8,0.8590000000000001,0.5,3.3,3.8,6.8,1.4,0.3,2.5,2.0,22.2,2017
110,Pat Connaughton,SG,24.0,POR,39.0,1.0,316.0,4.2,8.2,0.514,1.9,3.8,0.515,2.3,4.4,0.513,0.8,1.0,0.778,1.1,4.8,5.9,3.2,0.7,0.2,1.9,2.6,11.2,2017
111,Quinn Cook,PG,23.0,TOT,14.0,0.0,188.0,6.3,12.6,0.5,2.1,5.0,0.423,4.2,7.7,0.55,0.4,1.0,0.4,0.2,1.1,1.3,5.0,0.8,0.0,2.5,2.5,15.1,2017
114,DeMarcus Cousins,C,26.0,TOT,72.0,72.0,2465.0,9.4,20.9,0.452,1.9,5.3,0.361,7.5,15.6,0.483,7.6,9.8,0.772,2.2,9.4,11.6,4.8,1.5,1.4,3.9,4.1,28.4,2017
117,Robert Covington,SF,26.0,PHI,67.0,67.0,2119.0,5.0,12.4,0.39899999999999997,2.3,7.0,0.33299999999999996,2.6,5.4,0.484,2.4,3.0,0.8220000000000001,1.6,5.8,7.4,1.7,2.2,1.2,2.2,3.4,14.7,2017
118,Allen Crabbe,SG,24.0,POR,79.0,7.0,2254.0,4.8,10.3,0.46799999999999997,2.1,4.8,0.444,2.7,5.5,0.49,1.7,2.0,0.847,0.3,3.3,3.6,1.5,0.9,0.3,1.0,2.7,13.5,2017
119,Jamal Crawford,SG,36.0,LAC,82.0,1.0,2157.0,6.0,14.5,0.413,1.9,5.4,0.36,4.1,9.1,0.44299999999999995,2.9,3.4,0.857,0.3,1.9,2.2,3.6,1.0,0.2,2.2,1.9,16.8,2017
120,Jordan Crawford,SG,28.0,NOP,19.0,0.0,442.0,8.6,17.8,0.48200000000000004,3.0,7.7,0.389,5.5,10.0,0.5529999999999999,1.6,2.1,0.769,0.3,2.4,2.8,4.6,0.9,0.2,2.0,2.4,21.7,2017
121,Jae Crowder,SF,26.0,BOS,72.0,72.0,2335.0,5.1,11.1,0.46299999999999997,2.4,6.1,0.39799999999999996,2.7,5.0,0.54,2.7,3.3,0.8109999999999999,0.7,5.7,6.4,2.4,1.1,0.4,1.2,2.5,15.4,2017
122,Dante Cunningham,PF,29.0,NOP,66.0,35.0,1649.0,3.8,7.8,0.485,1.6,4.0,0.392,2.2,3.9,0.579,0.3,0.6,0.593,1.2,4.8,6.0,0.8,0.9,0.6,0.6,2.2,9.5,2017
123,Seth Curry,PG,26.0,DAL,70.0,42.0,2029.0,6.0,12.5,0.48100000000000004,2.4,5.7,0.425,3.6,6.8,0.528,1.5,1.8,0.85,0.4,2.7,3.2,3.4,1.4,0.1,1.6,2.2,15.9,2017
124,Stephen Curry,PG,28.0,GSW,79.0,79.0,2638.0,9.2,19.7,0.46799999999999997,4.4,10.8,0.41100000000000003,4.8,8.9,0.537,4.4,4.9,0.898,0.8,4.0,4.8,7.2,1.9,0.2,3.3,2.5,27.3,2017
125,Troy Daniels,SG,25.0,MEM,67.0,3.0,1183.0,5.6,15.1,0.374,4.2,10.8,0.389,1.4,4.3,0.336,1.3,1.6,0.7959999999999999,0.7,2.4,3.0,1.4,0.6,0.1,1.4,2.7,16.8,2017
126,Anthony Davis,C,23.0,NOP,75.0,75.0,2708.0,10.2,20.3,0.505,0.5,1.8,0.299,9.7,18.5,0.524,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.2,2.2,2.4,2.2,27.9,2017
128,Deyonta Davis,C,20.0,MEM,36.0,0.0,238.0,3.6,7.1,0.511,0.0,0.0,,3.6,7.1,0.511,1.5,2.7,0.556,3.0,6.1,9.1,0.3,0.5,2.6,1.2,6.1,8.8,2017
129,Ed Davis,PF,27.0,POR,46.0,12.0,789.0,3.4,6.5,0.528,0.0,0.0,,3.4,6.5,0.528,2.3,3.7,0.617,4.4,6.8,11.1,1.2,0.7,1.0,1.7,6.3,9.1,2017
130,Dewayne Dedmon,C,27.0,SAS,76.0,37.0,1330.0,4.4,7.0,0.622,0.0,0.0,,4.4,7.0,0.622,1.8,2.5,0.6990000000000001,3.5,9.9,13.4,1.2,1.0,1.7,1.7,4.9,10.5,2017
131,Sam Dekker,PF,22.0,HOU,77.0,2.0,1419.0,5.2,10.9,0.473,1.5,4.7,0.321,3.6,6.1,0.591,1.0,1.7,0.5589999999999999,2.4,4.8,7.2,1.9,1.0,0.5,1.0,2.1,12.8,2017
132,Malcolm Delaney,PG,27.0,ATL,73.0,2.0,1248.0,4.2,11.2,0.374,0.7,3.2,0.23600000000000002,3.4,8.0,0.428,2.2,2.7,0.8059999999999999,0.3,3.3,3.5,5.6,1.1,0.0,2.7,3.2,11.3,2017
133,Matthew Dellavedova,PG,26.0,MIL,76.0,54.0,1986.0,3.8,9.7,0.39,1.4,3.9,0.36700000000000005,2.3,5.8,0.40399999999999997,1.5,1.7,0.8540000000000001,0.4,2.2,2.7,6.5,1.0,0.0,2.4,2.8,10.5,2017
134,Luol Deng,SF,31.0,LAL,56.0,49.0,1486.0,4.0,10.3,0.387,1.2,4.0,0.309,2.7,6.3,0.436,1.1,1.5,0.73,1.5,5.6,7.1,1.8,1.2,0.5,1.0,1.5,10.3,2017
135,DeMar DeRozan,SG,27.0,TOR,74.0,74.0,2620.0,9.9,21.2,0.467,0.5,1.7,0.266,9.5,19.5,0.484,7.5,8.9,0.8420000000000001,1.0,4.3,5.3,4.0,1.1,0.2,2.5,1.8,27.8,2017
136,Cheick Diallo,PF,20.0,NOP,17.0,0.0,199.0,6.5,13.7,0.474,0.0,0.0,,6.5,13.7,0.474,2.7,3.8,0.7140000000000001,4.2,9.0,13.2,0.7,0.7,1.3,1.3,3.1,15.7,2017
