,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Mahmoud Abdul-Rauf,PG,26.0,DEN,57.0,53.0,2029.0,7.3,16.9,0.434,2.1,5.5,0.392,5.2,11.5,0.45399999999999996,2.6,2.8,0.93,0.5,2.0,2.4,6.9,1.1,0.1,2.0,2.1,19.4,1996
1,Michael Adams,PG,33.0,CHH,21.0,3.0,329.0,4.0,9.1,0.446,1.5,4.5,0.341,2.5,4.6,0.5479999999999999,2.8,3.8,0.743,0.5,1.9,2.4,7.3,2.3,0.4,2.7,2.7,12.5,1996
2,Rafael Addison,SF,31.0,CHH,53.0,0.0,516.0,5.4,11.5,0.467,0.0,0.6,0.0,5.4,10.9,0.494,1.2,1.5,0.773,1.7,4.5,6.3,2.1,0.6,0.6,1.9,5.2,11.9,1996
3,Cory Alexander,PG,22.0,SAS,60.0,0.0,560.0,4.1,10.0,0.406,1.7,4.2,0.39399999999999996,2.4,5.7,0.41600000000000004,1.0,1.6,0.64,0.6,2.1,2.7,7.8,1.7,0.1,4.4,6.0,10.8,1996
4,Jerome Allen,SG,23.0,MIN,41.0,0.0,362.0,3.6,10.4,0.34299999999999997,1.0,3.3,0.303,2.6,7.2,0.361,2.6,3.6,0.722,0.5,2.0,2.5,4.9,2.1,0.5,3.4,4.2,10.7,1996
5,Derrick Alston,C,23.0,PHI,73.0,41.0,1614.0,4.4,8.6,0.512,0.0,0.1,0.33299999999999996,4.4,8.6,0.513,1.2,2.5,0.491,2.8,3.9,6.7,1.4,1.2,1.2,1.3,4.3,10.1,1996
6,John Amaechi,PF,25.0,CLE,28.0,3.0,357.0,2.9,7.1,0.414,0.0,0.0,,2.9,7.1,0.414,1.9,3.3,0.5760000000000001,1.3,3.9,5.2,0.9,0.6,1.1,3.4,4.9,7.8,1996
7,Ashraf Amaya,PF,24.0,VAN,54.0,34.0,1104.0,3.9,8.2,0.48,0.0,0.0,0.0,3.9,8.2,0.48200000000000004,3.2,4.9,0.6509999999999999,3.7,6.2,9.9,1.1,0.7,0.3,1.9,4.9,11.1,1996
8,Greg Anderson,PF,31.0,SAS,46.0,7.0,344.0,2.5,4.9,0.511,0.0,0.1,0.0,2.5,4.8,0.522,0.6,2.6,0.24,3.0,7.4,10.5,1.0,0.9,2.5,2.3,6.9,5.7,1996
9,Kenny Anderson,PG,25.0,TOT,69.0,64.0,2344.0,5.4,12.8,0.418,1.4,3.9,0.359,3.9,8.9,0.445,4.0,5.2,0.769,1.0,2.2,3.1,8.8,1.7,0.2,2.2,2.7,16.1,1996
12,Nick Anderson,SG,28.0,ORL,77.0,77.0,2717.0,5.3,12.0,0.442,2.2,5.7,0.391,3.1,6.3,0.489,2.2,3.2,0.6920000000000001,1.2,4.3,5.5,3.7,1.6,0.6,1.9,1.8,15.0,1996
13,Willie Anderson,SG,29.0,TOT,76.0,44.0,2060.0,5.0,11.5,0.436,0.6,2.1,0.28300000000000003,4.4,9.4,0.47,2.3,2.8,0.81,0.8,3.5,4.3,3.4,1.3,1.0,2.5,4.0,13.0,1996
16,Greg Anthony,PG,28.0,VAN,69.0,68.0,2096.0,5.6,13.4,0.415,1.5,4.7,0.332,4.0,8.8,0.45899999999999996,3.9,5.1,0.7709999999999999,0.5,2.5,3.0,8.2,2.0,0.2,2.7,2.4,16.6,1996
17,B.J. Armstrong,PG,28.0,GSW,82.0,64.0,2262.0,5.4,11.6,0.46799999999999997,1.6,3.3,0.473,3.9,8.3,0.465,3.7,4.4,0.8390000000000001,0.4,2.6,2.9,6.4,1.1,0.1,2.0,2.3,16.1,1996
18,Darrell Armstrong,PG,27.0,ORL,13.0,0.0,41.0,14.0,28.1,0.5,5.3,10.5,0.5,8.8,17.6,0.5,3.5,3.5,1.0,0.0,1.8,1.8,4.4,5.3,0.0,5.3,3.5,36.9,1996
19,Vincent Askew,SG,29.0,SEA,69.0,2.0,1725.0,4.5,9.1,0.493,0.6,1.8,0.337,3.9,7.3,0.531,2.6,3.4,0.764,1.4,3.2,4.5,3.4,1.0,0.3,2.0,3.7,12.1,1996
20,Keith Askins,SF,28.0,MIA,75.0,14.0,1897.0,3.0,7.4,0.402,1.9,4.5,0.418,1.1,2.9,0.377,0.9,1.1,0.789,2.1,4.0,6.1,2.3,0.9,1.2,1.6,5.1,8.7,1996
