,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Quincy Acy,PF,24.0,NYK,68.0,22.0,1287.0,4.3,9.3,0.45899999999999996,0.5,1.7,0.3,3.7,7.6,0.494,2.1,2.7,0.784,2.2,6.2,8.4,1.9,0.8,0.6,1.7,4.1,11.1,2015
1,Jordan Adams,SG,20.0,MEM,30.0,0.0,248.0,5.1,12.5,0.40700000000000003,1.5,3.6,0.4,3.6,8.9,0.41,2.0,3.3,0.609,1.3,2.8,4.1,2.3,2.3,1.0,2.0,3.5,13.6,2015
2,Steven Adams,C,21.0,OKC,70.0,67.0,1771.0,4.4,8.1,0.544,0.0,0.0,0.0,4.4,8.1,0.547,2.1,4.2,0.502,4.0,6.6,10.6,1.3,0.8,1.7,2.0,4.5,10.9,2015
3,Jeff Adrien,PF,28.0,MIN,17.0,0.0,215.0,3.2,7.4,0.43200000000000005,0.0,0.0,,3.2,7.4,0.43200000000000005,3.7,6.4,0.579,3.9,9.0,12.9,2.5,0.7,1.5,1.5,5.0,10.0,2015
4,Arron Afflalo,SG,29.0,TOT,78.0,72.0,2502.0,5.4,12.7,0.424,1.7,4.8,0.354,3.7,7.9,0.466,2.4,2.8,0.843,0.4,3.2,3.6,1.9,0.6,0.1,1.7,2.4,14.9,2015
7,Alexis Ajinça,C,26.0,NOP,68.0,8.0,957.0,6.8,12.4,0.55,0.0,0.0,,6.8,12.4,0.55,3.0,3.7,0.818,3.9,7.9,11.8,1.8,0.8,1.9,2.6,5.7,16.7,2015
8,Furkan Aldemir,PF,23.0,PHI,41.0,9.0,540.0,2.7,5.2,0.513,0.0,0.3,0.0,2.7,4.9,0.5479999999999999,0.9,1.8,0.48100000000000004,5.2,6.5,11.7,1.9,1.1,1.1,1.1,6.4,6.2,2015
9,Cole Aldrich,C,26.0,NYK,61.0,16.0,976.0,5.3,11.1,0.478,0.0,0.0,,5.3,11.1,0.478,1.8,2.4,0.7809999999999999,3.7,8.7,12.5,2.8,1.4,2.4,2.2,4.5,12.5,2015
10,LaMarcus Aldridge,PF,29.0,POR,71.0,71.0,2512.0,9.4,20.3,0.466,0.5,1.5,0.35200000000000004,8.9,18.8,0.475,4.4,5.2,0.845,2.5,7.9,10.4,1.8,0.7,1.0,1.7,1.8,23.8,2015
11,Lavoy Allen,C,25.0,IND,63.0,0.0,1070.0,4.7,10.1,0.47200000000000003,0.0,0.0,,4.7,10.1,0.47200000000000003,1.1,1.6,0.7020000000000001,4.1,6.7,10.9,2.5,0.5,1.4,1.3,3.4,10.6,2015
12,Tony Allen,SG,33.0,MEM,63.0,41.0,1648.0,4.9,9.9,0.495,0.2,0.6,0.345,4.7,9.3,0.505,1.7,2.8,0.627,2.3,3.9,6.1,1.9,2.8,0.7,1.9,3.6,11.8,2015
