,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,current_year
0,Shareef Abdur-Rahim,C,30.0,SAC,80.0,45.0,2015.0,5.5,11.7,0.474,0.1,0.4,0.15,5.5,11.3,0.484,3.0,4.2,0.726,2.2,4.9,7.1,1.9,0.9,0.7,2.1,4.3,14.2,2007
1,Hassan Adams,SG,22.0,NJN,61.0,8.0,495.0,5.5,9.8,0.556,0.0,0.1,0.0,5.5,9.7,0.56,1.7,2.6,0.667,2.5,3.1,5.6,0.9,1.2,0.3,1.6,3.4,12.7,2007
2,Maurice Ager,SG,22.0,DAL,32.0,1.0,214.0,3.7,11.8,0.314,0.8,2.5,0.33299999999999996,2.9,9.3,0.309,3.4,5.6,0.606,0.2,3.4,3.5,1.2,0.7,0.5,2.5,4.5,11.6,2007
3,LaMarcus Aldridge,C,21.0,POR,63.0,22.0,1392.0,6.2,12.4,0.503,0.0,0.1,0.0,6.2,12.3,0.505,2.1,3.0,0.722,3.7,4.3,8.1,0.6,0.6,1.9,1.1,4.8,14.6,2007
4,Malik Allen,PF,28.0,CHI,60.0,1.0,638.0,6.0,14.6,0.415,0.0,0.1,0.0,6.0,14.5,0.41600000000000004,1.6,1.9,0.8240000000000001,2.4,4.3,6.7,0.9,1.0,0.9,1.2,4.8,13.7,2007
5,Ray Allen,SG,31.0,SEA,55.0,55.0,2219.0,8.2,18.7,0.43799999999999994,2.7,7.2,0.37200000000000005,5.5,11.5,0.479,4.5,5.0,0.903,0.9,3.1,4.0,3.7,1.3,0.2,2.5,1.8,23.6,2007
6,Tony Allen,SG,25.0,BOS,33.0,18.0,805.0,5.9,11.6,0.514,0.4,1.5,0.242,5.6,10.1,0.5529999999999999,4.7,6.0,0.784,1.6,4.0,5.5,2.5,2.2,0.5,3.4,3.9,16.9,2007
7,Rafer Alston,PG,30.0,HOU,82.0,82.0,3040.0,4.5,12.1,0.375,2.3,6.3,0.363,2.3,5.8,0.389,1.5,2.1,0.7340000000000001,0.3,3.0,3.3,5.3,1.5,0.1,2.0,2.3,12.9,2007
8,Lou Amundson,PF,24.0,TOT,11.0,0.0,89.0,2.4,6.1,0.4,0.0,0.0,,2.4,6.1,0.4,1.6,4.0,0.4,5.3,6.1,11.3,0.4,0.4,3.2,2.0,6.1,6.5,2007
11,Alan Anderson,SG,24.0,CHA,17.0,0.0,256.0,5.2,11.4,0.457,0.7,2.8,0.25,4.5,8.6,0.525,2.7,3.2,0.826,1.5,3.0,4.5,3.0,1.0,0.0,3.1,4.6,13.8,2007
12,Derek Anderson,SF,32.0,CHA,50.0,32.0,1190.0,3.8,8.9,0.429,1.6,4.6,0.355,2.2,4.3,0.507,2.8,3.2,0.877,0.9,2.5,3.4,4.0,1.6,0.2,1.7,3.5,12.1,2007
13,Carmelo Anthony,SF,22.0,DEN,65.0,65.0,2486.0,10.0,21.0,0.47600000000000003,0.6,2.2,0.268,9.4,18.9,0.499,6.6,8.2,0.8079999999999999,2.1,3.6,5.7,3.6,1.1,0.3,3.4,2.9,27.2,2007
14,Rafael Araújo,C,26.0,UTA,28.0,0.0,248.0,3.9,9.4,0.415,0.0,0.0,,3.9,9.4,0.415,2.6,4.2,0.621,3.2,6.4,9.6,1.5,0.9,0.3,2.5,5.7,10.5,2007
15,Gilbert Arenas,PG,25.0,WAS,74.0,73.0,2942.0,7.9,18.9,0.418,2.5,7.1,0.35100000000000003,5.4,11.8,0.45899999999999996,7.4,8.8,0.8440000000000001,0.7,3.4,4.1,5.4,1.7,0.2,2.9,3.0,25.8,2007
16,Trevor Ariza,SG,21.0,ORL,57.0,7.0,1278.0,5.6,10.5,0.539,0.0,0.2,0.0,5.6,10.3,0.5489999999999999,3.0,4.8,0.62,2.8,4.3,7.0,1.8,1.7,0.5,2.4,3.8,14.3,2007
17,Darrell Armstrong,PG,38.0,IND,81.0,4.0,1275.0,4.4,10.6,0.414,2.0,6.0,0.336,2.4,4.6,0.515,2.1,2.6,0.785,1.0,2.9,3.8,5.4,2.0,0.2,2.1,2.9,12.9,2007
18,Hilton Armstrong,C,22.0,NOK,56.0,5.0,634.0,3.9,7.1,0.544,0.0,0.0,,3.9,7.1,0.544,2.3,3.8,0.597,3.3,5.2,8.5,0.6,0.7,1.5,2.0,4.5,10.0,2007
19,Carlos Arroyo,PG,27.0,ORL,72.0,5.0,1304.0,5.6,13.2,0.425,0.4,1.4,0.275,5.2,11.8,0.44299999999999995,3.6,4.6,0.795,0.9,2.8,3.7,5.6,1.1,0.1,2.5,3.6,15.2,2007
20,Chucky Atkins,PG,32.0,MEM,75.0,23.0,2064.0,5.4,12.5,0.434,2.0,5.3,0.379,3.4,7.1,0.474,4.4,5.4,0.81,0.3,2.1,2.4,6.0,0.9,0.1,2.2,2.4,17.2,2007
21,James Augustine,PF,22.0,ORL,2.0,0.0,7.0,5.1,15.4,0.33299999999999996,0.0,0.0,,5.1,15.4,0.33299999999999996,0.0,0.0,,5.1,10.3,15.4,10.3,0.0,0.0,0.0,10.3,10.3,2007
23,Kelenna Azubuike,SG,23.0,GSW,41.0,9.0,669.0,5.3,11.8,0.445,1.8,4.3,0.43,3.4,7.6,0.45399999999999996,3.3,4.2,0.782,1.4,3.7,5.1,1.5,1.2,0.5,2.1,2.6,15.7,2007
24,Renaldo Balkman,SF,22.0,NYK,68.0,1.0,1064.0,4.7,9.3,0.505,0.2,0.9,0.185,4.5,8.4,0.54,1.7,3.0,0.5670000000000001,3.3,6.7,9.9,1.5,1.9,1.5,1.7,4.9,11.3,2007
25,Marcus Banks,PG,25.0,PHO,45.0,1.0,503.0,6.0,14.0,0.429,0.4,2.1,0.172,5.7,12.0,0.473,3.4,4.3,0.8,0.7,2.0,2.7,4.3,1.6,0.2,2.9,5.0,15.8,2007
26,Leandro Barbosa,SG,24.0,PHO,80.0,18.0,2613.0,7.3,15.3,0.47600000000000003,2.6,6.0,0.434,4.7,9.3,0.504,2.7,3.2,0.845,0.3,2.6,2.9,4.4,1.3,0.2,2.0,2.9,19.9,2007
27,J.J. Barea,PG,22.0,DAL,33.0,1.0,191.0,5.3,14.7,0.359,1.1,4.0,0.28600000000000003,4.1,10.7,0.386,3.0,4.5,0.667,1.3,3.4,4.7,4.5,0.2,0.2,2.6,3.6,14.7,2007
28,Andrea Bargnani,PF,21.0,TOR,65.0,2.0,1629.0,5.9,13.8,0.42700000000000005,2.2,5.9,0.373,3.7,7.9,0.46799999999999997,2.6,3.1,0.8240000000000001,1.1,4.5,5.6,1.1,0.7,1.2,2.4,4.0,16.6,2007
29,Matt Barnes,PF,26.0,GSW,76.0,23.0,1813.0,5.5,12.5,0.43799999999999994,2.1,5.8,0.366,3.4,6.7,0.5,1.8,2.4,0.732,1.8,5.1,6.9,3.1,1.4,0.8,2.1,3.7,14.8,2007
30,Andre Barrett,PG,24.0,CHI,6.0,0.0,29.0,5.0,9.9,0.5,0.0,0.0,,5.0,9.9,0.5,0.0,0.0,,1.2,5.0,6.2,8.7,0.0,0.0,5.0,5.0,9.9,2007
31,Earl Barron,C,25.0,MIA,28.0,0.0,203.0,4.3,14.7,0.289,0.0,0.2,0.0,4.3,14.5,0.293,3.0,3.2,0.9440000000000001,3.4,3.9,7.3,0.9,1.1,0.7,2.0,3.7,11.5,2007
32,Brent Barry,SG,35.0,SAS,75.0,28.0,1631.0,4.5,9.4,0.475,2.8,6.3,0.446,1.6,3.0,0.536,2.3,2.6,0.88,0.4,3.2,3.5,3.0,1.2,0.3,1.3,1.9,14.0,2007
